Importers	Exported value in 2014-M03	Exported value in 2014-M04	Exported value in 2014-M05	Exported value in 2014-M06	Exported value in 2014-M07	Exported value in 2014-M08	Exported value in 2014-M09	Exported value in 2014-M10	Exported value in 2014-M11	Exported value in 2014-M12	Exported value in 2015-M01	Exported value in 2015-M02	Exported value in 2015-M03	Exported value in 2015-M04	Exported value in 2015-M05	Exported value in 2015-M06	Exported value in 2015-M07	Exported value in 2015-M08	Exported value in 2015-M09	Exported value in 2015-M10	
"Thailand"	418	786	533	392	1083	1018	869	730	1017	756	464	714	229	582	755	932	619	501	567	656	
"United Arab Emirates"	803	1313	1263	841	2264	1298	951	851	681	1192	1020	783	908	1003	1748	1383	1182	994	1149	556	
"Poland"	612	150	294	58	294	574	441	624	433	1031	560	414	113	234	382	719	453	270	180	555	
"Macao, China"	44	28	29	185	344	282	305	275	492	273	334	265	350	423	647	507	453	527	507	521	
"Bolivia, Plurinational State of"	242	0	137	0	6	319	129	454	101	32	53	0	37	0	356	137	18	97	275	476	
"Israel"	245	148	211	300	248	324	286	187	368	234	227	218	309	303	340	335	365	231	261	351	
"Mexico"	252	89	169	238	357	377	203	308	608	355	252	146	105	356	215	174	258	161	444	328	
"Peru"	118	210	157	62	461	170	105	139	364	153	299	182	102	308	381	255	519	268	146	301	
"Denmark"	599	1322	580	367	863	413	449	388	221	1186	597	738	352	569	617	755	830	720	540	291	
"Nicaragua"	0	16	0	0	16	5	0	0	36	0	0	0	33	0	7	25	0	15	0	277	
"Spain"	648	990	804	735	714	457	630	433	596	663	665	918	529	980	723	714	1327	931	537	277	
"Taipei, Chinese"	602	316	858	475	429	339	444	303	1397	313	446	252	562	516	1080	335	438	309	424	252	
"Iraq"	117	248	324	337	50	476	273	126	159	205	1019	702	379	901	975	402	453	220	88	247	
"Paraguay"	192	116	307	352	356	226	390	283	174	185	101	257	239	142	53	496	412	531	191	245	
"Ireland"	64	264	0	440	8	44	134	238	117	204	240	260	203	232	488	522	165	327	110	240	
"Kenya"	43	270	118	254	294	204	223	202	134	186	51	357	116	118	353	267	121	406	121	231	
"Panama"	111	172	127	173	408	428	337	349	496	308	133	162	224	301	264	484	515	241	156	224	
"Venezuela, Bolivarian Republic of"	145	75	51	92	364	0	72	175	66	48	0	0	63	0	0	169	65	25	28	203	
"Angola"	152	407	322	114	580	750	601	548	578	1281	364	386	45	291	132	76	39	279	70	195	
"Egypt"	5	10	27	126	92	18	91	99	27	55	19	80	45	23	26	88	155	135	130	192	
"Myanmar"	224	61	329	85	341	151	282	82	295	463	327	211	177	204	207	225	174	36	232	180	
"Czech Republic"	211	372	400	320	365	206	194	6	201	181	484	214	301	181	188	304	172	64	379	174	
"Dominican Republic"	17	24	7	75	179	191	274	0	54	20	81	0	274	262	38	94	259	197	140	168	
"Oman"	52	81	92	157	116	229	190	110	148	108	50	1	3	231	312	168	70	172	62	163	
"Bangladesh"	401	237	427	393	583	357	328	285	119	386	134	336	480	62	551	123	132	154	94	162	
"Brazil"	199	79	303	318	838	2131	1094	1169	352	269	49	319	308	9	609	272	327	63	26	156	
"Costa Rica"	57	61	39	41	60	0	13	51	73	132	124	35	44	98	64	291	129	156	26	139	
"Sri Lanka"	116	139	79	84	219	206	158	286	172	287	311	310	214	112	136	98	223	196	366	135	
"Suriname"	14	69	57	70	35	160	58	0	69	18	62	43	30	19	198	15	47	115	172	135	
"Ghana"	81	409	286	173	219	272	144	75	33	99	60	189	54	135	132	88	163	219	147	130	
"Brunei Darussalam"	14	17	0	62	16	30	39	152	62	10	29	143	6	21	110	64	60	31	45	125	
"Belgium"	195	176	711	381	310	583	388	696	332	349	140	112	128	352	196	295	184	680	247	123	
"Lao People's Democratic Republic"	0	0	67	10	0	0	34	7	38	14	19	65	62	25	70	84	94	133	10	122	
"Guatemala"	97	67	178	27	91	98	34	76	45	73	73	148	208	128	162	173	255	59	169	120	
"Pakistan"	114	39	39	46	62	3	151	110	70	246	200	57	118	26	29	87	44	65	121	111	
"Slovenia"	114	165	279	97	204	82	134	170	111	264	119	20	108	298	194	173	38	226	75	110	
"El Salvador"	21	71	0	1166	0	566	0	0	0	17	13	0	15	0	12	18	0	0	27	103	
"Jordan"	154	172	149	33	82	13	145	33	7	72	108	0	52	25	287	76	54	89	47	100	
"Romania"	73	115	220	85	128	209	265	95	77	178	266	131	74	118	150	263	98	164	174	93	
"Bahrain"	58	77	29	44	58	29	53	45	103	116	18	30	4	83	44	108	206	138	84	93	
"Mongolia"	109	559	441	352	231	198	426	478	165	243	145	188	177	572	514	414	503	219	145	91	
"Papua New Guinea"	138	248	43	226	572	88	102	167	147	161	66	35	0	38	20	152	11	26	175	83	
"Uruguay"	337	455	40	43	694	146	149	353	548	175	204	98	470	219	101	312	299	142	333	76	
"Switzerland"	44	25	28	36	0	0	79	38	0	25	81	8	72	5	24	15	40	25	20	70	
"Madagascar"	0	11	15	39	100	14	127	50	27	5	0	24	16	47	0	0	15	21	0	66	
"Austria"	39	0	162	0	143	0	35	41	5	11	120	52	0	75	50	0	191	122	35	66	
"Congo, Democratic Republic of the"	19	43	0	26	97	0	32	20	18	4	0	23	0	65	15	46	27	60	16	63	
"Greece"	192	251	34	133	87	42	105	158	69	159	107	75	41	196	133	128	48	55	83	60	
"Finland"	0	244	32	172	163	5	99	111	20	112	170	74	60	0	206	15	93	81	104	60	
"Mozambique"	131	71	106	200	122	87	191	129	309	98	38	18	149	140	117	128	72	25	66	60	
"Nigeria"	626	455	700	151	205	1182	1136	130	869	480	302	102	200	788	1356	1722	1815	115	642	57	
"Honduras"	57	16	82	32	73	45	1	27	0	0	51	37	60	34	92	53	70	92	87	57	
"Congo"	0	0	28	0	12	8	0	22	75	148	26	19	1	16	1	0	25	0	59	56	
"Tanzania, United Republic of"	68	126	132	130	181	155	118	114	112	214	45	130	64	79	137	109	47	26	89	56	
"Trinidad and Tobago"	83	70	32	58	20	72	287	88	162	46	13	62	44	46	6	153	29	101	124	56	
"Kuwait"	131	62	310	27	109	110	168	73	87	81	119	81	137	40	64	248	64	46	28	54	
"Russian Federation"	579	1011	1103	531	825	787	1153	662	1404	1493	304	312	250	224	246	282	202	461	451	51	
"Hungary"	68	57	0	60	52	37	92	78	48	95	13	56	38	28	1	44	141	13	78	51	
"Ecuador"	153	112	17	183	62	46	158	23	84	15	1	233	18	4	80	32	32	68	0	49	
"Morocco"	49	23	72	37	116	51	39	38	110	86	130	2	51	16	296	150	91	23	47	46	
"Sweden"	197	948	686	0	332	287	224	202	84	247	499	240	312	377	150	13	99	114	93	41	
"Lebanon"	85	196	333	14	132	174	210	117	32	192	269	22	97	313	228	106	129	250	88	38	
"Portugal"	55	1	66	0	26	53	45	120	31	9	239	54	42	26	67	102	54	0	83	36	
"Gabon"	12	40	19	12	209	96	0	0	16	0	23	26	14	0	86	21	5	56	65	35	
"Dominica"	0	12	0	30	17	0	8	0	0	0	8	0	0	0	0	0	0	14	0	31	
"Argentina"	11	4	0	3	0	24	0	0	0	30	0	0	0	0	29	0	0	0	0	30	
"Norway"	41	45	37	68	38	116	81	34	29	180	43	34	115	6	131	159	77	52	19	30	
"Comoros"	0	0	0	0	0	0	0	0	0	0	6	149	0	0	0	0	0	0	0	28	
"Ukraine"	266	73	54	25	47	0	269	0	96	0	22	269	0	34	16	15	9	30	2	28	
"Senegal"	15	17	66	93	97	30	175	38	0	61	14	33	0	2	1	3	13	0	0	26	
"Cameroon"	0	3	24	0	74	51	0	70	68	39	1	58	42	48	42	138	35	30	0	25	
"Cyprus"	38	65	35	0	0	10	89	0	1	20	0	44	0	64	15	19	66	19	9	25	
"Estonia"	0	90	0	0	47	0	0	22	0	39	0	0	23	0	23	0	0	0	0	25	
"Cambodia"	25	34	99	27	149	47	52	43	4	41	59	27	47	65	223	83	49	17	61	24	
"Mauritius"	3	11	44	33	25	45	34	45	4	17	20	45	30	63	5	28	93	35	51	24	
"Moldova, Republic of"	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	24	
"Fiji"	0	16	52	1	23	93	95	64	121	95	72	40	46	4	0	301	78	31	31	20	
"Haiti"	27	14	23	0	15	9	15	14	0	0	8	16	14	0	0	10	25	46	0	20	
"Benin"	23	9	0	33	1	70	11	28	0	15	2	59	0	31	5	0	2	14	21	19	
"Uzbekistan"	346	361	324	268	273	36	88	5	16	274	310	312	157	133	300	205	23	5	119	19	
"Gambia"	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4	17	0	0	18	
"Togo"	0	0	26	0	26	26	0	16	1	14	0	64	0	0	0	67	0	0	1	17	
"Jamaica"	0	43	13	6	50	13	15	178	2	11	1	48	15	15	74	0	0	33	103	16	
"Netherlands Antilles"	0	5	0	4	65	0	15	0	16	0	0	0	0	0	6	0	0	21	2	16	
"Zambia"	10	0	14	0	0	17	112	27	26	36	0	1	39	24	23	3	0	0	0	15	
"Cuba"	0	0	0	0	0	0	0	3	0	0	0	0	4	22	1	95	0	0	0	11	
"French Polynesia"	0	4	0	0	12	0	7	35	17	40	0	0	0	10	0	12	0	29	12	10	
"Solomon Islands"	70	0	0	0	0	0	7	7	2	79	0	1	0	0	0	9	14	0	23	9	
"Maldives"	68	2	27	31	13	15	14	24	9	1	10	45	5	27	17	51	37	43	10	8	
"Djibouti"	7	0	10	6	0	15	90	12	14	6	8	51	0	3	5	2	0	0	0	6	
"Mauritania"	0	13	0	0	0	14	0	0	0	1	0	0	10	176	14	0	1	0	14	5	
"Bahamas"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	4	
"Bosnia and Herzegovina"	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	
"Guinea"	28	0	0	0	0	0	7	29	7	22	0	0	0	29	0	32	9	10	48	2	
"Kyrgyzstan"	222	232	285	267	193	83	42	10	18	59	74	89	189	539	127	129	75	98	45	2	
"Kazakhstan"	50	205	182	133	216	519	82	132	9	82	69	474	156	83	390	322	281	47	331	1	
"Qatar"	246	1	42	0	164	72	83	298	38	63	35	75	28	53	195	182	88	90	41	1	
"Slovakia"	0	0	15	22	23	39	0	15	0	0	78	0	0	0	12	0	15	23	0	0	
"Serbia"	5	62	0	15	0	0	11	0	15	0	0	71	0	0	19	0	45	0	0	0	
"Seychelles"	0	0	0	0	0	0	0	0	17	0	0	0	0	0	164	0	0	1	0	0	
"Sierra Leone"	0	0	1	17	0	0	0	0	0	1	16	0	0	0	0	0	32	0	13	0	
"Guinea-Bissau"	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Timor-Leste"	0	0	0	29	0	7	0	0	0	10	21	0	0	0	0	0	15	3	0	0	
"Rwanda"	0	0	71	0	0	8	0	0	0	0	0	0	0	3	0	0	0	32	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	6	0	0	
"Saint Vincent and the Grenadines"	15	0	0	0	0	14	0	0	0	0	0	15	0	0	0	0	0	0	0	0	
"Sao Tome and Principe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	
"Aruba"	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	49	0	
"New Caledonia"	0	0	8	0	0	0	16	0	0	22	0	11	0	69	8	0	0	66	234	0	
"Vanuatu"	0	0	0	0	0	0	4	0	0	0	0	0	0	11	5	0	11	0	0	0	
"Niger"	83	0	75	23	0	0	0	63	0	0	73	0	0	0	36	0	0	0	0	0	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	
"Marshall Islands"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	
"Palau"	0	0	3	0	0	0	0	0	7	0	1	0	0	0	1	0	0	0	0	0	
"Côte d'Ivoire"	83	82	68	0	24	103	96	0	13	1	102	5	0	29	14	6	38	37	29	0	
"Latvia"	0	0	0	0	0	29	0	0	0	26	0	11	0	0	0	0	98	0	2	0	
"Liberia"	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0	
"Libya, State of"	47	186	495	891	411	215	61	79	30	0	177	119	5	68	80	304	780	314	50	0	
"Lithuania"	31	29	22	19	35	0	82	22	22	1	0	13	8	0	0	0	8	0	24	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
"Malawi"	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	3	16	0	0	0	
"Mali"	0	0	0	0	15	1	0	0	3	0	14	0	0	14	0	0	0	5	0	0	
"Malta"	0	21	0	41	3	0	2	34	0	3	26	2	0	15	48	0	0	5	11	0	
"Montenegro"	7	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
"Namibia"	0	54	43	0	26	47	110	32	71	66	44	37	0	27	6	0	37	42	0	0	
"Nepal"	25	0	19	16	30	19	1	0	0	0	30	27	32	25	14	0	0	14	32	0	
"Oceania Nes"	0	6	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Guyana"	15	16	24	0	0	73	3	21	9	0	0	32	20	12	15	40	16	15	15	0	
"Palestine, State of"	5	47	54	0	0	0	0	0	0	0	0	8	0	0	23	0	0	0	17	0	
"Grenada"	0	0	0	3	0	0	7	9	0	0	0	0	0	0	0	0	0	3	0	0	
"Iceland"	0	0	0	0	14	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	
"Iran, Islamic Republic of"	66	201	9	0	230	343	27	77	16	10	158	113	90	28	74	44	63	13	89	0	
"Georgia"	48	14	41	0	0	0	6	38	3	0	0	90	7	63	354	121	60	0	4	0	
"Equatorial Guinea"	0	44	21	13	14	104	0	0	0	0	23	0	0	0	0	65	1	6	132	0	
"Ethiopia"	15	27	86	0	2262	81	84	58	98	17	42	98	115	5	0	1	129	0	0	0	
"Botswana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
"Armenia"	22	0	2	0	0	0	0	2	10	0	0	11	0	0	0	26	0	0	0	0	
"Barbados"	0	0	0	0	16	0	29	0	0	0	13	0	0	13	0	0	33	0	0	0	
"Belize"	8	0	0	0	0	0	0	20	0	0	0	0	6	0	12	0	0	6	0	0	
"Azerbaijan"	72	11	112	0	0	32	0	0	0	0	0	63	0	0	59	0	0	0	0	0	
"Afghanistan"	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	42	208	0	0	0	
"Albania"	30	95	37	0	69	12	0	14	0	0	65	33	26	29	134	24	16	39	0	0	
"Cabo Verde"	0	0	0	0	22	21	0	0	0	0	0	12	0	0	0	46	0	28	0	0	
"Bulgaria"	153	112	63	29	81	29	27	47	48	0	39	34	0	26	58	35	12	21	56	0	
"Burundi"	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	
"Belarus"	0	0	0	0	0	0	0	0	0	35	0	0	0	0	6	0	0	0	0	0	
"Mayotte"	0	14	0	12	30	0	0	15	0	0	0	12	0	1	0	15	4	28	0	0	
"Croatia"	20	11	0	2	8	0	0	12	51	0	0	13	25	1	23	126	20	0	23	0	
"Samoa"	0	0	18	0	26	34	0	0	32	27	0	1	0	0	0	2	11	8	0	0	
"Yemen"	100	60	202	30	66	351	60	37	80	16	97	157	31	49	0	0	4	2	0	0	
"Macedonia, The Former Yugoslav Republic of"	7	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
"Burkina Faso"	0	0	111	0	0	0	0	0	0	0	0	16	0	0	1	0	135	0	13	0	
"Tonga"	0	0	1	0	20	0	0	0	36	0	0	0	5	1	0	0	0	1	1	0	
"Syrian Arab Republic"	0	0	0	0	0	0	428	0	0	5	0	0	728	0	0	12	56	0	0	0	
"Tajikistan"	135	166	178	138	87	34	28	21	132	17	73	86	37	141	142	167	48	40	16	0	
"Tunisia"	0	0	0	0	0	0	0	0	7	12	0	0	11	0	17	39	0	0	0	0	
"Turkey"	187	112	134	197	285	191	205	29	131	282	152	189	390	289	152	157	210	73	428	0	
"Turkmenistan"	54	57	52	84	24	0	0	0	0	42	47	0	0	104	36	0	13	54	95	0	
"Uganda"	14	15	0	41	1	309	0	0	0	51	0	0	247	0	0	0	48	148	111	0	
"Somalia"	15	0	0	0	23	31	0	0	0	16	21	0	0	0	0	0	29	0	1	0	
"Zimbabwe"	0	0	0	0	0	17	0	0	23	271	38	0	0	0	6	18	0	3	0	0	
"Swaziland"	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Sudan (before 2012)"	25	5	29	0	1	21	0	3	0	117	41	2	93	0	14	117	0	79	17	0	
