Importers	Exported value in 2007-M11	Exported value in 2007-M12	Exported value in 2008-M01	Exported value in 2008-M02	Exported value in 2008-M03	Exported value in 2008-M04	Exported value in 2008-M05	Exported value in 2008-M06	Exported value in 2008-M07	Exported value in 2008-M08	Exported value in 2008-M09	Exported value in 2008-M10	Exported value in 2008-M11	Exported value in 2008-M12	Exported value in 2009-M01	Exported value in 2009-M02	Exported value in 2009-M03	Exported value in 2009-M04	Exported value in 2009-M05	Exported value in 2009-M06	
"Benin"	0	0	0	28	0	0	16	24	0	114	60	0	18	81	64	0	187	19	48	73	
"Cabo Verde"	36	0	12	0	18	0	54	62	0	35	61	0	17	0	31	0	0	18	9	73	
"New Zealand"	289	313	131	358	281	155	257	147	207	349	287	279	407	50	248	134	198	182	143	72	
"Turkmenistan"	0	0	0	0	23	0	82	83	83	0	0	0	0	32	17	0	304	112	49	68	
"Qatar"	0	32	222	92	39	49	18	12	20	4	58	28	0	50	22	30	0	0	79	67	
"Bulgaria"	69	104	0	108	61	215	613	808	973	913	1263	778	407	58	34	36	56	0	260	62	
"Peru"	0	300	0	0	474	18	41	152	139	84	0	231	46	106	136	201	173	183	45	60	
"Ireland"	166	138	54	0	83	18	34	139	213	95	56	145	39	96	206	49	228	34	184	58	
"Georgia"	147	0	0	115	424	137	295	355	270	199	0	0	16	0	0	0	0	34	58	58	
"Lebanon"	39	0	45	0	19	44	0	61	0	73	66	62	28	56	0	0	0	17	22	57	
"Bahrain"	27	67	0	9	0	0	33	14	102	24	58	14	33	20	0	0	0	30	14	51	
"French Polynesia"	0	13	14	29	0	0	0	0	0	0	0	0	0	13	0	0	0	29	0	47	
"Mayotte"	14	14	76	15	42	13	0	0	16	60	0	0	42	22	0	0	13	0	85	46	
"Brunei Darussalam"	11	34	0	14	12	0	27	36	0	30	18	0	0	0	69	0	0	0	15	45	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	14	0	0	0	0	62	0	80	36	0	49	33	115	41	
"Netherlands Antilles"	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	18	0	0	0	40	
"Albania"	20	0	14	0	93	126	108	0	58	103	32	59	181	110	70	144	0	73	211	32	
"Dominican Republic"	34	44	0	50	107	30	114	152	218	32	55	54	16	103	0	85	206	80	69	32	
"Slovenia"	42	0	0	13	0	34	105	0	25	117	355	185	22	142	131	49	0	33	101	28	
"Slovakia"	17	32	0	12	24	14	108	83	0	56	0	58	26	53	41	47	312	46	63	28	
"Jamaica"	0	0	145	117	98	48	0	0	0	67	135	38	0	0	0	34	87	43	0	28	
"Senegal"	46	0	0	67	82	45	246	0	69	276	31	30	99	19	40	0	63	51	32	25	
"Guinea"	0	0	37	2	0	15	0	0	0	29	0	0	0	0	0	0	0	12	0	24	
"Afghanistan"	0	0	0	0	0	0	0	0	0	0	0	0	0	12	24	24	45	0	44	24	
"Syrian Arab Republic"	0	0	0	19	0	147	28	34	19	0	0	0	0	0	0	34	0	191	111	23	
"Ecuador"	0	0	0	0	0	17	0	30	0	408	232	252	16	0	0	0	65	49	27	17	
"Costa Rica"	0	13	113	0	69	0	0	0	0	0	19	19	0	0	0	0	34	39	0	16	
"Serbia"	60	0	0	0	110	177	363	205	192	283	226	595	172	356	127	125	83	52	0	16	
"Romania"	259	165	45	246	250	355	41	104	131	279	500	481	250	0	36	88	32	149	385	16	
"Africa not elsewhere specified"	14	0	0	0	0	0	14	0	0	0	14	0	0	0	0	0	0	0	0	16	
"Malta"	41	13	11	0	0	0	0	17	62	8	0	12	0	10	13	0	0	13	5	16	
"Togo"	0	0	0	0	0	0	12	0	48	16	12	0	16	0	0	0	25	0	0	16	
"Macedonia, The Former Yugoslav Republic of"	19	0	34	0	60	0	75	43	23	0	94	108	25	91	46	69	85	0	14	15	
"Papua New Guinea"	131	0	60	40	56	37	29	64	48	0	22	63	83	86	48	106	22	32	69	15	
"Pakistan"	386	92	0	160	180	267	80	0	65	33	76	3	0	0	0	28	0	4	16	14	
"Somalia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	
"Austria"	0	182	41	0	151	72	0	0	0	63	65	72	165	85	240	19	0	52	0	13	
"Switzerland"	0	0	0	0	0	0	15	16	28	0	14	33	0	13	43	17	45	88	0	13	
"Armenia"	0	35	0	0	17	34	31	0	0	21	0	63	0	0	0	0	0	0	0	12	
"El Salvador"	0	22	0	0	59	0	32	0	56	40	0	0	0	0	0	17	4	0	0	12	
"Gabon"	168	40	0	54	121	41	0	79	57	45	0	9	50	160	0	32	0	25	0	12	
"Suriname"	11	21	0	41	18	46	33	0	0	0	39	27	0	47	0	26	95	25	42	9	
"Trinidad and Tobago"	0	16	0	16	36	13	0	35	18	17	17	16	32	0	0	0	0	0	0	7	
"Sudan (before 2012)"	48	0	0	8	17	65	12	41	63	1	13	41	1	11	2	0	0	143	18	2	
"Rwanda"	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	
"Saint Lucia"	0	0	0	16	0	0	18	0	0	16	0	0	0	0	0	0	0	0	0	0	
"Saint Vincent and the Grenadines"	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Sao Tome and Principe"	0	0	0	0	7	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	
"Seychelles"	48	27	0	24	0	19	0	0	45	0	0	0	36	0	0	0	0	0	0	0	
"Sierra Leone"	0	0	0	31	0	0	0	0	0	0	4	0	32	2	0	0	0	0	0	0	
"Micronesia, Federated States of"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Paraguay"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
"Nicaragua"	0	0	0	0	33	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	
"Nepal"	0	0	0	0	0	6	0	23	27	0	0	0	0	0	0	0	41	0	16	0	
"Mauritania"	0	0	0	0	0	0	0	0	0	14	0	0	0	51	0	0	0	0	0	0	
"Maldives"	30	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	
"Mali"	0	0	0	1	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	
"Lithuania"	222	129	96	289	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
"Macao, China"	54	8	0	18	9	0	0	0	11	0	20	0	0	0	124	0	0	0	0	0	
"Madagascar"	0	0	0	0	0	0	0	0	13	0	0	0	25	16	0	29	0	9	9	0	
"Malawi"	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	
"Taipei, Chinese"	22	16	11	16	11	11	100	37	27	58	116	0	16	0	0	50	0	72	48	0	
"Montenegro"	156	59	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	64	56	0	
"Oman"	107	0	124	48	165	336	57	68	58	74	99	79	110	88	24	0	0	0	30	0	
"Liberia"	0	0	24	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Lao People's Democratic Republic"	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Gambia"	0	0	0	0	0	0	27	0	0	0	4	0	0	0	19	0	0	0	0	0	
"Guyana"	0	0	16	14	15	0	0	14	14	0	33	62	0	0	0	12	0	0	0	0	
"Grenada"	29	0	0	0	16	0	0	12	16	0	0	0	0	0	0	0	0	0	0	0	
"Honduras"	0	57	0	0	39	23	32	0	0	36	14	22	16	45	0	19	16	16	11	0	
"Equatorial Guinea"	0	0	15	0	0	0	0	0	0	0	1	5	0	0	0	0	3	4	0	0	
"Dominica"	0	0	0	0	80	0	93	0	17	0	0	0	0	0	0	0	0	0	0	0	
"Eritrea"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
"Estonia"	0	41	0	0	20	0	42	0	37	0	0	0	0	0	0	0	53	0	33	0	
"Fiji"	2	0	0	0	0	0	16	17	46	28	17	17	22	16	0	0	0	0	73	0	
"Barbados"	0	0	0	0	17	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	
"Solomon Islands"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bermuda"	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bosnia and Herzegovina"	0	0	0	0	0	78	0	31	0	0	33	35	31	30	0	0	0	0	0	0	
"Azerbaijan"	0	0	0	0	0	0	0	15	0	0	0	0	41	0	1	0	0	0	226	0	
"Argentina"	136	0	0	202	0	0	879	0	146	213	147	336	0	0	4	0	58	165	296	0	
"Croatia"	48	92	103	71	47	23	45	0	103	22	223	185	308	17	181	33	0	0	13	0	
"Congo"	27	160	124	9	126	23	52	41	108	267	98	233	298	38	65	0	48	83	4	0	
"China"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Comoros"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	
"Cambodia"	0	0	0	0	0	0	0	27	0	0	0	0	0	53	0	0	1	0	0	0	
"Cameroon"	21	36	139	93	31	10	103	0	27	297	80	56	190	43	31	46	11	87	71	0	
"Central African Republic"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	
"Sri Lanka"	48	0	0	70	18	15	0	0	231	86	34	91	94	0	0	0	0	58	0	0	
"Chad"	18	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	
"Zimbabwe"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
"Tonga"	15	0	0	0	0	0	0	0	0	27	0	0	0	0	1	0	0	0	0	0	
"Uganda"	0	0	23	0	0	0	0	32	0	0	0	0	0	0	0	0	18	0	0	0	
"Egypt"	11	69	19	222	0	31	55	0	206	0	206	0	31	309	18	0	0	0	15	0	
"Samoa"	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
"Burkina Faso"	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Zambia"	25	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	
