Importers	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	Exported value in 2017-M09	Exported value in 2017-M10	Exported value in 2017-M11	Exported value in 2017-M12	Exported value in 2018-M01	Exported value in 2018-M02	Exported value in 2018-M03	
"Brazil"	135	159	368	130	260	268	62	111	328	304	396	176	326	225	232	545	244	64	110	562	
"Paraguay"	742	215	222	415	163	219	135	344	61	600	498	913	350	457	36	322	170	461	241	535	
"Colombia"	815	937	680	882	394	440	189	471	377	454	479	462	436	537	589	502	634	381	412	515	
"Korea, Republic of"	393	282	401	311	346	229	54	344	542	445	1048	737	798	434	372	292	244	249	389	503	
"Algeria"	79	148	111	280	402	504	137	1051	754	1124	41	253	44	141	5	0	103	338	570	449	
"Turkey"	124	167	69	162	177	107	283	340	218	29	345	293	103	0	102	77	151	183	270	442	
"Israel"	491	303	588	243	236	615	149	309	393	427	390	296	389	332	435	303	435	357	558	424	
"Myanmar"	321	244	118	322	181	179	247	196	285	401	266	178	283	205	202	518	474	285	1215	407	
"Finland"	131	0	16	193	127	186	86	142	213	114	164	149	46	94	88	105	145	146	271	354	
"Russian Federation"	218	316	58	86	171	275	98	243	170	399	205	410	157	651	260	76	171	218	324	335	
"South Africa"	432	220	454	423	579	269	232	413	316	373	292	365	621	711	249	668	565	255	380	275	
"Qatar"	198	331	356	28	69	166	45	31	25	163	167	76	57	28	262	105	62	135	507	272	
"Mexico"	1247	344	258	362	97	84	74	294	316	436	225	451	550	273	604	278	254	391	242	262	
"Oman"	89	99	86	136	134	117	18	184	191	305	178	78	52	25	22	140	62	124	212	257	
"Peru"	270	238	269	284	215	166	270	182	286	224	106	252	444	786	686	721	390	634	284	239	
"Belgium"	654	499	368	168	261	320	166	308	328	350	507	467	582	431	383	543	796	831	542	232	
"Uruguay"	184	110	28	193	219	79	46	52	164	172	121	102	83	316	54	269	164	171	81	231	
"Romania"	260	79	146	103	123	152	2	101	163	345	71	262	60	214	111	124	492	57	225	225	
"Chile"	1549	1283	1108	1891	1094	899	622	692	1065	1383	1826	1489	2058	2192	1427	1833	971	1127	839	217	
"Panama"	280	509	302	264	444	488	83	231	378	393	418	609	349	498	271	829	313	226	250	214	
"Kazakhstan"	208	77	39	7	26	406	308	501	94	260	122	328	38	56	24	10	135	24	114	213	
"Sri Lanka"	162	330	529	620	220	401	390	318	390	193	213	224	602	410	355	769	413	344	330	190	
"Honduras"	24	87	89	90	156	54	59	263	162	77	264	298	116	217	40	270	147	174	167	189	
"Lebanon"	244	98	192	197	209	221	146	109	184	206	148	127	86	199	174	270	297	367	140	168	
"Sweden"	165	198	181	818	234	484	279	426	555	510	126	262	471	161	470	132	408	559	288	166	
"Ireland"	308	270	184	188	139	159	222	277	355	273	497	98	193	270	157	163	274	170	106	158	
"Bolivia, Plurinational State of"	0	0	19	204	19	70	5	82	204	19	60	221	89	4	213	112	92	229	183	156	
"Nigeria"	208	439	135	111	337	145	194	154	282	13	196	233	169	245	213	137	387	122	232	153	
"Czech Republic"	190	56	226	130	35	153	76	87	134	188	22	224	119	50	154	246	126	208	66	146	
"Bangladesh"	95	123	116	252	415	573	133	143	332	644	552	25	225	74	261	242	179	165	525	144	
"Mongolia"	144	146	92	153	66	31	34	125	424	841	222	337	140	190	408	311	104	86	108	142	
"Macao, China"	403	286	109	121	101	101	57	111	129	104	281	125	171	257	131	155	328	210	63	137	
"Guatemala"	261	110	52	316	143	320	197	128	172	173	119	160	227	179	56	306	332	310	459	135	
"Côte d'Ivoire"	129	40	103	102	56	36	0	48	245	71	0	103	222	59	54	38	30	16	116	129	
"Bahrain"	32	22	81	3	144	56	0	15	89	43	48	141	108	84	88	38	107	48	63	117	
"Papua New Guinea"	129	497	153	70	54	146	43	71	56	266	94	132	61	109	7	71	42	98	159	114	
"Ghana"	245	234	106	136	54	439	80	93	126	251	314	494	168	247	178	347	119	341	50	107	
"Kyrgyzstan"	102	56	28	29	25	13	19	95	282	131	80	11	42	15	44	49	60	33	24	104	
"Ukraine"	22	64	66	53	20	41	37	0	72	86	63	38	19	18	58	32	38	75	0	102	
"Tanzania, United Republic of"	307	134	20	206	167	80	108	110	54	93	12	84	138	103	777	221	124	77	78	98	
"Fiji"	20	178	208	130	59	26	101	0	110	73	39	153	143	325	75	488	142	34	27	93	
"Switzerland"	76	116	16	41	135	12	6	61	37	62	39	52	1	180	95	139	125	234	16	87	
"Kenya"	244	87	116	387	242	340	54	112	280	133	303	201	157	129	129	266	242	265	241	86	
"Austria"	46	13	76	26	3	7	1	0	30	108	17	140	51	8	35	1	55	24	39	85	
"Angola"	3	460	45	168	98	31	6	70	69	897	14	46	100	76	71	165	214	63	146	78	
"Iran, Islamic Republic of"	61	23	0	73	171	44	58	350	429	382	189	132	85	22	141	77	0	32	112	77	
"Hungary"	0	21	0	33	40	20	21	65	45	210	82	32	48	60	40	34	46	267	24	76	
"Madagascar"	89	18	80	29	12	13	48	57	39	94	50	84	40	37	27	85	3	49	30	71	
"Ecuador"	90	85	23	48	13	83	1	12	62	31	63	135	120	99	114	23	85	44	115	68	
"Maldives"	1	72	33	47	56	70	39	0	26	103	108	10	43	364	23	57	29	53	32	61	
"Brunei Darussalam"	274	63	58	184	125	85	0	183	61	122	169	69	57	39	65	44	80	99	30	60	
"Slovenia"	175	56	49	161	164	50	145	112	193	137	140	73	253	132	217	149	293	137	35	59	
"Tunisia"	34	3	0	0	7	56	0	15	30	4	0	59	0	3	0	0	0	149	10	57	
"Costa Rica"	131	115	46	195	179	125	100	164	298	55	125	50	136	328	172	290	199	75	1	57	
"Lao People's Democratic Republic"	256	199	274	53	435	225	72	113	271	214	98	48	170	127	92	169	27	270	179	53	
"Senegal"	14	36	65	12	83	16	49	28	4	77	51	0	260	13	5	3	19	47	1	53	
"Uzbekistan"	5	14	6	13	19	178	0	145	165	214	157	82	18	26	5	45	130	134	93	50	
"Greece"	96	146	15	117	104	26	132	211	155	377	178	128	78	142	89	5	95	44	112	50	
"Gabon"	70	65	64	0	136	24	3	33	3	14	86	54	64	137	10	19	173	17	98	48	
"Sint Maarten (Dutch part)"	0	0	0	0	0	16	0	17	0	0	0	34	0	0	0	0	1	17	0	48	
"Jamaica"	19	52	49	89	42	64	3	78	19	80	72	132	78	87	87	56	48	141	85	41	
"Norway"	45	76	37	24	6	120	0	0	111	68	184	96	8	33	24	24	46	91	117	39	
"Afghanistan"	0	24	0	0	34	33	6	11	49	21	2	9	0	0	0	0	13	38	30	39	
"Portugal"	0	65	0	139	7	70	9	49	61	161	247	59	54	282	88	155	134	63	25	37	
"Zimbabwe"	3	0	0	0	0	0	0	0	18	0	0	0	14	5	2	1	3	0	1	35	
"Mauritius"	38	21	123	111	35	0	4	16	34	89	34	17	81	26	45	100	17	1	5	33	
"Curaçao"	0	0	0	0	0	49	14	0	1	0	33	0	14	21	0	0	0	13	0	31	
"Nepal"	61	5	10	38	0	102	6	24	0	0	2	31	22	30	1	85	74	12	110	31	
"South Sudan"	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	5	10	0	31	
"Iceland"	0	0	0	0	3	0	0	0	23	0	0	0	0	0	0	0	0	0	31	29	
"Yemen"	34	74	35	12	8	65	30	54	134	297	20	81	130	12	161	0	1	3	0	25	
"Estonia"	0	22	0	0	0	15	32	0	36	0	0	0	20	2	0	0	35	0	22	21	
"Liberia"	0	0	9	19	7	16	26	0	9	14	16	13	36	0	23	0	107	9	0	19	
"Pakistan"	37	46	23	77	60	111	105	124	198	226	62	94	95	123	57	35	83	140	88	19	
"Turkmenistan"	0	11	0	22	0	0	0	5	27	28	0	33	0	0	0	0	0	0	0	19	
"Dominican Republic"	164	61	122	246	203	162	54	175	116	174	226	65	156	179	98	193	209	297	142	16	
"Bosnia and Herzegovina"	0	0	0	0	0	0	0	14	13	2	0	0	0	0	0	0	105	0	0	16	
"Congo, Democratic Republic of the"	16	11	2	0	42	37	41	17	3	1	32	3	13	35	22	35	9	56	12	15	
"Aruba"	12	0	0	19	0	21	0	0	0	0	17	0	0	0	0	15	18	18	0	15	
"Cambodia"	71	49	88	42	69	171	86	262	57	52	259	37	127	85	88	210	170	36	105	14	
"Solomon Islands"	7	60	0	35	1	0	0	17	0	0	1	16	15	0	2	0	8	1	0	13	
"Nicaragua"	18	17	9	0	0	14	0	16	38	0	30	28	21	0	14	0	31	0	10	13	
"Somalia"	16	0	0	5	11	0	0	0	15	1	6	18	49	26	59	0	15	63	34	13	
"Comoros"	13	3	0	1	0	1	0	14	2	1	0	0	0	13	1	3	1	0	16	12	
"Croatia"	49	23	17	1	0	62	11	57	31	109	0	0	5	17	25	0	1	48	26	12	
"Guyana"	1	41	1	0	12	0	4	1	2	0	15	16	10	1	0	17	17	0	0	12	
"Mozambique"	86	42	134	49	102	34	0	9	32	111	84	70	50	43	62	111	60	79	59	11	
"Tajikistan"	66	8	22	3	0	16	0	57	14	44	10	66	14	14	15	16	44	21	10	10	
"Djibouti"	7	12	205	14	2	8	0	46	1	151	16	42	4	4	32	964	2118	21	1622	9	
"Equatorial Guinea"	1	12	177	0	0	0	0	12	0	41	0	0	0	4	0	52	29	0	0	8	
"Trinidad and Tobago"	101	48	65	35	2	13	0	80	157	13	27	91	157	137	66	19	41	72	93	6	
"Cyprus"	5	0	46	41	0	15	0	1	173	31	10	45	13	0	2	132	2	43	65	5	
"Grenada"	0	7	0	0	16	0	0	0	0	16	0	7	2	0	0	0	0	0	0	5	
"Marshall Islands"	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5	
"Malawi"	6	0	0	4	19	2	0	0	0	0	0	2	2	37	0	15	0	0	0	4	
"Kuwait"	163	87	3	23	139	163	70	143	25	96	209	120	167	90	71	127	203	106	263	4	
"Egypt"	34	56	46	13	19	4	241	28	30	27	18	21	47	26	23	0	33	94	116	4	
"Uganda"	0	24	100	20	30	52	3	1	5	6	0	25	0	3	0	43	22	0	34	3	
"Morocco"	31	205	7	62	71	31	11	11	117	80	134	119	132	44	75	33	96	37	77	3	
"Mauritania"	0	0	0	0	0	0	0	11	0	111	0	0	3	10	22	12	2	0	13	2	
"Bulgaria"	22	0	0	22	35	19	9	12	2	35	9	32	20	4	21	20	17	0	46	2	
"Sudan"	0	0	0	0	0	14	326	325	108	62	101	0	336	19	0	0	53	0	47	2	
"Rwanda"	0	0	0	5	0	0	2	0	0	0	12	3	21	0	0	0	0	0	0	2	
"Zambia"	88	0	1	0	0	28	0	0	0	24	15	0	0	2	10	25	49	11	1	2	
"Samoa"	63	7	70	17	0	10	36	9	3	3	10	0	15	14	66	13	0	0	0	1	
"Togo"	29	17	48	13	3	30	41	0	0	14	0	13	0	0	15	0	8	30	2	1	
"Tonga"	16	0	0	0	5	1	0	2	0	0	0	19	2	69	0	0	0	4	0	0	
"Syrian Arab Republic"	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	
"Macedonia, The Former Yugoslav Republic of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	
"Turks and Caicos Islands"	0	3	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Kitts and Nevis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
"Saint Lucia"	0	0	0	0	0	1	0	0	0	0	16	0	0	7	0	17	0	0	0	0	
"Saint Vincent and the Grenadines"	0	0	0	0	0	0	0	0	0	1	5	0	13	0	0	0	0	0	0	0	
"Sao Tome and Principe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	
"Serbia"	0	3	0	0	35	0	0	0	0	38	0	33	13	16	1	22	104	0	0	0	
"Seychelles"	0	0	42	0	0	0	0	0	14	0	0	0	0	8	9	18	0	0	3	0	
"Sierra Leone"	0	16	0	29	14	3	0	0	3	29	9	15	1	0	0	0	0	0	0	0	
"Sudan (before 2012)"	21	0	18	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Suriname"	12	0	0	4	0	22	0	0	0	0	1	7	0	39	40	36	16	6	21	0	
"Slovakia"	15	0	0	14	0	14	21	14	0	0	15	10	0	0	0	0	0	15	15	0	
"Venezuela, Bolivarian Republic of"	0	11	373	14	17	30	0	43	54	102	34	69	0	3	0	43	26	0	1	0	
"Burkina Faso"	0	38	25	11	0	8	0	0	1	21	0	20	208	0	0	0	21	0	7	0	
"Cameroon"	79	0	25	24	121	8	27	12	34	112	40	137	24	45	30	11	28	39	0	0	
"Burundi"	0	0	0	0	0	0	0	0	1	39	104	0	0	0	0	0	4	0	0	0	
"Belarus"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Congo"	241	33	58	2	30	10	0	8	1	14	0	8	13	10	13	22	11	9	0	0	
"Cook Islands"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	
"Chad"	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	
"Cabo Verde"	0	0	0	18	6	0	0	1	0	0	0	0	0	0	0	0	17	0	10	0	
"Cayman Islands"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Botswana"	0	0	0	0	4	3	0	0	0	0	1	1	82	7	0	0	0	3	0	0	
"Belize"	0	0	0	15	0	0	0	6	0	23	0	22	0	43	6	0	16	0	16	0	
"Armenia"	12	9	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
"Barbados"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	
"Bhutan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	
"Albania"	65	26	0	0	22	54	65	31	25	13	59	7	59	29	0	30	129	52	65	0	
"Bahamas"	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Antigua and Barbuda"	0	0	0	27	0	0	0	0	0	0	0	0	42	14	0	0	0	0	0	0	
"Azerbaijan"	0	0	0	0	0	0	256	173	0	152	64	1	51	0	0	0	441	755	289	0	
"Argentina"	6	0	36	0	0	28	1	7	0	3	0	1	27	0	226	227	96	0	2	0	
"Guinea"	41	36	39	42	0	73	17	33	15	37	7	19	40	13	919	34	0	2	12	0	
"Haiti"	11	15	0	5	0	10	0	7	5	0	11	11	47	10	0	8	5	20	12	0	
"Georgia"	18	87	0	1	5	0	2	15	43	13	2	0	0	6	20	1	10	0	6	0	
"Gambia"	0	47	0	0	0	1	13	13	0	5	3	14	3	13	13	6	5	0	49	0	
"Palestine, State of"	0	0	0	33	0	0	0	0	1	56	0	25	0	0	31	56	36	178	0	0	
"Kiribati"	0	0	8	0	0	0	11	0	0	0	0	0	0	0	6	0	0	0	0	0	
"French Polynesia"	56	2	13	40	2	20	0	14	31	39	24	43	51	15	17	19	11	0	13	0	
"Cuba"	2	0	87	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Benin"	31	52	0	0	0	9	13	17	4	19	4	61	5	12	13	13	25	0	12	0	
"Dominica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	
"Ethiopia"	0	18	47	30	7	78	24	0	102	0	0	26	110	217	209	196	131	19	13	0	
"El Salvador"	19	19	12	10	0	0	10	0	18	0	0	19	39	0	36	15	9	27	0	0	
"Mali"	0	0	28	1	0	1	14	10	0	0	14	0	40	40	26	57	81	2	5	0	
"Malta"	95	1	0	11	0	0	0	5	0	5	28	19	11	0	0	3	8	0	0	0	
"Latvia"	0	0	0	0	73	0	0	0	0	0	0	0	1	0	0	0	0	18	0	0	
"Libya, State of"	11	83	11	0	17	79	0	71	3	49	136	0	13	12	39	0	0	0	0	0	
"Lithuania"	20	29	15	0	0	0	1	0	0	0	0	6	0	10	22	0	0	0	0	0	
"Luxembourg"	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	
"Korea, Democratic People's Republic of"	63	62	51	20	47	48	5	90	29	251	292	236	163	79	53	45	27	6	0	0	
"Jordan"	69	64	38	247	117	110	143	177	110	91	131	109	61	111	150	26	399	105	65	0	
"Namibia"	0	0	116	17	24	1	0	1	0	17	74	0	1	0	7	13	1	5	0	0	
"Moldova, Republic of"	0	0	0	0	0	0	29	0	1	0	1	0	0	0	0	0	0	0	0	0	
"Montenegro"	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	
"New Caledonia"	97	25	81	36	63	4	10	60	96	69	45	153	80	0	20	30	105	38	52	0	
"Vanuatu"	0	0	11	0	1	0	0	1	0	2	2	0	5	0	2	4	2	0	1	0	
"Oceania Nes"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Netherlands Antilles"	34	54	21	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Palau"	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	
"Niger"	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0	0	0	0	2	1	327	0	0	0	0	0	0	
"Timor-Leste"	0	56	2	0	0	0	1	0	11	0	0	0	16	5	10	0	0	0	0	0	
