Importers	Exported value in 2006-M04	Exported value in 2006-M05	Exported value in 2006-M06	Exported value in 2006-M07	Exported value in 2006-M08	Exported value in 2006-M09	Exported value in 2006-M10	Exported value in 2006-M11	Exported value in 2006-M12	Exported value in 2007-M01	Exported value in 2007-M02	Exported value in 2007-M03	Exported value in 2007-M04	Exported value in 2007-M05	Exported value in 2007-M06	Exported value in 2007-M07	Exported value in 2007-M08	Exported value in 2007-M09	Exported value in 2007-M10	Exported value in 2007-M11	
"Chile"	49	85	39	139	85	91	153	52	146	27	108	87	55	79	81	217	148	170	92	269	
"Russian Federation"	805	547	294	168	328	143	146	196	368	174	352	400	1172	1693	1120	412	599	163	140	264	
"Viet Nam"	783	667	226	563	345	282	162	199	511	234	416	540	580	497	240	135	274	226	257	259	
"New Zealand"	94	147	198	371	147	183	216	121	153	83	120	107	129	143	331	216	226	154	176	229	
"South Africa"	139	84	71	119	137	125	225	118	97	177	128	17	130	155	333	180	196	132	212	208	
"Thailand"	202	53	92	168	28	28	48	339	143	80	47	55	73	108	148	212	268	226	11	159	
"Czech Republic"	18	13	7	34	55	65	34	0	24	53	0	0	327	0	69	36	17	43	31	155	
"Belgium"	87	55	24	82	89	166	159	234	107	148	399	228	303	139	206	146	95	25	204	144	
"Sudan (before 2012)"	30	0	0	14	13	0	33	0	44	23	12	0	17	27	144	92	15	46	0	144	
"Taipei, Chinese"	182	315	219	234	164	327	247	117	79	62	49	207	128	341	255	102	268	36	24	143	
"Cyprus"	31	5	0	1	0	11	7	0	12	143	8	0	0	70	45	3	42	0	4	133	
"Kuwait"	28	25	68	10	120	0	49	55	85	58	154	78	45	0	72	115	122	28	102	130	
"Denmark"	170	34	42	42	1	105	203	114	64	156	369	162	373	173	118	438	133	94	120	115	
"Nigeria"	2	121	68	83	274	245	145	460	122	48	14	81	83	130	88	117	246	91	119	111	
"Israel"	75	25	68	27	41	83	44	54	42	35	115	49	188	48	99	115	162	143	66	101	
"Norway"	95	86	0	9	0	1	17	14	71	37	0	58	63	0	55	38	150	55	0	93	
"Colombia"	0	8	68	4	0	0	52	8	34	34	80	89	3	0	25	0	48	44	65	91	
"Saudi Arabia"	99	111	59	84	22	56	15	36	9	61	119	6	103	129	99	158	176	28	36	90	
"Tanzania, United Republic of"	8	12	2	0	0	22	0	0	0	0	23	0	3	2	0	0	26	0	120	87	
"Poland"	58	12	0	0	37	11	0	50	2	62	145	0	193	163	75	0	39	87	48	79	
"Angola"	57	22	54	48	104	77	34	4	28	16	55	23	9	0	534	0	78	29	48	66	
"Yemen"	0	0	40	61	13	103	0	63	12	42	34	24	24	43	47	107	60	30	49	62	
"Venezuela, Bolivarian Republic of"	0	0	59	0	177	0	224	36	0	0	36	0	0	0	0	0	42	0	0	59	
"Argentina"	0	7	0	13	0	37	51	56	19	77	10	17	52	59	47	2	29	0	38	59	
"Ghana"	51	55	12	15	6	49	55	29	16	15	0	2	34	32	39	60	33	13	29	57	
"Guatemala"	0	0	3	2	0	6	1	6	6	3	0	0	12	0	51	0	20	0	0	56	
"Bangladesh"	7	42	194	161	45	61	0	98	196	140	38	60	164	6	0	13	99	0	12	54	
"Iran, Islamic Republic of"	0	0	0	0	0	6	2	7	4	172	0	26	0	0	81	3	32	13	66	48	
"Turkey"	31	0	277	77	0	7	0	0	1	0	239	148	0	131	160	162	60	1	0	48	
"Sweden"	52	86	4	9	5	0	59	83	5	35	180	92	163	92	45	107	42	26	0	45	
"Libya, State of"	23	0	0	0	9	0	0	0	0	28	2	0	0	24	36	65	0	58	133	41	
"Lebanon"	52	9	80	18	0	0	35	79	10	0	41	0	77	134	24	4	79	19	0	40	
"New Caledonia"	38	0	0	0	0	55	1	6	0	0	5	5	15	0	28	0	0	11	0	40	
"Mexico"	2	72	424	460	29	196	43	144	156	326	59	293	611	179	1	250	422	321	94	39	
"Kenya"	30	25	34	15	21	19	0	10	0	0	2	10	40	33	40	23	165	16	0	39	
"Macao, China"	43	44	42	52	110	53	56	98	179	98	65	94	146	30	142	100	238	52	27	31	
"Panama"	0	112	58	28	143	68	25	33	15	4	90	1	73	27	50	51	180	114	122	30	
"Côte d'Ivoire"	18	0	0	7	5	0	0	0	12	2	15	37	4	18	6	7	0	0	0	30	
"Brunei Darussalam"	0	0	0	0	0	0	13	35	11	0	0	10	0	0	0	2	0	14	11	30	
"Myanmar"	9	5	0	14	13	35	3	0	11	4	6	1	23	7	23	57	0	69	24	30	
"Greece"	65	104	43	53	22	25	63	44	40	111	162	146	139	240	236	125	130	28	164	29	
"Switzerland"	0	11	0	0	14	71	11	0	0	0	0	0	10	0	0	8	0	0	51	29	
"Jordan"	1	0	34	3	29	0	10	0	0	0	54	119	65	122	40	22	22	10	0	28	
"Cuba"	0	0	25	0	0	16	0	22	0	0	0	7	0	0	489	0	0	39	0	28	
"Nepal"	0	0	14	0	3	0	0	0	0	0	23	25	20	0	20	27	0	0	0	27	
"Latvia"	0	0	37	2	0	0	26	6	78	0	81	0	0	0	3	23	103	24	0	26	
"Iraq"	100	75	0	58	0	72	177	7	97	0	37	0	127	139	249	239	26	0	0	26	
"Hungary"	0	0	0	0	0	52	2	0	1	0	24	0	0	48	58	87	93	13	88	23	
"Slovenia"	0	0	26	0	0	0	0	0	0	0	0	0	19	22	37	0	0	43	53	23	
"Ukraine"	9	57	0	38	24	0	40	38	20	0	78	159	37	0	0	32	17	0	26	23	
"Mongolia"	8	11	76	78	37	110	58	17	14	30	21	85	141	155	140	37	127	58	189	22	
"Ireland"	0	87	0	25	0	85	26	86	47	38	51	85	56	24	135	16	97	33	33	21	
"Romania"	32	27	69	2	1	0	29	0	0	0	1	0	12	0	10	144	37	11	0	19	
"Oman"	0	16	0	0	0	0	0	0	0	0	0	32	0	99	0	61	18	13	0	18	
"Samoa"	0	0	0	9	0	14	6	0	0	0	5	0	0	4	0	10	0	0	0	16	
"Qatar"	15	8	33	41	19	10	0	21	68	0	20	30	0	0	34	63	68	63	0	15	
"Georgia"	3	12	2	13	0	0	0	47	0	0	0	0	1	31	25	56	0	0	7	15	
"Guinea"	0	0	0	0	0	2	0	0	17	0	2	0	21	0	0	0	0	0	0	14	
"Pakistan"	9	7	76	80	13	15	30	24	23	11	37	18	115	48	48	10	157	40	13	14	
"Peru"	0	0	8	0	0	15	1	54	24	2	153	246	43	0	44	28	132	34	24	14	
"Senegal"	10	0	0	0	50	51	0	0	13	0	5	0	13	2	0	0	24	14	3	14	
"Cambodia"	1	0	0	45	4	0	0	0	0	0	5	0	5	0	1	5	0	0	0	11	
"Namibia"	9	0	0	0	5	15	11	0	10	0	5	0	0	16	73	0	13	11	0	10	
"Portugal"	182	50	37	41	82	10	103	84	24	26	117	39	94	109	109	87	318	94	84	9	
"Kazakhstan"	289	46	87	92	47	12	4	72	31	40	149	94	119	157	569	149	108	37	24	9	
"French Polynesia"	11	19	0	59	43	0	0	0	0	10	0	0	15	0	0	28	7	0	6	9	
"Ethiopia"	0	0	0	43	11	0	4	13	5	7	0	0	0	15	77	25	0	24	58	9	
"Finland"	9	3	41	0	15	23	15	133	3	96	20	1	116	47	59	79	0	0	0	7	
"Sri Lanka"	10	123	113	70	142	25	30	91	25	62	14	46	24	18	35	96	28	26	45	6	
"Ecuador"	366	67	0	164	89	309	0	1	25	19	0	0	0	147	262	25	0	158	84	4	
"Egypt"	26	56	45	8	23	51	20	0	0	23	1	26	20	1	33	90	41	7	102	3	
"Uzbekistan"	1	143	0	0	0	0	194	0	0	0	0	104	0	7	0	13	0	0	0	1	
"Malta"	0	0	44	20	0	0	23	0	0	0	0	0	28	0	66	44	8	19	0	1	
"Mauritania"	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	5	0	0	0	0	
"Mauritius"	0	0	14	9	8	13	7	1	4	24	0	9	9	13	0	21	37	17	4	0	
"Moldova, Republic of"	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	
"Montenegro"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	
"Morocco"	76	30	0	285	750	247	0	17	10	0	0	9	4	20	94	106	0	64	25	0	
"Mozambique"	13	0	25	183	285	0	0	0	0	0	17	0	0	0	43	48	16	30	73	0	
"Netherlands Antilles"	0	0	30	19	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	
"Aruba"	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Vanuatu"	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	
"Niger"	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Lithuania"	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Madagascar"	14	0	12	0	0	0	26	50	18	32	99	28	13	0	0	0	1	0	28	0	
"Malawi"	0	23	0	0	0	0	0	15	0	0	0	0	0	0	7	0	0	0	0	0	
"Maldives"	1	0	0	3	0	0	0	0	2	0	0	1	0	1	0	0	3	0	0	0	
"Korea, Democratic People's Republic of"	48	38	73	62	55	65	51	49	75	66	23	63	110	121	165	94	35	39	6	0	
"Kyrgyzstan"	265	65	642	10	14	0	0	0	3	0	86	26	232	26	32	103	0	0	0	0	
"Lao People's Democratic Republic"	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	24	0	0	0	0	
"Timor-Leste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
"Papua New Guinea"	9	11	0	17	6	19	0	36	20	0	15	0	5	11	5	18	31	0	3	0	
"Paraguay"	7	0	0	0	0	9	0	0	7	0	10	0	0	46	0	140	0	0	0	0	
"Palau"	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	
"Rwanda"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	9	0	0	0	
"Saint Vincent and the Grenadines"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
"Serbia"	0	0	0	0	0	0	0	0	0	0	0	0	26	0	10	0	0	0	0	0	
"Seychelles"	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Sierra Leone"	0	0	0	0	0	12	1	0	0	0	0	0	0	21	0	0	0	0	0	0	
"Slovakia"	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
"Syrian Arab Republic"	0	20	0	14	0	2	0	0	0	51	11	0	0	22	0	0	0	0	0	0	
"Tajikistan"	0	22	35	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	
"Suriname"	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	29	0	55	0	0	
"El Salvador"	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	
"Equatorial Guinea"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	
"Eritrea"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Estonia"	0	0	0	0	0	64	0	0	0	0	0	25	53	24	0	0	0	13	0	0	
"Fiji"	0	0	21	0	16	0	15	8	3	0	0	3	11	5	20	10	18	0	0	0	
"Djibouti"	0	0	0	0	0	0	0	0	2	0	4	6	0	0	0	7	0	0	0	0	
"Gabon"	0	0	0	0	0	0	0	49	0	5	17	0	0	36	0	99	0	0	0	0	
"Gambia"	8	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	
"Kiribati"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Jamaica"	0	0	0	54	5	0	0	0	0	36	61	5	0	163	10	16	10	0	24	0	
"Guyana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	
"Haiti"	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	
"Honduras"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Iceland"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	
"Grenada"	0	33	0	0	0	0	10	0	0	0	0	0	0	0	15	0	0	0	0	0	
"China"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Dominica"	19	0	0	0	0	0	0	0	0	0	13	0	19	0	0	0	0	0	5	0	
"Dominican Republic"	0	84	0	0	49	0	0	0	0	0	15	0	0	0	26	12	9	0	0	0	
"Benin"	0	0	42	0	15	0	0	0	6	0	0	0	0	0	1	0	27	5	0	0	
"Cameroon"	0	0	0	0	16	0	0	0	0	0	54	0	0	0	0	1	3	10	0	0	
"Cabo Verde"	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mayotte"	0	0	0	0	2	0	0	0	22	8	6	0	0	0	5	0	2	0	2	0	
"Congo"	17	0	20	0	1	0	5	42	0	14	0	0	0	4	0	3	14	0	0	0	
"Congo, Democratic Republic of the"	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	
"Cook Islands"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	
"Costa Rica"	0	1	32	2	0	0	5	22	11	0	14	9	0	9	0	16	0	0	0	0	
"Croatia"	0	0	12	91	0	6	0	0	0	0	0	0	32	0	0	4	0	26	0	0	
"Bulgaria"	0	0	32	2	18	45	0	0	24	44	88	152	31	0	31	1	0	68	35	0	
"Solomon Islands"	0	0	0	15	0	0	10	5	7	0	12	0	12	0	0	1	1	2	0	0	
"British Virgin Islands"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	
"Armenia"	0	0	18	0	0	0	0	12	0	0	27	12	0	4	0	0	0	0	0	0	
"Barbados"	0	0	0	10	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
"Bolivia, Plurinational State of"	0	0	0	0	0	18	0	0	11	0	15	4	3	0	0	0	0	0	0	0	
"Albania"	16	165	0	47	0	0	0	0	0	0	242	15	89	46	25	0	105	28	24	0	
"Algeria"	0	0	90	0	0	0	13	0	0	34	5	0	36	14	238	46	73	4	26	0	
"Austria"	23	19	0	0	15	52	0	0	0	0	0	86	29	27	0	0	39	0	15	0	
"Bahamas"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bahrain"	16	3	6	10	8	0	3	9	7	11	2	0	0	21	2	0	6	0	0	0	
"Serbia and Montenegro"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Zambia"	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	
"Area Nes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Uruguay"	1	0	0	0	0	18	0	13	0	36	0	70	0	36	19	45	0	0	0	0	
"Tuvalu"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
"Uganda"	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	
"Tunisia"	0	52	22	27	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
"Togo"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	17	15	0	10	0	
"Tonga"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Trinidad and Tobago"	0	0	4	0	0	0	14	0	0	0	10	0	0	14	0	1	106	0	0	0	
