Importers	Exported value in 2012-M08	Exported value in 2012-M09	Exported value in 2012-M10	Exported value in 2012-M11	Exported value in 2012-M12	Exported value in 2013-M01	Exported value in 2013-M02	Exported value in 2013-M03	Exported value in 2013-M04	Exported value in 2013-M05	Exported value in 2013-M06	Exported value in 2013-M07	Exported value in 2013-M08	Exported value in 2013-M09	Exported value in 2013-M10	Exported value in 2013-M11	Exported value in 2013-M12	Exported value in 2014-M01	Exported value in 2014-M02	Exported value in 2014-M03	
"Czech Republic"	256	65	112	98	67	71	69	214	193	67	29	190	145	142	117	128	155	53	288	205	
"Turkmenistan"	198	186	551	139	67	251	140	33	350	258	46	128	317	180	47	60	70	72	9	201	
"Ecuador"	141	175	311	241	144	203	284	449	317	109	91	374	89	166	0	219	489	496	165	196	
"Lebanon"	386	86	45	80	0	84	129	15	108	164	193	437	211	30	21	17	96	105	58	190	
"Ireland"	95	106	177	216	136	113	46	37	0	276	184	216	104	305	94	346	263	86	261	189	
"Kazakhstan"	643	424	945	974	453	385	1943	607	87	966	968	6065	2118	1846	2964	3986	269	1888	767	185	
"Bolivia, Plurinational State of"	0	107	105	71	37	25	106	81	17	155	57	54	70	31	18	118	239	0	197	155	
"Romania"	530	464	999	186	236	193	163	160	243	304	402	198	40	292	397	110	155	79	80	149	
"Tajikistan"	149	35	17	0	0	11	134	296	625	557	244	378	111	86	29	17	47	30	3	145	
"Gabon"	93	0	68	64	41	31	0	21	33	51	95	208	38	37	119	135	78	160	19	139	
"Kenya"	183	201	129	284	345	228	343	331	173	170	186	188	251	320	46	192	40	141	51	135	
"Dominican Republic"	76	58	31	263	0	31	86	313	212	137	47	83	49	17	111	73	62	13	197	133	
"Haiti"	97	119	85	157	83	75	99	90	89	0	0	33	147	33	108	67	123	31	33	133	
"Jamaica"	171	144	96	94	54	109	15	132	86	44	80	149	85	168	65	235	152	179	178	117	
"Tanzania, United Republic of"	134	152	145	232	148	283	113	233	154	466	154	198	232	77	220	303	72	130	107	107	
"Mozambique"	150	178	93	265	65	115	40	114	120	20	235	235	148	17	0	135	75	37	51	103	
"Djibouti"	31	0	20	40	0	13	16	71	36	0	64	0	0	0	83	410	260	69	0	103	
"Azerbaijan"	71	0	79	51	468	60	107	245	257	308	174	0	0	0	0	21	0	111	0	103	
"Côte d'Ivoire"	199	166	130	98	90	367	38	302	233	164	375	311	328	223	45	171	33	219	287	102	
"Bahrain"	14	46	18	23	32	21	6	58	20	54	24	122	13	126	62	45	49	32	49	99	
"Paraguay"	260	110	52	121	0	525	201	446	359	31	71	608	1203	1037	972	0	169	0	0	94	
"Trinidad and Tobago"	29	30	0	0	0	0	0	20	0	0	26	40	69	44	0	36	29	35	0	94	
"Netherlands Antilles"	0	0	0	0	0	33	12	15	21	0	0	0	11	21	2	0	0	0	14	91	
"Hungary"	0	46	42	70	33	50	173	202	215	160	250	19	67	41	66	17	28	89	84	85	
"Bulgaria"	47	159	68	79	118	16	80	109	218	0	234	0	157	30	146	0	107	0	0	76	
"Taipei, Chinese"	22	601	849	278	531	138	2	19	71	208	0	4	1	70	948	271	273	142	0	73	
"Senegal"	45	49	21	73	238	18	56	111	66	99	92	108	42	58	74	130	68	201	110	66	
"Moldova, Republic of"	53	90	36	0	0	0	0	14	0	55	34	55	0	31	0	0	51	46	0	62	
"Austria"	37	0	26	30	65	37	19	43	22	39	18	0	27	13	35	67	15	81	35	60	
"Sudan (before 2012)"	44	9	0	14	0	19	15	0	0	38	36	73	0	44	33	102	2	2	30	55	
"Mexico"	400	442	465	745	327	156	94	521	211	217	151	279	250	159	287	423	43	142	56	53	
"Switzerland"	0	34	0	0	21	115	211	252	0	141	99	313	371	281	41	285	268	228	270	52	
"Qatar"	1	88	60	57	16	12	129	0	0	52	132	0	105	7	9	42	115	132	0	50	
"Sri Lanka"	45	51	61	9	650	6	31	108	0	62	177	30	99	238	76	52	118	164	24	48	
"Fiji"	20	202	158	64	35	44	0	0	120	30	62	296	291	187	103	0	37	21	17	46	
"Lithuania"	79	0	0	0	21	68	0	36	0	21	81	141	20	43	132	19	41	35	21	45	
"Zambia"	48	74	56	13	75	49	68	16	42	33	18	52	19	36	23	19	0	13	0	38	
"Estonia"	0	67	35	17	17	20	74	24	16	0	48	0	17	53	0	0	38	16	0	36	
"Cameroon"	125	170	104	117	52	71	74	125	71	0	190	48	146	0	117	69	0	148	103	36	
"Mayotte"	48	17	12	48	60	0	0	33	24	70	0	54	118	92	63	74	42	32	0	35	
"Vanuatu"	0	0	6	0	0	0	0	0	19	0	4	14	0	0	14	6	0	0	1	34	
"Cyprus"	32	15	14	36	80	9	23	80	26	31	4	4	8	31	1	51	62	28	32	32	
"Bosnia and Herzegovina"	50	12	30	0	77	0	36	74	0	0	82	0	40	0	48	21	40	0	18	31	
"Liberia"	34	0	1	0	0	0	24	0	16	17	16	10	0	11	1	0	18	27	0	29	
"Papua New Guinea"	27	65	42	50	15	25	15	16	46	57	29	25	56	16	14	47	63	2	0	25	
"Togo"	13	21	0	2	22	0	0	36	0	0	0	15	0	0	24	7	4	4	19	25	
"Slovenia"	67	22	0	0	20	16	0	64	0	21	106	59	21	0	41	68	0	0	42	23	
"Congo, Democratic Republic of the"	63	0	0	13	42	0	0	78	51	16	9	76	11	35	8	19	16	8	27	23	
"Gambia"	0	0	13	27	0	0	0	24	21	0	0	0	15	0	0	0	0	0	0	22	
"Albania"	150	15	33	19	31	28	48	95	47	0	32	201	0	80	0	0	72	60	0	21	
"Brunei Darussalam"	20	61	0	81	0	8	7	0	52	29	30	6	0	13	35	31	87	27	0	21	
"Macedonia, The Former Yugoslav Republic of"	0	0	46	0	0	0	0	19	0	0	0	0	22	0	0	0	0	0	0	21	
"Namibia"	23	0	0	42	157	211	97	0	76	15	0	109	105	107	37	61	13	91	76	19	
"Belize"	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	18	
"Palestine, State of"	60	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	16	
"Cabo Verde"	0	0	28	28	90	34	29	19	64	41	17	23	0	19	0	34	0	0	0	15	
"Bahamas"	1	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	15	
"Mauritania"	5	0	0	65	0	0	18	19	29	29	40	30	0	3	0	113	0	0	0	13	
"Brazil"	98	243	87	281	41	8	3	3	0	0	10	2	13	22	43	0	32	2	0	7	
"Suriname"	53	22	54	0	15	25	38	50	18	19	31	45	0	53	11	25	0	22	2	7	
"Sierra Leone"	0	0	0	8	19	36	0	0	13	0	33	0	0	0	0	5	54	18	17	7	
"Argentina"	0	0	0	1	172	24	140	0	269	219	50	19	78	87	0	43	43	79	2	5	
"Tunisia"	154	60	53	128	0	303	0	191	239	449	544	473	401	114	81	75	0	20	1	4	
"Guatemala"	0	0	0	0	0	0	0	15	0	0	0	19	0	0	76	25	28	0	66	3	
"Macao, China"	0	9	0	0	0	23	46	7	0	8	0	6	10	9	2	7	273	1	0	3	
"Samoa"	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	2	
"Equatorial Guinea"	23	69	2	0	29	0	1	10	0	3	0	81	0	0	0	0	68	47	0	1	
"Cambodia"	0	0	0	0	16	0	0	0	43	40	0	0	0	0	14	0	22	18	0	1	
"Burundi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Belarus"	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	
"Solomon Islands"	0	0	0	10	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	
"Central African Republic"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Chad"	0	0	0	0	0	0	2	0	0	0	0	3	10	0	0	0	0	0	0	0	
"Comoros"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	
"China"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Barbados"	0	19	0	0	0	15	0	0	0	0	15	0	15	0	22	0	0	0	0	0	
"Botswana"	12	21	170	118	94	94	0	0	59	95	170	0	4	0	0	17	0	0	0	0	
"Eritrea"	0	0	0	0	1	6	2	0	0	0	0	0	0	17	0	6	0	0	0	0	
"Congo"	31	0	85	2	46	65	26	0	1	9	0	10	21	28	28	11	6	33	3	0	
"Costa Rica"	42	39	0	21	20	0	126	0	0	13	0	0	0	0	0	0	0	15	0	0	
"Croatia"	0	17	18	0	40	0	24	0	44	35	0	0	0	15	0	17	0	0	0	0	
"Cuba"	0	0	0	1	0	0	0	0	280	237	0	0	0	0	0	10	0	0	0	0	
"Benin"	0	0	74	3	0	4	0	0	2	0	6	1	0	60	0	2	3	2	0	0	
"Denmark"	52	45	14	15	129	0	77	21	84	131	0	41	0	18	19	0	98	62	22	0	
"Dominica"	0	0	0	0	0	4	0	21	0	0	14	0	0	0	0	0	0	0	1	0	
"Guinea"	0	22	18	27	39	14	0	1	0	20	0	0	0	15	3	9	77	117	0	0	
"Guyana"	36	19	80	91	46	20	0	0	0	32	69	15	34	33	18	21	0	13	0	0	
"Honduras"	34	13	12	0	35	0	79	19	19	68	11	137	15	72	66	0	0	0	32	0	
"Grenada"	0	2	0	0	0	0	0	0	0	0	14	12	0	0	0	1	0	0	15	0	
"Finland"	36	861	97	4	791	348	175	59	92	115	110	96	0	14	0	16	9	80	82	0	
"French Polynesia"	0	27	0	0	0	28	15	28	14	27	1	29	37	28	0	45	42	0	35	0	
"Madagascar"	0	174	57	17	6	40	17	38	21	49	40	0	31	1	10	73	36	0	77	0	
"Malawi"	0	0	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Lao People's Democratic Republic"	0	0	0	1	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	
"Latvia"	87	77	129	50	101	20	0	0	33	0	210	15	20	255	111	119	129	35	0	0	
"Maldives"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
"Mali"	0	0	0	0	0	0	0	0	0	0	16	0	1	0	14	0	14	0	32	0	
"Malta"	0	0	0	30	27	0	14	0	24	0	0	13	14	0	0	16	35	5	0	0	
"Iceland"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
"Nepal"	0	7	16	14	33	0	0	0	0	41	46	37	0	0	0	0	0	0	19	0	
"Oceania Nes"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Montenegro"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	
"Nicaragua"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	12	12	0	0	0	
"Niger"	33	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
"New Caledonia"	16	35	16	13	8	29	26	14	14	30	16	8	29	55	20	76	36	46	0	0	
"Norway"	0	0	0	0	90	10	0	0	0	77	0	0	17	0	0	0	0	28	0	0	
"Guinea-Bissau"	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Timor-Leste"	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	
"Rwanda"	9	47	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	18	0	
"Sao Tome and Principe"	0	0	0	7	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	
"Uganda"	0	0	42	147	0	0	0	0	0	14	57	0	0	0	0	0	8	2	3	0	
"Tonga"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
"Burkina Faso"	0	0	0	0	0	0	0	31	0	9	0	0	0	0	0	0	0	0	0	0	
"Serbia"	17	50	0	0	19	0	56	34	104	76	130	31	44	0	79	0	87	93	0	0	
"Seychelles"	0	0	0	22	0	0	0	18	13	0	0	4	0	0	0	0	15	10	0	0	
"Syrian Arab Republic"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	
"Somalia"	0	17	0	0	0	18	0	0	17	33	0	0	0	17	0	17	17	0	17	0	
"Zimbabwe"	62	47	19	0	0	1	50	16	15	16	0	17	0	0	0	0	0	0	0	0	
