Importers	Exported value in 2015-M10	Exported value in 2015-M11	Exported value in 2015-M12	Exported value in 2016-M01	Exported value in 2016-M02	Exported value in 2016-M03	Exported value in 2016-M04	Exported value in 2016-M05	Exported value in 2016-M06	Exported value in 2016-M07	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	
"Iran, Islamic Republic of"	181	324	997	394	670	186	481	754	1695	2347	2270	2119	2349	2937	5175	1289	1641	3391	4541	5235	
"Russian Federation"	2691	2475	2477	2831	1474	2826	1860	2573	3459	3006	3839	3378	2579	3065	2697	3820	2917	2535	3550	3895	
"Chile"	3404	1712	2107	1701	1757	2683	2634	2738	2942	3011	2009	3520	3887	4646	4285	2186	2869	3362	3856	3774	
"India"	2002	683	1899	2406	2686	3525	2670	2854	1994	3024	4685	5607	1439	2170	2247	3182	4154	8317	5915	2660	
"Belgium"	805	263	866	741	410	1714	813	2333	1528	1386	879	625	692	802	501	370	359	1462	2455	2182	
"Algeria"	3066	4032	3833	4031	1743	5841	8113	8609	3009	5221	4138	2040	4528	4722	6395	7132	1761	8651	9860	2155	
"Korea, Democratic People's Republic of"	66	74	34	54	8	310	419	435	517	1663	1342	342	204	648	333	275	160	656	697	2151	
"Philippines"	1804	1883	902	1917	719	2272	1896	982	1497	1360	983	1460	1040	2065	1343	1916	1469	1756	1702	2119	
"Portugal"	392	266	547	672	349	645	574	851	901	729	301	1189	589	742	1002	492	1383	1393	1049	2095	
"United Arab Emirates"	2982	2110	2309	1098	767	2146	1910	848	833	815	1303	1210	1233	2360	2768	878	1752	2665	1759	1816	
"Jordan"	585	456	588	77	526	568	924	154	260	866	364	362	333	80	435	312	783	690	788	1697	
"Hong Kong, China"	2373	1420	1249	1680	1126	1703	1712	2438	2860	3070	1664	2056	2180	1969	1256	1652	1203	1788	2818	1664	
"Turkey"	1117	533	817	585	2374	2356	1488	845	555	1324	588	671	532	1663	1046	757	1156	1513	1863	1664	
"Peru"	1401	803	802	861	602	558	1507	974	203	1300	320	1250	2108	1097	1349	669	1742	1629	1219	1636	
"Malaysia"	512	574	757	1164	726	863	604	923	573	657	1132	545	794	1455	1166	645	685	1233	785	1625	
"Indonesia"	1192	1521	536	879	923	759	1521	1780	852	1351	2030	1741	1399	1985	1742	1619	1442	1791	2471	1539	
"Ghana"	349	754	383	538	602	700	332	690	514	1226	884	732	399	668	1020	474	810	895	1118	1374	
"Panama"	765	313	660	143	499	839	477	1234	352	1232	753	1005	691	716	709	445	466	1218	852	1290	
"Nigeria"	1947	1259	1045	1525	1099	1178	744	1072	840	760	808	784	108	575	504	600	516	611	1145	1241	
"Colombia"	406	389	499	445	344	514	472	408	351	992	1123	1297	950	252	953	568	726	1077	1233	1136	
"Israel"	777	1186	932	1091	720	1079	836	558	874	1280	859	680	721	729	480	1375	1702	1612	2485	1134	
"Libya, State of"	184	147	64	189	504	134	412	21	468	285	247	773	463	844	779	197	425	479	1477	1126	
"Lebanon"	152	84	248	73	155	392	657	526	397	479	415	434	404	264	491	607	547	507	878	1088	
"Viet Nam"	797	1104	1472	1049	709	854	701	1588	1651	1244	964	1073	1698	2523	3450	699	1279	1391	1196	1080	
"Singapore"	565	440	327	438	669	549	362	586	580	781	370	577	436	708	777	606	666	852	627	934	
"Kenya"	463	341	213	430	227	66	285	574	507	579	545	304	396	464	454	227	346	524	532	924	
"Venezuela, Bolivarian Republic of"	2626	2318	4192	147	85	129	2259	2084	1937	3639	2473	158	1737	4344	242	4453	2190	1012	758	886	
"New Zealand"	1123	791	659	818	1073	959	615	748	625	401	774	1053	653	1343	1542	583	1061	841	642	846	
"Greece"	455	516	672	306	169	574	482	899	805	483	906	691	304	786	903	365	496	510	396	797	
"Georgia"	625	460	86	295	85	211	357	999	204	269	211	432	367	746	222	29	244	297	865	705	
"Ecuador"	175	80	114	13	125	58	111	16	98	262	515	306	123	299	29	207	374	909	476	679	
"Côte d'Ivoire"	247	249	295	69	184	199	181	569	97	353	150	264	251	319	208	323	87	298	485	676	
"Armenia"	79	122	191	120	155	343	202	261	389	128	352	196	148	166	112	0	118	203	386	654	
"Pakistan"	415	137	349	257	516	735	566	555	337	538	464	482	99	349	225	450	992	412	943	650	
"Ethiopia"	117	501	641	540	405	351	1475	944	705	400	1473	1414	1079	1000	692	804	248	709	461	647	
"Uruguay"	164	340	665	224	340	430	210	239	277	385	662	801	393	530	659	679	754	806	572	637	
"Tunisia"	40	0	83	0	92	2	0	1430	957	542	559	63	0	0	1	0	37	319	14	616	
"Mexico"	403	270	155	95	98	285	238	208	76	10	829	1466	396	271	245	217	186	210	371	599	
"Dominican Republic"	27	219	316	320	165	568	315	453	366	151	499	301	812	710	537	316	1029	548	944	591	
"Uzbekistan"	248	50	216	71	354	213	218	345	1269	335	507	266	379	265	731	171	732	272	872	551	
"Paraguay"	627	159	233	0	64	239	123	281	447	853	457	693	154	983	394	160	598	531	748	508	
"Bosnia and Herzegovina"	16	15	16	16	34	0	0	0	0	17	17	0	0	31	22	0	0	305	263	503	
"Yemen"	0	57	24	45	60	53	399	82	212	84	203	125	41	204	151	0	20	128	108	482	
"Sweden"	218	163	182	103	96	142	114	133	213	340	229	197	255	259	166	129	203	269	279	477	
"Ukraine"	339	73	55	78	145	301	259	359	128	243	233	377	151	518	419	278	250	162	329	467	
"Kuwait"	509	395	433	225	391	570	294	449	255	207	403	313	530	614	224	189	664	395	656	467	
"Mongolia"	307	446	332	158	98	193	182	225	309	302	249	510	429	488	534	321	300	226	252	453	
"Azerbaijan"	36	104	152	68	16	15	0	207	88	108	148	356	218	206	33	14	15	129	97	440	
"Costa Rica"	68	157	1	33	120	152	139	120	327	237	213	348	236	445	307	63	115	170	261	431	
"Afghanistan"	0	0	66	176	68	350	101	159	180	93	54	103	14	5	91	231	35	628	550	427	
"Honduras"	162	63	219	80	107	161	123	114	161	195	149	211	270	388	464	270	539	271	193	419	
"Turkmenistan"	187	332	59	0	54	58	48	303	268	106	31	34	110	98	284	139	130	24	176	384	
"Jamaica"	18	239	187	127	172	89	153	221	137	199	203	236	247	239	178	166	282	334	196	360	
"Croatia"	45	18	0	15	33	60	319	222	114	165	116	21	68	98	74	40	36	168	109	349	
"Cameroon"	106	174	40	52	43	74	41	98	178	45	80	135	135	201	194	51	86	91	47	345	
"Romania"	541	37	181	197	86	366	421	625	1047	455	352	586	1240	120	334	136	174	189	503	342	
"Senegal"	71	55	52	45	212	35	54	19	197	317	255	234	71	155	169	54	42	142	180	322	
"Czech Republic"	164	65	29	92	190	149	115	169	127	105	217	195	144	10	78	193	69	76	462	320	
"Taipei, Chinese"	158	443	347	285	139	100	147	2	10	25	1	2	2	0	3	1	3	162	2	316	
"Bolivia, Plurinational State of"	17	0	88	141	65	113	313	184	190	205	366	334	208	549	265	367	366	580	636	315	
"Albania"	115	214	14	21	13	37	236	140	98	175	102	65	14	157	0	15	0	49	58	302	
"Thailand"	162	281	44	249	191	107	65	147	188	314	170	129	268	235	129	90	174	207	281	291	
"Myanmar"	160	152	191	186	280	68	208	340	328	331	198	370	103	434	273	504	273	274	219	290	
"Slovenia"	44	22	0	15	23	22	78	152	31	5	40	0	0	4	0	81	134	20	26	269	
"Tanzania, United Republic of"	101	127	224	103	76	140	272	200	262	355	545	378	123	146	189	187	140	273	511	265	
"Kazakhstan"	336	321	65	103	92	81	154	32	65	131	102	94	223	82	61	125	44	255	238	253	
"Morocco"	168	31	212	26	32	103	58	212	160	53	86	143	39	283	57	33	55	291	97	252	
"Denmark"	71	150	165	64	115	171	210	136	44	169	0	184	206	86	167	170	141	144	138	251	
"Madagascar"	14	10	25	1	13	8	18	267	42	307	315	332	308	326	60	204	16	142	35	242	
"Guatemala"	24	32	223	55	145	160	222	220	102	67	42	46	189	227	152	168	16	325	330	233	
"Ireland"	153	87	109	91	166	142	262	134	243	171	244	110	479	242	363	165	66	156	166	223	
"Bahrain"	30	47	0	113	26	141	75	163	71	210	240	181	90	227	26	15	0	50	290	214	
"Kyrgyzstan"	18	180	108	17	5	49	155	97	105	131	56	109	95	74	88	255	306	239	360	209	
"Sudan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	14	146	67	197	
"Fiji"	84	57	85	18	54	24	106	173	119	57	123	197	192	151	29	62	111	161	48	192	
"Cuba"	6	280	552	0	0	0	2	259	79	43	20	14	0	70	15	22	23	172	279	183	
"Egypt"	375	645	323	363	101	323	48	1	227	146	527	313	38	726	506	896	0	615	495	177	
"Somalia"	16	0	57	50	0	0	58	67	73	0	29	7	90	16	0	27	88	147	42	166	
"Hungary"	137	62	23	62	100	142	200	118	12	42	103	155	134	26	284	133	59	150	131	162	
"Oman"	148	186	189	101	67	104	75	96	121	263	223	126	352	172	229	62	75	132	264	161	
"Bulgaria"	87	64	77	16	91	96	121	75	32	108	90	136	16	100	9	12	84	68	110	159	
"Serbia"	17	0	16	15	0	66	15	104	0	0	31	25	40	17	47	8	0	0	33	149	
"Djibouti"	156	39	158	1	45	20	81	57	3	50	100	2	112	199	97	138	17	122	25	132	
"Argentina"	0	457	361	684	700	446	178	61	428	2	630	420	175	6	0	2	212	308	1390	128	
"Angola"	390	369	293	590	165	92	423	89	6	13	25	14	32	31	22	4	0	40	16	127	
"Cyprus"	83	68	191	123	149	127	184	19	56	223	80	217	71	252	169	71	98	43	122	123	
"Mauritania"	14	0	0	0	2	18	49	1	1	22	41	19	14	0	2	2	18	13	24	122	
"Brazil"	333	109	95	117	60	177	253	354	614	186	0	212	20	3	2	38	25	152	41	120	
"Trinidad and Tobago"	229	77	27	17	0	15	31	30	47	207	276	202	221	180	45	14	75	52	13	117	
"El Salvador"	91	54	62	15	142	178	78	76	55	48	115	68	172	201	69	274	42	81	13	109	
"Guyana"	43	38	34	15	24	51	56	26	87	98	129	99	63	134	114	95	112	58	65	108	
"Mauritius"	120	220	82	107	149	219	74	29	54	57	133	29	60	111	269	67	122	113	90	106	
"Switzerland"	100	105	0	0	23	350	48	171	35	11	20	24	32	47	58	128	42	40	253	93	
"Malta"	15	45	19	38	16	12	51	41	14	13	51	49	99	78	0	32	32	13	0	87	
"Qatar"	107	144	166	100	208	114	67	390	86	72	76	61	31	11	108	146	81	234	84	79	
"Congo, Democratic Republic of the"	38	38	1	13	0	0	43	27	48	8	59	28	2	12	2	21	0	18	3	73	
"Haiti"	35	45	51	33	54	26	65	64	96	85	164	104	81	106	163	64	30	32	14	72	
"Finland"	28	0	81	18	97	33	74	64	57	52	0	40	31	36	14	0	106	62	86	72	
"Estonia"	14	44	17	20	12	37	37	47	0	0	134	12	60	0	25	0	69	81	91	71	
"Tajikistan"	23	28	11	10	0	11	0	86	79	28	48	60	19	12	0	53	0	45	43	71	
"Togo"	1	99	26	7	19	1	14	59	29	14	43	34	1	19	3	1	4	0	4	64	
"Nicaragua"	46	94	32	15	76	82	54	29	39	59	92	28	27	69	53	39	70	38	59	63	
"Palestine, State of"	168	0	0	0	0	0	0	47	0	13	0	101	13	110	123	235	27	142	62	60	
"Guinea"	24	7	13	112	3	89	36	3	44	115	7	4	12	1	39	41	21	3	3	60	
"Gabon"	59	170	42	118	6	97	16	300	17	55	139	8	93	202	66	26	70	113	29	60	
"Mali"	0	0	55	0	0	0	0	16	117	48	41	0	21	31	0	69	25	22	24	57	
"Sierra Leone"	15	1	2	1	16	7	0	0	11	19	4	13	0	0	18	0	13	0	15	56	
"Moldova, Republic of"	0	0	0	0	0	0	0	28	0	13	0	0	18	26	43	0	23	28	51	51	
"Papua New Guinea"	13	41	27	21	19	177	66	57	80	39	46	78	2	102	109	0	22	32	90	50	
"Suriname"	15	62	15	0	17	10	0	14	6	12	13	0	21	69	0	86	0	94	88	49	
"Benin"	22	14	33	8	0	2	6	41	3	1	7	29	0	51	22	45	157	103	85	40	
"Mozambique"	38	30	51	37	49	0	115	1	1	28	24	9	68	58	38	68	9	49	88	35	
"Cambodia"	0	13	14	32	0	0	1	0	13	22	0	0	16	65	16	22	1	94	0	32	
"Slovakia"	40	0	39	0	19	19	0	1	0	0	0	0	0	0	0	0	0	5	0	30	
"Sri Lanka"	246	12	66	248	120	136	88	150	371	314	86	313	125	403	156	57	110	440	251	29	
"Uganda"	22	50	6	16	0	86	2	2	13	35	35	17	0	2	14	16	38	11	5	28	
"Equatorial Guinea"	7	4	0	25	32	21	0	16	0	47	5	7	0	0	0	58	0	0	0	27	
"French Polynesia"	60	27	57	83	34	15	23	72	29	31	15	39	31	16	68	15	80	44	42	25	
"Liberia"	16	24	12	1	49	17	14	16	20	2	1	1	1	14	0	16	0	32	13	24	
"Nepal"	0	0	29	0	25	0	0	0	0	27	0	1	1	18	0	0	14	19	0	23	
"Comoros"	0	1	0	3	0	17	0	2	3	3	0	19	0	0	0	1	0	0	3	23	
"Burkina Faso"	15	0	0	16	9	21	0	82	0	0	90	14	36	15	13	13	17	0	0	23	
"Seychelles"	15	0	0	13	0	0	13	0	0	10	0	0	0	17	0	13	15	0	0	18	
"Congo"	94	16	49	36	4	2	55	14	131	57	81	29	60	29	44	11	0	19	90	16	
"Lithuania"	117	0	100	64	16	37	91	23	51	78	111	57	82	91	43	197	79	109	247	15	
"Curaçao"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	0	40	13	
"Gambia"	0	1	17	24	0	29	0	1	1	0	0	23	13	0	0	1	1	9	0	12	
"Grenada"	0	0	9	0	0	0	0	3	0	0	12	0	0	0	1	0	0	0	0	11	
"Bonaire, Sint Eustatius and Saba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	
"Montenegro"	0	0	10	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	11	
"New Caledonia"	32	14	40	0	15	0	42	39	13	13	0	38	43	37	5	12	12	24	28	8	
"Vanuatu"	0	11	0	0	0	2	21	14	0	2	11	1	1	11	0	3	0	2	0	8	
"Macao, China"	3	1	5	2	0	0	1	1	1	1	2	7	3	3	5	3	28	4	6	3	
"Macedonia, The Former Yugoslav Republic of"	0	0	0	0	39	0	15	0	34	36	17	0	245	0	0	0	0	19	17	3	
"Maldives"	0	0	1	0	0	2	0	0	0	16	0	13	0	0	13	33	0	1	37	2	
"Lao People's Democratic Republic"	0	0	0	0	0	0	19	0	15	0	36	0	0	2	0	2	11	5	1	2	
"Solomon Islands"	0	1	1	7	0	0	1	0	0	4	6	0	0	0	0	0	0	0	0	2	
"Aruba"	11	9	0	0	0	0	0	0	0	0	0	0	55	0	0	15	0	0	13	1	
"Guinea-Bissau"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Timor-Leste"	0	0	0	1	0	0	0	2	0	6	0	5	21	0	0	0	1	0	0	0	
"Norway"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	
"Marshall Islands"	0	0	0	0	0	0	0	15	21	0	0	0	0	0	0	0	0	0	0	0	
"Netherlands Antilles"	45	0	80	12	73	0	47	0	0	2	81	6	26	85	0	0	0	0	0	0	
"Niger"	0	1	0	0	0	0	38	2	0	0	1	0	0	0	0	2	0	0	0	0	
"Oceania Nes"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Namibia"	0	0	0	0	11	0	0	1	0	0	2	0	0	74	1	0	0	0	0	0	
"Nauru"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Iceland"	0	0	0	0	0	0	0	0	0	14	15	0	0	0	14	0	0	0	0	0	
"Malawi"	13	0	3	0	0	0	0	0	0	2	0	0	2	0	0	0	0	3	1	0	
"Latvia"	31	15	32	32	16	20	41	59	32	32	87	126	98	53	61	0	14	30	28	0	
"Brunei Darussalam"	89	1	50	0	68	30	0	19	26	20	57	38	2	0	62	84	4	60	58	0	
"Cabo Verde"	26	0	42	0	25	48	1	35	81	1	0	87	177	114	25	0	0	28	22	0	
"Central African Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	
"Chad"	0	0	24	0	0	0	2	0	0	0	13	39	25	0	0	0	0	9	0	0	
"Belize"	29	0	18	11	17	0	0	0	0	16	42	3	0	0	0	30	24	0	0	0	
"Botswana"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	
"Barbados"	0	0	0	0	0	0	33	17	0	2	0	0	0	16	11	0	0	0	0	0	
"Antigua and Barbuda"	0	17	0	15	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	
"Austria"	0	0	0	0	79	32	0	41	0	12	12	0	0	0	0	0	0	0	47	0	
"Bahamas"	0	20	12	0	12	0	0	0	14	0	12	0	26	12	0	1	11	0	10	0	
"Kiribati"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	7	7	0	0	
"Eritrea"	0	0	0	0	0	1	2	0	0	0	0	0	0	0	9	3	0	0	0	0	
"Dominica"	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Tonga"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	
"Syrian Arab Republic"	22	33	0	0	0	0	32	0	19	0	0	0	0	0	0	0	0	0	0	0	
"Sudan (before 2012)"	42	40	29	17	236	235	162	223	232	8	24	19	131	34	0	0	0	0	0	0	
"Rwanda"	0	59	0	0	43	0	0	0	7	13	30	0	31	25	11	23	0	0	32	0	
"Saint Kitts and Nevis"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Lucia"	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Vincent and the Grenadines"	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	
"Sao Tome and Principe"	0	0	12	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	
"Zimbabwe"	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	6	0	0	
"Wallis and Futuna Islands"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	
"Samoa"	0	0	0	0	0	0	14	0	0	2	0	8	0	0	0	14	0	0	15	0	
"Zambia"	1	2	1	0	3	0	0	0	0	7	0	1	4	4	0	37	0	24	6	0	
