Importers	Exported value in 2007-M11	Exported value in 2007-M12	Exported value in 2008-M01	Exported value in 2008-M02	Exported value in 2008-M03	Exported value in 2008-M04	Exported value in 2008-M05	Exported value in 2008-M06	Exported value in 2008-M07	Exported value in 2008-M08	Exported value in 2008-M09	Exported value in 2008-M10	Exported value in 2008-M11	Exported value in 2008-M12	Exported value in 2009-M01	Exported value in 2009-M02	Exported value in 2009-M03	Exported value in 2009-M04	Exported value in 2009-M05	Exported value in 2009-M06	
"Kyrgyzstan"	0	0	0	0	0	0	0	0	83	3	0	0	0	0	0	0	0	0	0	0	
"Niger"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"Netherlands Antilles"	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Latvia"	31	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Paraguay"	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Peru"	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Philippines"	49	0	31	0	0	15	0	0	0	19	1	0	0	0	0	0	0	0	30	0	
"Guinea-Bissau"	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	
"Qatar"	0	18	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	
"Romania"	0	0	0	0	0	40	20	9	43	0	26	0	0	0	0	0	0	0	0	0	
"Norway"	74	146	82	0	25	27	0	0	0	0	24	0	0	0	0	0	0	0	0	0	
"Pakistan"	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saudi Arabia"	35	37	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Senegal"	0	0	0	0	0	4	0	0	0	0	14	0	0	0	0	0	0	8	0	0	
"Serbia"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"Slovenia"	0	0	0	0	0	0	0	0	91	0	0	0	0	0	21	0	0	36	45	0	
"South Africa"	22	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	10	0	0	
"Sudan (before 2012)"	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
"Sweden"	448	128	91	80	50	105	91	77	28	76	51	25	0	0	0	25	0	45	0	0	
"Tunisia"	77	0	0	0	0	0	36	36	52	26	26	0	54	0	0	0	0	0	0	0	
"Turkey"	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	41	19	0	22	0	
"Turkmenistan"	0	0	0	8	0	0	0	10	10	0	7	0	7	8	0	0	0	0	0	0	
"Uganda"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Ukraine"	0	0	5	0	0	0	0	0	0	18	22	4	0	0	0	0	0	0	0	0	
"Thailand"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Zambia"	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	
"Area Nes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Uruguay"	25	0	0	0	0	0	0	0	0	0	51	53	0	0	0	0	0	0	0	0	
"Uzbekistan"	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	
"Venezuela, Bolivarian Republic of"	0	0	0	0	0	39	0	0	0	0	0	0	38	0	0	0	0	0	25	0	
