Importers	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	Exported value in 2017-M09	Exported value in 2017-M10	Exported value in 2017-M11	Exported value in 2017-M12	Exported value in 2018-M01	Exported value in 2018-M02	Exported value in 2018-M03	
"Sweden"	49	72	35	67	111	200	45	105	241	124	83	119	51	125	128	170	145	126	242	131	
"Hong Kong, China"	113	89	84	97	83	75	40	126	95	89	65	58	73	135	61	84	181	115	44	126	
"Romania"	135	274	58	57	79	89	42	30	0	72	15	37	54	202	104	15	131	165	34	109	
"Philippines"	168	55	123	223	157	219	40	151	112	141	321	191	104	309	123	102	130	97	94	104	
"India"	34	48	44	92	55	58	73	94	247	71	36	175	38	73	186	242	168	98	163	86	
"Malaysia"	79	11	240	574	146	808	19	197	108	142	62	59	45	29	33	163	93	86	19	83	
"United Arab Emirates"	265	122	220	92	335	200	203	56	246	227	279	229	315	221	166	300	130	175	363	82	
"Burkina Faso"	96	0	57	48	96	9	48	73	0	0	27	12	12	25	1	0	0	149	0	80	
"Switzerland"	273	72	70	86	74	52	148	217	277	211	106	52	229	52	90	131	72	99	100	79	
"Viet Nam"	106	329	269	206	401	91	49	238	64	248	23	120	151	206	18	26	84	292	19	79	
"Lithuania"	0	0	0	32	21	0	0	0	108	15	0	16	17	0	0	0	0	0	0	74	
"Myanmar"	8	46	0	118	0	81	2	26	31	31	19	0	14	0	100	27	51	15	33	69	
"Ukraine"	0	272	36	47	94	51	71	18	29	41	44	28	82	59	89	156	132	69	103	69	
"Ghana"	256	14	214	26	243	123	0	67	91	16	161	32	203	21	0	4	64	100	82	65	
"Czech Republic"	27	68	116	5	110	69	0	118	16	14	39	25	93	82	69	14	178	83	68	64	
"Poland"	84	52	114	66	48	77	51	101	95	160	100	141	112	93	120	136	188	151	78	64	
"Colombia"	12	113	44	1	43	187	83	62	63	111	111	85	49	70	56	63	26	38	35	56	
"Georgia"	17	0	0	33	47	0	26	15	39	20	0	0	0	16	15	28	22	0	55	53	
"Indonesia"	129	339	209	115	112	99	11	87	77	23	36	79	71	86	61	75	106	80	89	45	
"Chile"	369	268	90	290	175	151	93	58	110	71	179	93	204	95	287	131	14	102	67	40	
"Portugal"	39	9	24	35	15	0	38	158	19	219	137	98	138	193	50	161	71	51	152	39	
"Uruguay"	13	32	0	45	16	0	0	14	4	0	20	23	17	0	14	0	38	0	0	39	
"Sudan"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	93	0	15	7	38	
"Bahrain"	0	31	88	19	0	0	28	14	0	14	16	0	5	16	57	18	1	28	6	36	
"Estonia"	0	0	0	0	0	4	16	13	48	16	23	0	8	0	0	10	13	0	0	35	
"Morocco"	18	26	37	0	2	0	5	17	59	86	18	0	11	3	0	18	23	80	39	33	
"Ireland"	53	26	8	51	43	19	16	37	36	38	47	14	17	0	33	42	86	21	2	30	
"Kazakhstan"	0	0	52	1	133	17	18	5	0	9	44	8	4	18	0	120	2	18	0	25	
"Moldova, Republic of"	0	0	0	0	0	0	15	0	32	0	0	0	0	0	5	0	12	0	17	25	
"Kenya"	1	0	0	2	19	10	0	12	20	21	24	1	2	19	1	19	11	19	8	25	
"Djibouti"	0	0	24	0	2	15	1	0	0	1	0	8	0	13	3	12	1	3	0	24	
"Thailand"	12	30	28	80	53	4	13	106	10	6	13	21	33	59	21	17	29	16	14	22	
"Pakistan"	122	11	15	30	0	50	13	28	41	2	123	86	59	93	12	11	19	22	3	21	
"Peru"	10	18	20	67	35	81	0	14	14	2	19	20	5	24	18	54	49	21	6	20	
"Greece"	33	5	4	44	33	0	5	20	16	28	7	0	60	28	5	49	57	18	29	20	
"Brunei Darussalam"	8	37	2	46	2	6	0	0	0	10	6	4	0	8	8	17	0	16	0	19	
"Slovenia"	36	55	37	137	51	18	82	122	89	68	176	31	79	9	46	75	47	8	17	19	
"Qatar"	0	50	14	8	21	0	18	26	17	3	40	18	32	32	0	24	0	30	71	17	
"Bulgaria"	20	0	0	0	4	52	0	0	14	0	0	0	16	1	4	18	54	0	5	17	
"Afghanistan"	0	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	10	19	17	
"Cameroon"	3	13	27	54	0	0	0	0	40	0	29	1	6	0	1	11	0	51	0	16	
"Palestine, State of"	0	0	0	0	0	0	16	0	0	18	18	22	0	0	0	0	23	0	0	16	
"Tanzania, United Republic of"	0	0	0	21	20	0	13	3	1	1	3	22	16	8	14	5	29	0	13	16	
"Cuba"	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	15	
"Guatemala"	40	49	61	33	109	0	20	19	27	0	44	0	1	70	10	64	0	17	15	14	
"Suriname"	0	0	13	0	0	0	0	0	18	0	0	0	10	0	2	0	6	5	24	14	
"Mexico"	44	24	9	43	0	12	0	26	30	42	78	23	34	54	49	33	53	27	5	10	
"Sint Maarten (Dutch part)"	0	0	0	0	0	2	0	3	0	0	0	3	0	0	0	0	4	2	0	9	
"Algeria"	709	74	44	137	0	363	23	284	209	71	34	140	153	343	131	1	0	286	303	9	
"Croatia"	29	36	0	20	6	0	0	2	0	6	10	19	0	49	0	9	0	0	0	8	
"Ethiopia"	0	2	4	18	0	0	27	16	3	30	0	1	0	40	7	0	3	1	0	8	
"South Africa"	69	22	131	34	75	55	8	15	17	53	34	26	92	137	46	21	2	70	67	8	
"Panama"	30	14	23	16	21	2	43	0	5	39	107	15	198	21	24	0	13	10	4	7	
"Guyana"	11	0	0	0	11	0	0	9	0	0	0	0	0	1	0	10	0	0	0	6	
"Costa Rica"	7	34	0	79	8	6	18	4	0	8	56	3	10	20	22	39	0	2	2	5	
"Sri Lanka"	47	50	24	16	60	54	58	46	15	52	66	75	27	93	19	59	7	0	4	5	
"Nigeria"	129	78	16	13	60	72	43	95	55	0	132	51	42	767	96	22	65	1	114	5	
"Nicaragua"	15	80	43	47	15	21	6	0	13	0	393	17	16	24	0	12	0	31	35	5	
"Mongolia"	7	0	0	60	4	8	0	0	0	0	9	1	1	0	0	11	0	0	6	4	
"Bhutan"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	
"Hungary"	0	28	16	13	13	25	11	29	14	2	13	18	20	17	0	0	60	52	35	4	
"Uzbekistan"	1	0	0	2	0	0	93	48	15	36	0	0	0	13	0	33	0	0	0	4	
"Yemen"	0	0	0	0	0	11	0	10	0	16	0	0	0	0	0	0	0	23	0	3	
"Mozambique"	1	0	0	1	0	0	5	0	3	1	0	1	1	0	5	54	1	0	0	3	
"Oman"	1	7	0	0	1	8	0	0	1	19	0	2	1	0	15	1	3	0	0	3	
"Madagascar"	0	0	0	0	0	0	0	20	2	0	45	5	0	0	0	4	8	0	0	3	
"Aruba"	1	0	0	1	5	1	0	0	0	0	3	0	0	0	0	4	3	1	0	2	
"Zimbabwe"	7	0	0	0	0	0	0	0	4	0	4	0	0	3	0	4	0	0	0	2	
"Honduras"	16	31	0	0	30	4	0	29	4	15	18	21	0	7	0	15	25	20	15	2	
"Dominican Republic"	5	0	4	13	0	0	0	0	7	9	0	3	0	0	0	0	0	0	0	2	
"Benin"	0	5	0	0	0	0	0	24	11	17	0	49	56	20	0	0	0	0	0	2	
"Finland"	30	0	0	18	0	18	2	50	82	24	99	101	13	0	35	10	18	14	0	1	
"Tunisia"	0	0	0	0	9	24	47	0	0	2	2	2	0	10	50	0	0	14	0	1	
"Togo"	31	0	0	0	0	0	2	10	11	46	49	80	26	50	0	0	18	13	0	0	
"Trinidad and Tobago"	12	14	57	0	11	21	4	18	0	23	30	59	59	57	42	15	0	15	0	0	
"Syrian Arab Republic"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Tajikistan"	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
"Venezuela, Bolivarian Republic of"	0	16	0	146	0	43	12	0	0	31	0	0	42	0	0	17	54	0	0	0	
"Samoa"	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Macedonia, The Former Yugoslav Republic of"	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Egypt"	752	398	5	330	346	545	149	1	3	84	151	40	121	0	2	1	163	272	9	0	
"Turkmenistan"	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	
"Uganda"	0	2	0	0	5	0	5	0	0	2	0	15	15	0	1	21	0	18	18	0	
"Zambia"	0	0	2	0	2	0	2	0	0	0	0	0	23	0	0	0	4	0	10	0	
"Fiji"	0	11	23	0	0	0	0	0	0	13	0	0	13	0	1	1	11	0	0	0	
"Ecuador"	0	0	11	0	26	0	0	33	58	64	53	5	49	3	7	6	10	0	0	0	
"El Salvador"	5	19	0	6	15	6	0	14	0	34	0	0	22	27	0	14	0	0	17	0	
"Equatorial Guinea"	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	
"Guinea"	15	0	0	49	13	0	16	30	27	47	17	0	16	34	37	20	0	4	19	0	
"Gabon"	0	0	0	8	0	0	0	28	0	0	0	0	17	0	4	0	0	0	0	0	
"French Polynesia"	0	12	0	0	7	2	0	0	1	0	0	5	7	0	5	3	21	5	74	0	
"Haiti"	0	0	0	0	17	0	0	0	0	0	0	0	0	45	9	0	0	0	0	0	
"Gambia"	0	14	12	0	0	0	0	12	0	0	14	0	19	0	0	0	0	0	0	0	
"Jordan"	265	55	4	2	49	80	37	130	36	128	55	142	233	44	5	8	0	2	85	0	
"Jamaica"	11	11	32	27	0	0	0	33	14	13	0	0	0	0	0	0	2	0	0	0	
"Cyprus"	16	0	0	0	16	12	0	7	31	8	0	27	0	0	11	0	0	0	0	0	
"Congo"	0	0	13	0	20	0	0	0	0	0	0	0	1	93	0	2	72	4	0	0	
"Congo, Democratic Republic of the"	2	0	1	1	0	0	0	1	0	0	0	5	1	0	0	0	1	4	0	0	
"Chad"	0	0	22	0	0	0	0	0	0	0	0	14	22	0	0	0	2	0	0	0	
"Burundi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	
"Cambodia"	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cabo Verde"	0	5	0	0	0	0	0	0	0	0	16	0	0	0	0	0	4	0	0	0	
"Central African Republic"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	16	0	0	0	0	0	0	0	0	0	12	18	11	0	5	0	0	0	0	0	
"Bosnia and Herzegovina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	
"Botswana"	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	
"Brazil"	0	0	0	0	0	64	0	0	1	1	6	0	0	8	0	0	33	36	0	0	
"Solomon Islands"	0	0	61	7	0	0	0	0	0	0	11	0	0	0	0	1	0	13	0	0	
"Austria"	5	48	0	22	0	16	0	503	513	0	17	17	0	4	0	10	50	39	0	0	
"Bahamas"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
"Angola"	0	0	0	25	0	34	0	0	0	2	30	0	9	7	0	0	1	0	56	0	
"Argentina"	4	0	34	4	0	111	34	4	127	1	54	0	18	161	313	147	79	35	62	0	
"Albania"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bangladesh"	71	18	2	20	232	43	1	55	9	122	23	20	15	2	2	4	19	11	8	0	
"Armenia"	34	38	0	59	5	19	0	33	48	33	74	0	17	74	6	0	67	21	168	0	
"Barbados"	0	0	0	0	0	0	0	0	0	17	0	0	0	16	0	0	0	0	0	0	
"Somalia"	25	12	24	0	0	10	0	0	0	0	27	0	0	0	0	0	0	0	0	0	
"Slovakia"	0	0	0	0	0	15	0	0	16	0	17	0	8	0	0	0	0	0	0	0	
"Serbia"	16	75	0	0	0	8	0	0	0	0	0	0	2	0	0	0	10	0	2	0	
"Seychelles"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Sierra Leone"	0	0	0	0	1	8	0	0	2	18	0	0	0	0	2	3	0	8	0	0	
"Rwanda"	0	0	0	0	0	0	1	9	0	0	0	0	5	0	0	0	0	0	0	0	
"Saint Lucia"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Vincent and the Grenadines"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	
"Guinea-Bissau"	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	13	0	0	0	
"Timor-Leste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Norway"	0	8	13	51	0	6	0	0	37	0	37	12	0	4	0	0	9	4	0	0	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Marshall Islands"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	
"Palau"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Papua New Guinea"	6	0	0	0	3	0	0	0	0	3	0	0	0	13	0	0	17	0	0	0	
"Paraguay"	29	0	0	32	0	0	15	0	16	18	49	33	104	31	0	15	72	0	33	0	
"Malawi"	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	
"Macao, China"	14	1	0	3	0	3	4	45	20	0	0	0	0	2	0	0	2	0	0	0	
"Maldives"	0	0	0	0	4	2	0	0	0	0	11	0	39	0	0	1	3	4	0	0	
"Mali"	0	0	33	0	12	0	0	82	13	26	0	0	0	0	0	0	0	68	0	0	
"Malta"	0	0	91	25	1	0	9	0	7	14	0	24	16	8	0	29	0	11	0	0	
"Mauritania"	0	0	0	0	0	0	5	0	0	0	0	7	17	0	0	0	0	0	0	0	
"Mauritius"	0	0	2	0	1	0	0	0	0	9	0	1	9	0	0	4	0	5	0	0	
"Korea, Democratic People's Republic of"	20	3	9	0	1	24	0	2	5	2	9	113	6	4	2	1	0	0	0	0	
"Kyrgyzstan"	0	9	2	46	0	0	0	2	28	0	0	0	0	0	0	0	0	6	0	0	
"Lao People's Democratic Republic"	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	
"Latvia"	18	0	0	0	12	0	0	0	0	0	9	0	0	29	0	0	0	0	0	0	
"Liberia"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	19	3	0	27	0	
"Libya, State of"	0	24	11	0	0	0	0	0	0	0	25	0	0	0	0	0	31	0	20	0	
"Namibia"	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Nepal"	0	0	0	0	0	3	0	0	1	0	2	0	0	0	0	10	0	0	0	0	
"Niger"	6	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	
"New Caledonia"	0	4	0	0	0	0	15	3	0	13	0	1	0	0	0	0	0	0	0	0	
"Vanuatu"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	
"Montenegro"	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Netherlands Antilles"	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Curaçao"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	
