Importers	Exported value in 2016-M05	Exported value in 2016-M06	Exported value in 2016-M07	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	Exported value in 2017-M09	Exported value in 2017-M10	Exported value in 2017-M11	Exported value in 2017-M12	
"Cabo Verde"	0	0	0	0	5	0	0	0	0	0	0	0	0	16	0	0	0	0	0	4	
"Sint Maarten (Dutch part)"	0	0	0	0	0	0	0	0	2	0	3	0	0	0	3	0	0	0	0	4	
"Liberia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	19	3	
"Maldives"	1	0	1	0	0	0	0	4	2	0	0	0	0	11	0	39	0	0	1	3	
"Oman"	2	0	8	1	7	0	0	1	8	0	0	1	19	0	2	1	0	15	1	3	
"Aruba"	4	0	0	1	0	0	1	5	1	0	0	0	0	3	0	0	0	0	4	3	
"Ethiopia"	0	0	0	0	2	4	18	0	0	27	16	3	30	0	1	0	40	7	0	3	
"Jamaica"	1	11	0	11	11	32	27	0	0	0	33	14	13	0	0	0	0	0	0	2	
"Chad"	0	0	8	0	0	22	0	0	0	0	0	0	0	0	14	22	0	0	0	2	
"Macao, China"	12	14	23	14	1	0	3	0	3	4	45	20	0	0	0	0	2	0	0	2	
"Kazakhstan"	0	22	0	0	0	52	1	133	17	18	5	0	9	44	8	4	18	0	120	2	
"South Africa"	38	33	48	69	22	131	34	75	55	8	15	17	53	34	26	92	137	46	21	2	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Timor-Leste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Mozambique"	0	0	0	1	0	0	1	0	0	5	0	3	1	0	1	1	0	5	54	1	
"Congo, Democratic Republic of the"	0	8	0	2	0	1	1	0	0	0	1	0	0	0	5	1	0	0	0	1	
"Angola"	0	0	0	0	0	0	25	0	34	0	0	0	2	30	0	9	7	0	0	1	
"Bahrain"	21	18	0	0	31	88	19	0	0	28	14	0	14	16	0	5	16	57	18	1	
"Djibouti"	0	0	0	0	0	24	0	2	15	1	0	0	1	0	8	0	13	3	12	1	
"Gabon"	1	0	0	0	0	0	8	0	0	0	28	0	0	0	0	17	0	4	0	0	
"Gambia"	0	0	0	0	14	12	0	0	0	0	12	0	0	14	0	19	0	0	0	0	
"El Salvador"	33	0	0	5	19	0	6	15	6	0	14	0	34	0	0	22	27	0	14	0	
"Equatorial Guinea"	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	
"Dominican Republic"	0	1	2	5	0	4	13	0	0	0	0	7	9	0	3	0	0	0	0	0	
"Benin"	0	24	49	0	5	0	0	0	0	0	24	11	17	0	49	56	20	0	0	0	
"Guatemala"	28	0	56	40	49	61	33	109	0	20	19	27	0	44	0	1	70	10	64	0	
"Guinea"	0	27	34	15	0	0	49	13	0	16	30	27	47	17	0	16	34	37	20	0	
"Guyana"	11	0	0	11	0	0	0	11	0	0	9	0	0	0	0	0	1	0	10	0	
"Haiti"	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	45	9	0	0	
"Barbados"	0	0	13	0	0	0	0	0	0	0	0	0	17	0	0	0	16	0	0	0	
"Bhutan"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	16	0	2	16	0	0	0	0	0	0	0	0	0	12	18	11	0	5	0	0	
"Botswana"	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	
"Azerbaijan"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bahamas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Afghanistan"	0	0	0	0	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	
"Albania"	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Algeria"	266	401	839	709	74	44	137	0	363	23	284	209	71	34	140	153	343	131	1	0	
"Costa Rica"	12	17	17	7	34	0	79	8	6	18	4	0	8	56	3	10	20	22	39	0	
"Croatia"	11	13	0	29	36	0	20	6	0	0	2	0	6	10	19	0	49	0	9	0	
"Cuba"	0	0	81	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	
"Cyprus"	6	0	0	16	0	0	0	16	12	0	7	31	8	0	27	0	0	11	0	0	
"Central African Republic"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
"Solomon Islands"	4	0	0	0	0	61	7	0	0	0	0	0	0	11	0	0	0	0	1	0	
"Brunei Darussalam"	0	19	0	8	37	2	46	2	6	0	0	0	10	6	4	0	8	8	17	0	
"Cambodia"	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cameroon"	1	0	3	3	13	27	54	0	0	0	0	40	0	29	1	6	0	1	11	0	
"Namibia"	0	0	13	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	
"Nepal"	0	0	0	0	0	0	0	0	3	0	0	1	0	2	0	0	0	0	10	0	
"Netherlands Antilles"	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Curaçao"	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	
"Mali"	21	16	0	0	0	33	0	12	0	0	82	13	26	0	0	0	0	0	0	0	
"Malta"	12	0	11	0	0	91	25	1	0	9	0	7	14	0	24	16	8	0	29	0	
"Mauritania"	0	0	1	0	0	0	0	0	0	5	0	0	0	0	7	17	0	0	0	0	
"Mauritius"	0	7	0	0	0	2	0	1	0	0	0	0	9	0	1	9	0	0	4	0	
"Montenegro"	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	
"Mongolia"	1	0	0	7	0	0	60	4	8	0	0	0	0	9	1	1	0	0	11	0	
"Jordan"	112	196	273	265	55	4	2	49	80	37	130	36	128	55	142	233	44	5	8	0	
"Korea, Democratic People's Republic of"	2	8	40	20	3	9	0	1	24	0	2	5	2	9	113	6	4	2	1	0	
"Kyrgyzstan"	0	0	0	0	9	2	46	0	0	0	2	28	0	0	0	0	0	0	0	0	
"Lao People's Democratic Republic"	0	0	0	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	
"Malawi"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	
"Lithuania"	0	68	0	0	0	0	32	21	0	0	0	108	15	0	16	17	0	0	0	0	
"Latvia"	0	0	0	18	0	0	0	12	0	0	0	0	0	9	0	0	29	0	0	0	
"Qatar"	0	8	35	0	50	14	8	21	0	18	26	17	3	40	18	32	32	0	24	0	
"Marshall Islands"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
"Palau"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
"New Caledonia"	2	0	0	0	4	0	0	0	0	15	3	0	13	0	1	0	0	0	0	0	
"Vanuatu"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	
"Nicaragua"	0	0	0	15	80	43	47	15	21	6	0	13	0	393	17	16	24	0	12	0	
"Zimbabwe"	0	0	0	7	0	0	0	0	0	0	0	4	0	4	0	0	3	0	4	0	
"Somalia"	0	2	0	25	12	24	0	0	10	0	0	0	0	27	0	0	0	0	0	0	
"Slovakia"	0	0	0	0	0	0	0	0	15	0	0	16	0	17	0	8	0	0	0	0	
"Rwanda"	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	5	0	0	0	0	
"Saint Lucia"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Seychelles"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"Sierra Leone"	0	9	0	0	0	0	0	1	8	0	0	2	18	0	0	0	0	2	3	0	
"Burkina Faso"	101	0	48	96	0	57	48	96	9	48	73	0	0	27	12	12	25	1	0	0	
"Uzbekistan"	47	0	16	1	0	0	2	0	0	93	48	15	36	0	0	0	13	0	33	0	
"Samoa"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Yemen"	0	0	0	0	0	0	0	0	11	0	10	0	16	0	0	0	0	0	0	0	
"Sudan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	93	0	
"Syrian Arab Republic"	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
"Tajikistan"	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
"Trinidad and Tobago"	22	0	75	12	14	57	0	11	21	4	18	0	23	30	59	59	57	42	15	0	
"Tunisia"	13	20	4	0	0	0	0	9	24	47	0	0	2	2	2	0	10	50	0	0	
"Turkmenistan"	0	12	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	
"Uganda"	0	0	0	0	2	0	0	5	0	5	0	0	2	0	15	15	0	1	21	0	
"Macedonia, The Former Yugoslav Republic of"	15	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
