Importers	Exported value in 2011-M01	Exported value in 2011-M02	Exported value in 2011-M03	Exported value in 2011-M04	Exported value in 2011-M05	Exported value in 2011-M06	Exported value in 2011-M07	Exported value in 2011-M08	Exported value in 2011-M09	Exported value in 2011-M10	Exported value in 2011-M11	Exported value in 2011-M12	Exported value in 2012-M01	Exported value in 2012-M02	Exported value in 2012-M03	Exported value in 2012-M04	Exported value in 2012-M05	Exported value in 2012-M06	Exported value in 2012-M07	Exported value in 2012-M08	
"Venezuela, Bolivarian Republic of"	3070	618	2947	5739	6648	5602	4560	1395	5479	4957	6286	5392	1106	2663	5456	2326	1339	1080	1887	3693	
"Poland"	1811	1265	442	799	1415	1203	1435	1407	1210	1610	938	1120	1280	1329	587	1920	3378	3047	2706	3202	
"Chile"	693	686	943	974	814	880	1088	1252	1378	1622	2057	1353	820	1404	1737	1152	1020	1561	1519	3102	
"Spain"	5867	3795	8334	7152	7041	4881	4979	4326	3965	4537	3608	2576	2974	1894	3181	3369	4252	3380	2788	2875	
"Iraq"	348	0	130	244	583	1433	870	1125	877	753	0	383	1373	337	1561	1963	1550	2249	2386	2697	
"Hong Kong, China"	858	258	523	673	527	860	883	1400	836	824	934	859	630	1071	1056	1731	1571	1237	1644	2564	
"Iran, Islamic Republic of"	3960	1398	1924	1608	4156	2528	3294	2851	1652	3167	3924	7218	4685	2574	861	623	2152	7229	1647	1843	
"Nigeria"	1169	1097	2337	1967	904	1742	3262	2917	2497	2966	2137	1620	2474	1304	875	1100	1069	2309	1086	1722	
"India"	807	620	2196	601	640	998	2567	2431	1446	812	431	1035	1051	1090	1685	2043	1857	1847	1763	1658	
"Canada"	639	748	939	1769	2580	3106	2956	2941	1714	2682	4077	2525	2259	1442	1954	2138	2255	1895	2005	1532	
"Netherlands"	6141	6759	6066	11789	11265	12162	9464	10074	8106	6145	7048	4593	3233	2703	4395	2287	1963	2258	1350	1504	
"United Arab Emirates"	716	503	818	838	686	656	745	576	744	568	1118	588	859	1031	952	1181	1127	1458	1204	1144	
"Indonesia"	273	186	415	297	314	518	662	326	531	584	866	512	526	599	890	467	749	788	910	1014	
"Saudi Arabia"	462	590	948	1521	1682	1555	1918	1227	1157	2445	3393	1441	1877	1940	2826	2987	4229	1307	1266	899	
"Philippines"	360	291	192	201	612	234	327	406	425	568	295	372	452	421	646	430	626	691	685	773	
"Mongolia"	196	193	466	581	936	770	710	935	496	545	493	398	637	511	250	399	333	682	662	730	
"Israel"	423	143	506	458	358	537	856	1055	542	291	329	731	2185	1428	1133	606	1155	841	1315	722	
"Myanmar"	216	7	154	33	17	152	254	206	244	188	221	476	237	272	388	458	315	431	381	682	
"Angola"	206	234	245	164	644	273	551	672	567	687	320	306	329	263	274	735	1306	681	905	645	
"Kazakhstan"	757	617	442	594	674	476	182	480	1072	1650	904	795	1635	422	756	741	1361	1057	470	643	
"Kyrgyzstan"	207	85	313	548	526	495	475	680	361	325	171	489	264	214	487	885	365	671	500	626	
"New Zealand"	216	268	639	463	344	158	360	187	272	621	658	264	447	161	287	252	882	591	507	582	
"Colombia"	34	419	636	872	303	687	370	346	406	671	130	346	241	604	481	494	751	571	365	572	
"Greece"	173	226	338	535	690	400	329	438	761	786	732	341	339	294	277	356	690	401	542	551	
"Korea, Democratic People's Republic of"	262	77	42	122	445	364	928	492	352	376	265	131	157	137	137	207	314	494	574	536	
"Panama"	404	260	185	282	572	659	736	490	281	193	441	360	453	408	180	393	737	763	601	531	
"Romania"	255	477	481	1264	380	199	682	479	640	908	642	306	429	355	551	648	274	138	294	530	
"Uruguay"	263	0	24	82	204	336	183	306	530	470	56	95	223	125	182	162	0	147	190	521	
"Morocco"	337	203	90	311	270	642	418	568	405	91	195	293	207	330	344	891	1680	627	522	519	
"Mexico"	133	186	487	446	118	370	277	237	51	587	395	261	57	305	139	543	591	294	32	400	
"Lebanon"	151	0	102	0	141	107	31	185	92	32	48	27	98	100	192	19	89	62	241	386	
"Ghana"	76	68	86	161	237	245	232	261	318	294	446	269	389	97	241	317	240	514	243	383	
"Sweden"	548	720	677	861	856	1169	1022	448	628	419	930	431	269	270	476	321	1028	532	644	380	
"Slovakia"	286	339	891	454	348	390	423	436	622	933	483	348	333	476	445	283	241	333	338	374	
"Turkey"	875	309	965	1516	1824	1021	933	2073	2365	916	2372	2846	2560	2275	1904	2005	1114	924	888	367	
"Algeria"	79	26	1015	461	390	401	981	1104	483	0	975	1563	1012	1293	404	616	2902	749	1936	366	
"Ukraine"	224	82	0	22	152	168	391	178	438	496	220	143	223	187	151	297	421	600	247	351	
"Yemen"	551	0	112	505	238	274	193	200	11	140	137	8	49	79	686	548	574	161	321	347	
"Singapore"	381	246	322	496	592	346	334	514	374	551	285	239	355	357	362	433	297	600	511	336	
"Viet Nam"	133	127	154	233	758	671	300	256	383	559	644	1866	111	495	929	99	117	199	663	335	
"Uzbekistan"	16	192	257	165	186	456	353	262	121	393	356	483	490	667	338	474	282	239	633	287	
"Pakistan"	156	43	124	89	167	74	237	161	155	134	221	319	428	147	290	268	334	165	140	282	
"Portugal"	869	644	1161	529	1228	1264	1364	563	562	589	800	498	713	619	388	598	582	505	805	281	
"Malaysia"	343	101	243	231	266	208	249	330	271	467	1359	632	536	344	404	751	488	341	337	270	
"Paraguay"	157	55	79	36	105	16	75	24	291	453	345	125	279	65	13	252	34	485	458	260	
"Czech Republic"	245	297	354	224	411	124	187	217	310	262	319	271	61	122	236	307	346	319	208	256	
"Jordan"	1596	249	1180	793	551	594	2048	199	197	202	220	295	134	189	1392	1217	468	487	238	246	
"Thailand"	229	319	707	780	611	1106	358	395	114	0	78	59	241	301	427	577	368	332	336	233	
"Côte d'Ivoire"	14	0	0	0	0	19	15	167	106	276	395	187	103	371	383	75	334	571	57	199	
"Peru"	256	531	124	198	131	188	110	146	306	434	461	470	426	169	543	77	215	434	328	198	
"Turkmenistan"	35	72	77	0	70	268	0	30	174	14	0	162	16	17	47	79	187	321	586	198	
"Kenya"	46	93	154	118	61	53	47	150	288	73	68	235	105	43	156	197	56	111	137	183	
"Jamaica"	75	0	0	0	70	115	0	19	83	148	0	115	143	15	44	46	71	32	65	171	
"Tunisia"	229	0	1059	1120	0	195	190	128	463	378	2113	893	60	0	137	440	599	113	613	154	
"Mozambique"	404	69	47	38	135	74	232	157	35	114	86	103	62	0	119	67	66	118	159	150	
"Albania"	14	54	170	185	88	89	56	29	94	316	118	76	41	0	84	32	275	139	76	150	
"Tajikistan"	73	26	134	85	185	169	436	47	51	15	16	76	51	126	496	69	116	167	297	149	
"Ecuador"	33	28	145	321	379	166	65	112	167	19	355	232	15	247	590	133	341	457	269	141	
"Mauritius"	157	167	200	334	109	49	169	243	313	200	213	237	111	249	304	149	338	343	132	141	
"Libya, State of"	356	125	54	0	0	0	0	0	0	0	16	359	484	797	425	500	1263	884	298	138	
"Tanzania, United Republic of"	273	34	95	86	124	248	145	182	149	150	146	46	53	72	184	54	142	149	192	134	
"Belgium"	134	46	114	361	689	129	266	80	103	57	259	122	223	46	464	659	395	116	184	127	
"Cameroon"	1	73	0	64	49	19	86	190	54	94	89	9	0	95	132	55	0	56	182	125	
"Kuwait"	149	0	368	143	254	103	41	78	142	68	214	238	0	40	53	452	321	278	174	110	
"Brazil"	1	476	1252	938	630	23	548	450	1	0	1	0	371	345	113	195	116	397	752	98	
"Haiti"	0	20	0	30	74	36	170	94	136	146	67	91	63	151	48	31	101	18	55	97	
"Ireland"	24	17	50	30	19	174	128	0	239	82	291	302	107	73	52	260	138	210	120	95	
"Gabon"	18	15	20	41	28	43	44	61	5	43	19	34	20	0	9	61	0	39	78	93	
"Georgia"	14	150	210	62	222	170	211	317	263	206	301	0	126	438	872	321	1068	665	233	88	
"Latvia"	145	53	96	207	193	109	78	148	104	94	121	24	50	83	22	74	92	16	15	87	
"Lithuania"	0	43	19	91	114	0	0	59	53	17	83	91	37	16	0	0	55	126	60	79	
"Dominican Republic"	17	0	175	68	190	123	140	38	0	0	35	50	33	0	100	21	42	106	83	76	
"Azerbaijan"	43	0	46	36	0	0	34	89	22	55	107	0	0	63	172	205	180	188	23	71	
"Slovenia"	0	64	30	114	130	48	110	55	0	0	24	136	26	104	24	67	18	0	84	67	
"Congo, Democratic Republic of the"	36	13	16	21	25	15	0	43	38	22	55	31	0	16	12	20	34	8	29	63	
"Zimbabwe"	0	0	0	0	0	17	21	0	0	17	0	77	15	0	0	2	0	15	0	62	
"Palestine, State of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	
"Moldova, Republic of"	33	0	0	0	0	35	47	0	78	36	35	68	52	0	0	35	33	75	89	53	
"Suriname"	20	20	0	0	0	0	0	44	20	20	20	50	35	28	35	33	68	50	0	53	
"Denmark"	42	31	115	114	22	66	31	75	19	45	59	43	53	14	8	50	17	52	11	52	
"Bosnia and Herzegovina"	0	17	19	0	0	34	33	42	0	56	0	16	0	0	21	0	72	29	0	50	
"Mayotte"	28	15	0	0	55	44	0	128	60	0	0	0	83	44	0	0	13	79	89	48	
"Zambia"	0	25	0	0	3	53	52	95	0	49	101	54	43	51	55	31	0	137	15	48	
"Bulgaria"	30	108	173	40	38	23	196	90	112	316	122	78	118	0	77	337	214	104	18	47	
"Sri Lanka"	59	39	49	21	31	42	37	0	35	60	160	55	47	36	38	0	16	105	37	45	
"Senegal"	104	50	155	36	131	22	337	18	49	95	144	124	83	28	279	90	278	54	164	45	
"Sudan (before 2012)"	74	4	0	18	0	40	85	8	0	1	0	173	0	1	14	0	117	0	37	44	
"Costa Rica"	16	0	0	0	15	0	173	0	0	18	0	55	0	0	19	0	0	0	0	42	
"Austria"	139	70	211	85	204	133	497	106	35	108	73	112	24	0	27	0	23	0	16	37	
"Oman"	33	29	26	9	0	55	27	17	62	29	47	161	117	0	15	163	50	15	135	37	
"Korea, Republic of"	2	5	4	36	98	45	80	196	101	55	85	28	145	52	422	140	155	112	16	36	
"Guyana"	0	65	44	31	39	0	36	0	0	31	20	0	0	49	63	15	29	32	0	36	
"Finland"	888	357	701	692	573	106	158	15	41	96	251	323	0	55	190	587	583	350	1371	36	
"Honduras"	8	0	44	0	52	34	25	18	0	0	19	91	54	16	0	0	12	144	0	34	
"Liberia"	0	0	0	0	1	0	43	6	31	1	0	0	8	0	0	0	0	15	0	34	
"Niger"	0	0	0	0	0	23	0	6	0	0	0	0	0	0	0	2	7	0	0	33	
"Cyprus"	86	16	66	105	74	101	46	0	0	56	76	17	18	0	15	34	46	167	51	32	
"Djibouti"	84	0	15	145	62	59	62	3	108	0	46	0	50	0	30	0	70	0	87	31	
"Congo"	0	0	0	17	53	8	0	2	5	11	120	0	0	18	125	21	76	27	0	31	
"Trinidad and Tobago"	0	25	0	0	0	0	0	44	0	0	15	0	0	0	16	0	0	0	88	29	
"Papua New Guinea"	18	1	45	0	17	0	32	70	31	30	20	13	40	0	43	12	102	37	30	27	
"Namibia"	30	0	13	83	29	46	268	9	0	0	15	0	267	11	0	124	0	121	23	23	
"Equatorial Guinea"	5	7	0	5	26	6	2	7	2	3	10	13	3	1	0	0	29	0	18	23	
"Taipei, Chinese"	54	1	19	0	20	1	1	39	0	1	20	0	0	0	0	0	0	19	1	22	
"Fiji"	55	51	0	16	0	80	0	32	48	78	63	0	0	0	0	37	99	94	80	20	
"Brunei Darussalam"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	118	20	
"Afghanistan"	0	16	101	196	56	19	100	0	0	0	5	70	218	338	458	332	588	357	31	20	
"Serbia"	85	0	138	112	19	180	39	63	35	45	85	148	0	0	132	117	123	82	17	17	
"New Caledonia"	30	0	0	19	8	23	17	0	18	0	0	24	31	0	3	22	47	16	0	16	
"Armenia"	27	110	16	0	0	0	21	100	158	140	0	0	0	0	93	18	0	0	95	15	
"Bahrain"	56	38	0	0	0	0	69	0	38	37	15	29	0	44	69	17	46	74	80	14	
"Togo"	0	33	0	0	0	27	11	35	0	1	4	0	5	22	2	45	0	0	3	13	
"Botswana"	2	0	0	0	0	0	0	0	16	0	17	16	0	0	17	0	0	0	0	12	
"Rwanda"	0	0	0	4	0	0	0	0	20	20	0	0	0	0	0	0	20	0	10	9	
"Central African Republic"	42	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	8	
"Oceania Nes"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	20	0	0	6	
"Mauritania"	0	0	64	0	0	30	17	4	0	0	19	0	0	0	40	0	0	0	0	5	
"Guinea-Bissau"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Qatar"	0	0	39	0	15	42	105	0	78	24	0	71	17	57	18	14	9	0	92	1	
"Bahamas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Argentina"	90	2	112	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Belize"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
"Solomon Islands"	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	
"Barbados"	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	21	0	0	0	0	
"Bolivia, Plurinational State of"	33	15	20	0	30	0	29	191	190	0	20	0	0	176	0	43	33	0	0	0	
"Burundi"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	
"Cambodia"	0	0	0	0	0	0	0	1	0	13	0	0	0	0	37	0	17	17	0	0	
"Cabo Verde"	0	0	67	66	109	110	46	17	18	35	0	57	0	30	19	47	30	30	0	0	
"Comoros"	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	
"Chad"	26	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	
"China"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Benin"	22	25	25	0	0	20	21	8	0	0	34	0	0	42	132	51	0	12	33	0	
"Croatia"	17	34	102	132	67	92	17	18	0	51	18	89	95	0	36	83	87	0	19	0	
"Cuba"	0	0	0	0	0	0	0	0	0	0	0	477	0	25	95	249	152	0	0	0	
"Cook Islands"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
"Dominica"	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	28	29	0	0	
"Ethiopia"	306	197	476	162	437	296	46	648	464	554	281	683	250	0	52	127	835	452	565	0	
"Estonia"	32	15	107	35	64	0	37	92	40	63	52	50	46	17	32	15	71	16	39	0	
"French Polynesia"	55	0	0	0	0	0	18	0	29	0	0	0	0	0	0	0	0	28	0	0	
"Gambia"	0	0	0	0	29	16	0	0	35	0	0	0	0	0	0	0	72	0	0	0	
"Kiribati"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Grenada"	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	14	0	0	0	0	
"Guatemala"	0	33	104	22	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	
"Guinea"	0	0	15	0	0	0	0	3	0	8	3	17	0	15	19	18	24	7	0	0	
"Sao Tome and Principe"	17	0	0	16	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	
"Seychelles"	0	0	0	0	0	6	34	0	0	8	0	16	0	0	0	20	0	0	0	0	
"Sierra Leone"	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Norway"	35	36	30	42	111	37	136	91	109	67	172	107	19	0	0	0	0	0	0	0	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
"Vanuatu"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	
"Nicaragua"	0	0	0	0	0	0	69	0	0	0	0	0	2	0	0	0	0	0	0	0	
"Nepal"	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
"Netherlands Antilles"	0	0	0	0	0	12	0	0	0	0	0	0	0	0	34	0	0	0	0	0	
"Maldives"	0	0	0	0	9	4	0	18	0	0	0	0	0	8	0	0	0	0	0	0	
"Mali"	0	0	37	0	0	0	0	0	0	0	0	0	34	0	0	51	0	0	0	0	
"Malta"	19	0	14	26	0	15	0	0	27	0	62	6	0	21	12	15	0	32	0	0	
"Lao People's Democratic Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
"Macao, China"	0	0	0	0	0	3	18	0	0	2	534	2	5	0	0	0	5	5	0	0	
"Madagascar"	11	0	34	23	14	2	7	0	0	0	20	13	24	0	0	0	47	31	0	0	
"Malawi"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	
"Hungary"	310	118	188	155	97	212	147	218	92	282	69	23	59	60	40	46	200	80	112	0	
"Tonga"	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	
"Switzerland"	17	16	0	85	136	151	215	18	106	0	0	148	0	0	0	0	0	0	107	0	
"Syrian Arab Republic"	17	0	85	47	0	26	47	31	0	0	0	0	38	0	0	0	0	0	0	0	
"Somalia"	0	0	16	0	0	0	51	0	0	0	0	0	0	17	0	0	33	0	17	0	
"Turks and Caicos Islands"	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Uganda"	0	49	0	27	0	46	48	2	2	15	0	0	74	0	0	0	0	0	10	0	
"Macedonia, The Former Yugoslav Republic of"	0	0	34	0	35	15	0	16	0	0	0	17	0	0	0	47	0	0	0	0	
"Egypt"	0	0	0	30	0	0	143	0	0	0	370	316	13	283	0	0	0	31	0	0	
"Burkina Faso"	0	0	21	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	12	0	
"Area Nes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Samoa"	0	0	0	6	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	
