Importers	Exported value in 2009-M06	Exported value in 2009-M07	Exported value in 2009-M08	Exported value in 2009-M09	Exported value in 2009-M10	Exported value in 2009-M11	Exported value in 2009-M12	Exported value in 2010-M01	Exported value in 2010-M02	Exported value in 2010-M03	Exported value in 2010-M04	Exported value in 2010-M05	Exported value in 2010-M06	Exported value in 2010-M07	Exported value in 2010-M08	Exported value in 2010-M09	Exported value in 2010-M10	Exported value in 2010-M11	Exported value in 2010-M12	Exported value in 2011-M01	
"Panama"	8	51	168	120	73	262	83	16	162	80	30	197	108	107	443	165	60	180	217	173	
"Sri Lanka"	35	49	57	84	67	71	72	71	95	66	88	94	80	266	132	121	56	196	181	172	
"Libya, State of"	49	350	101	358	47	0	0	347	182	28	107	497	22	15	133	0	31	11	44	170	
"Mongolia"	126	62	150	169	205	123	52	38	54	43	84	267	341	188	71	108	51	84	194	159	
"Belgium"	116	20	53	54	44	63	73	28	47	78	112	131	115	83	64	138	91	18	138	152	
"Ghana"	0	134	13	66	10	13	6	240	14	24	3	17	16	35	40	56	17	74	409	152	
"Sweden"	36	166	60	112	64	58	120	157	94	64	55	210	187	153	59	73	156	131	231	148	
"Lebanon"	82	15	12	167	58	59	99	42	103	47	126	102	181	146	181	192	121	53	111	136	
"Iraq"	386	202	277	172	79	47	301	134	428	278	365	554	299	322	112	187	109	77	22	135	
"Israel"	174	211	149	78	99	152	415	502	236	117	125	166	385	216	129	164	150	186	97	128	
"Portugal"	63	34	13	177	117	15	53	7	141	0	35	125	38	69	2	44	23	0	0	121	
"Oman"	0	0	0	0	0	0	0	0	9	4	20	31	0	68	84	81	0	22	28	120	
"Venezuela, Bolivarian Republic of"	0	22	15	212	0	21	45	55	0	66	0	86	20	60	550	672	87	100	17	110	
"Greece"	81	41	114	28	34	66	180	130	364	278	52	21	85	87	43	11	0	79	14	101	
"Myanmar"	33	1	53	50	0	29	20	2	0	2	16	69	114	1	57	67	67	88	56	101	
"Kazakhstan"	38	62	40	68	40	76	16	76	32	97	227	68	104	89	211	161	42	56	17	99	
"Ecuador"	2	110	127	184	0	17	172	174	0	0	6	32	15	302	330	2	75	8	23	94	
"Finland"	0	5	0	0	11	4	12	0	8	0	20	5	23	13	1	2	0	0	0	93	
"Macao, China"	77	45	47	33	10	63	29	43	14	73	29	9	3	20	28	18	13	111	193	87	
"Bolivia, Plurinational State of"	0	0	0	0	0	0	80	37	7	0	0	76	0	0	0	210	60	26	0	81	
"Brunei Darussalam"	42	34	0	59	18	58	20	13	30	68	12	44	24	20	1	78	46	0	0	66	
"Namibia"	0	5	15	11	13	0	11	62	0	0	10	26	3	14	47	0	49	0	36	65	
"Sudan (before 2012)"	0	50	0	0	1	64	12	16	5	0	317	69	3	30	537	0	82	74	34	61	
"Tanzania, United Republic of"	282	107	0	353	42	6	86	131	0	36	242	77	44	39	60	58	486	97	16	60	
"Paraguay"	0	11	0	0	58	252	0	580	199	99	0	15	16	0	834	0	0	0	0	59	
"Madagascar"	0	50	5	0	28	0	17	0	12	21	0	36	10	2	25	0	37	12	13	59	
"Bahrain"	9	25	27	42	22	6	58	27	0	35	13	24	5	135	143	189	21	106	13	57	
"Poland"	63	106	39	0	0	145	13	48	0	102	37	41	11	265	10	80	0	26	1038	54	
"Senegal"	14	13	70	12	12	0	0	0	0	13	0	12	12	17	25	7	0	0	0	50	
"Kyrgyzstan"	62	38	44	45	8	9	0	34	36	150	159	155	75	42	20	59	7	20	20	50	
"Morocco"	123	206	13	13	17	21	35	29	121	0	19	55	34	27	171	86	37	25	38	49	
"Zambia"	142	0	0	22	19	6	0	3	0	0	0	0	0	0	0	0	0	0	0	47	
"Colombia"	0	41	12	45	109	92	92	2	9	109	0	130	38	188	53	126	175	83	6	45	
"Uruguay"	23	50	52	13	88	89	43	70	87	19	58	12	6	26	33	35	88	74	126	40	
"Yemen"	184	274	354	79	42	213	100	31	8	16	158	96	257	450	84	81	28	0	14	31	
"Austria"	23	0	19	0	22	0	2	0	47	62	155	0	0	1	156	0	0	40	105	31	
"Cambodia"	0	12	2	7	2	2	8	29	2	16	9	1	13	20	11	16	10	7	6	29	
"Czech Republic"	84	73	105	7	64	23	15	58	40	72	12	50	125	43	84	29	60	0	15	29	
"Latvia"	15	1	0	0	3	0	21	25	0	4	0	31	39	12	21	6	0	25	25	29	
"Egypt"	184	185	6	42	0	45	18	39	38	766	2	11	0	90	190	58	63	20	243	28	
"Jamaica"	0	0	0	10	0	19	0	2	6	42	0	5	7	0	142	7	6	50	10	27	
"Maldives"	1	5	4	0	12	0	0	7	0	11	0	0	6	0	30	7	0	16	8	26	
"Guatemala"	25	8	41	44	101	14	102	0	0	0	40	39	0	7	0	10	6	0	15	26	
"Bosnia and Herzegovina"	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	26	
"Georgia"	11	0	0	24	13	127	0	20	0	0	83	55	0	26	0	0	0	0	11	25	
"Fiji"	6	8	13	4	11	3	0	0	7	10	13	14	1	0	25	11	0	11	19	24	
"Ireland"	79	0	2	60	25	73	0	0	60	30	31	17	0	76	218	240	0	177	1	24	
"Afghanistan"	16	6	8	0	0	0	0	16	0	46	118	42	31	22	12	0	3	0	0	23	
"Belarus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	
"Slovenia"	0	20	0	20	0	13	99	0	57	113	17	39	93	109	67	53	31	40	28	23	
"Pakistan"	68	58	69	20	38	11	96	18	13	48	39	15	54	59	33	68	123	41	10	22	
"Cyprus"	0	35	9	0	24	15	18	6	24	0	0	74	57	41	8	26	52	1	42	22	
"Mauritius"	0	10	0	15	0	23	13	10	26	28	6	1	56	42	22	16	16	56	56	22	
"Norway"	86	65	107	119	46	71	68	105	79	31	131	55	0	25	29	111	0	15	0	22	
"Estonia"	0	0	0	0	0	12	0	14	0	18	9	0	0	0	0	21	0	0	0	21	
"Uzbekistan"	0	0	91	64	0	27	0	29	110	6	0	17	0	25	23	38	8	10	0	18	
"Haiti"	0	0	0	0	0	0	16	0	0	0	15	13	0	0	0	0	7	0	0	16	
"Angola"	90	135	42	51	43	291	447	279	246	168	24	3	43	72	146	112	220	67	35	16	
"Papua New Guinea"	18	0	10	18	25	74	18	0	45	0	26	6	27	42	69	21	35	80	4	16	
"Peru"	0	81	93	23	56	13	37	2	16	111	37	72	8	230	151	13	184	105	74	16	
"New Caledonia"	10	0	0	3	11	2	0	8	0	0	11	0	16	0	0	0	0	4	16	15	
"Burundi"	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	48	0	15	
"Mayotte"	0	0	31	0	30	0	15	12	0	28	0	30	0	0	0	0	0	2	46	15	
"Dominican Republic"	37	119	50	41	105	102	15	93	0	71	0	1	122	46	15	30	190	52	41	14	
"Korea, Democratic People's Republic of"	27	180	0	0	0	0	22	27	3	0	89	6	59	70	69	47	8	20	29	14	
"Malawi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	13	
"Montenegro"	3	27	0	0	0	0	0	0	0	0	43	55	0	46	0	0	0	0	0	13	
"Togo"	0	0	0	34	0	0	15	0	0	0	0	86	0	28	0	0	0	13	0	12	
"Suriname"	0	0	0	24	33	14	20	0	0	13	30	17	0	40	12	0	22	51	23	10	
"Benin"	12	7	38	1	3	3	0	36	1	0	31	0	0	0	4	0	0	19	0	10	
"Vanuatu"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	
"Congo, Democratic Republic of the"	0	0	13	0	0	0	0	28	7	116	0	2	0	71	48	15	2	24	9	6	
"Djibouti"	3	0	0	3	0	0	6	0	0	0	0	12	0	0	0	0	20	8	0	5	
"Congo"	1	1	0	2	0	3	0	17	0	0	0	0	11	29	0	0	0	14	0	4	
"French Polynesia"	0	0	0	1	4	0	0	0	0	8	0	13	4	0	3	0	1	2	0	3	
"Honduras"	106	6	13	0	0	25	30	78	0	0	0	0	0	63	59	15	0	0	38	3	
"Trinidad and Tobago"	16	0	0	12	12	15	0	0	24	0	0	26	41	67	50	47	79	0	6	3	
"Equatorial Guinea"	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	30	0	0	8	2	
"Lithuania"	0	5	3	0	0	5	0	0	0	0	0	0	0	3	3	0	4	0	0	2	
"Lao People's Democratic Republic"	0	0	0	6	10	0	12	0	0	0	26	0	0	0	6	8	0	0	2	2	
"Qatar"	43	59	120	47	0	4	94	7	77	0	27	9	17	4	32	89	0	55	420	1	
"Rwanda"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	
"Tunisia"	14	48	0	0	0	0	0	0	27	0	0	70	4	11	0	0	0	0	0	1	
"Turkey"	60	222	9	0	70	24	0	134	16	229	49	52	108	116	0	18	20	101	113	0	
"Turkmenistan"	42	0	0	0	0	0	36	0	39	0	48	70	23	0	1	0	0	0	159	0	
"Uganda"	0	0	0	136	0	363	157	3	1	0	0	0	13	0	0	0	381	0	53	0	
"Switzerland"	0	31	29	44	22	0	0	23	19	2	37	0	16	82	40	0	0	10	0	0	
"Syrian Arab Republic"	0	0	24	40	0	0	37	0	24	18	0	6	0	60	0	0	0	8	0	0	
"Tajikistan"	7	0	13	0	52	0	0	32	42	47	55	18	27	17	0	64	0	0	0	0	
"Zimbabwe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	
"Somalia"	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	
"Slovakia"	1	2	0	0	0	1	0	0	0	0	0	0	0	0	12	8	0	0	0	0	
"Macedonia, The Former Yugoslav Republic of"	0	0	0	0	0	5	4	0	0	0	0	18	2	0	0	5	14	0	14	0	
"Burkina Faso"	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	9	0	0	
"Area Nes"	0	0	38	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Samoa"	12	0	0	0	0	3	0	4	0	0	0	0	0	11	5	13	0	6	0	0	
"Saint Kitts and Nevis"	0	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	
"Sao Tome and Principe"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Seychelles"	0	0	0	3	0	0	0	10	18	0	0	0	4	0	25	0	0	0	0	0	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	
"Netherlands Antilles"	0	0	0	8	0	0	0	0	0	0	0	16	0	0	0	0	30	0	0	0	
"Africa not elsewhere specified"	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	
"Nicaragua"	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Niger"	38	36	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mozambique"	95	102	12	12	14	38	46	0	0	34	25	1	4	85	18	38	43	25	20	0	
"Nepal"	0	0	0	15	0	0	0	0	8	0	34	0	0	0	0	42	21	0	0	0	
"Oceania Nes"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	19	0	0	
"Hungary"	84	105	178	27	131	203	62	84	0	97	129	110	80	231	138	172	58	41	168	0	
"Côte d'Ivoire"	10	23	0	10	6	2	6	16	0	3	12	1	0	6	16	9	4	14	0	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Liberia"	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	
"Mali"	0	0	0	0	0	0	0	0	0	0	10	3	0	14	0	0	0	0	14	0	
"Malta"	0	0	0	12	0	0	0	8	0	8	0	10	11	0	0	0	0	0	21	0	
"Mauritania"	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Moldova, Republic of"	0	36	27	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Ethiopia"	0	82	0	0	150	0	56	0	0	0	0	0	0	92	0	81	0	12	11	0	
"Eritrea"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"El Salvador"	0	0	54	3	0	14	0	0	12	0	0	67	0	0	0	1	0	0	5	0	
"Dominica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	
"Costa Rica"	0	0	0	19	0	0	0	36	0	50	0	0	0	18	0	100	34	25	4	0	
"Croatia"	0	7	12	22	0	8	4	0	0	14	7	39	7	8	0	0	0	5	0	0	
"Cuba"	221	89	0	0	0	0	0	0	0	879	42	0	0	0	0	123	66	196	0	0	
"Guinea"	0	0	0	0	0	0	0	0	0	0	0	15	0	32	0	0	70	0	0	0	
"Guyana"	0	0	0	16	0	0	0	0	0	13	0	0	18	0	0	7	0	0	0	0	
"Grenada"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
"Gabon"	72	12	0	21	0	0	39	23	0	0	0	14	6	15	0	58	12	0	12	0	
"Gambia"	0	0	13	13	0	0	0	23	0	0	0	0	13	13	0	0	0	0	0	0	
"Palestine, State of"	0	0	14	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	
"Comoros"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
"Chad"	0	0	7	0	0	0	69	0	0	0	3	0	0	0	0	6	0	0	0	0	
"China"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cabo Verde"	36	12	0	16	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	
"Central African Republic"	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	
"Azerbaijan"	0	0	37	1	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	
"Albania"	0	34	0	13	0	15	0	0	0	0	53	33	76	4	3	0	0	0	0	0	
"Botswana"	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	
"Solomon Islands"	0	0	0	0	0	0	0	0	0	0	21	0	6	0	0	0	0	0	3	0	
"Armenia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	12	0	
"Barbados"	14	0	0	0	0	0	0	0	0	0	0	0	14	0	14	0	0	0	0	0	
