Importers	Exported value in 2011-M01	Exported value in 2011-M02	Exported value in 2011-M03	Exported value in 2011-M04	Exported value in 2011-M05	Exported value in 2011-M06	Exported value in 2011-M07	Exported value in 2011-M08	Exported value in 2011-M09	Exported value in 2011-M10	Exported value in 2011-M11	Exported value in 2011-M12	Exported value in 2012-M01	Exported value in 2012-M02	Exported value in 2012-M03	Exported value in 2012-M04	Exported value in 2012-M05	Exported value in 2012-M06	Exported value in 2012-M07	Exported value in 2012-M08	
"Mozambique"	0	0	78	27	107	161	44	10	159	82	15	85	807	116	74	31	37	32	123	480	
"Venezuela, Bolivarian Republic of"	110	73	39	191	343	339	658	264	65	337	253	386	282	9	213	218	214	76	1196	443	
"Korea, Republic of"	236	68	245	251	350	193	554	308	333	243	155	273	269	429	435	237	451	460	316	423	
"Thailand"	844	201	274	210	369	221	146	220	212	344	450	316	309	161	331	360	386	441	269	397	
"Mongolia"	159	69	70	487	104	304	445	137	182	114	117	95	156	36	488	188	625	318	305	386	
"Denmark"	221	156	404	612	760	518	669	679	372	212	254	585	531	130	454	358	498	946	340	371	
"New Zealand"	663	336	309	211	529	180	465	768	370	231	475	458	376	949	455	233	233	207	225	354	
"Algeria"	387	216	282	489	205	477	39	164	0	0	5	170	1023	156	858	806	185	639	56	313	
"South Africa"	818	332	1598	580	265	554	2049	937	769	557	577	262	640	250	563	440	566	389	627	313	
"Lebanon"	136	3	84	108	141	210	128	92	121	100	22	136	248	47	55	125	237	139	185	308	
"Nigeria"	327	121	145	177	229	135	328	320	505	1106	549	292	238	343	114	280	347	305	877	293	
"Ukraine"	187	174	572	689	111	70	52	358	121	173	64	22	144	4	191	80	236	28	271	282	
"India"	826	298	1195	728	670	492	632	1688	950	447	2272	547	515	753	1066	591	1006	843	552	273	
"Panama"	173	10	58	185	196	208	382	200	429	160	0	79	209	190	528	104	200	395	268	268	
"Kazakhstan"	99	23	39	274	817	649	404	43	41	15	204	148	438	478	257	358	650	319	208	262	
"Spain"	1144	183	416	753	441	242	302	621	281	428	177	737	359	93	639	516	162	377	182	260	
"Uruguay"	40	41	49	142	42	82	43	136	84	262	163	235	48	52	17	70	111	87	209	249	
"Angola"	16	9	72	84	305	144	156	426	773	247	681	471	257	29	107	228	70	112	106	229	
"Netherlands"	509	474	510	356	373	550	1008	471	215	264	381	539	907	140	547	621	318	651	393	221	
"Paraguay"	59	0	0	23	91	102	23	632	84	72	208	90	68	49	99	78	70	497	334	217	
"Dominican Republic"	14	78	146	206	279	130	40	342	12	73	90	93	301	110	12	46	122	221	193	205	
"Israel"	128	117	178	708	270	114	177	400	76	279	147	786	192	131	286	260	322	197	240	202	
"Poland"	54	18	37	45	0	193	55	70	66	75	175	120	22	11	179	54	123	197	55	195	
"Turkmenistan"	0	28	0	26	51	0	154	30	0	0	14	102	48	367	108	150	117	89	0	183	
"Belgium"	152	67	31	93	102	208	228	27	56	21	71	133	514	53	80	219	102	137	132	179	
"Sri Lanka"	172	30	215	33	90	14	110	189	276	124	82	112	166	116	129	70	89	162	201	164	
"Jordan"	291	62	90	29	60	200	54	20	47	191	55	0	39	0	0	136	105	5	115	164	
"Sweden"	148	137	268	209	239	263	508	123	197	117	241	224	38	141	359	251	536	227	110	158	
"Turkey"	0	134	121	36	41	102	56	0	195	30	66	121	23	102	47	290	168	156	198	157	
"Korea, Democratic People's Republic of"	14	45	6	11	85	40	129	366	57	56	3	53	24	233	476	49	75	183	140	155	
"Honduras"	3	10	79	52	91	0	38	102	0	19	26	0	15	75	103	130	75	56	37	153	
"Brazil"	181	100	113	62	615	199	461	98	117	73	231	73	97	91	148	357	184	16	69	145	
"Kenya"	219	19	66	28	102	229	39	416	161	234	1134	72	337	605	267	371	79	52	233	139	
"Yemen"	31	0	38	0	17	112	0	0	0	0	0	18	0	0	181	107	97	71	0	139	
"Iraq"	135	57	145	214	127	196	60	191	224	0	28	0	349	65	103	255	408	193	105	137	
"Czech Republic"	29	44	89	85	26	62	118	74	33	0	113	47	42	35	153	81	166	93	99	127	
"Slovenia"	23	0	94	149	129	63	141	65	84	35	189	63	33	176	60	35	122	93	64	116	
"Myanmar"	101	23	17	35	32	118	27	18	86	16	142	118	141	91	146	128	156	93	92	102	
"Bangladesh"	206	13	216	91	183	185	103	236	67	151	30	161	91	22	318	106	190	115	87	101	
"Ireland"	24	117	74	117	47	0	32	61	25	32	225	10	0	58	14	31	32	128	226	96	
"Ghana"	152	3	28	26	48	128	16	20	159	41	42	86	53	36	176	212	56	115	111	94	
"Peru"	16	62	163	64	45	48	435	186	85	172	286	42	193	36	285	99	80	360	198	92	
"Switzerland"	0	234	18	0	12	0	33	0	140	116	119	36	140	22	386	70	107	214	221	90	
"Romania"	425	0	55	76	192	58	44	94	24	0	149	78	120	25	44	43	220	91	112	78	
"Brunei Darussalam"	66	11	0	31	2	0	56	9	225	46	36	23	35	0	109	56	0	43	26	77	
"Mauritius"	22	0	4	28	51	60	5	9	0	12	33	14	34	0	31	0	36	28	11	73	
"Colombia"	45	26	135	75	199	366	58	35	482	60	150	119	158	88	217	75	751	161	309	72	
"Costa Rica"	0	4	0	0	128	17	0	0	58	0	96	0	156	0	47	0	17	14	37	70	
"Uganda"	0	0	1	1	19	28	14	260	1	6	9	7	14	0	0	14	0	16	461	69	
"Kyrgyzstan"	50	0	127	191	290	229	95	117	27	0	0	34	162	170	55	161	230	274	106	68	
"Suriname"	10	5	0	0	21	0	0	7	0	77	29	35	33	0	59	53	0	14	31	58	
"Bolivia, Plurinational State of"	81	4	3	47	12	115	0	62	92	0	74	141	30	15	181	99	60	29	85	52	
"Guatemala"	26	23	0	0	0	87	78	61	13	40	39	17	39	0	23	63	11	16	30	46	
"Bulgaria"	187	15	30	109	55	40	16	33	35	8	4	225	16	143	35	56	57	4	17	44	
"Bahrain"	57	170	34	21	1	40	36	124	15	31	156	23	77	0	51	26	22	87	55	44	
"Iran, Islamic Republic of"	187	47	157	317	485	353	237	383	84	45	92	91	76	30	24	25	87	26	15	44	
"Papua New Guinea"	16	0	0	11	0	47	54	45	81	6	29	0	61	0	95	29	28	265	205	40	
"Congo, Democratic Republic of the"	6	0	149	37	32	0	22	23	0	27	13	0	61	2	20	0	24	25	107	39	
"Ecuador"	94	79	77	40	9	41	90	226	83	0	216	74	33	78	223	30	22	83	111	39	
"Trinidad and Tobago"	3	0	0	0	13	11	39	14	65	6	14	0	32	0	13	36	32	38	14	38	
"Cameroon"	583	30	17	0	0	0	6	13	4	28	0	14	30	20	70	13	0	0	29	36	
"Norway"	22	0	0	22	0	0	59	0	19	36	5	26	7	63	45	0	25	68	0	34	
"Kuwait"	186	13	42	19	140	6	205	63	112	39	147	38	8	60	28	120	66	50	67	34	
"Libya, State of"	170	345	217	0	0	0	0	0	0	0	0	0	12	164	39	136	175	54	14	34	
"Sudan (before 2012)"	61	30	49	0	0	1	0	26	42	0	0	14	105	25	27	0	12	30	36	30	
"Greece"	101	20	92	15	35	98	70	57	0	52	20	179	126	222	101	55	29	35	39	29	
"Afghanistan"	23	0	47	54	32	27	27	0	14	0	0	29	104	105	0	253	264	49	45	28	
"Nicaragua"	0	0	0	0	0	0	23	0	0	0	19	0	17	0	0	0	0	16	0	27	
"Nepal"	0	0	0	101	9	24	0	0	51	25	12	54	1	19	62	36	24	14	12	26	
"Côte d'Ivoire"	0	0	0	0	0	0	0	15	0	12	0	16	53	0	6	63	119	24	98	24	
"Pakistan"	22	0	45	70	5	21	2	192	67	10	9	25	2	16	13	6	127	38	30	24	
"Haiti"	16	0	0	0	0	0	16	0	15	22	7	0	0	0	16	0	16	0	0	23	
"Hungary"	0	89	109	95	104	19	64	67	3	0	47	63	53	0	157	43	84	26	65	21	
"Madagascar"	59	0	0	27	5	24	13	19	42	13	24	70	59	6	0	0	15	9	0	21	
"Malta"	0	0	0	0	13	15	0	7	0	0	0	0	0	6	0	2	0	1	12	19	
"Fiji"	24	0	20	39	8	36	28	5	48	7	33	8	1	50	45	19	32	102	39	17	
"Egypt"	28	15	0	23	0	23	85	6	25	141	54	89	64	54	16	49	0	101	17	16	
"Austria"	31	20	117	372	0	10	35	62	15	0	50	14	0	0	108	84	13	76	14	15	
"Guinea"	0	0	0	0	0	18	14	8	29	9	19	13	111	240	19	306	111	200	97	14	
"Liberia"	0	0	0	19	0	0	0	5	0	0	0	0	12	0	12	0	12	0	0	14	
"Macao, China"	87	22	39	32	23	17	40	60	29	43	74	128	111	61	62	18	65	17	10	14	
"Morocco"	49	0	65	58	117	118	137	64	243	94	148	305	287	138	63	110	205	30	40	14	
"New Caledonia"	15	0	9	3	8	2	2	10	20	0	1	4	8	0	8	0	0	23	9	14	
"Namibia"	65	0	0	10	42	0	66	0	71	69	54	0	0	128	0	19	1	0	3	13	
"Lithuania"	2	5	9	4	0	14	3	0	0	8	0	72	0	10	0	59	12	2	0	12	
"Mayotte"	15	0	0	0	12	29	0	0	62	0	0	0	0	0	12	0	18	0	31	11	
"French Polynesia"	3	0	26	0	0	0	0	3	0	13	4	2	8	5	2	16	0	0	0	10	
"Solomon Islands"	0	0	0	0	0	0	0	0	75	0	0	0	0	0	6	0	7	0	0	7	
"Guyana"	0	0	0	0	0	0	0	0	21	0	0	0	0	6	0	7	0	0	16	6	
"Jamaica"	27	5	61	4	12	12	20	35	0	31	30	66	0	0	49	24	2	0	47	6	
"Oceania Nes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	
"Oman"	120	0	3	0	18	12	219	16	65	11	39	90	14	24	258	188	58	1	76	6	
"Samoa"	0	14	0	0	0	19	0	0	30	9	0	0	0	0	1	0	0	0	41	6	
"Marshall Islands"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	
"Qatar"	1	54	0	142	46	37	66	287	167	26	63	127	11	0	48	87	2	55	75	4	
"Cyprus"	22	29	37	26	32	0	8	0	10	11	25	0	0	10	0	3	33	0	0	3	
"Georgia"	25	0	0	14	1	2	171	17	1	1	12	0	4	0	0	15	31	0	0	3	
"Equatorial Guinea"	2	0	0	0	21	0	5	0	11	0	5	0	0	6	3	25	0	2	2	3	
"Niger"	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	58	0	0	0	2	
"Senegal"	50	0	18	13	0	0	19	0	14	0	16	28	0	0	0	0	0	30	10	2	
"Zambia"	47	2	0	0	0	0	0	22	11	5	0	0	0	1	0	16	0	0	0	1	
"Uzbekistan"	18	23	23	87	22	0	0	72	12	12	16	0	53	49	0	16	48	50	0	0	
"Burkina Faso"	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	20	0	13	0	
"Serbia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	79	0	0	
"Seychelles"	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	13	0	0	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	
"Slovakia"	0	0	14	5	0	0	0	0	0	3	0	2	0	0	8	0	0	12	0	0	
"Somalia"	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Zimbabwe"	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	10	0	0	0	0	
"Tuvalu"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
"Syrian Arab Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	
"Tajikistan"	0	43	35	109	23	61	43	0	0	0	0	122	92	56	59	25	42	66	21	0	
"Togo"	12	0	16	9	0	0	15	23	0	8	0	6	0	0	6	0	0	0	0	0	
"Tonga"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
"Tunisia"	1	7	0	17	0	2	0	0	0	0	0	0	6	0	2	0	0	0	4	0	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	
"Vanuatu"	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Netherlands Antilles"	0	0	0	0	28	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	
"Aruba"	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	
"America not elsewhere specified"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
"Rwanda"	1	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	19	0	0	
"Saint Lucia"	0	0	0	12	8	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Vincent and the Grenadines"	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Portugal"	121	0	117	135	13	11	21	22	83	36	0	22	16	0	23	0	0	20	0	0	
"Timor-Leste"	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	4	0	0	0	
"Lao People's Democratic Republic"	2	0	0	0	0	0	0	0	0	94	0	0	50	0	0	0	103	184	12	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	
"Malawi"	13	0	0	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Latvia"	29	7	4	60	0	12	2	1	54	48	58	14	23	0	0	2	0	0	0	0	
"Mauritania"	0	0	0	0	6	5	0	0	0	4	0	0	4	0	0	7	13	0	0	0	
"Maldives"	26	0	3	14	0	0	54	0	10	0	2	73	22	8	35	0	2	0	22	0	
"Mali"	0	0	0	0	0	3	16	0	0	27	0	0	0	0	0	0	12	18	19	0	
"Moldova, Republic of"	0	0	0	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Montenegro"	13	0	0	72	28	0	7	0	0	0	0	0	0	45	0	0	37	0	0	0	
"Ethiopia"	0	44	98	0	0	46	0	0	0	30	0	115	0	0	12	0	0	0	0	0	
"Eritrea"	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	
"Estonia"	21	0	0	0	4	0	0	0	29	0	0	0	0	0	0	0	27	0	0	0	
"Finland"	93	0	0	21	0	17	58	35	6	198	8	111	110	0	0	47	119	182	27	0	
"El Salvador"	0	0	19	0	5	0	0	0	0	0	0	17	0	0	5	0	3	0	22	0	
"Cook Islands"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	
"Croatia"	0	2	0	36	0	0	0	0	0	2	50	0	1	0	0	0	0	24	13	0	
"Cuba"	0	91	0	0	0	0	0	0	17	9	0	0	0	0	0	0	0	0	0	0	
"Benin"	10	0	0	6	0	9	0	19	54	4	0	2	0	0	5	16	11	0	6	0	
"Dominica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	
"Gambia"	0	0	0	0	0	0	13	0	13	0	0	0	0	0	39	0	0	13	0	0	
"Palestine, State of"	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	0	0	15	0	0	
"Kiribati"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	
"Djibouti"	5	0	0	0	4	0	0	0	23	0	3	3	0	6	0	0	23	1	42	0	
"Gabon"	0	14	0	13	0	38	25	0	24	37	177	63	12	14	0	39	15	96	14	0	
"Iceland"	0	0	0	32	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
"Grenada"	0	0	0	0	0	14	0	1	0	0	0	8	0	0	0	0	0	0	0	0	
"Burundi"	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
"Belarus"	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cambodia"	29	0	1	23	9	40	10	59	11	14	3	35	55	10	4	54	56	128	0	0	
"Congo"	4	12	0	0	15	0	0	8	2	0	0	0	0	0	13	0	14	13	0	0	
"China"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cabo Verde"	0	0	46	0	0	0	0	0	0	0	0	12	0	0	0	0	0	14	0	0	
"Central African Republic"	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Albania"	0	0	0	0	27	56	72	33	0	0	23	0	60	12	0	99	9	227	0	0	
"Antigua and Barbuda"	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Azerbaijan"	0	0	46	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	43	0	
"Argentina"	817	0	440	1549	655	638	980	363	24	47	12	0	140	172	0	60	0	0	239	0	
"Bosnia and Herzegovina"	26	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	
"Botswana"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	
"Armenia"	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	5	0	0	0	
"Barbados"	0	0	0	0	0	6	0	0	8	0	0	0	0	14	0	0	0	12	0	0	
"Belize"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
