Importers	Exported value in 2009-M06	Exported value in 2009-M07	Exported value in 2009-M08	Exported value in 2009-M09	Exported value in 2009-M10	Exported value in 2009-M11	Exported value in 2009-M12	Exported value in 2010-M01	Exported value in 2010-M02	Exported value in 2010-M03	Exported value in 2010-M04	Exported value in 2010-M05	Exported value in 2010-M06	Exported value in 2010-M07	Exported value in 2010-M08	Exported value in 2010-M09	Exported value in 2010-M10	Exported value in 2010-M11	Exported value in 2010-M12	Exported value in 2011-M01	
"Jordan"	1725	65	252	83	441	13	169	117	673	1187	755	542	282	123	221	69	58	386	1841	1596	
"Nigeria"	1069	1775	1614	2171	1106	1124	1063	1040	1222	512	1105	713	943	1546	875	1561	1006	1546	1609	1169	
"Australia"	2420	1597	1293	1455	1116	2134	2654	1470	1742	1916	3290	1700	1464	1453	1462	1778	2229	2256	1722	1156	
"Finland"	122	80	30	0	17	0	221	10	20	13	0	86	50	787	230	971	1057	12	508	888	
"Turkey"	529	168	638	230	817	187	370	189	256	474	339	369	504	505	513	796	591	384	726	875	
"Portugal"	1055	1061	1047	844	786	1006	984	687	1002	971	1114	1176	847	633	690	790	614	1070	748	869	
"Hong Kong, China"	676	605	971	773	375	556	829	740	286	325	480	467	702	692	595	779	666	979	865	858	
"India"	338	1010	1037	654	402	338	297	487	755	1612	486	84	474	949	1708	556	311	258	365	807	
"Kazakhstan"	4107	2440	323	658	607	932	2328	2140	817	949	978	1296	809	1184	140	463	763	1230	423	757	
"United Arab Emirates"	769	1108	1192	694	1075	688	791	478	545	1221	553	1355	1387	1018	826	1234	746	498	338	716	
"Chile"	232	667	492	1019	1047	694	666	383	583	1046	1447	696	1096	1145	1962	831	308	740	783	693	
"Canada"	1336	781	805	604	681	1027	509	473	503	464	903	1645	1456	1530	1467	1624	1202	928	1188	639	
"Yemen"	665	812	920	721	482	468	1494	337	84	315	191	529	684	1851	388	989	253	113	463	551	
"Sweden"	401	493	617	600	248	258	171	82	171	542	389	486	678	412	333	418	577	1025	756	548	
"Saudi Arabia"	1746	1797	1272	1061	581	856	578	288	1063	2282	240	123	165	38	987	1666	1205	543	842	462	
"Israel"	207	250	282	76	59	567	150	30	392	318	295	520	411	136	135	57	64	164	324	423	
"Mozambique"	146	165	14	14	65	142	196	32	15	147	15	12	62	70	68	0	46	77	127	404	
"Panama"	169	296	691	388	164	346	538	148	221	277	164	888	279	134	537	128	19	300	163	404	
"Singapore"	435	586	202	425	366	363	170	460	268	364	409	375	291	450	268	243	407	414	273	381	
"Philippines"	243	428	338	365	239	484	322	251	202	374	319	251	225	229	221	270	158	264	263	360	
"Libya, State of"	515	510	229	548	401	149	286	446	759	333	261	0	33	110	210	102	0	0	394	356	
"Iraq"	860	895	187	170	342	37	667	976	1140	1590	1131	1256	999	1425	952	513	91	14	70	348	
"Malaysia"	541	432	456	351	986	466	172	258	179	295	207	248	145	268	406	456	302	225	299	343	
"Morocco"	298	268	349	857	282	107	413	372	444	130	125	211	300	0	200	206	59	255	112	337	
"Hungary"	495	348	373	414	715	256	406	480	432	1006	299	259	110	328	297	399	188	259	309	310	
"Ethiopia"	368	135	80	133	294	280	362	0	229	115	287	71	361	250	660	369	306	479	426	306	
"Slovakia"	28	72	39	124	134	45	391	297	428	867	496	57	385	296	464	547	298	456	381	286	
"Indonesia"	174	256	110	204	227	218	120	203	277	257	121	189	210	240	146	322	442	450	470	273	
"Tanzania, United Republic of"	134	191	103	62	77	90	127	141	112	104	107	220	120	7	129	85	53	252	323	273	
"Uruguay"	100	206	192	82	98	193	187	190	15	246	274	374	49	428	169	32	15	104	101	263	
"Korea, Democratic People's Republic of"	346	212	0	0	0	0	120	130	147	51	165	209	408	454	279	277	277	203	324	262	
"Peru"	60	133	91	140	122	368	70	209	254	185	164	117	226	255	94	124	270	294	197	256	
"Romania"	16	77	314	306	428	402	30	223	173	443	208	169	155	427	328	416	446	402	181	255	
"Czech Republic"	204	374	330	226	351	113	51	149	269	552	440	271	213	519	193	425	152	519	209	245	
"Tunisia"	299	1002	120	671	115	1734	1283	377	68	279	0	513	441	619	1062	384	21	0	512	229	
"Thailand"	145	392	339	359	204	389	447	242	416	622	450	578	292	380	185	249	313	420	387	229	
"Ukraine"	214	217	145	1014	1047	229	466	497	360	582	551	293	103	355	868	885	1006	26	250	224	
"Myanmar"	141	112	69	45	104	33	66	0	9	13	32	4	29	9	93	43	37	125	24	216	
"New Zealand"	72	121	277	147	174	305	270	105	163	161	241	203	546	245	324	296	345	389	203	216	
"Kyrgyzstan"	310	115	111	12	49	0	0	93	149	538	290	393	255	198	136	112	118	291	283	207	
"Angola"	438	460	600	76	484	78	916	374	186	105	90	140	430	337	343	379	135	772	340	206	
"Mongolia"	110	133	248	112	133	97	169	297	105	220	293	467	269	576	390	423	229	200	332	196	
"Greece"	450	640	329	801	428	437	334	278	239	779	616	805	774	198	201	705	405	473	370	173	
"Mauritius"	135	127	114	248	158	396	293	84	97	172	273	97	137	173	168	166	175	340	28	157	
"Paraguay"	0	0	56	0	0	0	0	0	0	102	0	135	49	0	71	0	0	327	252	157	
"Pakistan"	14	0	51	64	102	0	40	163	17	254	526	257	45	0	52	0	24	69	44	156	
"Lebanon"	57	45	64	82	176	31	46	116	0	134	0	170	39	23	7	122	105	27	14	151	
"Kuwait"	467	455	234	314	0	133	105	83	15	365	475	189	307	466	86	343	162	13	373	149	
"Latvia"	259	207	255	557	858	245	16	272	321	217	199	193	281	55	162	69	211	555	37	145	
"Austria"	13	82	66	109	97	77	48	29	44	107	94	37	63	50	119	96	58	128	31	139	
"Belgium"	280	196	249	168	117	246	508	249	259	586	506	570	258	213	258	37	78	206	191	134	
"Mexico"	410	347	372	433	455	135	369	304	416	686	371	111	325	264	191	164	407	190	193	133	
"Viet Nam"	231	152	95	140	130	410	621	58	92	157	331	110	0	136	90	108	326	383	1137	133	
"Senegal"	25	57	116	37	120	33	47	44	176	47	183	75	98	146	0	40	29	60	70	104	
"Argentina"	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	406	28	18	1	90	
"Cyprus"	84	55	17	61	107	42	85	55	12	45	83	71	75	91	21	102	102	69	38	86	
"Serbia"	16	77	156	229	185	98	59	28	68	146	63	85	33	123	31	145	0	365	26	85	
"Djibouti"	90	42	43	0	0	0	12	0	24	41	29	72	59	0	0	30	113	30	63	84	
"Algeria"	348	1521	1376	135	1133	381	1297	150	507	1057	738	1131	1455	1513	1522	1134	0	131	122	79	
"Ghana"	150	32	53	170	125	80	60	157	129	130	106	16	242	305	146	222	193	78	139	76	
"Jamaica"	28	28	73	13	13	23	39	29	29	13	13	0	45	72	15	0	0	91	26	75	
"Sudan (before 2012)"	2	156	0	255	157	0	3	0	32	1	334	13	9	68	4	0	0	0	12	74	
"Tajikistan"	138	0	0	0	0	0	0	0	119	147	318	150	20	0	0	45	103	27	114	73	
"Sri Lanka"	0	0	0	5	73	106	17	18	56	36	23	20	17	4	58	47	16	26	25	59	
"Bahrain"	51	14	0	0	14	18	16	0	0	80	0	0	14	30	47	13	0	20	21	56	
"French Polynesia"	47	0	28	0	0	0	15	0	15	0	14	42	29	13	17	15	25	0	0	55	
"Fiji"	0	0	34	32	31	22	16	0	0	0	3	29	82	47	0	134	3	31	0	55	
"Taipei, Chinese"	0	86	21	15	16	1	0	0	0	1	0	0	0	13	0	19	1	19	0	54	
"Kenya"	167	166	72	15	122	46	82	143	25	95	93	33	220	63	49	70	74	137	173	46	
"Azerbaijan"	0	95	243	60	0	0	67	0	0	12	85	275	146	0	15	0	16	0	0	43	
"Central African Republic"	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	27	0	42	
"Denmark"	329	186	438	319	58	195	157	25	37	69	147	100	74	161	184	142	70	93	0	42	
"Congo, Democratic Republic of the"	41	49	13	18	51	14	42	0	0	0	0	0	22	33	1	0	2	0	18	36	
"Norway"	88	347	137	327	103	213	266	88	88	55	233	115	309	175	91	0	68	222	258	35	
"Turkmenistan"	68	42	15	30	0	0	0	0	62	0	44	31	30	19	16	50	0	0	8	35	
"Colombia"	236	380	317	354	145	107	347	191	496	1028	352	726	155	125	95	78	137	265	173	34	
"Bolivia, Plurinational State of"	0	0	0	0	0	0	0	17	0	0	0	0	0	27	0	0	0	0	0	33	
"Ecuador"	17	128	151	180	258	152	186	26	157	102	199	128	146	202	55	192	21	169	0	33	
"Moldova, Republic of"	0	14	27	0	0	0	0	0	0	0	13	0	0	0	16	0	0	33	0	33	
"Oman"	0	122	28	111	91	28	78	0	0	31	107	0	0	182	42	15	0	74	19	33	
"Estonia"	0	0	30	28	50	69	81	15	32	61	57	76	79	84	44	44	106	15	43	32	
"Bulgaria"	62	106	412	180	452	435	50	0	68	276	190	60	48	378	62	289	36	319	244	30	
"Namibia"	108	49	330	454	34	62	46	188	26	8	0	39	21	95	107	69	45	33	28	30	
"New Caledonia"	0	15	32	0	0	0	0	0	16	14	0	26	19	16	14	0	2	0	28	30	
"Mayotte"	46	42	0	31	12	13	71	26	32	26	15	57	29	72	0	0	70	53	15	28	
"Armenia"	12	29	0	15	30	32	0	14	0	0	10	15	0	14	0	28	91	0	15	27	
"Chad"	0	0	0	0	0	0	5	0	0	0	3	0	3	0	45	0	0	5	0	26	
"Ireland"	58	134	301	284	236	172	166	214	109	0	102	34	114	359	33	98	233	242	0	24	
"Benin"	73	0	0	12	34	123	73	6	0	0	15	0	1	4	50	33	152	12	45	22	
"Suriname"	9	31	12	38	113	45	20	58	0	48	24	86	6	46	0	0	9	17	58	20	
"Malta"	16	0	0	27	0	29	0	0	0	0	0	0	10	26	0	0	0	0	14	19	
"Papua New Guinea"	15	57	91	17	0	0	126	0	4	0	4	0	17	0	29	66	49	82	116	18	
"Gabon"	12	180	69	11	23	117	56	59	23	14	22	17	0	17	37	56	34	17	0	18	
"Croatia"	0	19	64	46	34	34	15	34	126	157	36	45	95	0	49	15	0	68	32	17	
"Dominican Republic"	32	45	142	87	49	69	75	33	60	304	74	16	124	43	72	91	103	0	24	17	
"Sao Tome and Principe"	0	0	0	0	0	6	0	17	0	7	0	0	16	1	15	0	0	0	7	17	
"Switzerland"	13	14	18	0	47	14	28	0	44	0	44	58	45	29	13	15	0	45	15	17	
"Syrian Arab Republic"	23	97	7	13	14	0	0	0	30	77	24	34	16	0	49	0	366	15	0	17	
"Uzbekistan"	577	16	0	53	54	0	16	17	49	102	99	120	80	160	116	179	135	174	175	16	
"Costa Rica"	16	0	0	0	0	0	0	0	10	16	0	0	0	0	17	31	0	0	0	16	
"Albania"	32	0	0	9	64	61	29	28	0	84	106	186	54	113	102	26	24	33	17	14	
"Georgia"	58	82	43	0	104	62	0	0	96	234	92	182	144	116	79	97	16	23	22	14	
"Côte d'Ivoire"	99	36	96	237	130	40	261	130	91	0	218	54	117	80	52	40	206	63	104	14	
"Madagascar"	0	0	17	12	0	12	32	64	11	0	0	10	57	19	17	88	19	0	104	11	
"Honduras"	0	0	0	0	15	41	16	33	25	84	0	59	0	65	17	79	1	32	0	8	
"Kiribati"	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	
"Equatorial Guinea"	0	11	0	23	13	3	0	0	0	0	26	0	0	0	1	0	0	0	0	5	
"Botswana"	0	0	0	0	0	0	0	17	0	0	0	0	0	34	0	0	0	0	0	2	
"Korea, Republic of"	455	129	43	91	43	73	190	69	2	64	76	45	488	153	21	171	75	22	21	2	
"Brazil"	1057	1011	1	1	870	0	1638	1324	2325	542	901	308	39	0	1	295	0	0	409	1	
"Cameroon"	0	38	211	120	34	58	29	70	200	44	97	12	76	305	41	74	53	61	57	1	
"Cabo Verde"	73	0	36	0	12	34	0	36	30	0	30	0	96	43	0	0	0	16	0	0	
"Congo"	0	0	137	13	28	31	0	25	1	0	16	0	6	6	0	0	6	0	3	0	
"Comoros"	0	0	0	0	0	0	0	0	0	19	13	0	0	0	0	0	0	5	0	0	
"China"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Brunei Darussalam"	45	9	85	47	15	0	0	0	0	14	18	0	0	0	0	0	0	0	0	0	
"Bosnia and Herzegovina"	0	0	0	13	40	0	0	28	0	37	0	0	49	49	26	32	0	0	0	0	
"Barbados"	0	0	0	13	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	
"Afghanistan"	24	0	0	28	0	0	0	0	0	0	0	0	0	0	22	0	0	0	43	0	
"Bahamas"	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	26	0	
"El Salvador"	12	0	39	15	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	
"Dominica"	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	
"Cuba"	2224	919	0	0	0	0	12	31	121	0	0	0	0	0	0	2	0	602	305	0	
"Gambia"	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Grenada"	0	32	0	11	0	0	0	0	0	26	0	0	11	14	0	11	0	17	16	0	
"Guatemala"	86	14	0	50	3	17	0	0	55	0	36	19	0	26	28	0	28	73	0	0	
"Guinea"	24	0	0	0	0	0	0	0	3	0	16	0	31	0	13	0	0	0	25	0	
"Guyana"	0	14	77	5	29	57	22	50	60	29	29	20	56	81	59	62	34	41	16	0	
"Haiti"	174	68	103	19	113	143	32	15	31	39	18	17	0	0	101	135	93	31	83	0	
"Lao People's Democratic Republic"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	
"Liberia"	0	0	23	13	0	2	12	0	0	0	17	0	0	12	5	0	0	10	0	0	
"Lithuania"	0	31	0	85	15	78	0	0	12	0	31	82	34	38	43	0	67	65	0	0	
"Malawi"	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	19	0	
"Maldives"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	12	0	0	0	
"Mali"	0	0	0	0	0	14	0	0	12	4	0	0	0	1	52	23	0	0	0	0	
"Mauritania"	0	0	0	0	0	12	48	19	0	12	0	0	3	0	0	17	0	0	80	0	
"Nepal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	24	0	
"Oceania Nes"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
"Montenegro"	0	0	0	9	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	
"Rwanda"	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Vincent and the Grenadines"	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Guinea-Bissau"	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	
"Timor-Leste"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Qatar"	67	156	0	44	26	33	13	0	14	31	0	29	11	12	29	35	8	18	0	0	
"Seychelles"	0	0	0	14	0	4	1	0	0	12	10	0	0	0	25	0	0	12	1	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	0	16	0	17	0	0	72	12	0	0	
"Slovenia"	28	1	92	57	127	87	28	51	79	24	126	194	48	90	0	1	11	25	28	0	
"Somalia"	14	0	0	0	31	0	0	0	0	0	0	0	16	0	20	16	0	0	15	0	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
"Marshall Islands"	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
"Vanuatu"	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Netherlands Antilles"	40	29	17	0	0	14	0	0	0	16	0	0	0	0	0	0	0	0	0	0	
"Aruba"	0	0	0	0	11	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	
"Nicaragua"	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Niger"	118	40	0	22	2	0	2	0	0	2	6	0	0	0	0	0	0	0	0	0	
"Africa not elsewhere specified"	16	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Burkina Faso"	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	
"Macedonia, The Former Yugoslav Republic of"	15	12	0	73	17	34	96	36	0	101	14	22	0	19	0	14	0	0	25	0	
"Egypt"	0	0	15	77	0	2	0	0	0	0	0	0	0	104	0	0	0	0	123	0	
"Zambia"	0	0	0	0	0	0	1	3	6	0	0	0	0	33	0	0	0	0	0	0	
"Area Nes"	0	0	266	372	86	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Samoa"	0	0	0	0	0	7	0	2	0	0	0	0	1	0	7	0	0	0	0	0	
"Turks and Caicos Islands"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	
"Uganda"	0	0	0	0	19	0	0	0	1	7	15	0	0	33	0	0	0	33	0	0	
"Zimbabwe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1	0	
"Togo"	16	0	0	0	10	12	15	0	0	0	17	0	15	0	0	27	0	0	17	0	
"Tonga"	0	0	0	16	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Trinidad and Tobago"	7	0	27	26	0	0	0	16	0	0	0	0	0	31	24	0	0	0	0	0	
