Importers	Exported value in 2012-M08	Exported value in 2012-M09	Exported value in 2012-M10	Exported value in 2012-M11	Exported value in 2012-M12	Exported value in 2013-M01	Exported value in 2013-M02	Exported value in 2013-M03	Exported value in 2013-M04	Exported value in 2013-M05	Exported value in 2013-M06	Exported value in 2013-M07	Exported value in 2013-M08	Exported value in 2013-M09	Exported value in 2013-M10	Exported value in 2013-M11	Exported value in 2013-M12	Exported value in 2014-M01	Exported value in 2014-M02	Exported value in 2014-M03	
"Hong Kong, China"	1310	1212	902	1080	988	644	300	609	712	780	1040	968	1202	1185	742	1069	1018	914	461	916	
"Algeria"	313	98	25	0	1136	1424	1384	388	1302	936	702	149	89	71	0	0	166	560	497	882	
"United Arab Emirates"	927	806	1120	937	1041	1495	1048	1251	1537	1191	1699	1098	844	1113	568	879	1001	995	463	803	
"Saudi Arabia"	799	744	484	262	503	966	1172	373	425	946	1242	801	1151	764	743	283	712	741	512	754	
"Canada"	1141	942	630	300	958	635	501	518	1076	956	451	1092	886	1157	1322	670	886	1233	524	745	
"Philippines"	989	1384	1041	619	760	885	552	837	897	964	887	970	1147	805	1453	793	742	907	578	740	
"Spain"	260	244	89	197	1773	328	89	744	394	592	609	524	355	380	161	108	350	914	745	648	
"Singapore"	647	816	877	755	726	293	455	658	862	726	947	598	789	720	475	603	516	947	451	633	
"Nigeria"	293	523	338	535	1144	814	378	172	178	323	162	351	602	457	274	544	444	736	623	626	
"Poland"	195	23	22	73	12	81	159	18	143	1	135	192	292	85	101	486	448	331	1060	612	
"Taipei, Chinese"	584	315	123	258	431	445	124	419	384	321	271	516	416	385	308	781	896	254	92	602	
"Denmark"	371	235	197	221	408	295	330	279	691	646	356	658	793	655	458	659	910	865	711	599	
"Russian Federation"	780	676	177	520	242	306	447	1015	785	569	521	824	516	539	703	174	527	692	799	579	
"New Zealand"	354	542	532	329	286	220	356	391	380	377	459	469	494	519	830	757	929	487	96	578	
"Thailand"	397	495	442	803	567	736	580	717	1118	1466	593	667	305	712	595	743	753	850	1048	418	
"Bangladesh"	101	160	21	112	134	59	67	222	249	249	504	618	175	467	310	107	88	174	268	401	
"Chile"	1681	1136	464	1333	839	791	855	243	496	908	1087	1332	1793	904	515	976	782	1187	661	398	
"Japan"	2181	3224	3067	1990	2884	1691	294	729	929	751	830	1556	795	749	1009	982	881	1139	396	382	
"Korea, Republic of"	423	401	153	259	293	283	184	439	568	545	748	851	583	338	531	477	296	370	173	353	
"Uzbekistan"	0	0	54	12	0	22	21	310	366	230	68	309	305	0	14	61	0	91	121	346	
"Uruguay"	249	206	117	175	169	31	99	30	352	189	163	107	218	147	292	121	388	61	149	337	
"Ukraine"	282	69	42	189	274	270	350	63	264	69	18	92	222	25	42	312	46	14	20	266	
"Mexico"	550	81	180	82	246	100	29	174	212	39	162	279	208	74	217	255	215	166	84	252	
"Qatar"	4	62	18	45	10	57	85	39	183	53	16	117	26	29	0	26	10	135	79	246	
"Israel"	202	245	110	337	179	410	260	182	177	378	393	467	255	272	222	115	119	261	114	245	
"Bolivia, Plurinational State of"	52	195	7	53	16	0	7	46	13	0	201	16	217	43	0	203	32	102	32	242	
"South Africa"	313	1104	758	776	812	1256	404	311	499	594	403	633	921	1168	780	314	379	311	239	229	
"Myanmar"	102	47	39	146	141	157	107	246	225	328	193	216	42	61	61	261	71	290	35	224	
"Kyrgyzstan"	68	170	11	11	23	48	103	176	257	307	244	71	51	46	27	18	46	31	155	222	
"Czech Republic"	127	77	0	2	80	190	0	45	106	17	75	154	206	72	68	330	86	120	297	211	
"Brazil"	145	55	30	34	30	29	185	4	29	406	1087	1107	97	45	10	122	60	129	0	199	
"Sweden"	158	111	46	313	209	462	301	89	475	414	161	280	186	85	153	126	124	293	119	197	
"Colombia"	72	298	64	527	242	161	275	370	174	212	829	313	281	414	223	325	303	73	32	196	
"Belgium"	179	179	103	91	101	53	243	135	486	97	74	425	475	196	206	231	131	320	217	195	
"Greece"	29	1	44	0	17	0	83	108	46	56	52	82	13	132	17	0	50	113	54	192	
"Paraguay"	217	256	192	321	60	90	111	67	56	58	61	277	890	292	24	555	388	654	20	192	
"Turkey"	157	81	185	123	113	48	206	132	38	258	343	703	82	26	167	118	81	50	86	187	
"Jordan"	164	249	123	16	100	82	85	72	31	141	255	179	71	52	54	85	109	203	279	154	
"Ecuador"	39	81	113	202	134	58	32	58	0	67	108	93	110	118	256	56	33	128	65	153	
"Bulgaria"	44	9	13	23	0	43	114	30	92	107	44	41	30	27	0	39	65	17	21	153	
"Angola"	229	156	309	180	194	79	236	115	136	49	208	270	67	498	306	348	158	377	75	152	
"Venezuela, Bolivarian Republic of"	443	364	239	433	539	81	326	52	44	69	73	59	0	0	103	92	63	130	0	145	
"Papua New Guinea"	40	95	57	33	75	55	13	2	53	8	84	122	242	44	203	22	18	44	7	138	
"Tajikistan"	0	12	0	52	0	55	0	73	175	111	0	91	49	43	0	0	8	33	28	135	
"Kuwait"	34	43	91	153	107	73	47	132	0	143	86	82	5	165	10	31	34	6	32	131	
"Mozambique"	480	427	39	80	74	24	40	24	17	26	11	110	168	109	50	175	86	103	18	131	
"Peru"	92	693	659	594	226	119	329	293	1	282	218	638	344	354	108	184	144	121	101	118	
"Iraq"	137	5	166	64	93	186	267	67	77	155	330	96	41	235	20	340	317	257	0	117	
"Sri Lanka"	164	161	202	136	108	181	95	173	147	161	165	80	29	63	157	103	125	148	42	116	
"Pakistan"	24	17	93	5	31	3	0	13	34	33	72	48	47	31	51	172	230	118	7	114	
"Slovenia"	116	106	96	210	31	106	26	344	169	62	285	139	207	90	151	36	185	2	108	114	
"Panama"	268	72	215	116	157	358	56	352	111	275	66	318	492	272	273	429	249	456	123	111	
"Mongolia"	386	252	151	66	50	129	53	139	419	625	478	195	177	466	125	242	124	113	9	109	
"Yemen"	139	156	37	0	139	141	223	222	311	113	128	75	242	79	187	30	139	261	28	100	
"Guatemala"	46	40	121	62	49	16	34	111	87	32	57	61	84	13	0	27	80	1	61	97	
"Lebanon"	308	104	132	153	202	23	105	89	143	159	22	306	127	82	8	153	104	108	1	85	
"Côte d'Ivoire"	24	56	44	162	70	0	0	0	49	67	27	27	0	45	15	15	10	0	12	83	
"Niger"	2	0	0	0	1	0	0	0	0	79	147	0	0	0	0	0	0	0	0	83	
"Trinidad and Tobago"	38	38	29	14	12	0	0	17	0	32	22	112	35	40	57	264	20	33	42	83	
"Ghana"	94	135	123	113	336	60	61	54	121	141	115	26	173	117	114	91	169	41	39	81	
"Romania"	78	121	59	25	86	96	20	78	133	124	53	184	40	115	34	141	51	114	43	73	
"Azerbaijan"	0	0	0	0	0	0	0	3	22	0	0	0	0	0	0	0	0	0	0	72	
"Solomon Islands"	7	64	0	0	0	0	0	7	0	0	74	0	0	3	0	0	0	32	0	70	
"Hungary"	21	27	0	26	43	23	19	150	28	58	100	61	66	94	34	85	0	0	0	68	
"Maldives"	0	0	0	7	17	14	0	1	0	13	0	0	2	0	13	25	0	15	13	68	
"Tanzania, United Republic of"	1073	34	28	114	79	76	63	39	375	804	50	46	101	96	89	145	101	214	70	68	
"Iran, Islamic Republic of"	44	57	0	189	0	98	0	0	0	21	58	0	28	0	0	0	18	129	0	66	
"Ireland"	96	24	38	20	29	86	143	163	155	158	161	101	44	131	201	54	85	274	318	64	
"Bahrain"	44	20	55	42	127	134	40	9	141	239	278	95	39	166	11	0	76	44	2	58	
"Honduras"	153	16	71	0	122	79	25	16	13	62	93	37	141	86	0	145	231	22	0	57	
"Costa Rica"	70	49	24	9	187	69	32	122	27	0	0	84	83	146	0	130	23	89	81	57	
"Portugal"	0	0	0	0	0	4	44	16	0	40	1	0	17	25	4	2	28	95	42	55	
"Turkmenistan"	183	61	7	55	56	232	75	31	264	250	129	0	20	24	3	12	29	87	28	54	
"Oman"	6	74	69	72	363	102	15	15	3	14	115	48	31	103	2	107	134	96	57	52	
"Kazakhstan"	262	395	90	113	165	82	189	148	976	253	253	818	512	93	25	27	20	48	171	50	
"Morocco"	14	101	10	6	336	339	167	0	23	466	100	61	103	183	10	0	89	72	44	49	
"Georgia"	3	35	16	2	2	15	45	0	1	15	158	0	16	0	2	0	0	4	0	48	
"Libya, State of"	34	32	0	52	0	673	371	118	191	52	296	712	769	76	611	109	273	708	77	47	
"Macao, China"	14	70	10	37	20	8	5	28	35	3	30	26	64	88	7	15	23	16	0	44	
"Switzerland"	90	0	19	140	24	69	0	0	0	22	9	30	71	0	32	70	20	0	54	44	
"Kenya"	139	142	332	344	235	589	131	97	96	94	174	115	140	606	287	95	252	326	37	43	
"Norway"	34	5	88	0	5	56	25	0	66	38	17	33	114	12	141	37	26	239	38	41	
"Austria"	15	0	50	104	83	145	11	14	0	66	0	113	322	87	66	66	0	67	40	39	
"Cyprus"	3	0	2	0	8	7	11	0	51	0	6	18	0	0	0	9	0	30	1	38	
"Lithuania"	12	31	0	54	123	6	0	0	0	36	33	36	14	10	41	0	0	26	48	31	
"Albania"	0	0	0	0	12	26	0	135	74	84	66	30	16	29	41	0	26	15	0	30	
"Guinea"	14	17	24	24	2	24	0	0	17	65	199	0	28	4	15	0	23	32	0	28	
"Haiti"	23	0	7	0	0	0	0	23	18	0	16	0	14	0	32	17	5	0	0	27	
"Cambodia"	0	49	4	65	32	126	45	42	24	0	98	72	14	17	25	78	122	58	0	25	
"Nepal"	26	0	0	16	24	0	0	14	50	48	17	0	0	0	0	0	0	29	9	25	
"Sudan (before 2012)"	30	7	0	2	97	0	0	169	260	26	12	16	56	5	0	0	0	27	0	25	
"Benin"	0	11	0	12	39	0	0	0	0	0	11	12	0	9	0	5	15	41	0	23	
"Armenia"	0	0	10	5	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	22	
"El Salvador"	0	16	0	0	0	0	0	0	29	0	189	130	17	36	0	19	0	0	0	21	
"Croatia"	0	0	0	34	72	0	3	0	105	27	0	15	0	8	0	28	0	0	3	20	
"Congo, Democratic Republic of the"	39	298	8	68	37	29	17	21	25	45	87	10	39	74	14	0	16	4	29	19	
"Dominican Republic"	205	23	221	11	0	45	5	7	31	160	12	106	314	104	1	29	181	244	103	17	
"Guyana"	6	0	16	7	0	0	0	0	0	9	47	15	0	0	0	0	9	0	26	15	
"Ethiopia"	0	363	0	150	0	0	0	0	0	93	53	0	151	0	0	0	25	2	22	15	
"Senegal"	2	9	16	0	16	16	0	31	0	0	16	35	31	6	1	16	40	33	192	15	
"Somalia"	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	39	0	15	
"Saint Vincent and the Grenadines"	0	0	0	0	0	0	0	0	0	0	15	14	0	0	0	0	0	0	0	15	
"Suriname"	58	0	0	58	74	46	45	0	0	72	51	29	20	15	82	40	0	23	20	14	
"Uganda"	69	0	191	13	1143	0	46	0	5	16	41	0	17	31	0	0	0	245	0	14	
"Brunei Darussalam"	77	91	0	92	78	31	79	24	0	286	16	56	27	82	16	13	35	3	27	14	
"Gabon"	0	22	38	16	0	12	96	28	60	28	9	25	29	0	46	71	19	41	49	12	
"Argentina"	0	0	29	0	43	38	22	0	0	0	0	40	2	24	60	1	11	39	5	11	
"Zambia"	1	0	41	1	0	0	0	0	9	0	6	0	3	13	0	0	44	19	10	10	
"Belize"	0	0	0	3	0	0	0	3	0	0	12	0	0	0	0	0	0	0	0	8	
"Korea, Democratic People's Republic of"	155	89	48	30	51	52	11	44	10	20	52	171	100	94	50	49	27	75	5	8	
"Montenegro"	0	0	0	0	0	0	0	0	13	3	11	0	0	0	0	0	0	0	0	7	
"Bosnia and Herzegovina"	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	7	
"Djibouti"	0	0	0	0	9	35	6	0	4	3	0	5	26	0	9	0	13	5	11	7	
"Macedonia, The Former Yugoslav Republic of"	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	7	
"Egypt"	16	119	0	31	11	47	39	2	15	154	5	3	11	16	0	49	49	189	0	5	
"Palestine, State of"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	19	0	0	5	
"Serbia"	0	0	0	0	0	0	0	0	23	0	8	0	0	0	0	0	0	0	0	5	
"Mauritius"	73	49	34	20	12	29	26	38	24	9	70	25	8	28	17	49	15	17	25	3	
"Madagascar"	21	19	12	13	18	26	31	25	15	56	45	0	11	24	233	83	0	0	0	0	
"Malawi"	0	5	3	0	0	2	0	0	2	0	0	11	14	0	0	0	0	0	0	0	
"Moldova, Republic of"	0	23	0	0	2	0	37	0	0	0	18	0	0	0	0	0	0	0	0	0	
"Latvia"	0	0	45	0	0	0	0	0	17	0	0	0	0	0	68	0	0	0	0	0	
"Liberia"	14	13	12	108	0	0	6	0	4	0	6	0	0	0	7	0	0	3	0	0	
"Mali"	0	0	0	0	0	0	0	0	0	0	0	0	16	0	14	0	0	15	0	0	
"Malta"	19	0	1	20	4	33	0	0	0	5	13	2	13	33	0	0	0	17	0	0	
"Mauritania"	0	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
"Lao People's Democratic Republic"	0	0	0	0	0	0	0	0	16	0	0	0	13	34	0	35	0	8	0	0	
"Jamaica"	6	0	111	27	45	44	17	15	48	37	16	65	38	33	18	22	12	1	10	0	
"Iceland"	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	
"Seychelles"	0	9	0	0	0	0	0	12	9	0	0	0	0	0	0	0	0	0	0	0	
"Sierra Leone"	0	0	0	0	0	0	0	6	15	0	0	0	0	0	0	0	7	0	0	0	
"Rwanda"	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Lucia"	0	0	21	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Guinea-Bissau"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	
"Timor-Leste"	0	15	0	21	0	0	0	13	0	0	0	0	20	0	32	0	1	0	0	0	
"Oceania Nes"	6	0	3	14	5	0	0	0	16	5	0	0	11	0	5	0	0	14	0	0	
"Namibia"	13	0	46	35	61	56	10	104	3	0	0	67	150	57	30	106	2	168	0	0	
"Netherlands Antilles"	0	31	20	0	0	0	0	0	34	5	0	5	18	16	0	22	0	36	0	0	
"Aruba"	0	20	0	0	0	16	0	0	86	5	0	0	0	20	0	88	0	20	0	0	
"New Caledonia"	14	7	6	0	38	0	0	8	8	0	0	0	8	0	0	0	0	9	0	0	
"Vanuatu"	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	
"Marshall Islands"	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	
"Palau"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	11	0	0	
"Nicaragua"	27	16	0	25	0	0	0	0	16	0	1	0	16	0	0	0	16	0	52	0	
"Gambia"	0	0	0	11	0	0	6	0	0	0	0	0	0	0	0	0	0	0	13	0	
"French Polynesia"	10	13	0	13	15	12	16	6	0	7	8	0	5	10	0	0	8	16	14	0	
"Kiribati"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
"Grenada"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Estonia"	0	0	0	0	0	0	24	0	49	0	0	0	0	24	0	0	0	0	6	0	
"Fiji"	17	104	30	41	100	37	0	12	21	90	14	40	54	139	93	11	8	12	2	0	
"Finland"	0	87	42	195	45	244	37	27	121	103	167	114	77	66	75	3	57	64	116	0	
"Equatorial Guinea"	3	23	0	66	3	0	2	0	8	0	38	0	33	13	0	112	13	0	0	0	
"Dominica"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cuba"	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
"China"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Barbados"	0	0	0	0	0	6	0	0	0	5	0	5	16	0	1	0	0	0	15	0	
"Bahamas"	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Antigua and Barbuda"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	
"Afghanistan"	28	3	0	0	0	71	66	106	151	6	8	0	0	0	4	42	0	0	28	0	
"Cameroon"	36	67	0	69	52	12	1	34	58	0	24	15	53	16	5	14	15	14	4	0	
"Belarus"	0	0	0	0	0	0	0	0	0	0	0	0	19	37	0	19	0	0	0	0	
"Chad"	0	0	0	0	0	7	13	6	0	17	0	1	9	0	0	0	0	0	0	0	
"Cabo Verde"	0	0	18	28	0	29	0	0	0	0	14	0	0	0	0	0	0	0	0	0	
"Comoros"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mayotte"	11	0	15	0	32	11	0	0	24	0	15	46	21	0	0	0	0	0	14	0	
"Congo"	0	6	13	0	42	0	25	0	0	28	37	33	14	0	19	57	0	0	12	0	
"Turks and Caicos Islands"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
"Tunisia"	0	0	0	0	0	54	0	0	0	0	0	18	5	0	0	0	0	0	0	0	
"Samoa"	6	0	2	0	0	0	6	0	0	9	110	0	46	51	0	4	7	0	0	0	
"Burkina Faso"	0	0	0	0	42	26	0	0	0	0	86	0	0	4	0	0	0	0	0	0	
"Syrian Arab Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	
"Togo"	0	0	2	13	2	0	15	14	0	0	2	0	32	0	15	0	0	0	12	0	
"Slovakia"	0	0	0	17	0	0	0	0	1	0	0	0	0	17	0	0	0	0	152	0	
"Zimbabwe"	0	9	33	12	30	7	35	0	0	0	0	0	0	4	165	0	0	0	0	0	
