Importers	Exported value in 2014-M03	Exported value in 2014-M04	Exported value in 2014-M05	Exported value in 2014-M06	Exported value in 2014-M07	Exported value in 2014-M08	Exported value in 2014-M09	Exported value in 2014-M10	Exported value in 2014-M11	Exported value in 2014-M12	Exported value in 2015-M01	Exported value in 2015-M02	Exported value in 2015-M03	Exported value in 2015-M04	Exported value in 2015-M05	Exported value in 2015-M06	Exported value in 2015-M07	Exported value in 2015-M08	Exported value in 2015-M09	Exported value in 2015-M10	
"Algeria"	2783	3132	4004	2556	432	2655	3035	1285	2639	2866	3026	5804	6332	3561	4332	1758	4908	4116	1666	3066	
"United Arab Emirates"	1207	1400	1653	3302	4819	2478	4849	4204	4957	4881	2208	1462	2228	1529	1779	3092	2298	2621	3641	2982	
"Russian Federation"	6899	11700	13607	11197	9369	7221	6106	3042	1619	2767	2325	1854	1599	2161	2913	2329	3983	2761	2733	2691	
"Venezuela, Bolivarian Republic of"	1716	1342	701	69	364	552	264	228	0	1402	4057	1840	198	221	44	203	199	201	1938	2626	
"Iraq"	2261	4831	6245	4698	2981	3309	4090	2635	1166	2641	5121	6425	2660	3945	4909	3285	2414	3389	2999	2534	
"Saudi Arabia"	2537	4098	3389	3196	2741	1114	1043	1845	1151	2008	4673	2189	4390	6358	6643	8024	6141	5996	4119	2403	
"Hong Kong, China"	1139	863	1272	1101	1363	2022	1762	1375	820	1081	1041	646	1516	1985	2220	3477	3560	1329	2231	2373	
"India"	2323	1575	1778	1617	2718	3926	2229	655	1595	1745	1302	2694	2723	2985	1349	1275	2626	1892	4261	2002	
"Nigeria"	1780	1349	1073	767	936	3312	2100	1200	2374	1449	1491	1725	2353	1558	553	1786	1169	1246	2214	1947	
"Philippines"	926	812	1289	1092	1181	1378	1330	1585	1051	471	924	1214	734	1117	1293	859	1543	1804	1777	1804	
"Peru"	1450	1009	644	467	294	295	582	1105	1227	625	769	588	393	136	201	119	328	304	485	1401	
"Indonesia"	722	850	1514	2014	1258	960	1065	796	1812	1169	934	1945	726	539	628	834	353	1122	1525	1192	
"New Zealand"	764	786	357	661	1180	807	855	1213	785	1056	1346	1015	460	792	789	649	800	1031	854	1123	
"Turkey"	903	786	921	902	1092	691	632	598	613	1017	1243	1471	643	1045	2191	1660	919	1063	1353	1117	
"Bangladesh"	2433	3688	3514	5658	9357	5630	3737	2466	1208	1948	1148	2272	3444	3347	8302	7373	6434	4174	1665	998	
"Belgium"	379	1250	544	566	547	700	342	502	676	674	532	581	231	825	903	702	1798	544	1358	805	
"Viet Nam"	1257	666	3148	566	330	1336	324	1446	1125	928	716	259	428	491	961	651	557	635	1063	797	
"Israel"	1115	392	380	660	1254	491	281	634	794	846	832	1091	554	651	745	385	871	694	576	777	
"Panama"	339	259	765	520	1366	869	839	624	813	365	588	1159	481	370	952	893	1480	652	724	765	
"Paraguay"	94	77	218	0	415	455	202	535	502	945	273	0	340	569	461	191	993	1006	367	627	
"Georgia"	1438	2369	1477	1263	1000	360	589	1365	249	447	295	434	311	176	16	76	414	348	811	625	
"Jordan"	258	616	230	121	109	168	123	278	321	567	515	543	47	477	329	554	427	68	201	585	
"Singapore"	361	386	388	456	582	589	590	439	808	477	361	807	904	472	484	653	813	565	891	565	
"Romania"	149	205	302	258	178	423	248	569	198	305	126	121	288	179	552	157	122	371	648	541	
"Malaysia"	1046	326	818	480	520	390	525	491	480	773	863	527	496	1013	1165	1072	751	450	818	512	
"Kuwait"	281	192	294	71	296	201	156	261	202	375	86	90	306	211	299	364	414	385	236	509	
"Kenya"	135	281	116	193	249	305	72	131	140	158	137	293	26	237	153	125	255	139	246	463	
"Greece"	348	300	336	347	409	398	303	288	355	279	359	369	290	238	427	552	275	407	632	455	
"Pakistan"	458	372	182	445	372	79	385	218	213	343	548	763	311	897	665	200	334	357	579	415	
"Colombia"	441	585	1013	609	517	537	577	1162	683	280	670	592	860	465	595	334	684	756	480	406	
"Mexico"	53	80	117	70	51	76	98	792	256	26	173	110	98	229	210	17	127	67	575	403	
"Portugal"	645	447	1470	638	958	395	972	491	421	393	543	489	181	215	485	519	438	441	700	392	
"Angola"	1013	1925	608	791	1728	1771	1355	1269	2091	1248	821	653	665	1199	344	323	112	380	164	390	
"Egypt"	1101	207	67	408	257	0	125	0	178	20	1770	1266	1112	1206	1165	494	637	582	1026	375	
"Ghana"	468	366	198	263	737	576	330	485	875	250	331	639	164	268	169	229	440	762	462	349	
"Ukraine"	604	839	2421	1082	1076	471	496	480	490	494	733	656	237	551	85	18	81	197	371	339	
"Kazakhstan"	185	637	1237	3666	1009	610	1879	1036	944	120	525	573	409	443	137	564	437	203	156	336	
"Brazil"	7	1	4	24	0	125	2	60	38	94	140	128	198	146	155	35	1	131	496	333	
"Mongolia"	509	418	448	611	643	2823	2361	641	620	1164	195	248	334	279	547	394	199	290	480	307	
"Uzbekistan"	1681	200	1640	1150	1795	2251	2010	248	526	749	668	387	239	659	44	679	149	426	241	248	
"Côte d'Ivoire"	102	332	19	191	271	194	234	81	205	18	207	219	204	156	247	266	398	381	471	247	
"Sri Lanka"	48	128	74	1	34	71	23	124	157	3	164	110	29	50	113	144	235	62	420	246	
"Trinidad and Tobago"	94	63	30	0	0	49	15	18	161	31	14	15	34	37	70	17	71	112	161	229	
"Sweden"	248	229	425	454	187	174	502	194	91	260	230	192	152	206	293	169	219	259	215	218	
"Turkmenistan"	201	35	304	87	57	22	230	0	256	82	72	8	0	32	50	36	60	50	0	187	
"Libya, State of"	605	270	218	732	290	115	66	592	449	261	67	67	131	515	83	12	0	327	277	184	
"Iran, Islamic Republic of"	664	85	1982	779	2203	757	1883	1268	1622	784	2738	1872	2770	2727	691	2298	602	1510	1715	181	
"Ecuador"	196	453	251	364	67	432	242	93	160	279	243	563	349	668	291	114	85	63	110	175	
"Palestine, State of"	16	0	0	0	0	0	0	0	0	65	0	0	0	0	0	171	15	0	0	168	
"Morocco"	211	682	348	221	348	342	85	149	167	94	48	85	182	361	280	324	132	149	75	168	
"Czech Republic"	205	487	761	576	232	389	48	57	22	138	335	96	166	316	250	190	142	52	13	164	
"Uruguay"	259	460	104	328	377	561	423	839	578	729	437	103	171	374	488	401	437	575	196	164	
"Thailand"	492	317	250	281	248	283	137	259	283	338	278	247	183	195	123	265	108	197	141	162	
"Honduras"	0	0	26	12	170	100	209	226	0	38	32	45	16	136	163	123	81	163	215	162	
"Myanmar"	240	311	269	615	328	475	335	145	117	211	283	178	73	381	602	139	167	150	296	160	
"Taipei, Chinese"	73	72	145	1	70	559	485	71	209	145	1	5	6	1	131	200	375	208	45	158	
"Djibouti"	103	427	0	291	165	147	55	0	2	20	0	2	48	113	62	0	50	117	72	156	
"Ireland"	189	123	274	74	262	360	217	688	265	190	175	140	211	221	174	192	60	135	317	153	
"Lebanon"	190	792	513	306	175	457	155	208	96	202	53	63	543	593	1013	287	270	389	52	152	
"Oman"	306	210	79	285	154	229	259	109	224	189	106	156	269	70	289	205	392	47	356	148	
"Hungary"	85	97	146	198	286	233	48	153	90	111	214	178	509	345	251	53	42	85	134	137	
"Mauritius"	214	212	181	178	194	151	51	96	517	132	130	106	137	226	122	65	66	139	187	120	
"Lithuania"	45	99	288	120	56	91	32	24	74	0	0	16	78	44	326	33	50	88	114	117	
"Ethiopia"	461	443	222	364	134	754	613	264	338	549	196	46	43	274	238	150	520	414	364	117	
"Albania"	21	10	126	77	17	85	46	0	32	0	0	16	20	43	96	162	16	0	71	115	
"Qatar"	50	44	56	102	20	72	171	68	200	70	116	187	0	91	77	46	126	134	80	107	
"Cameroon"	36	109	81	216	95	124	93	217	327	142	105	64	227	226	206	328	194	241	56	106	
"Tanzania, United Republic of"	107	216	165	269	290	234	155	189	157	281	221	297	401	134	173	286	85	78	55	101	
"Switzerland"	52	234	57	145	344	237	191	57	16	16	191	381	153	0	204	49	266	359	55	100	
"Congo"	0	4	32	0	64	59	32	48	13	112	114	26	0	119	25	57	24	28	62	94	
"El Salvador"	0	0	0	18	0	0	104	0	80	99	0	0	64	0	33	2	0	132	146	91	
"Brunei Darussalam"	21	19	0	154	99	6	45	114	62	47	0	75	0	16	15	15	50	16	24	89	
"Bulgaria"	76	27	51	302	105	14	0	55	63	14	57	35	49	36	133	131	17	0	0	87	
"Fiji"	46	41	33	0	97	191	128	1	115	45	102	1	149	220	52	49	177	217	247	84	
"Cyprus"	32	53	47	58	58	62	103	81	0	27	0	18	136	0	39	26	41	16	188	83	
"Armenia"	506	96	273	478	199	75	41	17	85	109	108	0	16	0	33	41	171	191	103	79	
"Denmark"	0	0	118	34	54	204	102	261	83	189	185	106	171	143	163	224	179	138	281	71	
"Senegal"	66	51	63	89	260	231	417	110	157	318	47	211	34	31	63	69	2	57	18	71	
"Costa Rica"	0	345	0	0	74	137	14	0	19	0	0	51	0	0	0	0	294	90	81	68	
"Korea, Democratic People's Republic of"	412	218	639	1243	618	557	383	282	595	297	19	109	45	75	524	382	128	226	64	66	
"French Polynesia"	0	0	34	14	0	74	125	28	25	0	16	0	18	0	0	15	18	67	24	60	
"Gabon"	139	43	118	49	317	133	200	35	0	22	48	84	23	70	99	74	76	85	157	59	
"Nicaragua"	0	20	6	17	14	19	25	0	14	6	14	14	32	1	22	10	0	90	61	46	
"Netherlands Antilles"	91	0	0	0	0	0	48	31	32	0	28	121	16	0	28	15	0	28	49	45	
"Croatia"	0	25	14	15	0	13	0	20	0	29	38	0	34	52	100	14	39	39	0	45	
"Slovenia"	23	85	82	43	14	133	62	20	0	20	34	21	12	125	65	31	23	12	14	44	
"Guyana"	0	36	44	75	62	0	77	20	18	18	18	130	43	31	99	33	133	48	59	43	
"Sudan (before 2012)"	55	18	68	18	21	15	110	16	35	165	32	5	67	37	126	14	52	235	18	42	
"Slovakia"	233	488	387	192	418	236	417	306	87	208	205	191	225	173	86	76	69	59	99	40	
"Tunisia"	4	66	0	436	98	105	0	48	147	122	113	0	88	0	475	160	80	0	42	40	
"Mozambique"	103	36	92	87	158	207	180	168	637	116	134	100	43	132	160	8	21	0	68	38	
"Congo, Democratic Republic of the"	23	37	1	21	67	23	62	0	28	45	0	57	1	36	27	5	53	49	7	38	
"Azerbaijan"	103	63	165	0	0	41	0	0	0	104	99	138	41	34	0	52	0	19	272	36	
"Haiti"	133	71	84	79	127	0	52	40	65	29	32	117	59	108	83	14	91	126	231	35	
"New Caledonia"	0	52	39	35	85	68	1	33	12	80	40	4	0	35	41	90	45	31	41	32	
"Latvia"	0	15	33	36	110	35	63	33	65	0	46	0	20	56	39	0	46	19	73	31	
"Bahrain"	99	57	62	113	58	186	133	0	102	59	36	1	33	182	154	335	188	81	107	30	
"Belize"	18	0	0	0	0	0	0	21	18	2	0	0	0	18	0	0	0	4	21	29	
"Finland"	0	42	110	94	50	206	81	21	15	30	100	116	54	141	42	36	58	10	0	28	
"Dominican Republic"	133	91	0	58	202	123	586	36	262	105	379	105	98	244	259	126	106	199	357	27	
"Cabo Verde"	15	49	90	17	123	0	52	92	124	34	38	16	16	0	0	0	142	0	15	26	
"Guatemala"	3	13	9	24	15	42	247	0	25	112	39	15	82	226	217	27	32	242	218	24	
"Guinea"	0	17	6	16	13	18	22	34	6	2	25	26	10	13	0	13	41	19	17	24	
"Tajikistan"	145	948	707	956	1256	556	125	54	85	0	64	13	55	149	163	372	243	422	35	23	
"Uganda"	0	101	12	0	0	63	0	66	70	36	36	41	43	59	0	90	32	76	39	22	
"Syrian Arab Republic"	0	0	22	0	0	0	0	16	0	0	0	46	0	28	0	33	31	0	0	22	
"Benin"	0	18	83	0	165	194	13	7	332	14	4	16	0	2	12	20	2	27	6	22	
"Kyrgyzstan"	499	388	537	444	742	623	371	299	349	304	117	204	34	432	471	475	312	225	47	18	
"Jamaica"	117	125	73	177	167	75	166	113	217	154	201	81	231	289	190	166	233	131	367	18	
"Bolivia, Plurinational State of"	155	100	275	0	97	180	275	36	123	178	70	41	237	193	267	74	298	102	16	17	
"Serbia"	0	30	0	0	16	0	0	0	3	0	0	30	0	22	0	16	0	31	0	17	
"Somalia"	0	0	17	69	16	56	1	0	16	0	17	0	12	16	66	31	0	32	12	16	
"Bosnia and Herzegovina"	31	0	0	0	0	0	18	0	0	0	20	0	13	18	0	15	12	0	0	16	
"Liberia"	29	34	0	30	0	0	0	0	26	7	0	19	20	25	0	27	14	26	1	16	
"Malta"	0	0	14	12	0	58	5	43	0	15	14	14	0	62	0	0	0	0	9	15	
"Suriname"	7	16	7	15	71	37	72	15	18	0	51	16	0	97	45	40	38	61	6	15	
"Seychelles"	0	2	8	13	17	0	0	6	0	0	14	0	0	16	1	16	0	0	0	15	
"Sierra Leone"	7	14	28	0	0	2	0	1	0	0	9	1	17	18	0	3	41	7	1	15	
"Saint Vincent and the Grenadines"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	15	
"Burkina Faso"	0	0	0	0	0	0	0	0	0	0	0	0	0	18	10	17	125	0	33	15	
"Mauritania"	13	21	34	73	22	42	16	3	0	0	3	1	37	0	0	0	5	1	50	14	
"Madagascar"	0	52	0	17	20	35	0	31	24	53	14	0	19	49	91	0	0	0	101	14	
"Estonia"	36	36	79	69	18	20	0	0	47	17	88	127	82	0	11	19	0	16	46	14	
"Malawi"	0	1	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	13	
"Papua New Guinea"	25	70	23	20	16	58	61	0	34	109	6	30	23	13	66	41	8	114	48	13	
"Aruba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	
"Equatorial Guinea"	1	16	6	2	145	32	0	3	2	28	8	0	28	1	0	7	1	38	10	7	
"Cuba"	0	0	0	0	0	0	0	0	0	59	58	59	355	8	0	37	433	111	146	6	
"Macao, China"	3	2	0	0	3	1	2	0	0	0	0	0	0	1	0	1	0	3	6	3	
"Saint Kitts and Nevis"	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Zambia"	38	2	15	0	56	38	1	0	0	0	17	2	0	0	1	0	0	0	0	1	
"Togo"	25	8	5	11	54	5	10	44	11	76	13	37	46	0	0	5	29	34	21	1	
"Tonga"	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	
"Turks and Caicos Islands"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Tuvalu"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Macedonia, The Former Yugoslav Republic of"	21	21	0	21	0	0	0	1	0	0	19	0	0	0	0	0	0	0	23	0	
"Sao Tome and Principe"	0	0	0	0	0	0	0	6	0	0	0	0	17	0	0	6	0	0	0	0	
"Zimbabwe"	0	1	0	0	0	0	0	1	0	18	0	1	1	0	2	0	27	0	0	0	
"Samoa"	2	0	0	0	0	5	0	0	0	8	1	2	0	8	0	3	12	0	13	0	
"Yemen"	1204	942	1023	988	960	429	881	458	366	730	581	319	590	212	0	0	62	34	64	0	
"Saint Lucia"	0	9	0	0	9	0	0	0	0	18	18	0	0	0	0	0	0	0	2	0	
"Rwanda"	0	0	0	0	0	49	16	64	29	0	0	15	0	1	0	17	0	37	0	0	
"Guinea-Bissau"	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Timor-Leste"	0	0	0	3	0	58	0	0	1	15	0	0	0	0	0	6	0	7	0	0	
"Vanuatu"	34	0	0	13	0	0	6	0	0	6	3	0	0	30	1	0	0	5	0	0	
"Niger"	0	0	0	0	0	7	15	1	0	3	1	0	0	0	0	0	0	4	0	0	
"Marshall Islands"	0	0	0	0	0	13	1	0	10	0	0	0	0	0	0	0	19	0	0	0	
"Palau"	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
"Namibia"	19	0	0	115	135	74	206	127	49	47	0	0	0	0	3	0	0	20	0	0	
"Nepal"	0	0	0	0	0	0	4	0	1	0	0	0	19	14	0	0	0	0	0	0	
"Moldova, Republic of"	62	19	0	73	65	30	85	37	60	43	0	0	16	0	42	0	27	0	0	0	
"Montenegro"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	14	0	0	
"Maldives"	0	0	0	0	1	0	0	0	0	0	0	10	0	1	1	16	1	110	0	0	
"Mali"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	37	0	1	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
"Lao People's Democratic Republic"	0	0	0	0	10	7	0	0	0	31	5	8	55	8	0	2	0	0	1	0	
"Cook Islands"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
"Chad"	0	10	0	0	1	1	3	16	0	0	0	0	1	0	0	0	0	0	0	0	
"Eritrea"	0	1	4	0	47	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	
"Dominica"	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	28	0	0	28	0	
"Grenada"	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	
"Gambia"	22	0	0	0	41	0	0	39	18	1	14	0	12	50	14	32	60	52	16	0	
"Botswana"	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	
"Austria"	60	87	102	286	68	97	71	82	58	40	92	100	1230	45	83	143	0	0	16	0	
"Bahamas"	15	0	0	0	12	0	1	0	15	0	0	0	17	0	53	14	0	0	0	0	
"Argentina"	5	3	26	26	26	26	3	337	309	349	719	219	1	1	48	2	0	0	700	0	
"Antigua and Barbuda"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Andorra"	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Afghanistan"	423	344	190	70	105	38	0	0	0	221	602	423	358	169	92	0	49	29	0	0	
"Central African Republic"	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Comoros"	0	0	0	0	9	0	32	0	0	0	0	0	0	0	1	0	0	0	1	0	
"Mayotte"	35	17	31	60	65	90	47	60	136	61	64	99	15	27	48	75	14	18	0	0	
"Solomon Islands"	0	0	4	0	1	0	4	8	0	9	0	1	5	0	2	0	0	1	3	0	
"Barbados"	0	15	0	0	7	0	0	15	0	0	0	0	0	0	0	0	0	0	18	0	
"Burundi"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Belarus"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	
"Cambodia"	1	18	0	19	2	0	19	0	2	0	22	33	17	17	23	1	11	0	62	0	
