Importers	Exported value in 2016-M05	Exported value in 2016-M06	Exported value in 2016-M07	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	Exported value in 2017-M09	Exported value in 2017-M10	Exported value in 2017-M11	Exported value in 2017-M12	
"Mexico"	632	1765	727	1247	344	258	362	97	84	74	294	316	436	225	451	550	273	604	278	254	
"Korea, Republic of"	777	677	354	393	282	401	311	346	229	54	344	542	445	1048	737	798	434	372	292	244	
"Brazil"	96	126	321	135	159	368	130	260	268	62	111	328	304	396	176	326	225	232	545	244	
"Kenya"	181	297	208	244	87	116	387	242	340	54	112	280	133	303	201	157	129	129	266	242	
"Angola"	0	0	6	3	460	45	168	98	31	6	70	69	897	14	46	100	76	71	165	214	
"Dominican Republic"	160	25	284	164	61	122	246	203	162	54	175	116	174	226	65	156	179	98	193	209	
"Kuwait"	102	101	75	163	87	3	23	139	163	70	143	25	96	209	120	167	90	71	127	203	
"Costa Rica"	456	115	225	131	115	46	195	179	125	100	164	298	55	125	50	136	328	172	290	199	
"Bangladesh"	356	54	193	95	123	116	252	415	573	133	143	332	644	552	25	225	74	261	242	179	
"Gabon"	74	26	11	70	65	64	0	136	24	3	33	3	14	86	54	64	137	10	19	173	
"Russian Federation"	177	191	123	218	316	58	86	171	275	98	243	170	399	205	410	157	651	260	76	171	
"Cambodia"	112	127	133	71	49	88	42	69	171	86	262	57	52	259	37	127	85	88	210	170	
"Paraguay"	19	430	251	742	215	222	415	163	219	135	344	61	600	498	913	350	457	36	322	170	
"Uruguay"	44	312	97	184	110	28	193	219	79	46	52	164	172	121	102	83	316	54	269	164	
"Turkey"	239	632	193	124	167	69	162	177	107	283	340	218	29	345	293	103	0	102	77	151	
"Honduras"	133	42	87	24	87	89	90	156	54	59	263	162	77	264	298	116	217	40	270	147	
"Finland"	134	132	124	131	0	16	193	127	186	86	142	213	114	164	149	46	94	88	105	145	
"Fiji"	274	100	50	20	178	208	130	59	26	101	0	110	73	39	153	143	325	75	488	142	
"Kazakhstan"	182	771	77	208	77	39	7	26	406	308	501	94	260	122	328	38	56	24	10	135	
"Portugal"	32	113	74	0	65	0	139	7	70	9	49	61	161	247	59	54	282	88	155	134	
"Ethiopia"	0	65	17	0	18	47	30	7	78	24	0	102	0	0	26	110	217	209	196	131	
"Uzbekistan"	442	21	3	5	14	6	13	19	178	0	145	165	214	157	82	18	26	5	45	130	
"Albania"	33	0	54	65	26	0	0	22	54	65	31	25	13	59	7	59	29	0	30	129	
"Czech Republic"	340	137	216	190	56	226	130	35	153	76	87	134	188	22	224	119	50	154	246	126	
"Switzerland"	30	182	58	76	116	16	41	135	12	6	61	37	62	39	52	1	180	95	139	125	
"Tanzania, United Republic of"	38	92	87	307	134	20	206	167	80	108	110	54	93	12	84	138	103	777	221	124	
"Ghana"	97	144	220	245	234	106	136	54	439	80	93	126	251	314	494	168	247	178	347	119	
"Bahrain"	78	19	68	32	22	81	3	144	56	0	15	89	43	48	141	108	84	88	38	107	
"Liberia"	0	1	34	0	0	9	19	7	16	26	0	9	14	16	13	36	0	23	0	107	
"New Caledonia"	65	0	0	97	25	81	36	63	4	10	60	96	69	45	153	80	0	20	30	105	
"Bosnia and Herzegovina"	0	0	0	0	0	0	0	0	0	0	14	13	2	0	0	0	0	0	0	105	
"Mongolia"	681	413	280	144	146	92	153	66	31	34	125	424	841	222	337	140	190	408	311	104	
"Serbia"	0	0	1	0	3	0	0	35	0	0	0	0	38	0	33	13	16	1	22	104	
"Algeria"	1303	716	346	79	148	111	280	402	504	137	1051	754	1124	41	253	44	141	5	0	103	
"Argentina"	2	0	0	6	0	36	0	0	28	1	7	0	3	0	1	27	0	226	227	96	
"Morocco"	75	99	144	31	205	7	62	71	31	11	11	117	80	134	119	132	44	75	33	96	
"Greece"	110	137	152	96	146	15	117	104	26	132	211	155	377	178	128	78	142	89	5	95	
"Bolivia, Plurinational State of"	22	28	100	0	0	19	204	19	70	5	82	204	19	60	221	89	4	213	112	92	
"Ecuador"	94	0	80	90	85	23	48	13	83	1	12	62	31	63	135	120	99	114	23	85	
"Pakistan"	52	189	151	37	46	23	77	60	111	105	124	198	226	62	94	95	123	57	35	83	
"Mali"	0	26	0	0	0	28	1	0	1	14	10	0	0	14	0	40	40	26	57	81	
"Brunei Darussalam"	101	66	28	274	63	58	184	125	85	0	183	61	122	169	69	57	39	65	44	80	
"Nepal"	7	13	0	61	5	10	38	0	102	6	24	0	0	2	31	22	30	1	85	74	
"Oman"	400	158	125	89	99	86	136	134	117	18	184	191	305	178	78	52	25	22	140	62	
"Qatar"	44	180	186	198	331	356	28	69	166	45	31	25	163	167	76	57	28	262	105	62	
"Mozambique"	61	76	3	86	42	134	49	102	34	0	9	32	111	84	70	50	43	62	111	60	
"Kyrgyzstan"	40	47	108	102	56	28	29	25	13	19	95	282	131	80	11	42	15	44	49	60	
"Austria"	31	115	82	46	13	76	26	3	7	1	0	30	108	17	140	51	8	35	1	55	
"Sudan"	0	0	0	0	0	0	0	0	14	326	325	108	62	101	0	336	19	0	0	53	
"Zambia"	0	0	3	88	0	1	0	0	28	0	0	0	24	15	0	0	2	10	25	49	
"Jamaica"	116	39	13	19	52	49	89	42	64	3	78	19	80	72	132	78	87	87	56	48	
"Hungary"	104	1	2	0	21	0	33	40	20	21	65	45	210	82	32	48	60	40	34	46	
"Norway"	20	58	57	45	76	37	24	6	120	0	0	111	68	184	96	8	33	24	24	46	
"Tajikistan"	128	55	10	66	8	22	3	0	16	0	57	14	44	10	66	14	14	15	16	44	
"Papua New Guinea"	46	87	43	129	497	153	70	54	146	43	71	56	266	94	132	61	109	7	71	42	
"Trinidad and Tobago"	29	65	48	101	48	65	35	2	13	0	80	157	13	27	91	157	137	66	19	41	
"Ukraine"	0	49	33	22	64	66	53	20	41	37	0	72	86	63	38	19	18	58	32	38	
"Palestine, State of"	0	0	29	0	0	0	33	0	0	0	0	1	56	0	25	0	0	31	56	36	
"Estonia"	0	19	0	0	22	0	0	0	15	32	0	36	0	0	0	20	2	0	0	35	
"Egypt"	307	102	70	34	56	46	13	19	4	241	28	30	27	18	21	47	26	23	0	33	
"Nicaragua"	68	25	59	18	17	9	0	0	14	0	16	38	0	30	28	21	0	14	0	31	
"Côte d'Ivoire"	3	72	84	129	40	103	102	56	36	0	48	245	71	0	103	222	59	54	38	30	
"Maldives"	18	44	17	1	72	33	47	56	70	39	0	26	103	108	10	43	364	23	57	29	
"Equatorial Guinea"	16	0	1	1	12	177	0	0	0	0	12	0	41	0	0	0	4	0	52	29	
"Cameroon"	20	33	19	79	0	25	24	121	8	27	12	34	112	40	137	24	45	30	11	28	
"Korea, Democratic People's Republic of"	41	102	102	63	62	51	20	47	48	5	90	29	251	292	236	163	79	53	45	27	
"Lao People's Democratic Republic"	136	92	59	256	199	274	53	435	225	72	113	271	214	98	48	170	127	92	169	27	
"Venezuela, Bolivarian Republic of"	4	0	7	0	11	373	14	17	30	0	43	54	102	34	69	0	3	0	43	26	
"Benin"	22	1	1	31	52	0	0	0	9	13	17	4	19	4	61	5	12	13	13	25	
"Uganda"	15	3	4	0	24	100	20	30	52	3	1	5	6	0	25	0	3	0	43	22	
"Burkina Faso"	12	0	0	0	38	25	11	0	8	0	0	1	21	0	20	208	0	0	0	21	
"Senegal"	34	25	116	14	36	65	12	83	16	49	28	4	77	51	0	260	13	5	3	19	
"Aruba"	15	0	2	12	0	0	19	0	21	0	0	0	0	17	0	0	0	0	15	18	
"Mauritius"	2	148	16	38	21	123	111	35	0	4	16	34	89	34	17	81	26	45	100	17	
"Guyana"	12	1	15	1	41	1	0	12	0	4	1	2	0	15	16	10	1	0	17	17	
"Cabo Verde"	10	0	0	0	0	0	18	6	0	0	1	0	0	0	0	0	0	0	0	17	
"Bulgaria"	4	158	20	22	0	0	22	35	19	9	12	2	35	9	32	20	4	21	20	17	
"Belize"	0	0	1	0	0	0	15	0	0	0	6	0	23	0	22	0	43	6	0	16	
"Suriname"	0	0	13	12	0	0	4	0	22	0	0	0	0	1	7	0	39	40	36	16	
"Somalia"	10	1	0	16	0	0	5	11	0	0	0	15	1	6	18	49	26	59	0	15	
"Afghanistan"	1	10	0	0	24	0	0	34	33	6	11	49	21	2	9	0	0	0	0	13	
"French Polynesia"	0	0	0	56	2	13	40	2	20	0	14	31	39	24	43	51	15	17	19	11	
"Congo"	4	23	74	241	33	58	2	30	10	0	8	1	14	0	8	13	10	13	22	11	
"Georgia"	34	28	152	18	87	0	1	5	0	2	15	43	13	2	0	0	6	20	1	10	
"Sao Tome and Principe"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	
"Congo, Democratic Republic of the"	56	25	8	16	11	2	0	42	37	41	17	3	1	32	3	13	35	22	35	9	
"El Salvador"	16	1	22	19	19	12	10	0	0	10	0	18	0	0	19	39	0	36	15	9	
"Solomon Islands"	2	0	9	7	60	0	35	1	0	0	17	0	0	1	16	15	0	2	0	8	
"Malta"	31	18	26	95	1	0	11	0	0	0	5	0	5	28	19	11	0	0	3	8	
"Togo"	33	35	1	29	17	48	13	3	30	41	0	0	14	0	13	0	0	15	0	8	
"South Sudan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	5	
"Gambia"	0	2	0	0	47	0	0	0	1	13	13	0	5	3	14	3	13	13	6	5	
"Haiti"	8	0	4	11	15	0	5	0	10	0	7	5	0	11	11	47	10	0	8	5	
"Burundi"	0	0	2	0	0	0	0	0	0	0	0	1	39	104	0	0	0	0	0	4	
"Madagascar"	36	17	55	89	18	80	29	12	13	48	57	39	94	50	84	40	37	27	85	3	
"Zimbabwe"	1	0	7	3	0	0	0	0	0	0	0	18	0	0	0	14	5	2	1	3	
"Mauritania"	0	0	7	0	0	0	0	0	0	0	11	0	111	0	0	3	10	22	12	2	
"Vanuatu"	46	0	5	0	0	11	0	1	0	0	1	0	2	2	0	5	0	2	4	2	
"Cyprus"	19	6	1	5	0	46	41	0	15	0	1	173	31	10	45	13	0	2	132	2	
"Croatia"	0	49	32	49	23	17	1	0	62	11	57	31	109	0	0	5	17	25	0	1	
"Comoros"	0	4	0	13	3	0	1	0	1	0	14	2	1	0	0	0	13	1	3	1	
"Sint Maarten (Dutch part)"	0	0	0	0	0	0	0	0	16	0	17	0	0	0	34	0	0	0	0	1	
"Namibia"	24	0	33	0	0	116	17	24	1	0	1	0	17	74	0	1	0	7	13	1	
"Yemen"	81	56	40	34	74	35	12	8	65	30	54	134	297	20	81	130	12	161	0	1	
"Samoa"	0	0	5	63	7	70	17	0	10	36	9	3	3	10	0	15	14	66	13	0	
"Slovakia"	22	0	0	15	0	0	14	0	14	21	14	0	0	15	10	0	0	0	0	0	
"Seychelles"	0	0	0	0	0	42	0	0	0	0	0	14	0	0	0	0	8	9	18	0	
"Sierra Leone"	14	1	0	0	16	0	29	14	3	0	0	3	29	9	15	1	0	0	0	0	
"Rwanda"	0	0	0	0	0	0	5	0	0	2	0	0	0	12	3	21	0	0	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	1	0	0	0	0	16	0	0	7	0	17	0	
"Saint Vincent and the Grenadines"	5	32	0	0	0	0	0	0	0	0	0	0	1	5	0	13	0	0	0	0	
"Tonga"	3	0	0	16	0	0	0	5	1	0	2	0	0	0	19	2	69	0	0	0	
"Syrian Arab Republic"	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	
"Western Sahara"	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Sudan (before 2012)"	116	155	46	21	0	18	0	376	0	0	0	0	0	0	0	0	0	0	0	0	
"Macedonia, The Former Yugoslav Republic of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	
"Turkmenistan"	45	0	0	0	11	0	22	0	0	0	5	27	28	0	33	0	0	0	0	0	
"Turks and Caicos Islands"	0	0	0	0	3	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Tunisia"	47	5	0	34	3	0	0	7	56	0	15	30	4	0	59	0	3	0	0	0	
"Moldova, Republic of"	28	0	0	0	0	0	0	0	0	29	0	1	0	1	0	0	0	0	0	0	
"Montenegro"	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	
"Oceania Nes"	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
"Netherlands Antilles"	62	0	0	34	54	21	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
"Curaçao"	0	0	0	0	0	0	0	0	49	14	0	1	0	33	0	14	21	0	0	0	
"Niger"	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	327	0	0	0	
"Marshall Islands"	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	
"Palau"	0	0	7	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	0	
"Timor-Leste"	16	0	0	0	56	2	0	0	0	1	0	11	0	0	0	16	5	10	0	0	
"Malawi"	30	0	0	6	0	0	4	19	2	0	0	0	0	0	2	2	37	0	15	0	
"Latvia"	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	1	0	0	0	0	
"Libya, State of"	0	25	13	11	83	11	0	17	79	0	71	3	49	136	0	13	12	39	0	0	
"Lithuania"	32	6	0	20	29	15	0	0	0	1	0	0	0	0	6	0	10	22	0	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	
"Iceland"	0	0	0	0	0	0	0	3	0	0	0	23	0	0	0	0	0	0	0	0	
"Iran, Islamic Republic of"	102	1	206	61	23	0	73	171	44	58	350	429	382	189	132	85	22	141	77	0	
"Chad"	0	0	4	0	0	13	0	0	0	0	5	0	0	0	0	0	0	0	0	0	
"Cayman Islands"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Belarus"	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	
"Botswana"	0	0	0	0	0	0	0	4	3	0	0	0	0	1	1	82	7	0	0	0	
"Antigua and Barbuda"	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	42	14	0	0	0	
"Bahamas"	3	0	0	0	0	0	0	30	1	0	0	0	0	0	0	0	0	0	0	0	
"Armenia"	0	0	0	12	9	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	
"Barbados"	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bermuda"	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bhutan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	
"Cuba"	0	1	55	2	0	87	14	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cook Islands"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	
"Dominica"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Grenada"	0	0	0	0	7	0	0	16	0	0	0	0	16	0	7	2	0	0	0	0	
"Guinea"	0	3	10	41	36	39	42	0	73	17	33	15	37	7	19	40	13	919	34	0	
"Kiribati"	0	0	0	0	0	8	0	0	0	11	0	0	0	0	0	0	0	6	0	0	
