Importers	Exported value in 2009-M06	Exported value in 2009-M07	Exported value in 2009-M08	Exported value in 2009-M09	Exported value in 2009-M10	Exported value in 2009-M11	Exported value in 2009-M12	Exported value in 2010-M01	Exported value in 2010-M02	Exported value in 2010-M03	Exported value in 2010-M04	Exported value in 2010-M05	Exported value in 2010-M06	Exported value in 2010-M07	Exported value in 2010-M08	Exported value in 2010-M09	Exported value in 2010-M10	Exported value in 2010-M11	Exported value in 2010-M12	Exported value in 2011-M01	
"Yemen"	76	112	0	49	34	0	106	85	0	0	0	0	0	0	0	0	0	0	4	0	
"Area Nes"	0	0	0	20	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Uruguay"	0	0	0	0	36	0	0	0	6	0	0	0	0	0	0	13	0	1	0	0	
"Uzbekistan"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	
"Thailand"	0	0	0	0	0	30	0	0	0	8	0	0	0	0	0	0	0	0	0	0	
"Togo"	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	
"Tanzania, United Republic of"	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	
"Montenegro"	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	
"Kyrgyzstan"	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	
"Maldives"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mali"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	4	0	
"Malta"	0	0	0	8	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	
"Mauritania"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Mauritius"	0	0	2	0	0	0	0	0	0	0	0	12	2	0	0	0	0	8	0	0	
"Mexico"	0	0	0	1	0	16	7	4	7	2	0	6	0	16	0	0	3	0	0	0	
"Korea, Republic of"	104	81	22	47	32	23	23	30	0	5	0	19	1	39	0	14	52	0	0	0	
"Kazakhstan"	51	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
"Jordan"	23	173	80	71	0	83	35	0	151	53	64	23	151	21	1	20	0	0	0	0	
"Latvia"	0	0	0	0	0	0	0	0	1	0	18	18	0	18	0	0	0	0	0	0	
"Liberia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	
"Libya, State of"	52	68	0	0	70	15	75	0	26	113	0	0	0	0	0	0	0	32	0	0	
"Lithuania"	0	38	0	0	12	0	0	0	0	0	12	25	19	0	0	0	0	0	18	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Madagascar"	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	
"Hungary"	0	0	0	0	29	0	23	0	0	61	0	7	0	0	0	0	0	0	0	0	
"Indonesia"	0	5	0	18	0	19	40	0	9	103	4	16	19	39	0	0	39	41	35	0	
"Iraq"	211	325	0	147	240	0	13	177	169	335	0	0	15	0	0	0	0	17	0	0	
"Côte d'Ivoire"	66	0	21	30	42	0	19	46	0	0	44	30	30	0	83	20	46	0	0	0	
"Guinea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	0	
"Guyana"	0	0	1	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	
"Haiti"	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Dominican Republic"	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	
"Djibouti"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	
"Palestine, State of"	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	
"Bahrain"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Sri Lanka"	2	0	3	0	0	0	26	0	0	0	0	1	1	5	2	2	8	0	0	0	
"Chad"	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Burundi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	
"Cameroon"	0	48	0	0	0	0	0	0	91	0	0	0	0	26	0	0	0	0	0	0	
"Canada"	24	24	26	48	12	73	97	6	55	53	95	14	24	94	24	72	0	97	0	0	
"Angola"	0	0	71	63	0	0	59	59	79	17	0	0	4	0	0	1	3	0	2	0	
"Argentina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
"Bolivia, Plurinational State of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	
"Brazil"	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	
"Bulgaria"	46	1	134	12	0	0	0	24	10	0	0	0	15	0	20	18	7	0	4	0	
"El Salvador"	0	0	0	0	0	9	0	0	0	0	0	0	0	0	21	0	0	0	0	0	
"Equatorial Guinea"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Ethiopia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	
"Estonia"	0	0	39	0	0	0	19	0	0	0	0	23	19	0	0	25	0	0	0	0	
"Finland"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Benin"	0	0	0	0	0	9	0	0	0	0	0	0	0	8	0	0	0	0	0	0	
"China"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Colombia"	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	
"Comoros"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
"Mayotte"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	
"Congo"	0	0	0	0	0	0	0	4	11	0	0	0	6	0	0	0	0	0	0	0	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	48	0	0	0	0	0	8	0	6	0	0	0	0	0	
"Croatia"	0	0	0	0	0	0	0	27	22	0	0	0	8	0	0	0	0	0	0	0	
"Cuba"	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	
