Importers	Exported value in 2015-M10	Exported value in 2015-M11	Exported value in 2015-M12	Exported value in 2016-M01	Exported value in 2016-M02	Exported value in 2016-M03	Exported value in 2016-M04	Exported value in 2016-M05	Exported value in 2016-M06	Exported value in 2016-M07	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	
"Mauritania"	5	2	0	0	0	18	0	0	0	7	0	0	0	0	0	0	0	11	0	111	
"Mozambique"	60	93	5	70	18	211	83	61	76	3	86	42	134	49	102	34	0	9	32	111	
"Croatia"	0	0	14	58	0	13	62	0	49	32	49	23	17	1	0	62	11	57	31	109	
"Austria"	66	78	0	0	34	54	102	31	115	82	46	13	76	26	3	7	1	0	30	108	
"Macao, China"	521	362	428	363	135	126	266	464	433	540	403	286	109	121	101	101	57	111	129	104	
"Maldives"	8	13	44	19	24	86	1	18	44	17	1	72	33	47	56	70	39	0	26	103	
"Venezuela, Bolivarian Republic of"	203	0	0	0	38	39	7	4	0	7	0	11	373	14	17	30	0	43	54	102	
"Kuwait"	54	101	278	127	85	29	201	102	101	75	163	87	3	23	139	163	70	143	25	96	
"Madagascar"	66	27	38	17	13	22	109	36	17	55	89	18	80	29	12	13	48	57	39	94	
"Tanzania, United Republic of"	56	82	143	38	61	329	127	38	92	87	307	134	20	206	167	80	108	110	54	93	
"Jordan"	100	13	223	89	22	186	125	256	124	13	69	64	38	247	117	110	143	177	110	91	
"Mauritius"	24	12	95	58	23	38	1	2	148	16	38	21	123	111	35	0	4	16	34	89	
"Ukraine"	28	7	136	65	117	0	96	0	49	33	22	64	66	53	20	41	37	0	72	86	
"Jamaica"	16	24	77	34	75	24	24	116	39	13	19	52	49	89	42	64	3	78	19	80	
"Morocco"	46	41	85	85	29	59	119	75	99	144	31	205	7	62	71	31	11	11	117	80	
"Honduras"	57	151	67	42	14	50	144	133	42	87	24	87	89	90	156	54	59	263	162	77	
"Senegal"	26	22	24	27	18	39	25	34	25	116	14	36	65	12	83	16	49	28	4	77	
"Fiji"	20	201	62	95	14	50	13	274	100	50	20	178	208	130	59	26	101	0	110	73	
"Côte d'Ivoire"	0	39	59	1	15	13	36	3	72	84	129	40	103	102	56	36	0	48	245	71	
"New Caledonia"	0	153	79	0	11	0	67	65	0	0	97	25	81	36	63	4	10	60	96	69	
"Norway"	30	0	76	72	112	55	77	20	58	57	45	76	37	24	6	120	0	0	111	68	
"Sudan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	326	325	108	62	
"Switzerland"	70	59	112	98	55	31	45	30	182	58	76	116	16	41	135	12	6	61	37	62	
"Palestine, State of"	0	5	108	18	57	0	0	0	0	29	0	0	0	33	0	0	0	0	1	56	
"Costa Rica"	139	174	62	246	187	76	61	456	115	225	131	115	46	195	179	125	100	164	298	55	
"Cambodia"	24	107	42	58	4	39	60	112	127	133	71	49	88	42	69	171	86	262	57	52	
"Libya, State of"	0	240	0	14	0	10	75	0	25	13	11	83	11	0	17	79	0	71	3	49	
"Tajikistan"	0	91	44	12	53	69	194	128	55	10	66	8	22	3	0	16	0	57	14	44	
"Bahrain"	93	22	25	77	49	2	77	78	19	68	32	22	81	3	144	56	0	15	89	43	
"Equatorial Guinea"	0	0	95	0	2	0	17	16	0	1	1	12	177	0	0	0	0	12	0	41	
"French Polynesia"	10	31	23	1	0	19	7	0	0	0	56	2	13	40	2	20	0	14	31	39	
"Burundi"	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	39	
"Syrian Arab Republic"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	
"Serbia"	0	0	0	0	13	23	0	0	0	1	0	3	0	0	35	0	0	0	0	38	
"Guinea"	2	8	26	14	0	20	7	0	3	10	41	36	39	42	0	73	17	33	15	37	
"Bulgaria"	0	14	176	15	31	18	75	4	158	20	22	0	0	22	35	19	9	12	2	35	
"Cyprus"	25	0	74	0	4	82	42	19	6	1	5	0	46	41	0	15	0	1	173	31	
"Ecuador"	49	0	25	37	1	35	50	94	0	80	90	85	23	48	13	83	1	12	62	31	
"Sierra Leone"	0	9	13	23	10	12	27	14	1	0	0	16	0	29	14	3	0	0	3	29	
"Turkey"	0	0	137	93	218	136	162	239	632	193	124	167	69	162	177	107	283	340	218	29	
"Turkmenistan"	0	17	0	34	118	0	40	45	0	0	0	11	0	22	0	0	0	5	27	28	
"Egypt"	192	63	106	40	111	134	149	307	102	70	34	56	46	13	19	4	241	28	30	27	
"Montenegro"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	
"Zambia"	15	22	2	43	0	0	13	0	0	3	88	0	1	0	0	28	0	0	0	24	
"Belize"	0	0	0	23	0	0	0	0	0	1	0	0	0	15	0	0	0	6	0	23	
"Afghanistan"	0	0	214	0	0	0	58	1	10	0	0	24	0	0	34	33	6	11	49	21	
"Burkina Faso"	0	0	0	0	18	0	3	12	0	0	0	38	25	11	0	8	0	0	1	21	
"Bolivia, Plurinational State of"	476	1	238	272	235	52	54	22	28	100	0	0	19	204	19	70	5	82	204	19	
"Benin"	19	32	11	38	0	47	10	22	1	1	31	52	0	0	0	9	13	17	4	19	
"Namibia"	0	8	0	0	0	0	29	24	0	33	0	0	116	17	24	1	0	1	0	17	
"Grenada"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	16	0	0	0	0	16	
"Gabon"	35	61	76	27	51	43	13	74	26	11	70	65	64	0	136	24	3	33	3	14	
"Congo"	56	12	39	0	36	0	16	4	23	74	241	33	58	2	30	10	0	8	1	14	
"Liberia"	0	20	0	0	0	39	0	0	1	34	0	0	9	19	7	16	26	0	9	14	
"Togo"	17	0	105	15	34	42	39	33	35	1	29	17	48	13	3	30	41	0	0	14	
"Trinidad and Tobago"	56	84	43	17	14	0	69	29	65	48	101	48	65	35	2	13	0	80	157	13	
"Nigeria"	57	194	601	696	642	77	189	55	724	843	208	439	135	111	337	145	194	154	282	13	
"Albania"	0	0	0	0	79	75	14	33	0	54	65	26	0	0	22	54	65	31	25	13	
"Georgia"	0	0	0	10	0	17	26	34	28	152	18	87	0	1	5	0	2	15	43	13	
"Uganda"	0	16	100	19	1	36	52	15	3	4	0	24	100	20	30	52	3	1	5	6	
"Gambia"	18	0	0	40	0	15	0	0	2	0	0	47	0	0	0	1	13	13	0	5	
"Malta"	0	0	0	0	0	0	19	31	18	26	95	1	0	11	0	0	0	5	0	5	
"Tunisia"	0	0	0	17	0	0	18	47	5	0	34	3	0	0	7	56	0	15	30	4	
"Samoa"	0	30	37	1	0	0	0	0	0	5	63	7	70	17	0	10	36	9	3	3	
"Argentina"	30	24	3	3	0	21	0	2	0	0	6	0	36	0	0	28	1	7	0	3	
"Bosnia and Herzegovina"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	13	2	
"Vanuatu"	0	2	0	2	0	0	0	46	0	5	0	0	11	0	1	0	0	1	0	2	
"Congo, Democratic Republic of the"	63	38	0	16	46	157	1	56	25	8	16	11	2	0	42	37	41	17	3	1	
"Comoros"	28	0	0	0	0	0	0	0	4	0	13	3	0	1	0	1	0	14	2	1	
"Saint Vincent and the Grenadines"	0	0	2	0	0	0	0	5	32	0	0	0	0	0	0	0	0	0	0	1	
"Somalia"	0	7	0	9	0	0	14	10	1	0	16	0	0	5	11	0	0	0	15	1	
"Zimbabwe"	0	8	172	14	4	0	0	1	0	7	3	0	0	0	0	0	0	0	18	0	
"Western Sahara"	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	
"Sudan (before 2012)"	0	0	37	0	9	49	19	116	155	46	21	0	18	0	376	0	0	0	0	0	
"Suriname"	135	63	14	22	0	0	2	0	0	13	12	0	0	4	0	22	0	0	0	0	
"Swaziland"	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Slovakia"	0	0	17	18	0	0	0	22	0	0	15	0	0	14	0	14	21	14	0	0	
"Seychelles"	0	0	0	0	0	0	16	0	0	0	0	0	42	0	0	0	0	0	14	0	
"Tonga"	0	71	0	0	0	0	0	3	0	0	16	0	0	0	5	1	0	2	0	0	
"Turks and Caicos Islands"	0	0	0	0	0	0	0	0	0	0	0	3	0	19	0	0	0	0	0	0	
"Tuvalu"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Chad"	0	0	0	12	0	0	0	0	0	4	0	0	13	0	0	0	0	5	0	0	
"Belarus"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	
"Cabo Verde"	0	0	0	0	0	0	12	10	0	0	0	0	0	18	6	0	0	1	0	0	
"Cayman Islands"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Botswana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	
"Solomon Islands"	9	1	0	8	23	0	0	2	0	9	7	60	0	35	1	0	0	17	0	0	
"Bermuda"	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	
"Armenia"	0	0	0	0	0	0	18	0	0	0	12	9	0	0	1	0	0	0	0	0	
"Barbados"	0	0	0	0	0	22	0	0	0	8	0	0	0	0	0	0	0	0	0	0	
"Bahamas"	4	0	0	0	0	0	0	3	0	0	0	0	0	0	30	1	0	0	0	0	
"Antigua and Barbuda"	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	
"Kiribati"	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	11	0	0	0	
"Iceland"	0	0	15	0	0	15	30	0	0	0	0	0	0	0	3	0	0	0	23	0	
"Guyana"	0	28	8	22	8	1	0	12	1	15	1	41	1	0	12	0	4	1	2	0	
"Haiti"	20	6	12	30	0	22	26	8	0	4	11	15	0	5	0	10	0	7	5	0	
"Cuba"	11	640	0	0	95	0	21	0	1	55	2	0	87	14	0	0	0	0	0	0	
"El Salvador"	103	0	21	12	17	34	28	16	1	22	19	19	12	10	0	0	10	0	18	0	
"Dominica"	31	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
"Ethiopia"	0	15	34	415	17	28	246	0	65	17	0	18	47	30	7	78	24	0	102	0	
"Eritrea"	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Estonia"	25	0	0	33	14	0	29	0	19	0	0	22	0	0	0	15	32	0	36	0	
"Nicaragua"	277	6	8	14	50	0	33	68	25	59	18	17	9	0	0	14	0	16	38	0	
"Niger"	0	0	0	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Nepal"	0	13	0	0	15	52	3	7	13	0	61	5	10	38	0	102	6	24	0	0	
"Oceania Nes"	0	0	0	0	0	0	9	0	4	0	0	0	0	0	2	0	0	0	0	0	
"Netherlands Antilles"	16	0	0	31	15	20	0	62	0	0	34	54	21	0	4	0	0	0	0	0	
"Curaçao"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	14	0	1	0	
"Aruba"	0	0	14	19	0	0	0	15	0	2	12	0	0	19	0	21	0	0	0	0	
"Sint Maarten (Dutch part)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	17	0	0	
"Micronesia, Federated States of"	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Marshall Islands"	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	
"Palau"	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	0	0	8	0	0	
"Guinea-Bissau"	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Timor-Leste"	0	1	0	0	1	0	0	16	0	0	0	56	2	0	0	0	1	0	11	0	
"Rwanda"	0	130	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	
"Saint Lucia"	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
"Moldova, Republic of"	24	0	0	0	8	0	0	28	0	0	0	0	0	0	0	0	29	0	1	0	
"Lithuania"	0	30	0	0	1	20	18	32	6	0	20	29	15	0	0	0	1	0	0	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	
"Latvia"	0	10	0	17	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	
"Malawi"	0	0	7	8	0	0	0	30	0	0	6	0	0	4	19	2	0	0	0	0	
"Mali"	0	0	0	0	14	9	0	0	26	0	0	0	28	1	0	1	14	10	0	0	
