Importers	Exported value in 2011-M01	Exported value in 2011-M02	Exported value in 2011-M03	Exported value in 2011-M04	Exported value in 2011-M05	Exported value in 2011-M06	Exported value in 2011-M07	Exported value in 2011-M08	Exported value in 2011-M09	Exported value in 2011-M10	Exported value in 2011-M11	Exported value in 2011-M12	Exported value in 2012-M01	Exported value in 2012-M02	Exported value in 2012-M03	Exported value in 2012-M04	Exported value in 2012-M05	Exported value in 2012-M06	Exported value in 2012-M07	Exported value in 2012-M08	
"Colombia"	0	0	0	0	15	53	13	0	0	0	0	0	0	0	0	0	0	37	0	0	
"Mayotte"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Congo"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"Congo, Democratic Republic of the"	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Dominican Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	
"Ecuador"	10	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	
"El Salvador"	0	0	0	9	0	0	0	0	0	0	0	0	0	0	12	0	11	9	4	0	
"Ethiopia"	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	
"Estonia"	0	0	20	0	0	0	0	0	0	0	0	0	0	0	48	0	66	0	0	0	
"Fiji"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	0	0	
"Finland"	0	25	0	23	2	0	0	0	0	0	0	68	2	5	23	23	0	23	61	0	
"Central African Republic"	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Brazil"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	54	0	5	0	
"Brunei Darussalam"	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	1	0	0	
"Bulgaria"	0	0	0	0	14	0	12	0	0	15	0	15	4	1	24	23	41	28	0	0	
"Myanmar"	18	16	19	20	33	101	3	0	116	0	39	284	1	20	41	140	40	2	43	0	
"Cambodia"	0	0	0	0	0	0	0	6	0	0	0	0	51	0	0	0	0	0	27	0	
"Azerbaijan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
"Austria"	6	24	32	23	80	30	47	56	9	85	55	0	0	27	0	0	0	42	18	0	
"Bahamas"	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	
"Algeria"	7	0	0	0	58	41	0	42	18	0	115	29	0	0	0	0	45	23	0	0	
"Afghanistan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	
"Iraq"	0	0	0	0	39	0	0	10	0	0	0	0	39	0	0	0	0	0	0	0	
"Honduras"	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	11	0	0	0	
"Guatemala"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6	0	
"Benin"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
"French Polynesia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	
"Georgia"	0	0	0	0	0	0	3	0	2	0	0	0	11	0	9	0	0	0	0	0	
"Gambia"	0	0	0	22	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Kyrgyzstan"	0	0	0	26	0	6	4	0	0	0	0	2	0	0	0	0	0	0	0	0	
"Lao People's Democratic Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	
"Libya, State of"	0	0	0	0	0	0	0	0	0	0	0	38	0	17	0	0	0	0	1	0	
"Latvia"	0	0	0	0	0	19	18	0	0	0	0	0	0	0	0	0	41	0	42	0	
"Jamaica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	
"Kazakhstan"	0	0	0	0	0	0	23	0	87	10	0	0	0	0	0	18	36	106	11	0	
"Jordan"	0	152	65	114	59	62	9	9	0	0	0	0	18	0	66	38	0	70	28	0	
"Kenya"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	21	0	
