Importers	Exported value in 2014-M03	Exported value in 2014-M04	Exported value in 2014-M05	Exported value in 2014-M06	Exported value in 2014-M07	Exported value in 2014-M08	Exported value in 2014-M09	Exported value in 2014-M10	Exported value in 2014-M11	Exported value in 2014-M12	Exported value in 2015-M01	Exported value in 2015-M02	Exported value in 2015-M03	Exported value in 2015-M04	Exported value in 2015-M05	Exported value in 2015-M06	Exported value in 2015-M07	Exported value in 2015-M08	Exported value in 2015-M09	Exported value in 2015-M10	
"Sri Lanka"	19	0	3	37	12	9	2	9	20	1	2	1	0	10	4	0	43	5	1	4	
"Panama"	0	40	0	51	0	41	39	100	122	0	0	0	0	0	7	70	39	0	20	4	
"Tonga"	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	
"Tunisia"	0	0	0	0	0	0	0	0	6	0	0	0	0	7	22	4	21	0	0	4	
"Mexico"	33	4	4	21	20	26	5	7	28	3	28	14	35	13	7	17	4	13	18	3	
"Maldives"	0	0	0	0	0	0	1	0	1	0	0	0	0	0	30	0	0	0	0	1	
"Argentina"	4	0	0	90	182	67	0	795	0	126	139	45	0	0	37	4	71	425	0	1	
"Brazil"	19	4	0	4	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	
"Ghana"	12	30	78	14	58	68	91	31	112	0	1	0	0	0	14	2	2	0	141	1	
"Guinea"	0	0	0	0	31	16	21	0	0	21	0	6	20	0	0	20	18	62	24	0	
"Haiti"	0	0	0	0	13	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	
"Gabon"	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	22	0	13	0	
"Gambia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	38	25	0	
"Czech Republic"	17	3	130	86	41	108	53	33	93	67	82	43	56	90	0	42	120	104	66	0	
"French Polynesia"	0	0	0	0	7	16	10	0	1	0	0	0	0	10	0	0	0	0	5	0	
"Kyrgyzstan"	0	3	115	0	12	6	9	0	0	0	2	0	0	0	0	0	0	0	0	0	
"Kenya"	0	4	0	0	18	18	0	5	0	0	4	0	0	0	210	0	127	33	2	0	
"Korea, Democratic People's Republic of"	0	1	0	52	82	62	6	0	0	18	0	0	0	2	0	3	1	0	2	0	
"Kazakhstan"	0	7	18	52	5	0	0	1	3	6	0	24	0	7	138	27	0	0	0	0	
"Iceland"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	
"Jamaica"	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	
"Brunei Darussalam"	0	0	0	21	0	0	0	91	40	0	0	0	0	0	10	66	0	0	1	0	
"Bulgaria"	2	22	3	18	28	2	1	5	13	45	2	0	1	0	47	0	0	23	2	0	
"Burundi"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Cambodia"	0	0	1	0	1	0	81	0	0	0	0	0	0	0	4	0	0	0	15	0	
"Chad"	0	0	0	1	0	0	0	0	0	0	0	12	0	19	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	0	0	0	0	0	19	0	19	0	4	0	0	0	0	0	0	17	0	0	0	
"Botswana"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	
"Algeria"	361	422	2	70	188	188	188	0	0	0	4	0	620	26	494	0	0	69	0	0	
"Angola"	22	18	23	20	190	0	3	26	97	24	23	116	52	0	2	25	0	34	0	0	
"Austria"	0	63	14	1	14	30	0	0	8	24	0	46	40	0	0	0	69	0	8	0	
"Bahrain"	0	0	1	26	0	25	21	2	21	23	0	0	0	0	20	8	0	0	37	0	
"Bangladesh"	0	0	1	9	42	6	3	78	0	11	0	0	297	0	21	19	30	222	94	0	
"Armenia"	72	0	56	34	22	0	0	0	33	15	3	13	20	17	0	22	72	0	0	0	
"Mayotte"	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	
"Congo"	0	0	0	0	0	0	0	0	4	0	16	1	0	0	0	0	0	0	0	0	
"Costa Rica"	0	0	0	0	3	0	24	0	0	0	0	0	0	0	0	1	0	16	0	0	
"Croatia"	47	5	0	11	0	1	0	2	2	0	39	0	10	0	23	0	0	0	0	0	
"Cuba"	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	
"Estonia"	68	21	0	12	0	0	0	0	0	0	20	42	0	0	33	0	0	0	0	0	
"Fiji"	0	0	1	0	1	0	39	0	0	0	0	0	0	0	0	2	12	0	0	0	
"Finland"	67	27	73	20	3	11	0	0	0	0	22	0	0	0	2	0	64	0	14	0	
"Dominican Republic"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Ecuador"	29	1	31	62	0	234	3	0	0	0	0	9	3	9	0	0	0	0	15	0	
"El Salvador"	2	0	0	0	0	0	0	18	0	0	16	17	0	17	0	17	0	17	0	0	
"Equatorial Guinea"	0	0	6	0	0	0	0	0	0	1	0	3	1	0	2	0	1	0	0	0	
"Mali"	19	20	0	0	24	0	15	0	0	0	0	0	0	0	0	0	36	0	20	0	
"Malta"	18	0	0	0	0	0	4	0	0	0	0	11	8	0	3	17	13	11	0	0	
"Mauritania"	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
"Mauritius"	23	0	0	15	4	10	0	0	1	41	0	11	0	0	6	0	0	13	0	0	
"Lithuania"	0	28	85	20	0	1	4	0	7	12	0	6	0	0	41	0	28	28	0	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	
"Latvia"	0	16	62	0	47	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	
"Liberia"	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	
"Madagascar"	0	3	0	0	4	0	0	0	0	28	0	0	0	0	13	0	0	0	0	0	
"Malawi"	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
"Mongolia"	20	0	1	34	7	5	11	0	0	0	0	16	8	0	0	0	2	0	0	0	
"Moldova, Republic of"	23	0	0	20	0	22	20	0	0	0	43	0	0	0	0	0	0	0	0	0	
"Morocco"	5	18	107	83	30	45	38	0	0	6	19	0	0	17	17	69	17	0	9	0	
"Papua New Guinea"	2	0	0	0	0	0	0	17	0	0	0	0	0	20	29	0	29	0	1	0	
"Norway"	0	0	3	9	5	0	16	9	4	0	8	0	0	0	13	15	0	0	0	0	
"Niger"	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	
"Nepal"	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	4	0	
"Aruba"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	
"New Caledonia"	8	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	5	2	0	0	
"Vanuatu"	1	0	0	0	0	0	6	0	0	2	0	0	0	0	1	0	0	0	0	0	
"Turkmenistan"	7	0	23	16	28	0	0	0	0	42	0	0	0	0	21	0	0	12	0	0	
"Uganda"	0	0	0	0	0	188	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Macedonia, The Former Yugoslav Republic of"	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	
"Togo"	0	0	23	0	9	0	0	0	237	0	33	0	0	0	0	0	20	0	0	0	
"Sudan (before 2012)"	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	
"Suriname"	9	0	1	0	0	17	0	0	0	0	0	0	4	0	0	15	0	37	0	0	
"Sweden"	108	113	152	88	0	0	47	0	1	47	4	0	27	77	70	0	38	64	18	0	
"Somalia"	0	44	0	0	20	36	18	0	0	0	31	0	15	50	36	0	0	36	108	0	
"Slovakia"	0	32	0	32	0	0	0	0	0	0	16	58	0	0	0	0	0	0	0	0	
"Serbia"	0	0	0	10	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	
"Seychelles"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
"Sierra Leone"	2	0	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	
"Rwanda"	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	
"Burkina Faso"	63	0	15	30	30	0	44	73	29	0	54	0	0	29	23	0	42	0	59	0	
"Uzbekistan"	0	2	0	0	7	0	0	0	0	12	0	0	0	0	0	240	0	9	0	0	
"Venezuela, Bolivarian Republic of"	0	0	0	0	328	0	78	9	6	16	0	0	0	0	20	28	28	0	0	0	
"Samoa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	
"Yemen"	71	0	78	11	0	3	0	0	0	0	0	9	81	0	0	0	2	0	0	0	
"Zambia"	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	
