Importers	Exported value in 2015-M10	Exported value in 2015-M11	Exported value in 2015-M12	Exported value in 2016-M01	Exported value in 2016-M02	Exported value in 2016-M03	Exported value in 2016-M04	Exported value in 2016-M05	Exported value in 2016-M06	Exported value in 2016-M07	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	
"Norway"	0	0	17	0	0	0	4	7	2	18	0	8	13	51	0	6	0	0	37	0	
"Marshall Islands"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Palau"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
"Netherlands Antilles"	0	5	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	
"Curaçao"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	
"Aruba"	0	0	0	1	0	0	0	4	0	0	1	0	0	1	5	1	0	0	0	0	
"Sint Maarten (Dutch part)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	
"Guinea-Bissau"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	
"Serbia"	0	0	0	1	0	0	0	16	0	0	16	75	0	0	0	8	0	0	0	0	
"Seychelles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
"Rwanda"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
"Somalia"	0	36	0	4	11	0	15	0	2	0	25	12	24	0	0	10	0	0	0	0	
"Slovakia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	16	0	
"Bolivia, Plurinational State of"	0	5	0	4	0	0	15	16	0	2	16	0	0	0	0	0	0	0	0	0	
"Solomon Islands"	0	0	0	0	0	0	0	4	0	0	0	0	61	7	0	0	0	0	0	0	
"Bulgaria"	0	2	0	0	1	0	51	0	1	31	20	0	0	0	4	52	0	0	14	0	
"Austria"	0	0	0	0	24	5	551	8	18	399	5	48	0	22	0	16	0	503	513	0	
"Albania"	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	
"Azerbaijan"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
"Cuba"	0	0	0	0	0	0	1	0	0	81	0	0	0	0	0	10	0	0	0	0	
"Comoros"	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Congo"	0	35	0	0	0	0	2	0	0	2	0	0	13	0	20	0	0	0	0	0	
"Congo, Democratic Republic of the"	6	1	39	0	0	2	0	0	8	0	2	0	1	1	0	0	0	1	0	0	
"Burundi"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cambodia"	0	1	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	
"Cameroon"	19	0	3	0	5	0	0	1	0	3	3	13	27	54	0	0	0	0	40	0	
"Chad"	0	0	0	36	0	0	0	0	0	8	0	0	22	0	0	0	0	0	0	0	
"Cabo Verde"	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	
"Gabon"	0	0	21	0	0	0	0	1	0	0	0	0	0	8	0	0	0	28	0	0	
"Gambia"	0	13	0	0	25	12	12	0	0	0	0	14	12	0	0	0	0	12	0	0	
"French Polynesia"	0	4	0	0	0	11	1	0	0	10	0	12	0	0	7	2	0	0	1	0	
"Iceland"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Guyana"	0	0	0	11	0	12	0	11	0	0	11	0	0	0	11	0	0	9	0	0	
"Haiti"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	
"Guatemala"	113	0	12	52	20	12	55	28	0	56	40	49	61	33	109	0	20	19	27	0	
"Macedonia, The Former Yugoslav Republic of"	0	0	0	0	0	0	0	15	0	0	0	0	28	0	0	0	0	0	0	0	
"Samoa"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
"Burkina Faso"	0	0	0	0	0	12	24	101	0	48	96	0	57	48	96	9	48	73	0	0	
"Uruguay"	18	86	31	12	0	0	0	4	1	0	13	32	0	45	16	0	0	14	4	0	
"Zambia"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	
"Tonga"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Zimbabwe"	6	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	
"Sudan (before 2012)"	0	0	1	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Suriname"	0	0	0	14	2	9	0	0	0	0	0	0	13	0	0	0	0	0	18	0	
"Syrian Arab Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
"Tajikistan"	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	
