Importers	Exported value in 2012-M08	Exported value in 2012-M09	Exported value in 2012-M10	Exported value in 2012-M11	Exported value in 2012-M12	Exported value in 2013-M01	Exported value in 2013-M02	Exported value in 2013-M03	Exported value in 2013-M04	Exported value in 2013-M05	Exported value in 2013-M06	Exported value in 2013-M07	Exported value in 2013-M08	Exported value in 2013-M09	Exported value in 2013-M10	Exported value in 2013-M11	Exported value in 2013-M12	Exported value in 2014-M01	Exported value in 2014-M02	Exported value in 2014-M03	
"Czech Republic"	70	138	40	56	68	25	64	86	17	183	97	29	0	31	44	126	0	111	43	17	
"Libya, State of"	0	0	33	0	0	0	15	46	15	30	16	0	0	0	0	0	18	20	20	16	
"Viet Nam"	214	87	14	61	200	466	0	410	745	271	159	12	9	8	3	6	31	4	0	12	
"Ghana"	19	9	89	0	64	39	45	79	65	75	0	0	0	67	15	13	76	30	0	12	
"Iraq"	0	0	4	0	0	0	11	0	0	0	3	0	0	0	0	0	3	22	7	11	
"Cyprus"	11	0	5	0	0	0	0	0	17	0	10	0	43	0	0	32	0	0	0	11	
"Suriname"	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	9	
"New Caledonia"	0	6	0	0	12	0	0	0	11	0	0	0	0	0	0	0	22	0	0	8	
"Turkmenistan"	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	7	
"Morocco"	109	59	21	21	0	4	18	21	0	59	0	0	18	47	0	0	0	0	0	5	
"Senegal"	21	37	0	50	64	33	36	38	118	113	44	59	30	0	16	37	82	0	20	4	
"South Africa"	12	40	38	128	111	9	25	61	43	110	55	68	85	47	28	137	116	58	30	4	
"Argentina"	4	0	219	4	0	0	0	0	194	174	4	0	310	0	1	247	0	0	1	4	
"Congo, Democratic Republic of the"	0	0	0	0	14	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	
"Philippines"	13	142	9	7	14	114	0	6	1	2	61	87	9	46	45	63	174	6	8	3	
"Poland"	120	116	0	19	0	129	118	25	21	200	0	73	22	0	111	41	12	37	0	3	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
"Papua New Guinea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
"El Salvador"	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	0	2	
"Bulgaria"	0	0	18	19	15	7	15	0	33	4	20	23	28	0	4	50	0	0	0	2	
"Vanuatu"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Namibia"	2	0	3	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	
"Niger"	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Norway"	12	8	4	7	0	0	19	0	8	0	0	7	0	0	0	0	0	6	0	0	
"Guinea-Bissau"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Timor-Leste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	6	0	0	0	
"Peru"	4	0	27	77	0	0	0	0	13	0	22	38	0	47	20	2	0	127	0	0	
"Panama"	0	8	0	0	0	0	128	0	4	0	0	0	27	54	0	16	0	2	0	0	
"Mozambique"	0	0	0	0	0	0	0	0	52	0	0	0	0	6	0	0	0	0	4	0	
"Mauritania"	0	0	34	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	
"Lithuania"	46	0	0	17	0	0	0	25	20	0	63	12	22	0	0	0	0	8	2	0	
"Macao, China"	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	10	2	0	0	
"Madagascar"	0	4	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	
"Malawi"	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Maldives"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Latvia"	0	5	0	0	0	0	0	0	0	43	45	43	0	22	0	0	0	0	0	0	
"Liberia"	19	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	
"Serbia"	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	
"Zimbabwe"	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Sudan (before 2012)"	0	0	1	0	45	0	0	0	0	0	0	0	48	0	0	117	0	1	0	0	
"Slovakia"	0	0	0	0	0	0	0	17	17	17	17	18	18	0	19	0	0	0	35	0	
"Somalia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	
"Uganda"	0	137	0	164	0	0	0	0	0	0	23	0	0	154	0	9	0	0	0	0	
"Macedonia, The Former Yugoslav Republic of"	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Tanzania, United Republic of"	0	5	0	13	0	0	0	0	0	27	0	5	0	7	2	92	0	52	0	0	
"Tajikistan"	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	8	0	0	0	0	
"Togo"	0	0	0	17	0	32	0	15	0	0	0	0	0	0	0	0	21	0	0	0	
"Tunisia"	19	0	29	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	
"Brunei Darussalam"	0	9	0	0	9	0	48	35	0	0	19	4	4	9	0	1	22	0	0	0	
"Bolivia, Plurinational State of"	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	
"Bosnia and Herzegovina"	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Botswana"	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	
"Azerbaijan"	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	
"Afghanistan"	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Albania"	79	0	0	0	0	95	0	0	0	2	39	0	0	0	0	0	0	2	0	0	
"Austria"	0	0	0	10	0	25	0	0	0	45	0	49	0	7	0	0	0	0	0	0	
"Bahamas"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bahrain"	13	0	0	0	0	0	0	0	0	0	8	0	0	44	0	0	25	0	0	0	
"Bangladesh"	284	12	0	0	0	36	0	49	114	2	3	0	12	14	0	141	7	8	0	0	
"Equatorial Guinea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
"Ethiopia"	0	0	0	0	0	0	0	19	0	0	0	0	0	8	0	0	0	0	0	0	
"Benin"	0	0	0	0	0	0	0	19	0	0	0	0	0	0	31	45	0	0	0	0	
"Costa Rica"	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	
"Congo"	0	0	0	0	0	0	0	0	15	0	0	0	3	0	21	0	0	0	0	0	
"Chad"	0	0	0	0	0	9	4	0	0	0	0	0	11	0	0	0	0	0	0	0	
"Cambodia"	0	27	0	0	56	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	
"Cameroon"	0	16	0	0	4	0	59	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Côte d'Ivoire"	28	27	39	19	0	0	0	35	120	41	0	157	69	193	59	23	40	38	20	0	
"Iran, Islamic Republic of"	19	18	69	1	0	0	0	0	0	0	0	353	644	37	107	0	408	109	1	0	
"Kenya"	0	0	0	0	0	0	0	0	0	7	8	0	0	1	0	23	2	1	1	0	
"Korea, Democratic People's Republic of"	57	0	12	5	31	1	3	0	0	0	16	0	21	58	44	43	0	7	22	0	
"Kazakhstan"	0	0	0	0	0	0	0	0	0	0	0	25	10	0	0	0	49	0	0	0	
"Kyrgyzstan"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	
"Lao People's Democratic Republic"	0	0	0	0	0	0	0	6	0	0	0	0	0	2	1	0	0	14	0	0	
"Guinea"	15	0	40	15	0	59	0	0	0	38	63	0	0	19	0	19	0	0	0	0	
"Guyana"	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Fiji"	0	0	0	3	0	1	0	0	14	8	0	17	0	0	7	0	0	0	0	0	
"Gabon"	0	0	0	0	0	0	0	0	0	0	20	11	0	0	12	0	0	0	0	0	
"French Polynesia"	0	3	0	0	0	3	0	0	0	3	8	0	12	0	0	0	1	0	0	0	
"Zambia"	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	
"Uzbekistan"	0	0	0	0	4	7	0	0	0	0	0	115	0	0	508	0	0	0	0	0	
"Venezuela, Bolivarian Republic of"	46	0	48	0	96	0	0	5	17	0	0	33	1	0	25	26	4	0	0	0	
