Importers	Exported value in 2012-M11	Exported value in 2012-M12	Exported value in 2013-M01	Exported value in 2013-M02	Exported value in 2013-M03	Exported value in 2013-M04	Exported value in 2013-M05	Exported value in 2013-M06	Exported value in 2013-M07	Exported value in 2013-M08	Exported value in 2013-M09	Exported value in 2013-M10	Exported value in 2013-M11	Exported value in 2013-M12	Exported value in 2014-M01	Exported value in 2014-M02	Exported value in 2014-M03	Exported value in 2014-M04	Exported value in 2014-M05	Exported value in 2014-M06	
"United Arab Emirates"	308	79	128	190	160	206	339	316	168	120	266	349	312	260	363	420	320	536	372	424	
"Indonesia"	0	0	15	0	20	159	120	0	0	30	0	233	631	11	91	1	36	0	0	406	
"Norway"	738	660	612	831	967	1183	630	896	1024	249	187	457	847	195	480	449	512	335	748	386	
"Libya, State of"	204	161	251	317	253	849	1241	1314	421	340	319	8	28	513	185	292	816	863	540	375	
"United States of America"	333	50	355	42	112	0	204	280	535	251	784	53	122	141	123	79	81	117	226	333	
"Greece"	158	49	12	98	1064	281	818	101	147	255	27	76	89	27	173	853	2236	809	488	322	
"Algeria"	0	0	0	207	150	8	453	90	145	2	208	59	182	262	83	334	401	103	658	322	
"Croatia"	5	100	0	139	564	831	681	297	43	38	3	3	3	8	0	499	195	316	600	298	
"Sweden"	164	820	2	258	378	771	297	451	222	279	256	55	199	101	634	471	911	556	723	281	
"Malaysia"	0	0	0	7	0	287	509	736	643	2	143	177	127	62	727	182	193	655	188	254	
"Spain"	80	86	42	100	215	84	260	190	183	138	102	212	75	64	69	132	116	103	289	252	
"Lebanon"	116	476	18	360	313	147	86	49	135	84	83	32	281	83	479	445	146	121	245	249	
"Jordan"	14	84	0	44	302	4	191	0	171	0	82	11	0	154	228	80	72	54	61	197	
"Slovenia"	0	0	0	0	0	92	30	70	0	0	10	0	7	0	0	0	195	111	79	196	
"Cameroon"	0	0	7	0	0	0	0	38	0	0	0	0	0	0	0	0	0	1	0	187	
"Kazakhstan"	529	445	101	1402	109	277	951	750	798	74	1098	944	365	111	1590	1654	1121	777	138	186	
"Iran, Islamic Republic of"	78	1090	158	76	72	255	125	9	38	76	13	3	0	180	40	14	24	8	248	184	
"Kyrgyzstan"	339	52	147	8	0	37	748	217	150	36	14	0	0	2	0	210	107	101	100	157	
"Albania"	11	127	25	52	171	420	183	87	57	31	0	6	27	28	8	180	423	190	632	154	
"Slovakia"	114	36	94	89	36	165	253	390	145	33	42	24	42	35	218	0	231	46	134	124	
"Macedonia, The Former Yugoslav Republic of"	10	11	0	0	114	85	600	278	58	3	13	118	55	2	8	30	347	120	432	114	
"Bosnia and Herzegovina"	2	0	0	83	284	338	289	65	62	0	1	162	0	0	203	242	208	613	244	99	
"Egypt"	84	311	403	280	378	32	240	82	464	86	23	27	19	73	77	147	214	72	25	98	
"Djibouti"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	97	
"Tajikistan"	6	0	0	0	1	139	37	0	57	63	0	2	0	0	0	0	53	54	360	96	
"Portugal"	34	23	0	15	5	89	53	0	34	53	56	0	50	0	25	48	26	189	21	89	
"Latvia"	0	6	0	0	93	21	26	24	0	0	0	0	19	0	0	0	61	42	101	80	
"Mexico"	0	0	0	0	1	0	0	0	0	0	1	1	4	0	142	88	0	0	1	62	
"Montenegro"	0	0	0	38	212	0	157	29	0	0	0	0	0	12	115	155	196	16	48	56	
"Qatar"	12	313	4	0	3	101	58	0	148	23	84	67	5	53	239	41	22	172	129	48	
"Equatorial Guinea"	0	0	0	0	0	2	0	0	0	0	0	0	57	10	0	29	0	0	0	48	
"Australia"	272	110	107	5	140	45	34	203	61	177	129	131	81	75	80	21	39	31	23	43	
"Pakistan"	0	0	0	29	0	0	0	0	1	13	24	0	0	14	8	10	0	0	33	43	
"Malta"	12	0	0	27	0	0	3	18	7	0	2	0	12	2	17	0	15	0	0	38	
"Lithuania"	0	0	0	0	60	2	0	16	0	0	0	0	0	0	0	0	52	126	14	33	
"Viet Nam"	0	0	0	0	2	0	5	0	0	0	2	0	0	0	0	0	0	0	0	28	
"Oman"	3	0	0	0	57	3	0	44	18	17	100	30	0	58	131	0	29	3	68	26	
"Bahrain"	0	0	0	102	0	0	0	0	0	0	0	0	0	40	71	5	36	3	36	26	
"Ireland"	42	59	0	27	23	39	32	25	0	33	51	4	8	0	26	28	35	26	0	23	
"Finland"	44	48	58	125	299	67	179	140	3	39	27	127	1	12	19	19	48	41	168	23	
"Korea, Republic of"	0	0	0	11	0	0	0	0	32	0	1	0	0	0	0	0	1	0	0	22	
"Belarus"	34	0	0	35	0	0	0	126	0	0	0	8	0	0	0	68	100	6	33	20	
"Bangladesh"	13	17	0	0	449	68	25	91	0	0	12	0	0	466	0	0	0	208	0	19	
"Switzerland"	75	18	165	107	92	83	156	157	100	140	235	146	83	152	11	119	197	150	251	19	
"Tunisia"	1	68	29	300	25	177	111	0	21	0	0	0	91	54	0	22	9	194	30	18	
"Ukraine"	482	810	725	700	1296	2119	1096	624	729	1521	750	478	1038	1300	1014	3359	4198	1286	466	18	
"Ethiopia"	0	0	0	0	0	0	0	0	40	28	3	12	0	22	0	0	0	29	99	16	
"Kuwait"	63	130	150	42	225	141	143	82	264	0	137	0	35	47	51	203	99	141	656	15	
"Syrian Arab Republic"	0	0	0	0	0	0	23	0	0	0	0	0	0	27	0	12	8	0	12	14	
"Côte d'Ivoire"	0	0	0	0	0	0	7	3	0	0	8	0	0	0	43	3	0	16	1	13	
"Estonia"	9	0	42	0	148	0	0	13	0	0	31	3	5	0	0	0	48	77	88	12	
"Hong Kong, China"	5	0	0	7	0	0	0	9	14	0	4	0	4	0	19	2	7	0	0	8	
"Free Zones"	5	1	0	0	3	3	0	0	0	0	0	0	0	0	2	0	19	2	0	8	
"Thailand"	0	8	0	4	0	0	0	0	0	0	1	0	0	0	12	0	8	0	0	6	
"Austria"	74	33	225	143	194	52	22	39	13	1	55	48	27	28	49	55	79	61	117	6	
"Sudan (before 2012)"	0	0	0	0	0	0	0	0	10	0	26	0	0	33	22	0	0	0	2	5	
"Seychelles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
"Colombia"	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	3	
"Japan"	13	10	21	10	11	21	68	7	14	13	63	0	0	66	0	167	22	24	36	3	
"Iceland"	1	0	0	0	50	18	0	0	0	0	0	0	0	0	0	0	17	0	19	2	
"India"	0	0	0	0	0	14	7	0	0	0	0	0	0	0	0	3	0	34	0	2	
"Mauritania"	23	138	23	0	0	0	0	0	25	10	0	0	15	0	0	0	0	18	0	2	
"Somalia"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	2	
"Uganda"	0	0	0	5	0	0	0	0	0	0	0	0	1	67	0	6	8	0	0	1	
"Maldives"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Congo"	0	0	0	0	0	0	0	0	0	17	0	0	0	3	9	3	0	0	0	1	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	
"Cambodia"	0	0	0	0	0	0	0	0	0	0	13	8	0	0	0	0	16	0	0	0	
"Canada"	20	0	0	0	0	27	15	0	0	14	0	0	0	0	0	0	0	0	0	0	
"Cabo Verde"	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	
"Sri Lanka"	0	36	75	27	0	218	3	0	0	9	5	188	0	2	193	0	6	0	0	0	
"Chad"	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	9	0	0	0	0	
"Chile"	156	21	92	98	59	125	51	0	60	56	40	39	35	0	35	0	0	40	37	0	
"China"	71	0	0	44	0	17	0	0	0	0	0	0	23	0	0	0	0	0	0	0	
"Fiji"	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	
"Bahamas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	
"Angola"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	2	0	0	0	
"Afghanistan"	0	6	0	0	0	0	67	2	0	0	0	0	0	32	0	2	0	13	0	0	
"Bolivia, Plurinational State of"	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Brazil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	
"Myanmar"	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	
"Guatemala"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
"Guinea"	7	1	0	36	0	0	0	0	0	0	0	0	0	0	18	35	0	0	0	0	
"Gabon"	0	8	43	7	0	0	19	0	51	0	0	0	0	39	0	44	0	0	0	0	
"French Polynesia"	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	
"Gambia"	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	
"Ghana"	1	0	0	0	175	0	26	0	0	0	0	0	1	42	3	19	0	0	1	0	
"Kenya"	27	46	373	2	76	143	0	16	9	71	31	57	66	0	41	95	116	5	25	0	
"Liberia"	2	0	0	14	0	0	40	0	0	0	0	0	0	0	0	9	0	0	11	0	
"Luxembourg"	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	28	45	0	0	
"Madagascar"	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Malawi"	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	
"Mali"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Mauritius"	0	0	0	36	0	0	3	1	0	0	0	0	9	9	0	0	13	1	14	0	
"Taipei, Chinese"	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	
"Mongolia"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	
"Moldova, Republic of"	0	54	55	6	428	5	23	10	9	19	0	54	47	11	1	51	335	87	95	0	
"Mozambique"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	
"New Zealand"	0	0	83	3	0	20	38	5	55	4	0	19	1	14	2	1	10	28	0	0	
"Niger"	0	0	0	0	0	6	0	0	0	17	0	4	0	0	0	0	0	0	0	0	
"Nigeria"	0	3	0	0	0	19	3	1	5	5	3	2	0	0	1	0	16	157	1	0	
"Singapore"	0	16	3	1	0	4	3	1	3	19	0	13	46	0	19	10	0	0	20	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	
"Senegal"	8	7	0	5	0	0	0	0	0	31	11	39	0	22	0	0	0	37	4	0	
"Rwanda"	5	0	0	0	0	4	0	0	0	0	0	0	0	27	0	0	0	0	0	0	
"Nepal"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Paraguay"	0	0	0	0	0	315	0	0	0	0	0	0	0	12	0	52	48	19	0	0	
"Peru"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	
"Philippines"	9	0	0	1	2	1	4	0	0	0	5	0	0	0	0	9	0	0	0	0	
"Togo"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	
"Trinidad and Tobago"	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	24	0	
"South Africa"	59	91	14	0	5	0	59	0	0	0	32	0	0	1021	6	363	1	147	0	0	
"Venezuela, Bolivarian Republic of"	20	0	0	0	0	2	22	0	0	1	65	0	0	0	0	0	0	0	7	0	
"Yemen"	4	10	11	0	0	130	20	149	24	28	0	2	0	57	0	24	0	30	55	0	
"Zambia"	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	47	0	
"Burkina Faso"	7	0	0	0	0	0	15	0	19	0	0	0	0	0	0	31	0	0	0	0	
"Uruguay"	0	0	24	0	0	31	0	0	0	0	22	0	45	0	0	17	0	0	30	0	
"Tanzania, United Republic of"	6	0	0	24	0	15	0	11	1	0	0	0	6	17	2	2	26	15	0	0	
