Importers	Exported value in 2016-M01	Exported value in 2016-M02	Exported value in 2016-M03	Exported value in 2016-M04	Exported value in 2016-M05	Exported value in 2016-M06	Exported value in 2016-M07	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	
"Senegal"	38	0	0	0	120	12	14	21	105	0	17	1	1	0	162	189	4	4	25	32	
"Afghanistan"	0	0	14	0	0	7	0	36	11	0	13	7	0	2	1	0	293	25	101	30	
"Indonesia"	284	72	0	142	0	127	4	11	0	3	296	36	0	24	0	0	26	0	113	30	
"Portugal"	0	123	341	114	216	29	44	47	14	0	62	18	0	32	227	64	102	200	35	26	
"Slovakia"	59	168	179	100	150	13	5	191	54	10	33	21	0	65	84	184	39	65	49	24	
"Malaysia"	129	220	133	102	244	278	176	1	0	30	0	17	0	1	0	0	0	0	0	20	
"Cameroon"	4	0	0	0	0	23	9	0	0	0	0	6	0	0	0	0	10	0	0	13	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	
"Malta"	0	20	0	1	2	15	21	8	0	0	0	0	1	0	0	2	15	17	10	12	
"New Zealand"	3	5	0	0	9	0	0	19	13	21	0	6	0	0	0	4	5	2	9	12	
"Moldova, Republic of"	0	2	116	58	142	67	69	101	7	0	9	9	3	16	127	156	18	64	169	11	
"Russian Federation"	26	39	235	530	0	29	0	4	4	5	26	1	2	765	173	208	120	35	5	11	
"Mexico"	0	5	0	16	0	0	79	0	18	0	8	0	1	0	0	0	97	0	0	10	
"Jordan"	347	294	502	278	167	432	258	54	2	141	118	276	734	389	514	301	309	330	94	10	
"Kenya"	16	53	12	38	12	63	166	3	1	17	2	16	76	0	29	33	26	84	31	10	
"Nigeria"	0	0	0	22	575	673	0	99	207	0	252	0	43	14	2	0	3	2	0	9	
"Tanzania, United Republic of"	14	0	0	1	22	0	13	28	13	11	126	20	0	12	1	52	16	11	14	9	
"Oman"	9	40	0	28	108	38	0	126	39	0	182	77	72	76	214	0	109	56	3	8	
"Panama"	3	0	0	0	0	228	0	0	0	5	17	0	0	0	0	0	0	0	0	7	
"Bahrain"	0	11	0	0	38	73	14	9	0	21	17	38	4	12	11	4	16	12	5	7	
"Burkina Faso"	0	0	19	0	0	0	0	0	1	0	7	19	3	4	2	0	1	0	2	6	
"Syrian Arab Republic"	1	1	1	28	5	0	9	1	0	0	13	24	0	5	9	47	16	9	14	5	
"Singapore"	7	43	33	18	0	37	21	17	23	0	0	41	6	5	34	9	19	78	23	3	
"Costa Rica"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	
"Libya, State of"	182	28	2	14	18	27	36	1	1	14	4	19	2	2	9	29	245	3	10	1	
"Hong Kong, China"	0	2	9	2	0	10	1	5	15	2	0	0	0	0	0	9	0	21	2	1	
"Iceland"	0	27	16	0	3	0	0	0	0	0	0	0	51	6	0	14	4	0	0	0	
"Guatemala"	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	82	0	0	0	0	
"Guinea"	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	38	0	0	0	
"Honduras"	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	14	0	0	0	0	
"Gambia"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
"Palestine, State of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	
"Ecuador"	0	0	0	835	0	163	673	0	0	0	0	0	0	273	179	266	0	0	0	0	
"Equatorial Guinea"	0	0	0	0	0	0	8	2	0	0	13	0	0	0	0	0	0	0	0	0	
"Djibouti"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	49	1	0	
"Lithuania"	35	0	58	1	0	3	0	1	0	2	2	0	0	3	74	0	60	11	1	0	
"Luxembourg"	0	0	0	0	0	0	13	0	0	0	0	0	0	22	0	0	0	5	0	0	
"Madagascar"	0	0	0	0	0	0	0	0	0	0	8	0	0	0	4	0	13	0	0	0	
"Côte d'Ivoire"	0	0	0	0	2	0	0	28	0	61	0	0	0	0	0	54	0	7	0	0	
"China"	1	0	4	0	0	0	0	0	0	4	0	0	0	2	0	0	0	4	0	0	
"Colombia"	0	0	39	6	0	14	0	0	0	5	0	0	0	19	19	1	0	0	7	0	
"Congo"	0	0	5	0	92	0	0	0	0	26	0	0	0	1	0	0	1	0	0	0	
"Benin"	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	
"Estonia"	154	35	3	7	0	39	2	1	0	3	0	0	86	18	0	0	3	0	0	0	
"Fiji"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
"Finland"	0	0	3	16	52	0	2	0	1	1	32	6	58	0	50	5	1	0	40	0	
"Algeria"	135	530	272	160	39	216	582	129	295	179	239	29	191	35	158	1198	104	605	25	0	
"Angola"	0	0	5	0	0	0	0	0	0	11	16	1	0	16	0	0	20	17	0	0	
"Central African Republic"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"Belarus"	4	0	0	25	0	54	0	0	34	0	29	19	5	0	0	0	0	21	1	0	
"Cambodia"	35	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	
"Botswana"	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Brazil"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	64	0	0	0	1	0	0	0	53	321	0	75	0	0	0	0	128	0	69	0	
"Sudan (before 2012)"	0	30	370	489	243	61	0	2	0	0	0	15	0	0	9	0	0	0	0	0	
"Viet Nam"	0	21	0	1	0	0	0	47	0	6	4	20	3	7	0	44	102	70	82	0	
"Slovenia"	12	10	0	0	205	252	105	186	0	0	0	0	0	0	79	230	245	40	93	0	
"Somalia"	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	
"South Africa"	0	0	1	0	49	21	0	0	0	0	0	0	0	1	0	4	33	4	0	0	
"Thailand"	2	0	0	0	0	0	0	0	0	0	0	1	1	0	6	5	4	10	0	0	
"Togo"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
"Trinidad and Tobago"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Uruguay"	0	0	1	0	0	0	0	16	0	0	26	26	0	0	0	0	0	0	0	0	
"Yemen"	0	0	0	0	21	0	0	0	0	0	0	0	0	0	65	44	0	0	0	0	
"Zambia"	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	
"Free Zones"	0	0	9	5	0	5	0	9	1	3	1	0	4	11	4	3	0	3	0	0	
"Uganda"	22	0	0	0	109	91	19	469	0	0	177	196	12	10	0	28	16	0	6	0	
"Nepal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
"Montenegro"	4	123	0	27	35	32	0	0	0	0	0	0	0	0	16	36	61	39	21	0	
"Mozambique"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
"Mauritania"	2	30	32	3	60	2	0	0	0	0	0	7	0	0	0	13	7	0	0	0	
"Maldives"	6	19	0	9	0	0	0	32	0	0	1	0	0	2	0	0	0	0	38	0	
"Latvia"	0	19	0	0	0	0	0	20	0	28	0	0	0	33	39	0	2	3	0	0	
"Liberia"	0	0	0	0	0	0	0	0	0	0	9	0	0	0	5	1	0	0	0	0	
"Pakistan"	2	2	366	27	5	7	1	0	447	252	0	0	0	0	9	36	100	12	7	0	
"Philippines"	0	0	0	0	0	0	0	0	6	0	0	11	0	0	7	0	0	0	0	0	
"Rwanda"	41	0	0	19	0	0	0	16	71	0	0	0	0	0	0	0	0	0	0	0	
"Seychelles"	0	0	0	0	0	4	0	0	0	0	8	0	8	1	0	0	0	9	0	0	
"Sierra Leone"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
