Importers	Exported value in 2014-M06	Exported value in 2014-M07	Exported value in 2014-M08	Exported value in 2014-M09	Exported value in 2014-M10	Exported value in 2014-M11	Exported value in 2014-M12	Exported value in 2015-M01	Exported value in 2015-M02	Exported value in 2015-M03	Exported value in 2015-M04	Exported value in 2015-M05	Exported value in 2015-M06	Exported value in 2015-M07	Exported value in 2015-M08	Exported value in 2015-M09	Exported value in 2015-M10	Exported value in 2015-M11	Exported value in 2015-M12	Exported value in 2016-M01	
"Rwanda"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	45	
"Slovakia"	5	15	27	48	90	74	38	77	24	44	17	34	19	58	63	20	102	84	35	36	
"Kenya"	0	0	0	13	15	0	5	0	0	3	6	0	35	0	0	0	0	0	0	33	
"Bahrain"	19	12	10	56	22	13	0	63	0	13	0	106	108	12	14	7	0	9	18	33	
"Tunisia"	19	0	147	0	0	0	24	0	25	17	4	11	50	57	38	93	32	9	22	32	
"Ukraine"	376	249	263	193	221	46	92	45	217	228	53	91	120	188	490	108	329	143	140	25	
"Turkmenistan"	91	97	62	41	70	46	9	11	60	155	124	40	42	41	7	43	14	25	1	24	
"Greece"	75	50	30	6	46	7	29	62	26	36	78	20	29	4	1	41	34	29	8	24	
"Finland"	77	42	30	37	7	0	55	45	11	0	48	64	27	0	22	12	24	10	10	23	
"Senegal"	107	100	94	132	75	120	41	28	12	17	63	37	185	117	116	35	92	49	0	23	
"Malta"	36	15	7	17	6	5	34	11	3	33	11	12	7	24	27	21	10	42	7	19	
"Saudi Arabia"	18	18	0	1	19	7	0	29	0	52	92	3	96	210	26	11	20	70	98	18	
"Hungary"	104	47	49	96	179	139	26	41	77	82	19	54	107	78	71	25	61	65	52	17	
"Serbia"	36	15	106	95	86	31	85	45	33	53	40	36	31	72	104	64	106	41	47	15	
"Côte d'Ivoire"	0	32	0	3	0	38	14	18	16	0	47	0	1	28	13	132	17	22	33	14	
"Lithuania"	36	14	17	30	45	37	32	20	38	10	9	6	0	0	51	43	37	29	26	14	
"Mauritius"	0	0	0	0	2	1	11	0	0	0	1	5	0	0	5	0	6	2	0	13	
"Syrian Arab Republic"	4	0	0	0	25	9	16	15	25	13	2	0	0	0	0	8	0	0	0	11	
"Macedonia, The Former Yugoslav Republic of"	15	33	26	19	21	14	26	5	7	4	9	33	26	19	25	15	39	32	22	10	
"Lebanon"	65	33	101	28	81	85	64	0	33	6	81	86	84	49	48	50	78	21	52	10	
"Guinea"	0	0	0	0	0	0	0	0	0	9	4	0	0	3	0	1	0	1	7	10	
"Cyprus"	115	11	18	32	62	18	62	7	0	42	129	33	56	7	17	59	63	23	64	8	
"Uzbekistan"	32	43	49	12	29	15	0	14	3	1	29	0	12	3	5	0	0	3	80	8	
"India"	50	6	25	23	3	10	65	20	27	11	1	12	31	15	8	2	0	7	23	4	
"Singapore"	0	17	4	8	0	3	18	4	0	1	5	3	0	3	1	1	2	2	0	3	
"Tanzania, United Republic of"	0	0	0	1	0	0	0	0	0	0	9	4	0	0	0	0	0	1	0	3	
"Azerbaijan"	12	35	9	31	149	31	8	113	102	116	86	29	32	21	10	105	61	17	1	3	
"Sri Lanka"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	2	
"Georgia"	65	9	46	24	3	50	80	3	277	357	36	22	220	47	43	25	75	53	60	1	
"Burkina Faso"	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	2	1	
"Thailand"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Togo"	0	36	8	3	12	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	
"Sudan (before 2012)"	0	0	0	0	0	0	0	0	17	0	1	0	0	16	0	0	0	21	19	0	
"Uruguay"	0	0	4	0	0	5	0	0	0	6	0	0	0	0	0	1	1	2	0	0	
"Yemen"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
"Zambia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
"Seychelles"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	
"Saint Vincent and the Grenadines"	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	
"Russian Federation"	212	186	206	180	140	103	102	110	3	35	46	11	48	38	24	44	87	63	0	0	
"Tajikistan"	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Viet Nam"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
"Somalia"	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	
"South Africa"	21	0	0	31	0	0	1	29	0	0	0	9	9	9	21	37	19	9	0	0	
"Mozambique"	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
"Oman"	15	20	29	4	17	11	2	14	18	0	3	0	0	12	3	49	24	16	11	0	
"Nepal"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Niger"	0	0	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	0	
"Nigeria"	0	0	0	0	1	0	0	2	0	0	0	0	5	0	4	0	0	0	7	0	
"Pakistan"	0	0	0	24	0	0	0	10	5	0	0	0	0	4	0	0	4	0	1	0	
"Peru"	0	0	0	0	0	16	0	0	0	0	0	0	2	0	0	0	0	0	3	0	
"Philippines"	0	0	0	0	0	0	0	0	0	0	0	1	58	0	0	0	0	0	0	0	
"New Caledonia"	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	2	2	0	
"Guinea-Bissau"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	1	0	0	
"Palestine, State of"	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
"Djibouti"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	4	0	
"Gabon"	24	5	24	0	0	22	0	0	0	0	0	0	12	0	0	0	0	26	0	0	
"Benin"	0	23	23	0	0	0	36	0	0	8	0	32	0	19	0	0	65	23	46	0	
"Bosnia and Herzegovina"	9	11	20	45	13	14	29	3	15	12	14	6	8	37	32	14	28	26	37	0	
"Ecuador"	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Equatorial Guinea"	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Ethiopia"	0	0	0	0	0	0	2	11	0	0	0	0	13	0	0	3	3	0	0	0	
"Estonia"	16	21	4	0	4	0	2	0	1	2	22	13	12	6	2	5	16	21	6	0	
"Chile"	9	0	0	0	0	0	8	0	8	0	0	0	0	0	0	21	10	0	20	0	
"China"	0	0	0	0	0	33	0	1	0	0	0	0	0	4	0	2	1	5	0	0	
"Congo"	0	0	10	0	0	0	11	0	0	0	0	16	0	0	0	0	0	0	0	0	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
"Costa Rica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
"Belarus"	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cameroon"	7	0	0	3	0	0	17	0	0	9	0	5	2	9	0	0	0	0	0	0	
"Canada"	118	115	15	0	204	53	202	0	0	408	124	141	164	85	200	233	80	174	115	0	
"Argentina"	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	
"Bangladesh"	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	4	10	0	0	
"Angola"	0	0	0	0	2	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Antigua and Barbuda"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
"Afghanistan"	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Albania"	66	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	
"Guyana"	0	0	3	7	0	0	0	0	0	0	14	0	0	0	4	0	0	0	0	0	
"Hong Kong, China"	57	4	44	0	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	
"Indonesia"	0	0	34	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	33	0	
"Ghana"	0	0	0	0	1	0	0	0	0	0	14	27	0	8	0	0	0	0	3	0	
"Korea, Republic of"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	
"Latvia"	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Liberia"	1	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	11	0	
"Libya, State of"	127	85	7	6	33	43	145	6	7	21	0	166	41	20	188	59	1	28	16	0	
"Luxembourg"	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	30	0	
"Madagascar"	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	
"Malaysia"	7	0	0	0	8	0	8	0	0	1	3	0	0	0	0	0	0	0	0	0	
"Maldives"	0	0	0	3	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	
"Taipei, Chinese"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	0	
"Mongolia"	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	
"Moldova, Republic of"	0	7	8	18	13	11	0	0	22	2	0	0	7	9	12	0	6	3	7	0	
"Montenegro"	0	3	7	0	3	1	2	1	0	0	0	0	2	0	2	0	3	0	0	0	
"Mauritania"	2	0	0	0	0	0	19	0	0	0	0	0	0	0	2	17	0	1	0	0	
"Kyrgyzstan"	1	0	4	2	1	4	0	1	0	28	0	0	1	1	0	0	4	0	0	0	
