Importers	Exported value in 2008-M02	Exported value in 2008-M03	Exported value in 2008-M04	Exported value in 2008-M05	Exported value in 2008-M06	Exported value in 2008-M07	Exported value in 2008-M08	Exported value in 2008-M09	Exported value in 2008-M10	Exported value in 2008-M11	Exported value in 2008-M12	Exported value in 2009-M01	Exported value in 2009-M02	Exported value in 2009-M03	Exported value in 2009-M04	Exported value in 2009-M05	Exported value in 2009-M06	Exported value in 2009-M07	Exported value in 2009-M08	Exported value in 2009-M09	
"Korea, Republic of"	0	1	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	0	0	
"Kuwait"	0	0	0	0	46	73	0	0	0	75	43	0	0	0	18	0	43	0	74	0	
"Kyrgyzstan"	1	0	3	0	0	84	122	0	1	17	4	0	0	0	0	0	0	0	0	0	
"Gabon"	0	0	0	5	0	8	0	0	0	0	16	0	0	0	1	2	0	0	0	0	
"Ghana"	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Guinea"	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	
"Hong Kong, China"	0	0	7	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	
"Faroe Islands"	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	
"Fiji"	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	
"Belarus"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Sri Lanka"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
"Chad"	0	0	0	0	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Congo"	0	0	11	1	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	
"Bolivia, Plurinational State of"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bahrain"	0	39	0	0	0	0	2	0	0	12	0	0	0	0	0	0	11	0	0	0	
"Bangladesh"	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	
"Afghanistan"	0	2	0	0	0	0	0	0	0	6	0	0	0	18	0	0	0	0	0	0	
"Albania"	10	8	0	20	19	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	
"Algeria"	0	3	72	0	0	6	0	0	0	12	6	0	0	14	0	10	18	10	0	0	
"Angola"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	
