Importers	Exported value in 2016-M01	Exported value in 2016-M02	Exported value in 2016-M03	Exported value in 2016-M04	Exported value in 2016-M05	Exported value in 2016-M06	Exported value in 2016-M07	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	
"Saudi Arabia"	18	22	242	115	3	241	167	14	19	0	62	39	102	38	39	298	73	78	114	76	
"Serbia"	15	25	101	17	31	64	21	62	66	30	73	95	20	6	51	81	217	162	144	67	
"Croatia"	63	29	36	9	74	30	84	32	64	129	98	115	20	20	66	4	85	6	103	67	
"Finland"	23	17	17	52	93	83	28	115	67	77	55	12	63	9	58	40	16	93	10	62	
"Russian Federation"	0	39	2	68	21	19	6	27	105	42	23	78	10	29	62	77	94	781	43	58	
"Kuwait"	159	64	152	108	39	91	0	35	0	106	120	160	12	125	215	111	59	100	75	56	
"Czech Republic"	80	95	106	26	55	45	47	44	18	91	59	53	68	73	76	10	22	34	47	48	
"Benin"	0	3	19	0	34	0	0	0	0	7	0	0	0	16	13	18	0	0	26	46	
"Lebanon"	10	81	55	19	164	110	62	27	89	74	64	98	5	108	89	215	61	95	53	45	
"Malta"	19	14	12	5	21	44	16	74	7	34	45	27	8	11	18	11	19	39	35	42	
"Greece"	24	24	37	17	22	26	37	40	33	47	19	31	44	19	73	161	23	54	53	42	
"Hungary"	17	50	24	80	91	86	71	56	62	45	253	52	8	25	63	75	16	5	7	39	
"Azerbaijan"	3	3	62	10	14	39	1	65	111	24	13	0	43	4	0	6	86	11	56	35	
"Oman"	0	11	14	11	0	32	44	11	0	0	85	0	0	16	14	49	58	42	17	34	
"Australia"	54	55	69	39	44	28	23	52	27	47	19	38	76	21	12	67	40	29	75	33	
"Bahrain"	33	2	13	22	39	9	35	0	4	43	57	4	12	12	43	92	68	43	13	33	
"Qatar"	70	2	53	16	41	11	52	17	11	5	37	15	27	0	69	7	19	33	28	31	
"Cyprus"	8	37	267	56	63	54	1	54	19	26	67	30	8	59	208	65	124	32	64	30	
"Romania"	111	47	100	126	63	174	110	152	122	314	115	106	19	36	51	85	37	108	122	29	
"New Zealand"	84	0	13	3	2	32	0	86	29	37	6	1	12	17	19	5	13	4	20	26	
"Macedonia, The Former Yugoslav Republic of"	10	11	3	14	27	9	12	48	38	13	21	25	9	5	9	6	9	13	27	26	
"South Africa"	0	4	0	1	0	24	24	0	4	0	16	0	0	0	28	23	24	72	25	25	
"Bosnia and Herzegovina"	0	9	38	3	34	14	20	20	48	46	32	11	5	3	37	58	22	20	46	25	
"Tunisia"	32	9	19	84	2	37	44	44	54	34	38	33	33	19	71	38	138	112	43	24	
"Gambia"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	49	0	34	23	
"Mauritius"	13	2	2	0	2	0	5	3	0	2	1	0	1	4	0	0	0	0	5	19	
"India"	4	48	46	27	51	21	0	22	58	13	47	32	29	3	3	14	5	19	27	19	
"Togo"	0	0	2	3	0	0	0	3	0	1	6	0	0	0	0	0	11	3	26	18	
"Tanzania, United Republic of"	3	0	0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	17	
"Turkmenistan"	24	37	85	86	38	75	18	31	12	0	3	0	3	40	36	25	11	30	31	13	
"Libya, State of"	0	0	13	17	110	0	7	13	4	0	0	0	0	0	34	4	56	28	73	13	
"Côte d'Ivoire"	14	21	17	14	18	28	83	48	4	7	49	5	0	49	17	6	91	211	50	12	
"Sri Lanka"	2	0	0	0	0	5	0	0	0	0	9	0	0	0	0	0	0	0	5	12	
"Maldives"	0	1	0	2	0	0	0	0	0	0	2	3	1	2	0	0	0	0	0	11	
"Kazakhstan"	50	4	6	4	3	5	0	82	0	58	0	2	0	0	10	0	26	4	1	11	
"Paraguay"	69	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	18	0	11	
"Ghana"	0	14	1	4	8	0	0	8	0	2	0	6	0	0	0	17	0	0	3	10	
"Brunei Darussalam"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	7	8	
"Mali"	54	72	0	41	18	0	0	45	0	40	107	126	41	15	32	20	40	0	20	8	
"Lithuania"	14	10	16	0	25	19	1	24	21	64	43	14	23	0	13	18	4	13	11	8	
"Syrian Arab Republic"	11	1	25	2	0	0	0	0	0	1	0	0	2	4	7	3	11	0	16	7	
"Montenegro"	0	3	1	23	7	2	24	5	2	8	2	1	0	1	1	1	8	38	46	6	
"Norway"	0	0	0	0	0	7	0	0	0	2	6	9	0	0	0	8	6	7	10	5	
"Saint Vincent and the Grenadines"	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	
"Free Zones"	128	132	24	17	19	2	11	1	16	30	22	47	38	91	5	41	11	30	1	4	
"Kenya"	33	0	13	0	2	0	0	0	9	10	0	5	0	0	0	0	2	0	0	4	
"Korea, Republic of"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	
"Latvia"	0	0	0	0	2	4	4	0	0	0	0	0	0	0	0	0	0	7	2	3	
"Gabon"	0	0	0	0	12	0	0	0	0	0	32	15	0	0	1	0	0	0	16	3	
"Guyana"	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	
"Hong Kong, China"	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	
"Moldova, Republic of"	0	21	6	0	0	11	0	9	5	14	13	0	0	1	0	1	0	7	6	1	
"Cameroon"	0	3	0	6	2	0	0	0	1	0	5	4	0	0	25	0	0	0	12	1	
"Uganda"	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	
"Burkina Faso"	1	10	8	0	0	1	0	0	0	0	0	3	0	17	0	5	0	2	0	0	
"Uruguay"	0	0	6	0	0	0	0	6	0	0	6	3	0	0	1	0	0	2	0	0	
"Uzbekistan"	8	49	0	11	0	14	0	0	0	0	0	3	1	4	5	1	3	6	3	0	
"Rwanda"	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
"Guinea-Bissau"	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	2	0	
"Peru"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Niger"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
"Nigeria"	0	40	0	0	3	0	0	3	8	0	0	0	0	1	0	9	7	2	0	0	
"New Caledonia"	0	3	0	0	0	0	0	0	0	5	2	1	0	0	0	0	6	7	1	0	
"Tajikistan"	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	
"Thailand"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	
"Somalia"	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
"Sudan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
"Sudan (before 2012)"	0	0	0	0	0	22	0	0	0	84	17	1	0	0	43	0	0	0	0	0	
"Singapore"	3	1	0	10	0	9	1	4	0	0	0	3	0	2	0	0	1	1	1	0	
"Viet Nam"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
"Seychelles"	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	
"Myanmar"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Belarus"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	16	0	0	
"Bolivia, Plurinational State of"	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	
"Bangladesh"	0	0	0	0	74	0	4	0	0	0	0	40	0	0	0	41	104	21	0	0	
"Angola"	0	0	0	0	0	0	0	0	0	2	2	0	0	9	0	0	0	0	0	0	
"Afghanistan"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
"Albania"	0	0	0	8	2	0	0	24	0	0	0	0	0	0	0	27	0	0	28	0	
"Ethiopia"	0	0	0	0	12	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
"Estonia"	0	3	0	0	2	25	0	10	0	2	3	0	1	7	0	8	6	6	11	0	
"Palestine, State of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	
"Chile"	0	0	0	0	12	0	0	0	0	13	0	0	9	2	0	0	0	0	21	0	
"China"	0	0	5	0	2	0	0	3	1	16	0	15	1	0	10	18	16	31	17	0	
"Congo"	0	0	0	0	0	0	0	0	11	8	0	0	0	0	3	0	0	0	0	0	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	
"Taipei, Chinese"	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	8	0	
"Mongolia"	0	3	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
"Mozambique"	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	
"Liberia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	
"Mauritania"	0	0	0	0	0	0	0	17	0	3	0	1	0	0	15	0	17	0	0	0	
"Guinea"	10	0	18	0	0	0	19	0	0	1	0	0	0	0	4	6	0	0	0	0	
"Kyrgyzstan"	0	0	1	1	0	1	0	2	0	0	1	5	0	0	2	0	0	0	0	0	
"Japan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
