Importers	Exported value in 2009-M09	Exported value in 2009-M10	Exported value in 2009-M11	Exported value in 2009-M12	Exported value in 2010-M01	Exported value in 2010-M02	Exported value in 2010-M03	Exported value in 2010-M04	Exported value in 2010-M05	Exported value in 2010-M06	Exported value in 2010-M07	Exported value in 2010-M08	Exported value in 2010-M09	Exported value in 2010-M10	Exported value in 2010-M11	Exported value in 2010-M12	Exported value in 2011-M01	Exported value in 2011-M02	Exported value in 2011-M03	Exported value in 2011-M04	
"Gabon"	0	0	14	0	0	0	52	0	42	0	0	0	0	61	0	0	0	0	66	0	
"Ghana"	0	14	76	153	0	0	0	26	27	0	20	34	0	21	40	138	0	4	18	0	
"Bahrain"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	5	0	0	
"Bolivia, Plurinational State of"	0	0	1	0	0	0	0	0	0	6	0	24	0	0	0	0	5	0	0	0	
"Cabo Verde"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	14	0	
"Chad"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	
"Belarus"	0	0	0	0	0	0	0	0	0	1	0	0	0	0	45	0	17	21	2	0	
"Cameroon"	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Montenegro"	0	15	0	0	0	0	16	4	4	9	3	9	5	3	3	7	1	19	0	0	
"Oman"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Nepal"	6	0	0	18	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	
"Mali"	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mauritania"	0	0	0	0	0	0	0	10	0	8	0	0	0	0	17	0	15	0	0	0	
"Taipei, Chinese"	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	8	0	
"New Caledonia"	0	0	0	18	0	0	0	0	0	25	0	9	0	0	0	0	0	0	0	0	
"Niger"	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	
"Nigeria"	19	0	0	0	0	0	0	0	51	87	0	0	170	5	1	0	0	14	125	0	
"Norway"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	20	0	0	
"Pakistan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	
"Guinea"	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	49	11	0	0	0	
"Iceland"	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Libya, State of"	1294	2238	556	992	9	15	1009	1481	1448	4036	6	798	1944	8	25	22	11	345	0	0	
"Côte d'Ivoire"	35	0	0	20	0	25	31	0	0	42	6	24	0	0	28	0	0	20	0	0	
