Importers	Exported value in 2006-M07	Exported value in 2006-M08	Exported value in 2006-M09	Exported value in 2006-M10	Exported value in 2006-M11	Exported value in 2006-M12	Exported value in 2007-M01	Exported value in 2007-M02	Exported value in 2007-M03	Exported value in 2007-M04	Exported value in 2007-M05	Exported value in 2007-M06	Exported value in 2007-M07	Exported value in 2007-M08	Exported value in 2007-M09	Exported value in 2007-M10	Exported value in 2007-M11	Exported value in 2007-M12	Exported value in 2008-M01	Exported value in 2008-M02	
"Ireland"	72	21	127	81	142	207	31	81	69	16	220	42	79	66	40	184	82	33	38	7	
"Kazakhstan"	56	262	10	35	19	47	0	39	59	69	103	15	66	106	35	26	269	43	5	7	
"Greece"	15	13	34	35	36	8	39	113	90	35	114	52	60	38	22	25	38	156	45	7	
"Malta"	18	0	8	15	19	25	0	11	4	0	4	4	110	20	0	3	0	0	0	5	
"Mongolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	
"Macedonia, The Former Yugoslav Republic of"	0	0	1	0	0	4	0	0	1	19	0	44	0	109	16	72	4	19	4	5	
"Free Zones"	21	2	3	3	10	19	8	0	10	61	19	4	4	1	0	0	0	4	0	4	
"Egypt"	0	9	0	0	0	9	0	15	0	2	0	6	0	0	0	5	0	0	17	3	
"Maldives"	0	0	2	0	0	0	0	1	0	0	0	2	0	0	3	2	0	0	0	3	
"Singapore"	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	
"Kyrgyzstan"	2	3	4	0	0	2	0	0	2	1	0	1	0	0	1	0	0	0	1	1	
"Belarus"	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	8	0	1	
"Cameroon"	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	
"Cabo Verde"	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Sri Lanka"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Chile"	0	0	0	0	48	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"China"	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	
"Colombia"	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
"Congo"	0	0	0	0	1	0	6	0	5	0	0	0	0	0	0	7	2	0	0	0	
"Costa Rica"	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Algeria"	0	0	0	9	46	0	0	0	0	0	0	20	26	6	0	0	0	0	0	0	
"Afghanistan"	0	0	1	0	39	0	0	0	0	0	21	3	0	0	0	0	0	0	0	0	
"Australia"	0	7	3	6	12	11	0	13	0	11	28	7	4	75	0	38	4	14	14	0	
"Bahrain"	0	0	0	0	0	0	0	28	0	0	0	11	0	0	0	6	5	0	0	0	
"Bangladesh"	0	0	34	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Hong Kong, China"	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	
"Ghana"	0	0	3	10	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	
"Djibouti"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	
"Gabon"	0	0	0	0	0	0	0	0	0	0	0	0	8	0	4	0	0	10	0	0	
"Estonia"	0	0	0	10	44	5	0	0	28	12	38	1	11	10	1	17	6	2	5	0	
"Faroe Islands"	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
"Brazil"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
"Lebanon"	8	0	0	0	0	16	17	74	47	5	118	0	8	3	0	75	0	26	12	0	
"Latvia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	
"Libya, State of"	19	0	56	0	0	0	2	0	49	0	0	32	0	0	0	32	45	14	173	0	
"Lithuania"	26	16	38	72	145	88	7	17	25	70	356	66	86	6	77	89	44	55	25	0	
"Luxembourg"	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	4	0	1	0	0	
"Jordan"	42	134	131	0	94	0	0	129	0	9	26	87	47	65	83	175	15	9	0	0	
"Kenya"	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	
"Korea, Republic of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
"Kuwait"	0	0	0	0	19	0	19	0	15	0	13	55	75	0	19	35	38	0	0	0	
"Côte d'Ivoire"	4	0	0	23	0	46	0	0	9	45	0	25	0	0	0	0	0	0	53	0	
"Iceland"	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	
"Indonesia"	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mali"	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	
"Mauritania"	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Montenegro"	0	0	0	0	0	0	0	0	12	1	0	0	0	0	6	0	0	0	6	0	
"Saudi Arabia"	5	8	0	0	0	17	0	2	6	0	0	2	0	0	0	0	0	0	0	0	
"Senegal"	0	72	33	28	0	52	79	55	45	5	8	25	25	0	25	39	27	0	92	0	
"Serbia"	0	0	0	0	0	5	0	3	3	12	69	67	34	3	22	1	63	29	40	0	
"India"	0	0	0	0	1	0	5	0	4	6	4	0	0	0	0	0	0	0	0	0	
"Viet Nam"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	
"New Zealand"	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	
"Nigeria"	41	0	0	0	0	0	0	0	33	0	6	0	0	2	0	0	0	0	0	0	
"Norway"	138	27	19	0	125	164	15	43	27	0	0	0	0	0	0	0	0	0	0	0	
"Pakistan"	0	0	18	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	
"South Africa"	0	0	27	0	0	0	0	0	0	0	11	13	0	30	0	0	0	0	16	0	
"Sudan (before 2012)"	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	
"Syrian Arab Republic"	0	0	11	0	0	0	0	0	0	0	2	25	0	23	0	0	46	0	0	0	
"Tajikistan"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	15	0	0	0	0	
"Togo"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Tunisia"	0	12	0	0	0	0	0	0	0	0	0	0	0	0	12	26	0	0	0	0	
"United States of America"	0	3	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
"United States Minor Outlying Islands"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	
"Uzbekistan"	0	0	6	1	0	0	0	0	5	0	0	0	5	1	2	1	0	0	0	0	
"Yemen"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Tanzania, United Republic of"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
