Importers	Exported value in 2009-M09	Exported value in 2009-M10	Exported value in 2009-M11	Exported value in 2009-M12	Exported value in 2010-M01	Exported value in 2010-M02	Exported value in 2010-M03	Exported value in 2010-M04	Exported value in 2010-M05	Exported value in 2010-M06	Exported value in 2010-M07	Exported value in 2010-M08	Exported value in 2010-M09	Exported value in 2010-M10	Exported value in 2010-M11	Exported value in 2010-M12	Exported value in 2011-M01	Exported value in 2011-M02	Exported value in 2011-M03	Exported value in 2011-M04	
"Finland"	16	16	16	8	36	79	62	24	175	123	36	41	98	101	50	70	22	89	0	85	
"Czech Republic"	4	29	9	0	0	0	14	20	6	17	87	32	65	27	70	16	39	59	39	75	
"Kuwait"	0	16	0	16	17	67	39	107	272	0	18	0	3	47	0	0	16	19	21	73	
"Cyprus"	44	24	34	5	13	22	10	27	65	18	30	12	18	10	13	68	2	8	11	67	
"Lithuania"	54	51	40	19	2	4	235	33	135	222	16	29	21	23	19	12	1	4	22	65	
"Ireland"	62	228	77	142	103	61	76	78	67	178	29	108	72	99	42	106	13	84	54	58	
"Romania"	50	165	145	68	16	19	7	19	14	35	12	32	36	169	171	75	17	6	12	45	
"Saudi Arabia"	0	30	11	0	0	0	0	35	15	0	19	0	0	31	0	14	61	0	0	44	
"Slovakia"	0	0	0	0	0	0	2	12	2	1	29	4	19	23	0	19	3	3	0	39	
"Senegal"	0	80	0	26	6	33	72	82	25	30	137	118	33	51	62	105	36	90	76	38	
"Russian Federation"	0	74	71	61	0	0	199	36	173	128	186	40	56	80	153	130	2	2	46	38	
"Macedonia, The Former Yugoslav Republic of"	49	60	23	33	17	10	45	10	9	73	23	62	83	45	32	20	12	23	21	31	
"United Arab Emirates"	159	30	589	91	1	3	69	80	84	81	69	45	85	108	158	259	71	30	234	26	
"Norway"	0	0	0	0	0	0	0	0	0	7	0	47	25	30	27	46	17	68	213	25	
"Benin"	34	0	0	0	26	0	0	0	0	0	0	0	0	24	0	35	0	0	21	20	
"Lebanon"	26	24	7	136	96	75	130	144	25	37	32	0	37	110	19	62	58	26	49	19	
"Palestine, State of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	18	
"Kazakhstan"	0	19	16	5	16	10	10	5	3	6	4	13	1	13	18	6	0	1	6	17	
"Mali"	1	6	0	0	0	0	21	0	0	0	37	0	12	0	0	0	0	0	18	17	
"Oman"	7	7	0	2	0	0	0	0	0	0	0	0	1	16	0	0	0	16	29	17	
"Kyrgyzstan"	0	1	0	0	0	18	7	2	0	0	3	3	0	1	0	0	0	0	0	16	
"Australia"	24	25	35	21	24	0	0	0	21	27	47	22	10	30	0	28	23	14	8	16	
"Serbia"	7	39	10	2	25	0	13	20	13	25	13	17	68	60	33	38	20	13	29	15	
"Congo"	0	4	0	0	0	4	0	0	0	0	0	3	0	1	4	0	21	9	0	13	
"Malta"	21	21	39	0	0	4	11	25	8	0	0	0	8	16	43	41	11	7	0	13	
"Egypt"	336	144	767	32	0	1060	1128	779	0	1190	1203	491	462	30	0	57	119	0	0	5	
"Burkina Faso"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	
"Nigeria"	0	0	0	0	0	0	3	0	10	18	0	0	8	10	110	7	25	0	22	3	
"Free Zones"	5	0	0	2	3	17	0	0	0	55	56	0	0	37	1	0	0	0	0	3	
"Estonia"	16	0	3	0	0	0	0	0	19	26	8	4	0	0	0	0	0	0	0	2	
"Afghanistan"	0	0	0	31	0	0	0	3	71	1	0	0	2	0	0	0	0	4	3	2	
"Montenegro"	0	0	1	5	0	0	0	4	0	7	30	6	0	14	0	3	0	0	2	1	
"Morocco"	2	0	64	3	47	2	11	51	0	39	31	3	18	8	0	0	0	5	47	0	
"New Caledonia"	0	0	0	2	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	
"Mauritania"	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	
"Mauritius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	
"Moldova, Republic of"	0	0	8	0	0	5	1	7	3	8	1	0	5	1	0	8	1	0	20	0	
"Latvia"	4	0	0	2	0	0	5	0	0	16	14	0	8	0	0	0	0	0	0	0	
"Libya, State of"	169	234	79	137	0	40	19	87	48	169	78	46	9	26	0	39	0	48	0	0	
"Luxembourg"	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Malaysia"	0	0	0	41	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
"Maldives"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	
"Kenya"	0	23	0	0	0	0	20	0	0	0	0	0	1	11	21	0	0	0	0	0	
"Côte d'Ivoire"	23	0	0	0	36	6	25	0	14	22	0	12	0	0	20	0	0	0	0	0	
"Ghana"	0	0	0	0	0	0	0	17	0	8	0	0	0	0	0	0	0	0	0	0	
"Guinea"	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	9	0	0	0	
"Guyana"	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	
"Iceland"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Albania"	0	0	2	0	0	0	0	0	6	5	31	4	0	0	0	0	0	5	0	0	
"Angola"	0	0	0	0	0	0	14	21	4	3	8	0	0	22	0	13	0	0	0	0	
"Argentina"	93	16	0	0	0	0	0	0	0	0	0	0	86	0	0	0	14	41	42	0	
"Bahrain"	0	28	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	
"Burundi"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cameroon"	0	0	0	0	0	0	0	4	0	0	0	0	3	0	4	0	0	0	0	0	
"Canada"	0	0	0	0	0	0	26	61	48	60	85	0	0	0	0	0	0	0	0	0	
"Cabo Verde"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	
"Sri Lanka"	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"China"	0	0	0	0	0	0	0	0	0	20	0	5	21	0	0	0	0	0	0	0	
"Comoros"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	
"Faroe Islands"	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	
"Falkland Islands (Malvinas)"	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Dominican Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Equatorial Guinea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
"Gambia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
"Djibouti"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Gabon"	0	0	9	10	0	0	17	0	9	0	0	0	0	16	0	0	0	0	23	0	
"Croatia"	42	87	103	60	154	35	117	42	11	67	118	43	112	108	112	204	31	14	26	0	
"Bolivia, Plurinational State of"	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"United States of America"	0	0	0	0	486	27	97	556	788	939	371	101	22	0	0	0	0	0	0	0	
"Pakistan"	0	0	0	0	0	0	0	27	0	0	0	0	14	0	0	0	0	26	0	0	
"Paraguay"	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Qatar"	0	0	0	0	0	10	0	0	0	15	0	0	0	0	0	0	13	14	0	0	
"India"	0	0	0	0	16	1	7	0	17	6	7	34	10	32	27	7	0	1	28	0	
"Singapore"	0	0	0	0	2	0	0	0	4	1	0	7	8	0	0	0	0	2	6	0	
"Slovenia"	346	123	7	39	2	111	45	16	0	9	0	122	81	92	65	18	47	72	69	0	
"South Africa"	17	0	17	0	17	0	0	0	0	13	0	13	18	15	0	32	0	0	30	0	
"Sudan (before 2012)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	
"Uruguay"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	
"Uzbekistan"	1	0	0	0	5	3	2	5	8	1	0	5	0	0	0	0	0	0	0	0	
"Yemen"	0	0	1	0	0	0	0	0	0	0	0	0	16	0	11	4	0	3	0	0	
"Tanzania, United Republic of"	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	1	0	
"Tunisia"	24	0	0	0	0	0	0	21	0	20	20	0	78	0	0	182	0	0	6	0	
"Uganda"	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	5	0	
"Syrian Arab Republic"	15	21	13	89	21	0	142	200	0	23	31	42	22	0	0	9	0	0	0	0	
"Togo"	0	0	0	10	0	0	0	0	32	0	0	7	0	0	0	0	0	0	0	0	
