Importers	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	Exported value in 2017-M09	Exported value in 2017-M10	Exported value in 2017-M11	Exported value in 2017-M12	Exported value in 2018-M01	Exported value in 2018-M02	Exported value in 2018-M03	Exported value in 2018-M04	Exported value in 2018-M05	Exported value in 2018-M06	
"Ukraine"	509	317	271	1014	1001	997	634	736	963	860	964	1345	2018	780	349	540	247	421	1687	1535	
"Canada"	856	1252	492	790	874	984	672	582	1039	904	683	556	314	1103	863	991	1313	498	759	1328	
"Netherlands"	1247	1423	479	847	827	553	1275	1249	1811	1283	1420	1653	1577	1529	704	887	1632	707	1140	1237	
"Portugal"	391	440	179	559	532	516	453	681	974	952	705	993	753	452	562	603	749	598	1085	955	
"China"	99	673	335	701	1941	1547	978	2698	1220	1851	1000	2073	1784	1013	3438	2896	2194	1350	1258	753	
"Bulgaria"	308	294	129	198	358	433	433	662	517	637	331	456	425	338	211	277	370	716	764	751	
"Croatia"	332	247	287	174	309	140	519	397	791	322	310	419	334	327	240	290	368	417	595	738	
"Georgia"	312	310	242	102	295	129	541	654	447	746	449	364	875	889	81	122	131	229	549	626	
"Australia"	275	686	512	188	431	314	530	1200	780	309	194	592	129	419	307	85	150	102	281	563	
"Denmark"	457	363	167	373	621	269	402	591	322	623	347	652	308	403	362	285	395	558	344	550	
"Libya, State of"	52	203	0	180	0	765	595	24	691	0	0	160	173	26	119	144	281	199	390	465	
"Serbia"	339	410	166	176	322	260	474	465	407	791	342	377	406	409	257	357	546	449	630	441	
"Azerbaijan"	227	465	118	300	252	250	331	417	447	563	246	397	342	438	207	288	601	500	391	412	
"India"	139	194	179	269	628	133	222	323	373	548	401	135	293	86	160	455	353	237	381	403	
"Bangladesh"	7	342	0	0	0	270	369	86	5	0	89	0	0	221	0	5	0	158	106	362	
"Jordan"	178	1117	143	903	1080	1433	2104	880	120	165	174	168	208	173	313	259	479	589	1370	351	
"Hungary"	289	109	71	105	134	275	320	391	231	197	256	362	649	158	190	215	288	299	345	335	
"Cyprus"	572	615	231	335	128	205	258	480	206	347	394	447	491	758	198	68	256	574	378	322	
"Belgium"	404	277	303	49	167	376	290	441	296	710	411	221	383	361	325	257	376	353	337	311	
"Russian Federation"	405	255	37	104	74	151	269	192	174	313	155	116	278	8	111	302	701	296	352	268	
"Czech Republic"	300	384	181	322	404	117	341	263	296	635	367	666	440	397	348	106	290	250	50	246	
"Macedonia, The Former Yugoslav Republic of"	192	235	89	111	146	127	40	222	238	288	140	115	117	213	47	144	182	90	272	241	
"Austria"	218	191	127	186	224	107	422	230	174	263	230	188	246	259	148	303	807	213	135	199	
"Bosnia and Herzegovina"	75	82	44	49	127	117	134	156	152	193	141	136	142	190	107	233	247	152	192	192	
"Finland"	149	106	47	82	149	221	89	99	102	135	108	99	135	112	123	89	57	219	129	179	
"Tunisia"	528	346	410	574	1827	404	814	1092	323	485	275	640	164	117	146	21	243	419	338	169	
"Slovenia"	49	37	72	131	148	127	190	223	159	188	181	90	84	118	37	57	210	251	157	167	
"Syrian Arab Republic"	0	0	7	7	49	178	154	145	174	161	20	0	116	21	4	53	361	220	1261	155	
"Moldova, Republic of"	44	8	7	0	62	83	81	57	1	29	37	49	44	86	57	31	40	127	30	146	
"Singapore"	53	172	157	92	205	218	189	4	76	78	45	86	89	70	79	106	66	109	110	144	
"Slovakia"	149	65	124	91	161	96	38	98	238	11	261	297	210	232	181	74	86	401	137	137	
"Argentina"	0	7	1	218	111	270	762	123	561	989	256	656	434	160	310	228	32	370	508	134	
"Ireland"	123	353	80	50	159	91	90	72	174	260	243	326	307	96	199	237	78	232	177	131	
"Kazakhstan"	50	11	2	19	30	0	85	39	95	52	181	91	84	31	27	29	28	51	16	123	
"Saudi Arabia"	146	19	0	341	206	716	296	15	684	202	571	38	36	6	6	347	364	137	233	101	
"South Africa"	121	188	118	119	136	17	199	112	15	82	113	87	85	148	62	178	69	227	143	97	
"Malaysia"	59	125	69	159	68	43	24	3	1	41	38	61	27	1	39	22	86	181	86	94	
"United Arab Emirates"	486	236	69	669	1050	422	1270	850	739	721	467	901	770	1090	530	289	196	124	200	88	
"Lebanon"	283	696	64	126	169	369	584	230	446	90	213	384	350	428	60	140	738	319	150	81	
"Switzerland"	111	56	51	131	72	121	80	51	57	119	125	118	103	94	56	54	95	95	115	72	
"Malta"	94	90	37	63	28	86	55	77	35	88	64	95	94	101	60	81	95	127	134	72	
"Kuwait"	100	44	22	165	118	131	50	71	101	90	59	130	90	157	34	102	94	104	47	69	
"New Zealand"	81	195	77	15	97	42	117	27	52	139	81	101	63	146	74	50	99	82	144	63	
"Thailand"	37	79	63	110	160	56	7	2	49	11	32	43	45	205	144	112	252	127	223	63	
"Hong Kong, China"	37	18	16	32	21	15	55	50	0	57	11	69	52	8	0	16	43	24	107	62	
"Montenegro"	1	3	17	7	29	61	34	40	28	24	16	19	27	18	4	5	13	29	24	61	
"Albania"	133	47	0	29	8	96	21	131	208	95	57	181	124	77	50	26	29	30	102	54	
"Nigeria"	0	0	3	0	12	0	21	25	1	3	37	77	1	29	1	26	0	0	0	42	
"Uzbekistan"	0	3	0	21	0	1	4	4	1	82	22	0	60	0	0	83	43	0	130	41	
"Senegal"	139	114	52	89	3	24	93	201	110	133	61	107	54	104	17	83	74	68	101	41	
"Benin"	31	22	0	13	0	0	0	0	0	33	13	0	13	0	0	0	4	15	16	35	
"Chile"	130	2	37	1	0	24	23	23	0	0	15	2	0	117	0	182	26	19	70	31	
"Tajikistan"	59	11	24	20	21	10	0	15	0	25	21	23	6	43	0	7	28	16	25	29	
"Togo"	27	0	0	0	0	0	18	7	35	15	0	0	0	15	0	15	16	0	20	29	
"Turkmenistan"	182	186	59	275	406	174	340	202	281	110	63	70	97	72	0	37	86	189	85	20	
"Qatar"	54	14	16	5	39	0	0	76	4	14	0	39	45	49	536	0	33	14	40	20	
"Peru"	8	12	11	0	0	0	0	15	45	0	42	0	0	0	0	0	13	13	9	16	
"New Caledonia"	25	9	13	0	21	0	36	11	15	0	4	0	0	0	0	0	25	0	12	16	
"Burkina Faso"	25	0	10	8	0	2	18	28	0	1	5	0	1	0	0	0	0	0	1	16	
"Brunei Darussalam"	0	0	0	16	0	0	5	6	0	13	3	14	0	13	0	11	0	35	0	15	
"Lithuania"	41	44	19	19	40	36	11	22	20	3	14	38	14	19	13	24	5	45	52	13	
"Seychelles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	
"Mongolia"	94	109	0	0	0	0	0	0	0	0	0	0	0	47	0	20	0	26	44	13	
"Norway"	19	0	0	0	11	2	2	1	0	5	8	0	1	16	13	2	23	0	7	13	
"Uruguay"	66	19	22	0	11	3	82	130	0	85	27	55	58	19	167	14	17	28	24	12	
"Congo"	13	0	0	13	0	0	1	13	6	0	18	0	0	0	0	12	0	0	0	12	
"Myanmar"	0	16	2	14	42	3	0	0	0	0	0	0	0	0	0	0	4	0	11	9	
"Sri Lanka"	29	0	0	9	11	0	34	0	0	17	0	0	39	0	57	49	0	15	0	7	
"Estonia"	7	1	4	28	0	0	38	0	14	74	8	12	13	0	4	21	34	0	30	5	
"Sudan"	0	0	0	0	70	15	1	54	85	8	0	0	3	0	43	64	2	0	0	4	
"Kyrgyzstan"	23	0	17	19	14	0	0	13	0	19	0	5	29	0	0	20	0	15	16	3	
"Gabon"	16	63	0	0	11	9	0	0	151	84	24	3	0	8	0	14	2	18	5	3	
"Saint Vincent and the Grenadines"	17	0	0	0	25	0	0	0	0	34	21	28	0	43	0	0	0	0	7	2	
"Yemen"	0	20	0	173	517	0	0	326	230	114	188	16	148	91	0	115	27	100	46	1	
"Wallis and Futuna Islands"	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Tanzania, United Republic of"	9	0	0	0	6	0	0	0	0	22	0	0	0	1	0	1	1	26	0	0	
"Free Zones"	819	667	186	216	164	50	215	136	226	191	639	561	400	235	92	62	35	49	39	0	
"Uganda"	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
"Sudan (before 2012)"	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Somalia"	0	0	0	0	0	0	8	7	0	1	0	1	0	0	0	0	0	0	0	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	
"Viet Nam"	10	0	0	4	0	77	1	11	39	85	1	1	24	47	0	102	0	53	59	0	
"Guinea-Bissau"	0	13	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	
"Rwanda"	0	17	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
"Saint Lucia"	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
"Pakistan"	1	4	0	3	2	10	0	0	8	295	353	620	11	675	145	66	0	74	3	0	
"Paraguay"	37	1	0	0	0	28	43	0	0	59	0	37	24	24	32	0	0	7	0	0	
"Philippines"	0	7	0	0	1	46	36	14	1	42	0	0	0	0	0	1	30	15	15	0	
"Niger"	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	15	0	19	0	
"Aruba"	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mozambique"	0	0	6	0	15	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	
"Oman"	24	0	0	43	0	0	0	11	25	7	0	22	0	16	0	0	0	0	1	0	
"Nepal"	0	0	9	5	9	0	6	0	0	0	0	0	2	21	0	0	4	10	14	0	
"Maldives"	0	1	0	12	4	6	0	28	8	14	0	0	0	3	0	0	0	0	0	0	
"Mali"	10	23	13	0	18	1	2	0	2	0	0	0	14	57	6	0	0	0	0	0	
"Mauritania"	11	29	0	0	10	29	1	44	0	30	19	11	0	0	0	0	19	0	0	0	
"Mauritius"	78	28	9	38	27	29	0	0	32	23	0	20	6	36	4	0	42	5	40	0	
"Mexico"	0	2	0	0	0	14	0	0	0	61	0	0	0	0	0	0	0	0	0	0	
"Taipei, Chinese"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Côte d'Ivoire"	26	42	0	12	42	18	16	34	134	15	14	0	0	35	69	0	25	10	71	0	
"Japan"	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	3	3	0	0	0	
"Kenya"	0	0	10	8	0	7	12	45	6	55	0	48	48	16	13	7	23	0	0	0	
"Korea, Republic of"	0	1	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	3	0	
"Madagascar"	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	
"Latvia"	0	0	0	0	0	0	9	0	5	5	0	0	0	0	0	3	6	0	0	0	
"Liberia"	2	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	
"Fiji"	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	2	0	
"Gambia"	0	0	0	0	0	0	15	0	0	67	30	0	0	0	0	0	36	0	0	0	
"Palestine, State of"	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Djibouti"	21	0	116	0	0	0	0	0	0	30	0	0	0	44	16	29	0	0	0	0	
"Iceland"	1	0	0	0	20	0	0	0	0	0	0	0	0	0	8	0	0	7	0	0	
"Indonesia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	
"Iran, Islamic Republic of"	1049	1094	2716	458	758	1850	1370	923	544	1173	320	1110	1139	206	6	515	417	0	21	0	
"Guinea"	24	30	0	0	0	23	0	1	23	26	9	0	0	17	0	4	20	0	2	0	
"Guyana"	0	0	15	0	11	0	17	0	0	36	42	0	0	0	0	0	60	18	0	0	
"Ghana"	19	64	28	33	16	121	13	38	25	18	97	0	30	57	0	2	1	6	14	0	
"Chad"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	
"Cabo Verde"	0	28	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	53	0	
"Dominican Republic"	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	
"Ecuador"	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Equatorial Guinea"	0	0	0	0	21	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	
"Ethiopia"	446	32	0	0	330	312	374	590	491	614	213	0	50	257	198	15	241	0	0	0	
"Belarus"	0	0	0	0	0	0	0	80	0	0	1	0	0	0	0	0	0	16	0	0	
"Cameroon"	17	18	0	0	18	15	0	0	22	12	38	43	33	1	3	29	0	0	0	0	
"Brazil"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	88	105	0	0	0	0	0	0	39	0	0	63	178	82	0	26	0	0	0	0	
"Bahrain"	31	5	0	0	27	13	70	71	148	13	139	3	0	0	0	10	94	20	18	0	
"Angola"	0	0	0	0	0	0	0	0	0	0	71	7	0	83	0	0	0	0	0	0	
"Afghanistan"	0	0	0	0	2	0	310	2	0	5	0	0	0	0	0	0	0	0	0	0	
