Importers	Exported value in 2011-M04	Exported value in 2011-M05	Exported value in 2011-M06	Exported value in 2011-M07	Exported value in 2011-M08	Exported value in 2011-M09	Exported value in 2011-M10	Exported value in 2011-M11	Exported value in 2011-M12	Exported value in 2012-M01	Exported value in 2012-M02	Exported value in 2012-M03	Exported value in 2012-M04	Exported value in 2012-M05	Exported value in 2012-M06	Exported value in 2012-M07	Exported value in 2012-M08	Exported value in 2012-M09	Exported value in 2012-M10	Exported value in 2012-M11	
"Sweden"	384	371	527	711	82	98	285	267	29	105	199	570	606	563	583	158	292	78	312	164	
"Greece"	152	667	896	351	502	52	164	89	24	49	106	272	356	228	221	93	170	27	94	158	
"Chile"	0	0	687	0	0	0	70	42	75	0	54	0	44	46	0	685	149	113	0	156	
"Denmark"	689	459	621	295	150	211	201	88	415	179	586	816	493	712	452	309	293	159	394	146	
"Poland"	1658	1322	874	830	764	863	196	863	707	671	252	74	513	351	435	429	618	208	318	134	
"Uzbekistan"	503	51	168	31	183	0	7	146	92	0	306	293	91	50	276	15	75	53	2	131	
"Lebanon"	201	38	322	92	62	3	27	0	0	403	164	281	170	75	79	73	95	174	12	116	
"Slovakia"	1132	129	677	501	730	356	92	793	563	86	11	0	437	729	100	29	319	183	133	114	
"Morocco"	342	18	156	116	24	52	190	112	216	214	298	458	217	196	572	50	6	82	26	94	
"Hungary"	387	282	469	457	286	291	243	181	128	356	227	589	507	463	316	166	41	165	97	86	
"Egypt"	161	148	164	199	187	73	63	246	600	174	538	119	120	352	215	19	22	1	124	84	
"Spain"	124	550	738	295	426	194	187	233	247	114	187	160	149	771	285	230	50	113	52	80	
"Iran, Islamic Republic of"	646	1321	814	516	1920	46	685	653	887	450	339	148	204	163	246	344	156	402	853	78	
"Switzerland"	156	143	367	161	267	137	98	111	61	161	323	149	120	69	173	44	102	136	69	75	
"Serbia"	565	718	991	345	26	72	136	250	240	6	302	750	451	325	325	29	27	52	63	74	
"Austria"	5	7	23	145	38	6	67	11	15	27	103	31	38	53	61	31	27	139	125	74	
"China"	0	0	10	19	8	0	1	0	0	0	0	0	0	10	0	142	3	328	800	71	
"Turkmenistan"	262	427	285	247	121	243	459	39	23	174	197	212	243	958	521	142	407	196	238	66	
"Kuwait"	167	193	146	122	86	15	0	0	50	103	243	52	37	54	10	48	117	48	62	63	
"South Africa"	230	0	601	202	675	358	235	0	220	0	273	0	1	8	0	20	0	34	227	59	
"Finland"	71	0	118	126	0	0	0	75	0	9	0	33	14	254	0	6	24	18	81	44	
"Ireland"	49	141	28	18	37	0	96	74	0	0	47	20	0	16	0	159	34	0	134	42	
"Czech Republic"	720	133	195	300	74	481	608	64	352	14	145	190	671	424	439	520	259	75	251	41	
"Belarus"	0	0	0	0	128	0	0	114	0	0	0	0	0	11	51	20	102	0	0	34	
"Portugal"	242	76	103	60	72	16	23	13	3	9	16	19	72	68	16	29	69	0	0	34	
"Kenya"	122	95	82	30	111	30	387	83	145	106	0	92	44	72	0	0	96	94	69	27	
"Mauritania"	0	0	2	0	0	0	0	6	0	13	0	21	0	0	8	0	52	0	100	23	
"Venezuela, Bolivarian Republic of"	0	0	0	74	0	0	2	0	4	9	0	2	0	16	0	4	0	0	63	20	
"Canada"	76	0	33	0	130	0	7	2	0	0	9	35	27	3	0	31	74	0	0	20	
"Cyprus"	163	176	178	99	78	49	52	85	147	12	21	107	125	321	301	131	97	172	59	19	
"Jordan"	26	16	124	75	149	46	0	6	223	626	185	154	151	67	50	15	0	51	0	14	
"Japan"	0	9	4	12	0	0	20	10	621	10	24	6	24	25	12	29	4	5	3	13	
"Bangladesh"	0	6	0	214	0	0	0	0	214	0	0	130	130	2	247	0	0	0	0	13	
"Madagascar"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	
"Qatar"	0	28	0	3	0	5	0	15	13	56	4	7	70	8	61	3	0	0	30	12	
"Malta"	38	119	0	20	1	0	3	0	0	0	0	8	0	47	9	10	5	0	4	12	
"Albania"	178	103	153	38	4	3	22	11	12	0	0	110	416	407	182	96	23	0	1	11	
"Macedonia, The Former Yugoslav Republic of"	372	250	325	30	74	0	26	0	8	0	0	61	368	368	139	99	49	31	18	10	
"Philippines"	0	0	0	0	39	0	32	13	0	0	0	3	7	0	0	0	3	1	117	9	
"Estonia"	0	0	8	3	12	23	11	0	0	0	0	0	56	0	15	48	5	0	0	9	
"Senegal"	0	0	0	0	0	0	26	0	38	0	0	0	0	22	0	0	0	0	0	8	
"Burkina Faso"	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	
"Guinea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	
"Tanzania, United Republic of"	18	0	1	2	0	0	28	39	0	6	0	0	0	1	7	0	0	0	0	6	
"Tajikistan"	25	9	13	0	0	0	0	29	0	77	0	38	14	4	24	52	4	0	14	6	
"Free Zones"	34	36	110	37	21	0	10	1	13	3	8	16	5	32	4	17	7	37	27	5	
"Rwanda"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	
"Hong Kong, China"	1	5	0	0	31	2	0	3	2	2	0	0	0	10	2	2	0	0	8	5	
"Croatia"	736	871	407	413	29	0	0	3	0	2	435	1084	677	425	663	30	0	15	0	5	
"Yemen"	0	0	43	15	24	0	1	0	0	4	0	0	11	0	0	0	0	0	24	4	
"Oman"	0	26	53	0	51	0	24	0	0	0	0	152	0	37	39	3	8	37	7	3	
"Bosnia and Herzegovina"	340	108	361	62	14	0	62	3	0	0	91	326	458	95	66	23	42	22	0	2	
"Liberia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
"Iceland"	0	0	30	12	0	0	0	0	0	0	24	0	0	0	0	0	0	0	20	1	
"Ghana"	0	0	7	0	0	0	0	0	0	0	0	0	0	126	37	0	1	0	0	1	
"Taipei, Chinese"	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	9	0	3	1	
"Tunisia"	213	16	22	17	89	49	0	0	26	11	3	276	61	56	11	0	0	0	19	1	
"Uganda"	37	10	14	0	153	4	82	149	0	0	0	0	48	0	43	0	0	25	25	0	
"Thailand"	0	0	8	6	5	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	
"Trinidad and Tobago"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	
"Syrian Arab Republic"	194	0	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Uruguay"	0	0	28	0	0	0	0	9	0	0	0	0	0	0	0	0	0	22	0	0	
"Zambia"	0	18	0	0	40	0	55	37	0	25	0	0	0	0	0	31	0	0	0	0	
"Area Nes"	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	
"Mongolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	
"Moldova, Republic of"	38	30	114	173	116	136	0	3	15	1	437	75	62	110	30	36	28	8	8	0	
"Montenegro"	116	73	19	20	15	0	36	0	0	1	149	120	119	169	14	0	8	0	0	0	
"Mauritius"	0	0	0	0	3	0	4	0	0	10	0	0	0	0	0	2	0	0	27	0	
"Mexico"	0	0	10	0	27	0	0	0	0	9	0	24	0	0	0	60	0	0	0	0	
"Mozambique"	0	0	0	0	40	0	38	55	0	0	12	0	0	5	0	5	1	0	0	0	
"New Zealand"	2	0	28	0	0	0	0	25	0	5	0	10	0	151	18	0	5	0	0	0	
"Nigeria"	0	8	0	0	82	0	266	0	0	0	56	0	0	0	33	0	32	41	44	0	
"Pakistan"	0	0	0	0	1	0	0	0	0	0	23	0	0	169	20	0	0	0	0	0	
"Paraguay"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	
"India"	8	59	17	0	10	17	0	0	11	0	12	0	0	158	0	2	20	5	9	0	
"Singapore"	0	50	0	0	0	55	0	0	0	0	0	0	25	0	8	0	22	0	0	0	
"Zimbabwe"	0	0	0	21	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
"Sudan (before 2012)"	0	11	17	5	0	0	0	4	81	0	23	0	0	9	3	0	21	0	8	0	
"Viet Nam"	9	1	0	0	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	
"Slovenia"	283	409	77	27	106	0	0	0	12	0	6	29	332	111	176	1	10	0	0	0	
"Somalia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Guatemala"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
"Gambia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
"Palestine, State of"	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"French Southern and Antarctic Territories"	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	
"Gabon"	0	36	0	0	0	0	0	69	0	0	0	0	29	18	0	0	32	19	0	0	
"Indonesia"	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Côte d'Ivoire"	0	0	0	0	0	6	0	0	0	0	0	0	0	0	15	0	0	0	0	0	
"Lithuania"	0	0	8	21	0	0	0	0	0	0	1	0	161	0	69	72	17	0	0	0	
"Luxembourg"	2	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	
"Malaysia"	0	0	0	0	8	0	0	6	0	13	0	7	0	88	0	0	82	0	0	0	
"Maldives"	0	10	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mali"	0	0	0	0	0	0	1	0	0	0	12	0	17	0	7	0	0	0	0	0	
"Korea, Republic of"	0	0	1	38	0	0	0	0	0	0	0	0	7	0	0	0	1	0	132	0	
"Latvia"	0	0	4	3	20	0	0	0	0	0	0	0	46	0	174	65	0	0	0	0	
"Brazil"	0	0	81	121	59	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	
"Cameroon"	0	0	0	0	3	0	26	0	0	0	0	0	50	0	0	0	0	0	61	0	
"Myanmar"	0	0	10	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	
"Algeria"	708	193	6	77	39	92	74	55	42	10	68	57	74	245	122	0	6	53	256	0	
"Angola"	0	0	0	0	40	0	152	0	0	0	0	0	0	0	17	0	0	0	0	0	
"Afghanistan"	13	10	0	0	32	0	0	37	6	21	18	0	12	11	0	12	0	74	0	0	
"Bahrain"	0	0	0	22	0	0	0	0	4	134	0	17	25	160	0	0	0	0	0	0	
"Cuba"	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	
"Sri Lanka"	2	9	309	0	0	0	0	4	268	10	2	0	5	0	15	0	0	222	192	0	
"Chad"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Colombia"	0	0	0	37	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	
"Congo"	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Ecuador"	268	1096	0	414	375	0	0	0	930	375	0	0	0	0	27	0	0	0	0	0	
"Ethiopia"	0	0	0	0	0	5	5	0	0	0	0	28	0	64	0	17	9	5	0	0	
"Benin"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
