Importers	Exported value in 2006-M07	Exported value in 2006-M08	Exported value in 2006-M09	Exported value in 2006-M10	Exported value in 2006-M11	Exported value in 2006-M12	Exported value in 2007-M01	Exported value in 2007-M02	Exported value in 2007-M03	Exported value in 2007-M04	Exported value in 2007-M05	Exported value in 2007-M06	Exported value in 2007-M07	Exported value in 2007-M08	Exported value in 2007-M09	Exported value in 2007-M10	Exported value in 2007-M11	Exported value in 2007-M12	Exported value in 2008-M01	Exported value in 2008-M02	
"Azerbaijan"	85	348	45	9	37	10	39	25	4	8	167	39	95	205	108	61	17	39	82	37	
"Mauritania"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	34	
"Cyprus"	69	77	77	146	20	52	36	74	69	102	171	155	200	72	61	20	139	151	12	30	
"Korea, Republic of"	1	0	0	0	11	0	0	4	22	0	0	37	0	2	27	1	4	14	0	27	
"Spain"	55	303	88	0	27	0	65	35	128	50	137	157	125	46	30	13	0	1	29	19	
"Saudi Arabia"	30	26	15	16	264	10	29	8	84	0	2	25	2	42	75	0	173	83	0	17	
"Poland"	180	208	14	22	57	12	393	619	971	27	189	13	32	5	99	4	58	0	23	12	
"Japan"	0	1	129	47	0	42	0	9	6	43	1	4	10	0	6	0	6	0	13	12	
"Senegal"	0	6	0	0	0	8	0	0	0	0	20	0	0	0	0	36	0	0	0	8	
"Turkmenistan"	2	16	16	7	19	25	19	3	2	0	3	8	6	1	5	0	0	3	3	8	
"Libya, State of"	2	2	92	0	0	0	0	2	132	4	4	5	0	16	58	1	8	81	72	6	
"Hong Kong, China"	13	31	41	12	27	10	0	0	0	28	34	0	0	0	1	55	5	18	6	5	
"Singapore"	0	1	14	0	0	31	0	0	0	6	0	5	0	0	0	0	3	0	9	5	
"Denmark"	5	0	4	25	0	2	0	23	0	116	115	27	228	204	99	0	60	0	51	2	
"Algeria"	8	18	0	24	20	0	6	15	36	10	11	29	2	36	0	26	10	0	0	2	
"Angola"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	
"Belarus"	0	0	0	0	117	0	0	0	0	0	26	0	3	0	0	0	0	34	0	1	
"Czech Republic"	5	11	1	10	26	0	33	69	0	149	75	44	45	26	32	0	5	0	25	1	
"Brazil"	0	0	36	0	0	0	0	0	0	40	0	0	0	0	0	0	4	1	1	1	
"Finland"	0	0	0	0	0	0	1	0	0	0	103	0	0	6	0	0	0	10	0	1	
"Iran, Islamic Republic of"	0	0	1	0	0	10	0	3	3	1	0	26	14	2	0	11	0	0	20	1	
"Lithuania"	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	
"United Arab Emirates"	4	0	8	0	20	0	11	21	2	6	28	29	42	0	0	0	19	52	6	1	
"Macedonia, The Former Yugoslav Republic of"	121	0	195	0	4	0	0	17	8	35	24	35	1	31	0	0	17	19	0	1	
"Egypt"	0	0	1	5	7	2	11	0	0	12	10	10	0	10	4	11	0	0	23	0	
"Tanzania, United Republic of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Burkina Faso"	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
"Uzbekistan"	0	0	2	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	1	0	
"Venezuela, Bolivarian Republic of"	0	0	0	0	0	18	0	0	53	0	0	0	29	0	0	0	0	49	0	0	
"Yemen"	0	0	0	0	0	0	0	0	0	0	0	92	23	0	0	1	0	0	29	0	
"Tunisia"	0	34	0	17	0	0	0	0	88	0	0	0	29	0	0	0	0	0	12	0	
"Syrian Arab Republic"	5	11	19	0	0	0	0	0	0	10	0	0	0	20	0	48	1	52	0	0	
"Tajikistan"	0	0	0	85	0	0	0	0	129	133	0	0	15	0	0	2	0	0	0	0	
"Thailand"	7	2	0	15	11	8	0	4	0	0	0	0	11	0	0	0	0	13	0	0	
"Togo"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Trinidad and Tobago"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	
"Slovakia"	21	0	0	0	0	0	0	34	0	29	9	17	0	0	26	11	27	0	3	0	
"Viet Nam"	0	0	0	0	18	1	0	0	0	17	0	0	0	0	0	0	7	0	0	0	
"Slovenia"	5	0	0	5	0	0	0	0	2	0	0	2	22	0	1	0	0	0	0	0	
"South Africa"	0	0	9	0	3	6	0	46	8	35	33	17	0	0	0	0	16	23	0	0	
"Sudan (before 2012)"	1	4	0	0	2	7	0	0	0	5	0	0	9	0	0	0	1	3	0	0	
"Sweden"	8	18	0	0	13	0	10	0	28	45	140	16	62	59	15	0	11	76	15	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
"India"	0	0	6	0	1	3	2	2	0	22	6	0	2	0	0	0	0	0	4	0	
"Portugal"	56	0	0	0	0	0	8	0	13	32	18	88	3	13	17	14	0	1	131	0	
"Qatar"	3	0	0	0	4	0	0	0	0	0	65	0	1	0	2	0	27	0	0	0	
"Marshall Islands"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
"Pakistan"	0	0	0	8	0	6	0	0	0	0	16	0	0	0	0	0	0	0	0	0	
"Panama"	0	0	0	0	0	0	52	0	0	24	0	0	0	0	0	0	0	0	0	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
"Mexico"	0	0	0	0	0	0	0	0	75	0	0	0	40	0	0	0	0	0	27	0	
"Taipei, Chinese"	0	0	13	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	
"Malaysia"	1	5	0	0	0	1	12	0	0	0	1	0	0	0	0	0	0	0	11	0	
"Maldives"	0	0	1	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	
"Mali"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Malta"	2	0	8	0	0	6	0	0	0	0	19	42	4	4	0	0	0	0	0	0	
"Niger"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
"Nigeria"	0	205	0	0	61	169	0	0	0	0	0	0	5	0	0	1	0	6	1	0	
"Montenegro"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	0	0	
"Morocco"	0	0	0	0	6	0	0	32	37	0	19	28	240	0	0	0	0	18	0	0	
"Oman"	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	
"Iceland"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	
"Indonesia"	0	6	22	0	0	0	23	45	0	0	17	0	0	0	0	0	0	0	0	0	
"Jamaica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	27	0	
"Jordan"	7	3	0	0	0	7	12	37	19	24	0	0	1	0	0	0	0	9	37	0	
"Kenya"	5	0	0	0	0	0	0	0	0	16	0	5	0	0	0	25	120	0	41	0	
"Kuwait"	0	0	0	2	16	0	0	27	0	9	7	44	0	19	0	0	0	18	0	0	
"Kyrgyzstan"	0	4	0	6	83	0	0	0	237	0	1	0	15	0	3	0	0	0	513	0	
"Lebanon"	0	9	0	0	0	0	0	31	0	0	21	0	4	0	3	0	0	0	0	0	
"Latvia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
"Liberia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
"Djibouti"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Gabon"	0	0	13	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	
"Guinea"	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	
"Ghana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	
"Bosnia and Herzegovina"	29	29	0	0	2	0	0	0	0	81	224	93	90	103	8	0	0	0	0	0	
"Dominican Republic"	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	
"Estonia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
"Cambodia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	
"Canada"	0	0	0	0	0	0	0	0	0	11	0	0	0	0	44	9	0	0	0	0	
"Sri Lanka"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	168	0	0	
"China"	0	0	0	0	0	0	0	0	7	0	29	0	0	0	0	0	8	0	0	0	
"Colombia"	0	0	0	0	0	0	0	0	4	0	0	24	0	0	0	0	0	0	59	0	
"Congo"	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	
"Costa Rica"	0	0	0	0	0	0	19	0	0	20	0	0	0	0	0	0	0	0	0	0	
"Croatia"	264	56	30	0	9	0	0	4	754	912	629	46	27	0	0	2	0	0	11	0	
"Afghanistan"	0	0	3	0	9	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	
"Argentina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"Bahrain"	0	0	6	0	0	0	0	14	0	0	4	0	0	0	2	0	8	0	0	0	
"Bangladesh"	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	
