Importers	Exported value in 2012-M11	Exported value in 2012-M12	Exported value in 2013-M01	Exported value in 2013-M02	Exported value in 2013-M03	Exported value in 2013-M04	Exported value in 2013-M05	Exported value in 2013-M06	Exported value in 2013-M07	Exported value in 2013-M08	Exported value in 2013-M09	Exported value in 2013-M10	Exported value in 2013-M11	Exported value in 2013-M12	Exported value in 2014-M01	Exported value in 2014-M02	Exported value in 2014-M03	Exported value in 2014-M04	Exported value in 2014-M05	Exported value in 2014-M06	
"Kuwait"	21	37	0	0	106	230	158	185	7	81	111	173	81	155	13	27	110	45	176	182	
"Portugal"	168	83	134	34	335	398	154	128	206	69	119	59	152	238	187	181	132	167	107	173	
"Romania"	190	146	10	134	72	80	158	71	98	140	64	109	185	81	52	78	92	58	79	161	
"Algeria"	46	16	63	7	66	34	76	115	15	85	0	62	58	18	164	7	219	34	156	158	
"Bulgaria"	107	61	37	85	127	52	95	102	144	113	105	79	78	111	13	11	40	683	66	155	
"Jordan"	42	60	0	63	177	41	406	182	288	62	171	21	30	44	147	20	274	95	198	143	
"Libya, State of"	39	65	254	121	260	50	57	623	169	118	200	89	29	50	5	62	179	153	210	127	
"Canada"	239	58	14	36	45	88	7	25	28	145	238	15	462	80	17	0	524	0	0	118	
"Cyprus"	58	25	32	31	26	22	116	32	34	36	27	14	43	23	6	28	23	28	14	115	
"Croatia"	58	80	29	14	0	3	52	78	4	37	123	213	67	30	64	34	31	180	50	112	
"Senegal"	52	132	17	76	18	0	38	39	63	25	160	34	74	78	37	61	40	60	81	107	
"Hungary"	136	18	3	25	68	12	27	39	119	46	28	64	69	67	0	22	72	24	58	104	
"Turkmenistan"	16	49	53	64	80	39	62	74	11	64	11	48	11	52	33	37	79	101	324	91	
"Poland"	368	341	230	202	205	115	138	179	269	184	333	285	422	165	260	106	199	213	91	90	
"Finland"	36	73	180	104	55	104	122	35	30	46	29	19	90	67	99	35	135	162	226	77	
"Greece"	29	18	15	29	94	13	69	53	43	18	31	17	79	15	49	45	16	20	31	75	
"Ireland"	196	99	78	34	40	57	117	30	26	141	45	116	138	188	113	35	81	169	184	71	
"Netherlands"	78	86	10	63	99	38	12	79	129	74	63	49	105	58	55	154	94	21	121	67	
"Albania"	4	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	1	3	66	
"Georgia"	6	21	13	9	8	65	10	1	85	29	11	14	53	77	28	29	11	117	111	65	
"Lebanon"	78	2	32	7	84	41	54	39	51	77	49	36	79	141	118	68	3	65	95	65	
"Switzerland"	121	0	126	1	33	110	59	6	482	204	73	32	2	25	68	34	130	13	25	64	
"Morocco"	24	24	0	0	1	0	31	0	8	53	25	12	48	23	0	10	1	54	0	63	
"Hong Kong, China"	0	0	0	0	0	1	0	8	2	0	2	4	0	0	3	0	0	0	2	57	
"India"	0	0	1	40	0	0	22	0	0	0	0	30	30	0	28	6	20	64	13	50	
"Argentina"	19	0	0	86	114	171	42	0	0	0	0	124	40	0	0	0	0	0	0	49	
"Czech Republic"	178	87	108	76	97	105	75	38	51	70	95	148	188	92	115	55	87	40	40	39	
"Slovenia"	167	34	157	23	26	50	80	35	174	149	107	99	143	51	63	62	31	1	82	39	
"Serbia"	91	53	18	16	13	110	153	0	26	63	37	14	148	1	42	4	56	320	52	36	
"Lithuania"	90	36	30	13	14	19	62	65	29	75	38	66	108	8	13	69	30	35	58	36	
"Malta"	21	1	18	16	9	19	0	12	23	26	11	13	46	17	19	6	33	1	24	36	
"Mali"	0	0	0	83	19	0	0	94	0	0	20	20	25	9	46	21	38	21	20	34	
"Uzbekistan"	5	21	0	3	5	44	13	0	2	0	0	0	0	8	0	0	14	80	8	32	
"Qatar"	0	34	0	0	0	82	0	84	0	0	0	21	37	3	4	28	6	72	30	29	
"Kazakhstan"	45	9	7	42	12	18	30	3	32	0	21	35	10	6	0	44	6	4	128	24	
"Gabon"	0	1	22	2	0	0	29	0	2	0	20	0	1	7	18	43	24	57	0	24	
"South Africa"	0	0	0	0	41	12	0	0	11	25	13	25	16	23	0	6	0	11	42	21	
"Tunisia"	6	17	48	3	0	84	43	62	0	1	58	0	28	0	3	0	31	104	0	19	
"Bahrain"	0	0	0	0	54	40	79	36	0	0	8	0	0	0	15	55	114	60	123	19	
"Saudi Arabia"	45	0	87	82	49	0	0	174	12	154	9	0	21	23	2	32	87	15	2	18	
"Estonia"	22	3	0	9	0	2	23	26	3	15	0	0	2	0	2	0	2	18	5	16	
"Oman"	0	0	3	0	0	15	13	0	0	5	12	12	0	13	0	13	0	14	18	15	
"Macedonia, The Former Yugoslav Republic of"	41	41	8	25	6	40	20	10	21	25	20	20	56	16	8	18	7	15	18	15	
"Azerbaijan"	24	16	11	175	58	51	54	61	81	87	27	70	52	58	9	34	15	29	51	12	
"Bosnia and Herzegovina"	70	17	14	9	2	0	51	43	13	20	41	16	13	17	2	20	6	7	10	9	
"Chile"	0	0	9	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	9	
"Australia"	33	31	22	33	24	8	40	63	45	98	93	23	31	19	39	57	16	104	67	8	
"Cameroon"	7	7	9	0	0	0	0	0	0	0	0	4	0	10	0	0	0	4	0	7	
"Malaysia"	0	0	0	0	10	0	3	7	14	4	0	0	16	2	0	0	11	0	8	7	
"Latvia"	0	0	0	0	0	0	0	0	0	19	5	0	0	0	0	0	0	0	0	5	
"Slovakia"	68	21	28	55	57	21	19	12	32	35	77	68	76	32	31	62	40	72	59	5	
"Syrian Arab Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	
"Mauritania"	0	0	0	0	17	0	0	0	0	2	0	23	0	0	18	0	0	0	0	2	
"Mongolia"	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	1	0	0	3	1	
"Liberia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	
"Kyrgyzstan"	2	0	0	2	0	1	0	15	11	5	0	0	3	3	0	2	7	0	63	1	
"Palestine, State of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Free Zones"	0	0	0	0	0	0	0	13	20	2	9	8	0	11	1	10	1	0	0	1	
"Tanzania, United Republic of"	0	19	0	5	15	3	0	0	2	0	0	0	6	8	0	0	0	0	0	0	
"Venezuela, Bolivarian Republic of"	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Yemen"	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	4	0	
"Burkina Faso"	8	0	12	0	0	0	31	0	0	0	0	0	1	7	0	6	14	0	9	0	
"Uruguay"	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Uganda"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	
"Sudan (before 2012)"	0	11	0	0	19	0	0	0	16	0	0	0	0	0	0	0	21	0	0	0	
"Tajikistan"	1	1	0	0	0	0	4	0	0	1	1	0	0	0	0	1	1	1	0	0	
"Thailand"	0	0	0	0	2	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	
"Togo"	0	0	0	0	0	21	0	0	0	0	0	0	0	16	0	0	21	0	22	0	
"Trinidad and Tobago"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Somalia"	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Viet Nam"	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	
"Singapore"	2	0	0	0	0	0	2	25	16	0	18	0	34	16	0	0	5	60	26	0	
"Seychelles"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
"Rwanda"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saint Vincent and the Grenadines"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	
"Nepal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	
"Mozambique"	0	0	1	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	
"New Caledonia"	2	0	0	0	3	0	7	0	0	9	0	0	0	6	0	0	3	0	0	0	
"New Zealand"	0	0	0	5	0	4	3	7	2	26	1	0	2	0	8	14	5	2	0	0	
"Niger"	0	0	1	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Nigeria"	0	14	0	0	0	11	0	0	1	0	12	0	0	0	0	1	0	0	0	0	
"Norway"	28	25	26	25	29	47	16	14	0	0	24	18	14	0	6	0	0	18	11	0	
"Pakistan"	2	0	0	20	0	22	0	0	0	0	4	0	0	22	7	0	0	0	0	0	
"Paraguay"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	
"Ghana"	0	0	0	0	0	0	12	6	0	0	0	0	9	53	0	2	0	0	0	0	
"Guinea"	0	2	0	3	11	0	0	0	6	0	0	0	0	0	20	0	0	28	0	0	
"Guyana"	0	16	0	1	0	0	4	0	0	5	0	0	0	0	0	0	12	5	0	0	
"Indonesia"	0	0	0	0	0	0	6	0	0	0	0	4	45	0	0	1	0	0	0	0	
"Kenya"	0	24	0	0	24	0	15	0	1	0	0	13	0	7	0	0	0	4	0	0	
"Korea, Republic of"	0	0	0	0	0	0	0	0	15	0	0	26	0	0	0	0	0	0	0	0	
"Côte d'Ivoire"	0	0	0	0	0	25	28	0	20	0	18	20	28	0	0	0	6	12	2	0	
"Luxembourg"	0	0	28	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	
"Madagascar"	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Moldova, Republic of"	23	0	4	0	0	18	2	27	0	14	0	7	31	7	0	6	0	5	8	0	
"Montenegro"	0	3	0	5	0	1	2	17	0	3	1	3	0	3	0	0	1	0	0	0	
"Mauritius"	0	0	0	0	0	9	2	18	0	0	6	0	0	0	0	0	0	0	0	0	
"Taipei, Chinese"	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	
"Belarus"	21	2	0	4	3	0	3	2	9	10	0	0	0	0	0	1	0	4	0	0	
"Bangladesh"	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	0	0	0	0	57	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	
"Angola"	0	0	0	0	19	22	3	0	0	12	0	19	14	37	0	0	7	16	13	0	
"Afghanistan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	
"China"	0	4	0	4	0	4	10	5	4	2	0	0	1	0	0	0	0	2	0	0	
"Congo"	0	8	0	8	13	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
"Chad"	0	0	0	11	1	0	0	0	0	0	13	0	0	3	0	0	0	0	13	0	
"Ecuador"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Equatorial Guinea"	0	9	9	0	0	2	0	0	2	1	0	0	40	21	0	0	0	0	3	0	
"Ethiopia"	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	
"Faroe Islands"	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Benin"	19	0	0	0	0	0	21	0	0	0	58	25	7	43	0	23	8	0	16	0	
