Importers	Exported value in 2016-M01	Exported value in 2016-M02	Exported value in 2016-M03	Exported value in 2016-M04	Exported value in 2016-M05	Exported value in 2016-M06	Exported value in 2016-M07	Exported value in 2016-M08	Exported value in 2016-M09	Exported value in 2016-M10	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	
"Bosnia and Herzegovina"	16	52	68	67	55	119	89	92	142	73	75	82	44	49	127	117	134	156	152	193	
"Free Zones"	217	135	641	1424	263	114	467	566	356	707	819	667	186	216	164	50	215	136	226	191	
"Slovenia"	54	70	114	28	130	138	108	115	178	61	49	37	72	131	148	127	190	223	172	188	
"Jordan"	256	517	204	1485	617	2037	818	407	207	436	178	1117	143	903	1080	1433	2104	880	120	165	
"Syrian Arab Republic"	38	5	40	3	0	4	8	0	0	0	0	0	7	7	49	178	154	145	174	161	
"New Zealand"	163	120	92	29	56	96	36	115	255	155	81	195	77	15	97	42	117	27	52	139	
"Finland"	0	181	33	64	211	147	115	100	114	105	149	106	47	82	149	221	89	99	102	135	
"Senegal"	5	80	64	137	0	249	144	93	102	88	139	114	52	89	3	24	93	201	110	133	
"Switzerland"	67	43	292	74	232	160	53	41	96	61	111	56	51	131	72	121	80	51	57	119	
"Yemen"	0	59	211	81	116	387	0	36	160	131	0	20	0	173	517	0	0	326	230	114	
"Turkmenistan"	7	369	281	276	281	601	272	259	149	100	182	186	59	275	406	174	340	202	281	110	
"Albania"	57	5	27	165	82	94	92	96	38	129	133	47	0	29	8	96	21	131	208	95	
"Kuwait"	42	102	113	35	163	86	0	134	88	95	100	44	22	165	118	131	50	71	101	90	
"Lebanon"	33	111	247	247	688	125	852	133	451	322	283	696	64	126	169	369	584	230	446	90	
"Malta"	50	94	114	34	72	74	34	117	44	98	94	90	37	63	28	86	55	77	35	88	
"Uruguay"	26	0	39	45	33	15	18	60	32	9	66	19	22	0	11	3	82	130	0	85	
"Viet Nam"	2	27	25	2	0	0	0	45	0	178	10	0	0	4	0	77	1	11	39	85	
"Gabon"	0	5	20	37	0	0	16	32	29	119	16	63	0	0	11	9	0	0	151	84	
"South Africa"	44	68	203	203	48	167	184	121	173	146	121	188	118	119	136	17	199	112	15	82	
"Uzbekistan"	0	65	0	68	47	34	38	13	28	0	0	3	0	21	0	1	4	4	1	82	
"Singapore"	55	127	40	8	222	50	28	22	79	70	53	172	157	92	233	218	189	4	101	78	
"Estonia"	0	7	3	0	16	18	7	19	4	6	7	1	4	28	0	0	38	0	14	74	
"Gambia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	29	67	
"Mexico"	45	0	0	0	0	0	0	0	0	0	0	2	0	0	0	14	0	0	0	61	
"Paraguay"	0	0	0	0	0	0	0	0	0	60	37	1	0	0	0	28	43	0	0	59	
"Hong Kong, China"	3	19	4	76	1	37	13	24	0	39	37	18	16	32	21	15	55	50	0	57	
"Kenya"	0	7	8	0	0	1	89	0	0	5	0	0	10	8	0	7	12	45	6	55	
"Kazakhstan"	0	38	84	46	31	135	4	0	49	79	50	11	2	19	30	0	85	39	95	52	
"Philippines"	0	6	87	4	12	0	0	0	0	0	0	7	0	0	1	46	36	14	1	42	
"Malaysia"	11	8	56	87	110	98	73	68	9	0	59	125	69	159	68	43	24	3	1	41	
"Guyana"	0	8	9	42	0	0	0	0	0	58	0	0	15	0	11	0	17	0	0	36	
"Saint Vincent and the Grenadines"	0	21	20	25	0	0	0	28	0	0	17	0	0	0	25	0	0	0	0	34	
"Benin"	6	12	14	0	59	52	8	0	13	31	31	22	0	13	0	0	0	0	21	33	
"Djibouti"	0	0	53	0	26	6	44	0	0	42	21	0	116	0	0	0	0	0	0	30	
"Mauritania"	0	0	0	0	14	7	0	0	0	49	11	29	0	0	10	29	1	44	0	30	
"Moldova, Republic of"	0	33	14	0	0	29	5	9	52	27	44	8	7	0	62	90	81	57	1	29	
"Guinea"	0	7	38	59	23	50	13	30	105	11	24	30	0	0	0	23	0	1	23	26	
"Tajikistan"	0	25	13	5	20	34	15	0	14	14	59	11	24	20	21	10	0	15	0	25	
"Montenegro"	0	3	19	25	69	17	29	35	10	12	1	3	17	7	29	61	34	40	28	24	
"Mauritius"	0	13	65	0	28	0	22	0	0	10	78	28	9	38	27	29	0	0	32	23	
"Tanzania, United Republic of"	0	0	0	0	30	0	0	0	0	0	9	0	0	0	6	0	0	0	0	22	
"Kyrgyzstan"	0	0	13	0	0	15	0	12	0	26	23	0	17	19	14	0	0	13	0	19	
"Ghana"	13	55	33	20	72	51	0	148	25	36	19	64	28	33	16	121	13	38	25	18	
"Dominican Republic"	0	0	0	9	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	
"Sri Lanka"	144	11	33	21	0	0	5	4	21	36	29	0	0	9	11	0	34	0	0	17	
"Fiji"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	
"Côte d'Ivoire"	44	43	0	98	67	0	17	15	22	20	26	42	0	12	42	18	16	34	134	15	
"Togo"	0	0	20	6	0	0	2	15	9	0	27	0	0	0	0	0	18	7	49	15	
"Maldives"	0	0	0	0	3	0	0	9	0	11	0	1	0	12	4	6	0	28	8	14	
"Qatar"	5	29	143	36	71	30	64	15	48	21	54	14	16	5	39	0	0	76	4	14	
"Brunei Darussalam"	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	5	6	5	13	
"Bahrain"	9	24	61	43	183	91	0	53	21	19	31	5	0	0	27	13	70	71	148	13	
"Cameroon"	0	19	0	35	10	0	0	0	8	0	17	18	0	0	18	15	0	0	22	12	
"Thailand"	70	70	47	13	21	6	40	31	25	45	37	79	63	110	160	56	7	2	49	11	
"Slovakia"	36	55	28	15	73	4	57	185	139	83	149	65	124	91	161	96	38	98	238	11	
"Sudan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	54	85	8	
"Mozambique"	0	0	0	4	0	0	0	0	0	1	0	0	6	0	15	1	0	0	0	7	
"Oman"	0	0	0	0	22	0	20	0	28	0	24	0	0	43	0	0	0	11	25	7	
"Norway"	0	1	26	2	51	0	0	0	46	0	19	0	0	0	11	2	2	1	0	5	
"Afghanistan"	16	0	0	0	8	0	13	0	0	0	0	0	0	0	2	0	310	2	0	5	
"Latvia"	0	7	0	0	5	15	5	0	10	0	0	0	0	0	0	0	9	0	5	5	
"Lithuania"	38	19	2	52	46	18	6	29	42	50	41	44	19	19	40	36	11	22	20	3	
"Nigeria"	6	15	4	0	0	0	1	0	0	0	0	0	3	0	12	0	21	25	1	3	
"Somalia"	0	0	20	21	1	1	0	6	0	0	0	0	0	0	0	0	8	7	0	1	
"Burkina Faso"	0	0	18	0	0	14	0	0	0	0	25	0	10	8	0	2	18	28	0	1	
"Venezuela, Bolivarian Republic of"	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Wallis and Futuna Islands"	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	
"Uganda"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	
"Sudan (before 2012)"	0	35	47	20	40	32	23	36	50	37	17	0	0	0	70	0	0	0	0	0	
"Niger"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
"Peru"	14	0	15	0	15	15	0	28	0	14	8	12	11	0	0	0	0	15	45	0	
"Guinea-Bissau"	0	0	0	0	0	9	0	0	0	0	0	13	0	0	0	0	0	0	23	0	
"Rwanda"	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	4	0	0	0	0	
"Saint Lucia"	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	
"Nepal"	3	4	10	0	3	12	4	0	0	0	0	0	9	5	9	0	6	0	0	0	
"Netherlands Antilles"	0	0	0	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Aruba"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	
"New Caledonia"	0	8	0	0	0	18	0	0	11	0	25	9	13	0	21	0	36	11	15	0	
"Mali"	0	13	0	0	0	0	0	0	0	0	10	23	13	0	18	1	2	0	2	0	
"Taipei, Chinese"	0	0	23	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	
"Mongolia"	0	35	24	43	0	6	31	67	28	0	94	109	0	0	0	0	0	0	0	0	
"Liberia"	0	0	0	0	0	6	0	0	0	0	2	0	0	0	7	0	0	0	0	0	
"Libya, State of"	1178	775	680	260	2322	607	347	639	239	176	52	203	0	180	0	765	595	24	691	0	
"Korea, Republic of"	0	0	8	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	
"Japan"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Palestine, State of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	
"Iceland"	0	0	0	0	15	0	0	0	29	0	1	0	0	0	20	0	0	0	0	0	
"Bangladesh"	73	22	0	52	190	0	404	7	0	18	7	342	0	0	0	270	369	86	5	0	
"Myanmar"	0	0	0	6	0	0	19	0	7	12	0	16	2	14	42	3	0	0	0	0	
"Belarus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	
"Brazil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
"Bolivia, Plurinational State of"	36	0	14	23	14	0	0	0	43	134	88	105	0	0	0	0	0	0	39	0	
"Ecuador"	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	94	0	0	0	0	
"Equatorial Guinea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	
"Chile"	0	23	0	23	24	0	0	142	0	0	130	2	37	1	0	24	23	23	0	0	
"Cabo Verde"	29	0	0	0	30	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	
"Central African Republic"	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	
"Colombia"	19	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Congo"	0	0	0	0	0	15	0	0	0	11	13	0	0	13	0	0	1	13	6	0	
"Congo, Democratic Republic of the"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	
