Importers	Exported value in 2016-M11	Exported value in 2016-M12	Exported value in 2017-M01	Exported value in 2017-M02	Exported value in 2017-M03	Exported value in 2017-M04	Exported value in 2017-M05	Exported value in 2017-M06	Exported value in 2017-M07	Exported value in 2017-M08	Exported value in 2017-M09	Exported value in 2017-M10	Exported value in 2017-M11	Exported value in 2017-M12	Exported value in 2018-M01	Exported value in 2018-M02	Exported value in 2018-M03	Exported value in 2018-M04	Exported value in 2018-M05	Exported value in 2018-M06	
"Switzerland"	126	48	16	35	241	69	57	226	96	71	81	211	139	56	10	125	131	231	123	193	
"Ukraine"	158	61	134	292	2691	233	560	192	132	259	134	312	284	131	68	40	407	396	656	190	
"Hungary"	258	80	156	190	591	841	509	132	305	201	133	168	131	213	920	500	634	249	409	182	
"Kuwait"	39	114	59	31	46	34	77	78	120	211	87	209	61	85	83	45	124	70	43	168	
"Albania"	57	19	20	197	221	221	141	266	41	59	26	33	85	27	0	182	295	441	269	157	
"Korea, Republic of"	0	90	127	107	18	45	2	52	73	118	0	62	3	69	50	0	84	124	8	155	
"Malaysia"	0	17	0	1	0	0	0	0	0	20	15	1	0	25	0	1	41	0	3	145	
"Kyrgyzstan"	112	251	112	199	151	2	0	168	219	66	29	84	0	0	120	87	47	490	106	134	
"Greece"	63	45	37	579	447	315	253	190	165	134	111	45	107	98	89	140	257	272	223	123	
"Oman"	182	77	72	76	214	0	109	56	3	8	13	201	57	335	41	48	103	64	6	121	
"Sweden"	540	188	49	108	163	161	59	19	90	40	89	81	12	95	160	236	169	199	135	117	
"Lebanon"	80	342	227	640	243	235	182	351	216	558	45	29	348	442	222	861	793	361	127	117	
"Macedonia, The Former Yugoslav Republic of"	28	38	21	34	254	163	136	208	62	35	24	5	111	21	35	74	146	423	253	96	
"Tajikistan"	2	2	0	106	31	181	31	93	31	267	0	111	106	2	0	0	0	52	179	94	
"Ecuador"	0	0	0	273	179	266	0	0	0	0	0	0	0	0	0	0	0	0	853	94	
"Chile"	0	21	63	32	23	35	0	0	43	40	11	74	37	39	34	84	110	22	14	58	
"China"	0	0	0	2	0	0	0	4	0	0	0	0	0	4	0	0	0	0	45	57	
"Australia"	71	49	138	43	8	66	0	97	94	151	69	49	92	20	162	13	13	106	5	55	
"Moldova, Republic of"	9	9	3	16	127	156	18	64	169	11	18	35	24	29	28	12	178	365	29	51	
"Iran, Islamic Republic of"	132	443	254	404	90	187	118	109	153	203	194	166	338	205	248	254	111	118	151	49	
"Tunisia"	108	91	239	26	336	156	247	90	28	110	86	278	168	1323	168	110	217	42	342	41	
"Nigeria"	252	0	43	14	2	0	3	2	0	9	37	156	626	66	4	111	0	715	4	40	
"Portugal"	62	18	0	32	227	64	102	200	35	26	77	59	21	39	46	261	95	233	225	36	
"Senegal"	17	1	1	0	162	189	4	4	25	32	134	0	31	21	1	151	115	26	0	36	
"Japan"	42	16	30	59	26	21	25	32	16	35	29	12	18	0	17	44	47	3	11	35	
"Bahrain"	17	38	4	12	11	4	16	12	5	7	21	7	0	26	0	18	14	1	161	35	
"Finland"	32	6	58	0	50	5	1	0	40	0	8	0	0	0	0	42	26	0	2	30	
"Togo"	4	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	27	
"Syrian Arab Republic"	13	24	0	5	9	47	16	9	14	5	10	60	4	11	4	8	38	67	42	26	
"Montenegro"	0	0	0	0	16	36	61	39	21	0	0	22	52	181	0	2	89	42	32	26	
"Pakistan"	0	0	0	0	9	36	100	12	7	0	0	0	25	7	35	4	15	40	0	25	
"Austria"	25	33	34	8	42	45	23	17	4	64	22	20	48	0	56	6	58	28	42	25	
"Mauritius"	40	12	26	0	0	0	0	14	17	86	44	1	0	0	30	12	20	12	3	24	
"Slovenia"	0	0	0	0	79	230	245	40	93	0	69	10	7	81	40	0	266	128	54	24	
"Norway"	188	47	11	0	35	79	46	3	15	46	57	55	44	40	56	18	48	67	50	23	
"Indonesia"	296	36	0	23	0	0	26	0	113	30	0	8	131	508	78	0	270	15	0	19	
"New Zealand"	0	6	0	0	0	4	5	2	9	12	26	4	6	8	13	0	0	0	6	18	
"Slovakia"	33	21	0	65	84	184	39	65	49	24	60	55	43	42	21	37	50	14	137	18	
"Canada"	55	48	14	5	238	18	59	12	33	65	48	46	61	56	37	76	51	129	168	16	
"Colombia"	0	0	0	19	19	1	0	0	7	0	0	0	0	0	0	0	0	0	0	14	
"Belarus"	29	19	5	0	0	0	0	21	1	0	0	12	0	0	3	0	2	26	5	14	
"Central African Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	
"Free Zones"	1	0	4	11	4	3	0	3	0	0	3	82	14	68	26	0	2	0	1	8	
"Malta"	0	0	1	0	0	2	15	17	10	12	3	9	1	35	0	34	12	0	23	7	
"Ghana"	61	5	4	0	0	0	0	0	26	57	0	2	6	0	24	0	3	11	34	5	
"Taipei, Chinese"	0	0	0	0	0	0	0	0	0	0	0	5	14	10	4	8	6	27	0	4	
"Turkmenistan"	40	135	75	525	87	66	291	130	239	183	33	2	292	27	121	2	11	7	136	3	
"Malawi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
"Latvia"	0	0	0	33	39	0	2	3	0	0	4	0	2	1	0	23	55	3	22	1	
"Sri Lanka"	70	27	14	0	4	0	27	0	33	35	0	0	1	28	0	1	0	1	0	1	
"Afghanistan"	13	7	0	2	1	0	293	25	101	30	0	56	12	0	0	17	54	1	0	1	
"Angola"	16	1	0	16	0	0	20	17	0	0	0	0	0	3	0	0	13	1	0	0	
"Cameroon"	0	6	0	0	0	0	10	0	0	13	7	0	0	0	39	0	0	6	0	0	
"Brazil"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Brunei Darussalam"	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	
"Bhutan"	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	
"Bolivia, Plurinational State of"	0	75	0	0	0	0	128	0	69	0	0	0	0	0	0	425	0	0	0	0	
"Chad"	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	
"Congo"	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	
"Costa Rica"	0	0	4	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	
"Equatorial Guinea"	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Estonia"	0	0	86	18	0	0	3	0	0	0	0	0	1	0	0	41	14	52	20	0	
"Fiji"	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	
"Benin"	5	5	0	0	0	0	0	0	0	0	2	0	0	0	26	0	0	0	21	0	
"Liberia"	9	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Lithuania"	2	0	0	3	74	0	60	11	1	0	5	1	8	0	0	31	0	0	85	0	
"Luxembourg"	0	0	0	22	0	0	0	5	0	0	0	0	0	0	0	14	0	0	7	0	
"Madagascar"	8	0	0	0	4	0	13	0	0	0	0	4	1	0	0	0	0	0	0	0	
"Kenya"	2	16	76	0	29	33	26	84	31	10	32	132	0	31	24	178	17	88	138	0	
"Côte d'Ivoire"	0	0	0	0	0	54	0	7	0	0	0	2	0	0	0	0	46	21	55	0	
"Iceland"	0	0	51	6	0	14	4	0	0	0	0	0	0	0	0	0	44	27	5	0	
"Guatemala"	0	0	0	0	0	82	0	0	0	0	0	7	0	0	0	0	0	0	0	0	
"Guinea"	0	7	0	0	0	0	38	0	0	0	0	0	1	0	0	0	4	4	5	0	
"Honduras"	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Hong Kong, China"	0	0	0	0	0	9	0	21	2	1	0	9	16	2	0	1	0	25	0	0	
"Djibouti"	0	0	0	0	0	0	0	49	1	0	0	0	0	0	0	33	0	28	9	0	
"Gabon"	13	57	0	0	0	0	32	0	0	36	0	17	0	30	0	0	40	0	0	0	
"Gambia"	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	
"Palestine, State of"	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Mexico"	8	0	1	0	0	0	97	0	0	10	0	18	0	21	0	0	0	0	0	0	
"Mauritania"	0	7	0	0	0	13	7	0	0	0	19	2	5	0	39	0	0	10	0	0	
"Maldives"	1	0	0	2	0	0	0	0	38	0	34	1	36	0	0	2	0	1	33	0	
"Mali"	0	3	2	27	0	23	0	3	8	62	10	0	55	0	102	28	9	0	35	0	
"Mozambique"	2	0	0	0	0	0	0	0	0	0	22	0	1	0	0	0	0	0	0	0	
"Nepal"	0	0	0	0	0	0	0	0	4	0	21	0	0	0	0	5	0	2	0	0	
"New Caledonia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	
"Niger"	0	52	0	0	0	0	0	0	0	40	0	0	0	0	0	0	11	0	0	0	
"Panama"	17	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	
"Paraguay"	0	0	0	221	0	0	0	173	12	189	302	82	0	0	0	0	6	0	201	0	
"Peru"	0	0	28	0	9	0	0	0	23	117	251	281	0	0	21	7	0	0	0	0	
"Philippines"	0	11	0	0	7	0	0	0	0	0	0	2	0	13	0	0	0	17	9	0	
"Rwanda"	0	0	0	0	0	0	0	0	0	0	0	0	154	48	0	0	91	5	0	0	
"Uganda"	177	196	12	10	0	28	16	0	6	0	0	0	4	4	12	13	30	11	12	0	
"Trinidad and Tobago"	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	
"Tanzania, United Republic of"	126	20	0	12	1	52	16	11	14	9	0	6	351	6	8	724	243	0	22	0	
"Yemen"	0	0	0	0	65	44	0	0	0	0	1	0	0	0	0	0	0	0	76	0	
"Zambia"	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	31	11	5	20	0	
"Burkina Faso"	7	19	3	4	2	0	1	0	2	6	18	0	0	0	0	0	0	0	0	0	
"Uruguay"	26	26	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	
"Viet Nam"	4	20	3	7	0	44	102	70	82	0	9	6	0	12	23	0	4	3	0	0	
"Somalia"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	9	10	0	0	
"Singapore"	0	41	6	5	34	9	19	78	23	3	22	0	23	0	11	1	18	3	0	0	
"Seychelles"	8	0	8	1	0	0	0	9	0	0	0	0	13	0	0	0	27	0	0	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	3	0	0	18	0	23	8	0	0	0	
"Thailand"	0	1	1	0	6	5	4	10	0	0	0	5	0	0	0	0	0	0	0	0	
"Sudan"	0	0	0	0	9	25	23	0	158	89	40	0	1281	139	0	3	11	7	14	0	
"Sudan (before 2012)"	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
