Importers	Exported value in 2014-M06	Exported value in 2014-M07	Exported value in 2014-M08	Exported value in 2014-M09	Exported value in 2014-M10	Exported value in 2014-M11	Exported value in 2014-M12	Exported value in 2015-M01	Exported value in 2015-M02	Exported value in 2015-M03	Exported value in 2015-M04	Exported value in 2015-M05	Exported value in 2015-M06	Exported value in 2015-M07	Exported value in 2015-M08	Exported value in 2015-M09	Exported value in 2015-M10	Exported value in 2015-M11	Exported value in 2015-M12	Exported value in 2016-M01	
"Qatar"	48	0	0	8	44	42	29	25	8	10	55	5	126	115	46	4	26	37	38	92	
"Korea, Republic of"	22	23	0	0	18	37	0	44	0	52	42	0	127	91	0	0	0	81	100	83	
"Azerbaijan"	1799	648	400	1201	1137	846	354	474	306	702	1551	1152	436	1011	372	301	229	312	166	82	
"Romania"	1164	697	481	535	138	403	124	507	1203	841	973	1271	583	29	228	121	342	920	598	78	
"Cyprus"	686	121	77	46	48	245	114	48	26	45	185	193	274	108	116	29	87	194	106	74	
"Bulgaria"	754	1148	1391	622	515	396	177	87	932	1232	646	436	390	635	269	338	533	338	8	72	
"Albania"	154	151	60	74	46	0	21	47	144	39	259	149	119	64	84	84	0	105	52	70	
"Bolivia, Plurinational State of"	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	64	
"Kazakhstan"	186	1807	17	105	7	141	474	317	748	646	1085	520	180	76	148	311	91	37	992	63	
"Georgia"	839	678	396	150	193	268	683	68	423	1108	925	354	651	565	425	351	615	329	206	63	
"Slovakia"	124	0	103	109	57	53	39	120	10	112	80	77	28	217	103	49	53	63	218	59	
"India"	2	2	2	0	0	0	8	0	0	1	1	14	0	11	1	105	3	0	15	57	
"Chile"	0	22	41	141	0	52	44	21	0	66	0	32	90	57	0	186	427	0	0	45	
"Rwanda"	0	43	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	41	
"Senegal"	0	0	0	10	26	0	0	0	0	0	57	0	27	18	29	0	7	68	0	38	
"Cambodia"	0	0	0	0	0	0	0	3	0	0	0	17	0	0	0	29	0	0	0	35	
"Lithuania"	33	0	0	0	0	0	0	0	0	0	44	43	73	1	0	0	0	0	0	35	
"Japan"	3	67	27	43	6	5	19	27	39	16	24	33	39	74	48	20	31	0	10	34	
"Switzerland"	19	215	242	209	124	46	120	79	126	104	21	154	122	35	133	70	140	10	87	33	
"Russian Federation"	2379	1127	229	567	1076	804	643	509	85	653	153	117	160	99	367	677	407	163	0	26	
"Kyrgyzstan"	157	318	8	25	133	118	124	0	0	539	100	25	268	1	0	0	0	42	24	26	
"Austria"	6	88	5	48	48	16	27	10	31	5	13	5	28	4	67	29	53	28	19	22	
"Uganda"	1	377	0	3	4	0	0	4	329	18	29	13	0	0	19	0	9	0	2	22	
"Sri Lanka"	0	251	8	0	42	0	265	18	0	0	0	0	239	1	34	0	58	4	18	17	
"Greece"	322	398	61	98	56	65	12	82	98	132	79	186	193	99	22	146	77	48	126	17	
"Kenya"	0	38	26	22	9	80	36	16	234	45	33	0	0	36	77	132	96	26	19	16	
"Tanzania, United Republic of"	0	41	0	13	0	2	28	9	1	0	27	25	5	0	14	0	30	16	0	14	
"Slovenia"	196	0	0	14	0	0	0	0	0	88	174	134	107	12	0	0	0	0	0	12	
"Macedonia, The Former Yugoslav Republic of"	114	97	62	0	15	2	10	1	34	96	363	159	150	62	34	0	29	7	69	9	
"Oman"	26	55	0	3	0	349	22	10	0	37	50	61	60	38	13	95	313	33	0	9	
"Ghana"	0	0	0	22	4	220	169	232	0	0	60	48	2	25	0	0	0	911	1030	8	
"Singapore"	0	19	0	116	1	0	31	3	0	9	36	20	21	22	21	27	20	73	31	7	
"Maldives"	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	4	2	0	6	
"Ukraine"	18	268	60	336	477	264	241	299	122	396	299	551	696	260	480	231	213	123	301	5	
"Montenegro"	56	4	0	21	0	0	55	92	17	39	36	63	44	0	0	0	0	8	0	4	
"Cameroon"	187	0	48	23	0	1	8	0	2	0	0	0	0	23	0	0	0	481	0	4	
"Canada"	0	0	0	0	0	0	17	0	0	12	0	0	2	0	0	0	7	0	0	4	
"Belarus"	20	0	0	0	0	12	0	0	0	0	0	0	1	0	6	0	7	0	0	4	
"Panama"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	3	
"New Zealand"	0	0	172	8	0	9	5	0	0	0	0	0	6	0	1	0	21	0	0	3	
"Pakistan"	43	0	0	7	0	0	0	30	8	0	2	0	270	19	0	0	14	0	0	2	
"Mauritania"	2	22	0	0	0	10	0	95	0	2	16	3	8	0	0	0	0	11	15	2	
"Mauritius"	0	0	0	6	7	9	88	0	0	4	5	5	3	1	2	0	3	55	1	2	
"Egypt"	98	52	135	122	46	100	141	107	610	281	348	256	368	573	402	340	117	439	195	2	
"Thailand"	6	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
"Syrian Arab Republic"	14	44	25	0	0	2	0	0	1	1	13	1	66	145	4	13	0	1	22	1	
"China"	0	0	0	0	2	7	0	2	0	0	0	3	0	0	0	1	0	0	0	1	
"Croatia"	298	349	90	161	23	20	14	1	54	596	386	65	62	57	5	34	46	0	5	1	
"Chad"	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	
"Ecuador"	1343	0	548	0	901	0	1262	0	213	24	151	558	301	0	0	0	0	216	0	0	
"Equatorial Guinea"	48	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Ethiopia"	16	0	0	0	27	13	0	4	0	0	311	0	0	0	0	21	3	262	1276	0	
"Colombia"	3	0	93	4	0	0	0	0	0	53	1	0	1	0	0	10	136	0	0	0	
"Congo"	1	37	0	26	0	0	0	0	0	13	0	4	0	40	13	1	0	0	0	0	
"Congo, Democratic Republic of the"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Costa Rica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	
"Cabo Verde"	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Burundi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
"Bosnia and Herzegovina"	99	103	0	0	14	71	14	123	42	173	493	85	119	46	33	0	0	14	53	0	
"Bahamas"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	
"Bahrain"	26	0	4	0	47	6	17	0	0	28	0	11	3	5	10	4	0	3	2	0	
"Australia"	43	97	95	110	91	65	78	86	0	116	114	38	50	96	94	7	40	49	76	0	
"Angola"	0	12	0	0	2	0	0	0	0	7	0	0	38	13	0	0	0	0	1	0	
"Afghanistan"	0	0	0	0	0	5	22	2	0	0	73	0	0	2	1	0	0	0	5	0	
"Iceland"	2	34	0	0	0	0	0	0	0	5	0	28	0	0	0	0	0	9	0	0	
"Guatemala"	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	
"Guinea"	0	0	0	21	0	0	0	0	0	4	18	2	0	0	0	0	5	0	0	0	
"Honduras"	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	60	0	
"Hong Kong, China"	8	8	9	0	0	10	1	0	0	0	0	18	0	0	0	0	9	14	0	0	
"Gambia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
"Palestine, State of"	0	0	0	0	0	0	0	0	0	0	7	10	0	0	1	0	27	0	0	0	
"Djibouti"	97	4	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
"Gabon"	0	78	37	15	0	0	0	36	0	0	22	0	0	31	1	0	0	0	0	0	
"Finland"	23	83	0	43	12	12	14	23	0	36	17	2	0	24	0	0	0	0	17	0	
"Benin"	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Luxembourg"	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	
"Madagascar"	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	
"Côte d'Ivoire"	13	41	0	8	0	12	0	0	0	9	0	0	3	28	0	0	0	0	0	0	
"Ireland"	23	104	0	32	59	36	96	23	25	31	37	27	68	63	140	21	23	15	60	0	
"Tajikistan"	96	189	287	55	35	27	0	3	482	555	170	43	155	163	1	0	12	0	39	0	
"Trinidad and Tobago"	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	
"Viet Nam"	28	41	0	2	10	0	32	0	0	0	1	2	25	5	0	0	21	11	82	0	
"Somalia"	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	18	0	
"South Africa"	0	20	0	11	0	1	0	0	0	0	0	0	0	0	31	0	0	1	0	0	
"Sudan (before 2012)"	5	0	0	11	2	0	0	20	13	0	0	9	0	97	0	88	0	0	1	0	
"Free Zones"	8	0	2	3	2	11	29	0	15	6	0	7	10	0	1	6	0	0	6	0	
"Burkina Faso"	0	0	0	1	0	0	0	0	0	0	1	0	21	0	0	1	0	0	0	0	
"Uruguay"	0	0	0	0	21	21	17	0	0	8	0	0	30	0	16	0	0	29	0	0	
"Venezuela, Bolivarian Republic of"	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Yemen"	0	0	0	0	0	25	12	13	0	4	0	0	0	0	0	0	0	0	1	0	
"Zambia"	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	19	0	0	
"Mexico"	62	0	0	314	0	22	1	78	0	0	0	0	0	0	0	0	123	1	5	0	
"Taipei, Chinese"	0	29	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	9	0	0	
"Moldova, Republic of"	0	4	22	83	63	141	181	28	16	79	31	116	41	81	41	10	79	14	26	0	
"Mali"	0	0	17	4	7	0	0	0	0	0	8	0	0	2	20	0	0	1	0	0	
"Malta"	38	6	0	0	7	0	10	0	0	108	0	30	5	14	0	10	9	8	47	0	
"Latvia"	80	0	0	0	1	0	0	0	0	0	0	38	74	0	0	0	0	0	0	0	
"Liberia"	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	10	0	
"New Caledonia"	0	51	0	0	0	0	0	14	0	10	0	0	20	0	22	0	0	0	0	0	
"Mozambique"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	8	0	0	0	
"Niger"	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
"Nigeria"	0	0	0	0	0	9	7	1	8	22	147	0	31	121	26	9	1484	570	494	0	
"Peru"	0	0	0	0	0	12	24	17	0	1	20	14	24	0	0	122	23	0	10	0	
"Philippines"	0	0	24	1	9	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	
"Portugal"	89	35	8	30	44	61	15	17	0	43	168	47	92	46	39	35	12	11	56	0	
"Seychelles"	3	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	9	1	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	20	0	0	
