Importers	Exported value in 2006-M07	Exported value in 2006-M08	Exported value in 2006-M09	Exported value in 2006-M10	Exported value in 2006-M11	Exported value in 2006-M12	Exported value in 2007-M01	Exported value in 2007-M02	Exported value in 2007-M03	Exported value in 2007-M04	Exported value in 2007-M05	Exported value in 2007-M06	Exported value in 2007-M07	Exported value in 2007-M08	Exported value in 2007-M09	Exported value in 2007-M10	Exported value in 2007-M11	Exported value in 2007-M12	Exported value in 2008-M01	Exported value in 2008-M02	
"Greece"	145	49	40	135	544	217	331	199	554	866	726	494	430	874	496	574	484	564	209	281	
"Belgium"	71	29	70	86	169	123	250	91	344	243	308	367	264	294	111	87	192	239	200	202	
"Israel"	67	85	8	91	144	276	368	329	1109	41	325	90	426	127	569	823	530	680	100	189	
"Georgia"	6	2	2	5	206	127	227	192	348	336	263	629	435	485	458	233	198	322	381	170	
"Morocco"	49	18	0	60	234	286	463	178	331	267	441	48	28	111	381	726	445	17	70	165	
"Argentina"	0	0	0	0	154	319	0	0	0	0	0	0	551	459	373	0	0	286	169	145	
"Bulgaria"	3	7	0	2	54	31	55	39	17	159	83	152	80	65	86	130	322	94	90	136	
"Lithuania"	0	0	10	3	307	382	167	49	181	154	251	171	206	168	321	581	351	568	135	136	
"Germany"	0	0	0	0	146	496	245	123	714	309	54	69	121	117	52	179	95	131	105	128	
"Cyprus"	15	0	26	26	353	435	68	175	212	155	272	69	123	390	233	246	919	126	0	114	
"United Arab Emirates"	0	0	7	17	0	17	0	0	18	65	45	26	32	97	82	64	102	0	146	89	
"Italy"	0	0	0	0	8	78	23	36	59	63	60	113	43	124	85	89	72	52	134	67	
"Bosnia and Herzegovina"	0	0	0	10	0	27	48	18	49	66	93	43	69	41	42	65	64	32	14	58	
"Denmark"	0	0	0	0	225	375	222	136	187	234	57	237	285	256	67	362	214	267	131	57	
"China"	0	31	17	0	17	0	0	0	61	29	42	39	22	96	0	41	27	96	22	56	
"Uzbekistan"	0	0	0	0	0	34	78	53	22	8	0	41	43	47	23	24	21	36	0	51	
"Croatia"	0	0	0	0	0	15	0	26	38	196	70	38	27	66	49	43	28	24	0	32	
"Macedonia, The Former Yugoslav Republic of"	0	0	0	6	0	0	27	89	15	43	8	67	22	16	39	52	20	17	18	28	
"Mongolia"	0	0	0	0	8	0	0	0	4	10	7	0	3	0	12	19	0	34	0	26	
"Malta"	0	0	0	0	6	20	20	0	12	0	15	7	19	35	0	12	21	21	0	24	
"Czech Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	24	
"Austria"	18	29	17	18	25	7	7	15	5	20	60	53	72	80	71	101	60	45	67	22	
"Estonia"	0	0	0	0	42	102	5	95	246	0	27	18	42	64	48	24	54	9	6	20	
"Serbia"	8	0	0	13	0	0	4	4	0	0	0	18	10	1	9	26	44	112	0	17	
"Poland"	0	0	0	18	17	22	22	9	39	4	0	0	6	0	22	6	74	0	45	13	
"Congo"	0	0	0	0	2	0	3	0	3	0	0	0	0	0	11	0	14	0	0	11	
"Singapore"	0	0	0	0	0	1	0	0	3	0	0	2	0	1	11	0	0	0	0	9	
"India"	0	0	0	0	0	0	2	4	7	0	29	0	12	0	0	0	0	0	0	6	
"Free Zones"	3	0	0	0	2	0	0	0	0	0	1	0	0	3	3	0	0	0	14	5	
"Tunisia"	0	0	0	13	0	0	0	7	111	76	8	0	2	0	0	32	0	0	0	2	
"Kazakhstan"	3	1	0	16	211	0	6	215	249	141	38	66	277	69	0	186	53	70	5	2	
"Netherlands"	0	0	0	0	4	0	0	28	0	5	0	0	0	0	0	18	0	0	0	1	
"Niger"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Switzerland"	0	0	1	0	0	19	0	0	3	0	17	0	0	0	0	18	0	0	0	1	
"Area Nes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
"Yemen"	0	0	0	0	3	0	71	0	132	121	46	0	22	105	71	0	0	99	0	0	
"United States of America"	0	0	0	0	0	1	2	0	0	131	0	97	101	50	0	125	49	45	0	0	
"Tanzania, United Republic of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	
"Syrian Arab Republic"	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	43	7	0	0	
"Tajikistan"	0	0	0	0	0	0	0	11	0	0	0	0	18	33	0	0	0	0	0	0	
"Togo"	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Egypt"	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	
"Nigeria"	0	0	0	0	0	0	0	0	205	0	0	0	18	0	0	0	45	0	0	0	
"Norway"	45	30	0	0	160	136	41	15	0	0	94	200	36	24	0	39	0	0	0	0	
"Saudi Arabia"	0	0	0	76	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
"Senegal"	0	0	3	3	0	30	0	28	0	32	38	0	0	32	0	39	48	0	21	0	
"Sudan (before 2012)"	0	0	17	0	0	22	2	16	0	20	0	49	88	0	0	0	0	0	0	0	
"Sweden"	0	0	20	0	22	0	0	0	0	23	0	3	0	24	0	4	354	0	0	0	
"Slovakia"	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8	0	0	0	3	0	
"Slovenia"	0	0	0	0	2	0	9	0	1	0	2	13	4	1	0	16	5	6	0	0	
"South Africa"	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	
"New Zealand"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Moldova, Republic of"	0	0	0	26	2	24	0	0	0	0	0	0	4	0	7	1	4	0	0	0	
"Montenegro"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	
"Mauritania"	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	15	0	0	0	
"Lebanon"	0	0	0	83	0	61	162	303	187	0	317	0	0	84	0	214	0	92	65	0	
"Liberia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	
"Jordan"	0	0	18	0	68	0	18	93	0	242	4	21	75	19	101	44	76	14	0	0	
"Korea, Republic of"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Kuwait"	24	0	0	0	0	0	0	0	50	0	23	0	0	0	0	0	0	0	0	0	
"Malaysia"	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	37	0	0	0	
"Mali"	0	0	0	0	0	0	0	16	0	0	11	25	0	0	0	0	0	0	0	0	
"Belarus"	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Cameroon"	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	
"Canada"	0	0	0	0	0	0	0	38	150	7	0	0	0	70	0	41	43	46	0	0	
"Cabo Verde"	0	0	0	0	0	0	0	0	0	0	14	0	19	0	0	0	16	0	0	0	
"Australia"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"Afghanistan"	0	0	0	0	0	3	3	0	0	0	0	30	0	8	0	0	0	0	0	0	
"Albania"	0	0	0	0	0	0	5	0	0	42	0	0	28	0	0	28	0	0	0	0	
"Algeria"	0	0	0	126	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Angola"	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	
"Faroe Islands"	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0	7	0	0	0	
"Finland"	0	148	0	0	0	95	0	63	178	0	0	0	38	0	19	34	0	0	60	0	
"Gabon"	0	6	0	0	30	0	0	0	0	18	36	0	12	0	0	0	0	13	0	0	
"Benin"	0	0	0	0	184	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	
"Ethiopia"	0	0	0	0	0	89	65	0	0	0	0	0	0	54	0	0	0	50	0	0	
"Côte d'Ivoire"	0	0	0	0	0	16	0	0	9	48	0	0	0	19	0	0	61	0	0	0	
"Ghana"	0	0	12	0	0	26	0	1	0	4	53	50	14	16	21	102	0	0	0	0	
"Hungary"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	8	0	0	
"Iceland"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	
