Importers	Exported value in 2014-M06	Exported value in 2014-M07	Exported value in 2014-M08	Exported value in 2014-M09	Exported value in 2014-M10	Exported value in 2014-M11	Exported value in 2014-M12	Exported value in 2015-M01	Exported value in 2015-M02	Exported value in 2015-M03	Exported value in 2015-M04	Exported value in 2015-M05	Exported value in 2015-M06	Exported value in 2015-M07	Exported value in 2015-M08	Exported value in 2015-M09	Exported value in 2015-M10	Exported value in 2015-M11	Exported value in 2015-M12	Exported value in 2016-M01	
"Ireland"	195	179	360	311	190	177	142	111	188	118	126	108	141	119	145	89	268	110	251	201	
"Denmark"	279	264	206	216	437	311	360	336	398	248	159	222	190	205	144	122	438	491	231	179	
"New Zealand"	24	181	79	73	180	241	121	159	189	35	77	60	259	131	126	143	226	178	127	163	
"Hungary"	569	503	164	92	197	304	217	125	202	266	280	349	478	376	183	89	163	349	70	145	
"Sri Lanka"	35	103	3	44	0	0	0	0	0	0	9	0	3	0	75	286	45	122	22	144	
"Cyprus"	79	255	49	404	352	499	634	75	188	141	64	137	150	89	163	109	588	232	657	110	
"Croatia"	257	195	199	50	188	122	44	63	160	179	78	193	210	195	118	160	124	150	124	106	
"Serbia"	161	105	124	181	81	177	89	0	98	109	97	64	123	170	180	144	176	105	289	91	
"Georgia"	759	1008	807	723	787	1046	568	206	130	268	357	144	381	458	322	207	404	644	184	89	
"Austria"	89	171	300	212	190	256	54	184	167	159	142	126	252	147	162	96	247	189	254	78	
"India"	78	247	196	309	132	116	304	57	205	338	383	324	199	72	57	177	56	8	222	75	
"Bangladesh"	0	0	0	10	2	0	48	0	0	37	0	78	0	190	110	0	0	116	142	73	
"Thailand"	63	41	37	68	17	0	31	1	13	52	76	33	61	69	0	68	57	12	147	70	
"Switzerland"	110	110	132	91	125	88	75	97	96	78	63	79	85	126	140	152	149	152	93	67	
"Ethiopia"	284	360	8	205	333	227	806	37	155	29	69	0	209	127	140	335	0	143	285	65	
"Albania"	89	137	141	75	70	106	110	80	72	75	86	38	206	95	103	65	99	55	102	57	
"Singapore"	28	78	97	174	202	52	42	89	48	123	38	2	110	33	152	262	197	106	25	55	
"Slovenia"	118	92	117	75	70	78	55	65	60	119	106	5	74	45	87	100	38	129	34	54	
"Iran, Islamic Republic of"	2387	1026	396	1323	379	373	630	1138	138	1125	304	114	313	316	0	0	0	710	782	52	
"Malta"	103	21	67	29	70	18	130	31	40	89	93	44	58	48	60	70	64	92	84	50	
"Macedonia, The Former Yugoslav Republic of"	98	148	187	174	48	12	57	27	53	44	1	109	180	105	168	62	159	55	68	46	
"Mexico"	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	45	
"Côte d'Ivoire"	71	33	40	0	54	42	123	0	0	1	134	61	28	0	7	0	109	0	30	44	
"South Africa"	276	100	422	75	195	26	99	92	0	458	117	246	54	5	22	23	17	69	18	44	
"Tunisia"	219	752	615	51	140	72	0	19	345	83	856	49	1299	779	330	22	246	536	89	42	
"Kuwait"	176	10	0	62	147	54	1	0	55	7	14	19	74	21	45	22	23	75	187	42	
"Lithuania"	13	45	23	34	64	27	29	7	42	23	5	0	9	14	24	11	20	13	44	38	
"Syrian Arab Republic"	10	1	9	0	0	0	3	0	0	0	0	1	19	56	2	21	18	21	0	38	
"Ukraine"	803	317	160	718	673	615	185	374	553	175	42	223	82	222	539	258	605	47	184	36	
"Slovakia"	43	66	113	69	68	151	6	41	32	63	40	61	18	50	52	89	40	38	29	36	
"Bolivia, Plurinational State of"	0	79	0	124	23	58	29	32	65	19	91	0	0	0	15	0	19	77	0	36	
"Lebanon"	550	184	798	131	472	333	284	39	26	65	152	8	466	138	91	97	346	164	127	33	
"Azerbaijan"	872	956	679	595	1296	576	828	993	409	600	159	177	117	89	169	222	294	377	247	32	
"Cabo Verde"	0	0	0	0	0	0	0	0	7	0	0	0	0	0	29	0	0	0	0	29	
"Uruguay"	0	27	22	134	44	68	56	13	0	18	109	98	110	11	34	8	60	51	33	26	
"Iraq"	2176	387	428	589	996	2024	2550	2039	3472	1685	1486	1514	905	1950	2315	636	1594	311	410	23	
"Colombia"	0	0	0	0	0	85	41	0	57	0	0	0	0	0	0	0	0	0	57	19	
"Afghanistan"	23	0	19	0	0	0	45	0	0	0	23	6	40	0	0	4	0	5	2	16	
"Bosnia and Herzegovina"	80	111	124	79	69	36	93	19	27	33	35	21	47	67	73	22	24	55	58	16	
"Peru"	22	0	0	18	0	16	0	16	28	0	12	0	13	0	12	11	16	0	0	14	
"Ghana"	1	0	0	0	0	0	17	0	0	63	16	27	14	64	18	42	0	45	77	13	
"Malaysia"	239	60	159	86	18	29	8	33	130	95	41	92	17	53	2	51	114	28	72	11	
"Bahrain"	0	22	41	5	16	9	0	15	0	36	0	32	49	41	76	29	99	1	132	9	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	
"Turkmenistan"	844	631	210	91	70	90	62	47	53	796	36	114	149	313	497	84	537	58	185	7	
"Nigeria"	0	0	0	113	22	1	835	137	190	20	13	31	3	101	0	4	0	1	0	6	
"Benin"	0	0	0	0	0	15	9	0	0	46	0	13	83	0	0	0	13	0	43	6	
"Senegal"	59	96	107	37	8	29	15	0	0	27	75	0	18	54	29	21	139	247	36	5	
"Qatar"	85	30	0	0	11	166	0	0	0	1	0	0	13	0	2	0	0	0	23	5	
"Nepal"	0	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	2	1	2	3	
"Hong Kong, China"	78	44	38	56	33	63	30	6	12	14	12	89	20	22	22	20	3	48	0	3	
"Viet Nam"	56	0	17	0	28	23	6	27	0	23	24	23	78	14	23	24	0	0	0	2	
"Somalia"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	11	16	0	
"Seychelles"	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Russian Federation"	233	108	83	219	211	360	217	295	20	263	378	80	157	144	64	146	225	55	1	0	
"Rwanda"	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	2	0	
"Saudi Arabia"	0	0	10	0	0	0	130	218	349	291	183	513	255	0	238	220	249	174	538	0	
"Norway"	0	0	0	41	0	24	14	0	0	14	0	0	0	25	0	0	8	0	25	0	
"Pakistan"	0	19	24	14	14	10	19	0	0	0	30	20	0	14	0	21	0	5	0	0	
"Paraguay"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	
"Philippines"	0	0	0	0	0	1	0	0	0	0	0	40	4	0	0	0	17	0	0	0	
"Guinea-Bissau"	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	0	16	4	0	
"Mauritania"	25	0	0	27	11	0	13	0	0	0	13	0	0	0	33	0	0	54	0	0	
"Mauritius"	8	17	0	22	97	17	120	0	0	56	13	0	28	45	48	50	156	59	114	0	
"Mozambique"	0	24	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Oman"	75	26	12	75	0	74	168	0	12	14	3	6	25	22	10	31	20	2	13	0	
"Niger"	3	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
"New Caledonia"	0	21	0	0	18	18	0	0	19	0	31	0	0	9	2	12	0	6	6	0	
"Uganda"	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	6	0	0	0	
"Tanzania, United Republic of"	0	0	0	0	0	21	0	0	7	0	28	0	1	0	0	0	1	0	37	0	
"Tajikistan"	14	23	15	19	17	15	25	6	11	0	5	8	0	10	2	13	29	4	11	0	
"Togo"	0	24	47	44	41	8	11	0	0	8	0	0	31	0	0	0	0	0	0	0	
"Sudan (before 2012)"	0	20	0	0	20	31	0	0	46	30	36	17	26	29	0	29	0	33	16	0	
"Uzbekistan"	110	142	96	64	28	191	0	39	145	69	59	36	25	36	26	0	24	8	26	0	
"Yemen"	846	210	51	0	0	0	9	0	149	423	66	0	0	0	0	0	0	0	16	0	
"Area Nes"	0	0	0	0	0	0	0	0	28	0	0	14	0	0	0	0	0	0	0	0	
"Burkina Faso"	0	0	3	0	0	0	37	0	0	0	0	0	0	0	0	0	19	0	12	0	
"Iceland"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	
"Indonesia"	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	
"Guinea"	21	0	113	0	65	0	8	0	0	0	46	0	36	14	6	2	0	10	64	0	
"Guyana"	0	0	36	46	0	0	0	0	0	0	0	0	0	0	30	0	16	0	0	0	
"Palestine, State of"	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Djibouti"	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	1	0	0	13	0	
"Gabon"	134	10	86	0	0	135	0	0	0	87	12	0	72	0	0	16	30	1	90	0	
"Maldives"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	
"Mali"	10	17	0	0	0	11	0	0	34	0	0	0	0	0	0	0	0	0	0	0	
"Madagascar"	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	
"Taipei, Chinese"	38	18	25	11	58	6	0	7	31	6	44	0	0	0	59	26	0	40	0	0	
"Mongolia"	26	58	58	0	76	21	55	22	0	102	0	10	24	8	26	18	94	26	1	0	
"Moldova, Republic of"	9	0	16	22	30	36	7	0	6	1	2	0	30	7	39	0	20	48	6	0	
"Montenegro"	3	5	9	0	1	4	13	8	3	7	17	15	8	5	16	0	12	5	8	0	
"Latvia"	20	0	8	9	10	18	4	0	0	0	3	15	15	0	0	0	19	12	0	0	
"Liberia"	0	0	0	0	0	0	0	0	0	17	3	0	0	11	7	0	0	0	4	0	
"Kyrgyzstan"	148	44	35	0	17	35	0	29	0	29	0	1	15	18	0	0	9	18	0	0	
"Kazakhstan"	121	124	158	465	293	244	170	73	39	5	80	10	44	140	95	233	109	509	13	0	
"Kenya"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	
"Korea, Republic of"	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	0	0	0	0	0	
"Estonia"	8	2	5	6	14	7	5	1	10	12	21	3	9	11	11	13	0	26	13	0	
"Finland"	203	143	122	138	228	190	132	193	0	129	212	64	202	59	39	100	70	128	104	0	
"Ecuador"	0	0	0	0	0	0	0	144	0	48	0	0	0	0	0	22	0	0	0	0	
"Congo"	4	0	9	0	0	35	6	0	0	0	0	0	0	0	17	0	0	0	19	0	
"Chad"	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Chile"	28	7	9	18	27	0	47	1	7	22	65	32	53	0	0	0	0	22	0	0	
"Angola"	31	35	0	49	1	208	572	0	0	0	0	0	12	0	0	0	0	0	0	0	
"Belize"	0	0	23	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	
"Myanmar"	0	0	0	0	0	0	0	0	0	0	0	0	1	13	1	2	0	31	5	0	
"Burundi"	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	
"Belarus"	0	6	0	4	0	29	25	5	0	6	18	0	1	0	0	0	0	0	0	0	
"Cameroon"	37	0	0	3	9	0	0	0	0	6	0	16	0	11	11	0	7	1	7	0	
