Importers	Exported value in 2011-M04	Exported value in 2011-M05	Exported value in 2011-M06	Exported value in 2011-M07	Exported value in 2011-M08	Exported value in 2011-M09	Exported value in 2011-M10	Exported value in 2011-M11	Exported value in 2011-M12	Exported value in 2012-M01	Exported value in 2012-M02	Exported value in 2012-M03	Exported value in 2012-M04	Exported value in 2012-M05	Exported value in 2012-M06	Exported value in 2012-M07	Exported value in 2012-M08	Exported value in 2012-M09	Exported value in 2012-M10	Exported value in 2012-M11	
"Lebanon"	250	190	327	0	167	24	325	31	154	148	28	387	460	598	121	189	571	194	250	207	
"Kazakhstan"	64	53	130	72	113	53	180	378	51	129	124	106	153	208	222	157	385	526	314	186	
"Serbia"	11	12	53	65	110	24	84	69	106	60	79	126	117	170	133	158	132	161	82	176	
"Russian Federation"	13	37	1075	897	158	217	278	385	93	47	74	294	126	174	70	175	141	423	189	159	
"Slovenia"	48	54	140	234	101	19	81	42	19	65	62	57	59	104	80	54	99	109	115	156	
"Albania"	464	341	91	24	27	27	6	25	35	0	9	69	24	58	53	171	115	155	110	145	
"Bosnia and Herzegovina"	71	128	81	119	167	83	86	149	32	21	25	33	75	99	54	151	178	67	119	135	
"Macedonia, The Former Yugoslav Republic of"	38	12	77	35	87	76	72	115	48	107	133	106	99	159	99	133	178	159	189	134	
"New Zealand"	201	35	214	164	137	118	0	303	280	102	121	110	0	0	24	5	194	124	5	129	
"Finland"	226	297	350	269	207	117	296	252	174	221	415	559	208	355	456	375	273	156	257	121	
"Malaysia"	8	15	0	28	117	125	90	23	11	21	16	3	0	0	72	38	56	65	11	120	
"Switzerland"	91	135	78	79	93	57	99	71	125	88	102	108	75	113	85	107	80	111	80	114	
"Slovakia"	25	78	46	41	62	43	35	70	71	12	23	44	101	77	78	77	87	104	125	104	
"Uzbekistan"	36	105	36	68	141	61	60	193	89	148	110	16	68	85	57	44	381	204	133	99	
"Belarus"	0	0	7	2	0	8	2	20	7	0	29	4	21	33	54	40	27	0	0	90	
"Croatia"	73	131	163	207	56	208	46	110	79	30	84	212	226	120	149	228	204	77	77	86	
"Guinea"	0	0	38	0	0	0	0	0	10	0	48	8	0	3	0	0	1	9	0	83	
"Ghana"	0	95	76	13	0	0	0	5	0	0	0	111	24	4	100	9	45	45	0	82	
"Lithuania"	59	70	76	63	56	51	98	33	24	33	30	39	70	67	65	20	15	6	106	66	
"Ethiopia"	0	12	50	64	0	0	17	11	31	0	96	12	88	160	16	136	0	40	103	66	
"Singapore"	18	7	93	82	208	132	77	21	431	104	67	27	69	60	70	150	34	16	67	64	
"Tunisia"	0	0	43	0	128	0	1	0	39	0	0	61	0	324	66	32	203	34	114	43	
"Moldova, Republic of"	6	21	0	0	0	7	0	0	13	0	0	7	0	4	0	35	26	48	18	42	
"Norway"	0	0	0	24	55	25	0	109	32	0	33	0	23	0	80	71	0	0	0	39	
"New Caledonia"	0	15	0	0	0	16	0	0	0	0	19	0	0	0	0	0	7	0	0	38	
"Cameroon"	0	0	0	0	9	56	0	13	0	15	0	0	0	8	0	22	0	0	0	35	
"Saudi Arabia"	0	0	45	56	18	0	0	0	0	0	27	0	284	171	0	330	196	34	176	33	
"Morocco"	149	217	678	778	1095	1341	213	78	102	16	239	171	606	473	354	912	655	359	106	32	
"Malta"	111	21	30	20	15	112	17	52	11	16	50	43	32	74	62	26	93	55	45	32	
"Angola"	48	41	25	0	0	40	40	0	24	16	39	16	27	32	37	45	60	51	9	30	
"Mongolia"	4	4	4	2	2	0	18	41	9	0	16	3	8	19	0	20	29	7	8	28	
"Bolivia, Plurinational State of"	0	0	27	0	0	0	0	29	11	0	108	0	0	0	0	0	0	6	0	26	
"Senegal"	9	24	62	0	30	0	35	30	0	0	0	24	14	14	12	24	79	43	0	25	
"Yemen"	0	0	0	0	225	0	21	208	13	402	255	418	290	657	9	49	264	37	52	24	
"Burkina Faso"	13	0	0	0	0	0	22	0	0	0	0	0	10	0	0	0	18	0	0	23	
"Pakistan"	0	0	0	0	0	0	21	0	0	0	0	4	0	0	0	0	0	0	0	20	
"Qatar"	28	0	108	0	0	11	30	0	54	12	0	0	0	23	0	0	14	30	39	19	
"Gabon"	0	0	39	0	0	48	0	0	0	33	47	0	20	68	42	24	0	66	51	19	
"Kyrgyzstan"	455	598	422	241	423	190	185	251	147	35	96	277	256	361	0	0	16	84	129	17	
"Uruguay"	0	0	0	0	14	27	23	13	13	17	0	14	28	13	0	16	45	32	15	15	
"Turkmenistan"	325	133	175	449	397	204	286	89	993	199	14	50	93	219	88	167	579	170	596	15	
"Tajikistan"	0	12	0	0	11	11	3	20	50	22	36	64	12	2	0	0	16	14	0	12	
"Liberia"	0	0	0	0	10	1	0	0	0	0	0	0	20	0	0	10	0	0	0	12	
"Indonesia"	0	0	0	0	0	0	0	0	0	0	0	0	51	0	26	0	0	0	28	12	
"Algeria"	1607	0	4145	0	2493	0	0	0	11	1	124	12	114	3012	2177	3926	3410	1623	2170	12	
"Hong Kong, China"	495	9	61	57	22	16	21	174	55	0	57	26	0	26	9	4	26	22	26	11	
"Thailand"	23	0	0	15	0	41	19	0	37	0	66	12	31	39	50	96	0	0	11	11	
"Somalia"	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	22	0	0	0	7	
"Kenya"	13	13	0	0	0	0	14	0	0	4	0	0	0	0	7	0	41	0	0	2	
"Brazil"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	
"Nepal"	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	1	
"Montenegro"	0	4	16	13	15	0	7	16	15	2	1	1	2	18	11	1	11	3	12	1	
"Oman"	0	0	0	0	87	0	0	0	0	0	0	0	51	6	0	0	0	77	62	0	
"Mali"	0	0	0	0	0	0	0	0	23	0	0	84	0	0	0	6	16	3	0	0	
"Peru"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Niger"	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Nigeria"	0	197	0	0	172	0	0	9	125	0	0	17	0	102	37	0	91	98	20	0	
"Sudan (before 2012)"	2	79	48	0	51	46	17	28	54	7	57	47	110	69	68	120	56	0	38	0	
"Viet Nam"	0	0	0	0	0	0	0	40	0	0	0	24	0	0	67	2	0	27	0	0	
"Seychelles"	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Sierra Leone"	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	
"Syrian Arab Republic"	0	0	7	10	0	0	22	116	0	0	0	0	0	0	0	11	0	0	0	0	
"Uganda"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Venezuela, Bolivarian Republic of"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
"Tanzania, United Republic of"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	70	0	22	0	
"Free Zones"	9	0	0	7	1	1	0	0	12	1	0	5	0	2	30	0	0	0	16	0	
"Afghanistan"	26	34	16	9	10	0	24	56	4	22	33	12	10	42	16	15	0	61	15	0	
"Bahrain"	0	0	0	6	26	0	0	0	0	0	0	1	23	11	22	18	11	0	0	0	
"Bangladesh"	0	0	0	0	5	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	
"Estonia"	27	3	21	15	18	0	2	0	3	3	0	0	13	11	13	0	8	0	1	0	
"Faroe Islands"	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	
"Equatorial Guinea"	12	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	1	0	0	
"Benin"	29	0	0	0	0	0	0	0	14	141	0	22	0	0	0	0	0	0	0	0	
"Cabo Verde"	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	
"Chad"	0	0	0	0	8	0	0	0	19	0	0	7	9	0	0	0	18	0	0	0	
"Chile"	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Colombia"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
"Comoros"	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	
"Congo"	3	0	0	0	0	0	0	0	7	0	0	0	0	2	0	8	22	0	0	0	
"Korea, Republic of"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
"Kuwait"	0	10	0	0	0	0	0	56	6	122	114	220	0	342	210	229	108	30	66	0	
"Côte d'Ivoire"	0	0	0	74	12	0	0	0	19	54	0	91	0	110	27	0	0	18	68	0	
"Mauritania"	0	0	0	15	0	0	0	30	0	27	25	108	0	53	84	0	5	16	0	0	
"Mauritius"	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	26	0	1	0	
"Mexico"	0	202	0	0	0	0	178	0	0	0	0	0	0	0	41	0	0	0	0	0	
"Taipei, Chinese"	0	0	0	0	0	0	21	0	0	0	0	28	26	0	0	0	24	0	0	0	
"Latvia"	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	
"Djibouti"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
"Guyana"	13	0	17	0	0	11	0	0	0	0	0	10	0	15	9	0	0	0	13	0	
