Importers	Exported value in 2012-M11	Exported value in 2012-M12	Exported value in 2013-M01	Exported value in 2013-M02	Exported value in 2013-M03	Exported value in 2013-M04	Exported value in 2013-M05	Exported value in 2013-M06	Exported value in 2013-M07	Exported value in 2013-M08	Exported value in 2013-M09	Exported value in 2013-M10	Exported value in 2013-M11	Exported value in 2013-M12	Exported value in 2014-M01	Exported value in 2014-M02	Exported value in 2014-M03	Exported value in 2014-M04	Exported value in 2014-M05	Exported value in 2014-M06	
"Cyprus"	434	521	74	132	112	88	274	235	82	143	207	199	715	270	287	240	115	277	139	79	
"Hong Kong, China"	11	0	48	8	13	28	19	17	46	207	10	23	123	14	14	6	7	23	81	78	
"India"	345	228	84	128	61	81	9	83	24	161	423	275	102	97	54	383	18	100	62	78	
"Oman"	0	111	0	16	0	8	24	15	0	0	23	0	39	117	9	0	0	92	24	75	
"Côte d'Ivoire"	0	0	0	0	291	23	7	0	52	0	275	0	37	0	0	0	0	9	0	71	
"Thailand"	11	12	57	0	30	70	10	2	1	19	0	0	63	65	114	106	95	46	67	63	
"Senegal"	25	90	45	62	51	0	14	14	32	0	48	0	31	59	0	49	107	27	100	59	
"Viet Nam"	0	3	27	0	0	27	4	25	0	0	7	28	14	28	12	0	87	0	9	56	
"Slovakia"	104	71	69	81	55	72	89	98	131	58	86	51	141	48	30	35	68	119	38	43	
"Taipei, Chinese"	0	0	0	0	0	13	0	5	20	0	0	46	3	23	42	0	0	0	0	38	
"Cameroon"	35	16	0	0	0	0	0	0	0	0	0	10	0	30	0	0	26	0	0	37	
"Sri Lanka"	0	3	50	0	0	0	0	23	4	0	0	24	9	8	5	0	0	0	0	35	
"Angola"	30	0	0	1	14	302	73	0	0	288	0	122	405	1170	19	20	14	16	24	31	
"Chile"	0	0	0	0	0	27	0	0	0	13	28	0	101	0	41	63	29	13	12	28	
"Singapore"	64	49	33	1	163	30	64	46	123	41	42	28	151	85	44	57	54	14	87	28	
"Mongolia"	28	23	37	13	37	12	35	5	17	27	16	13	39	51	20	23	53	16	59	26	
"Mauritania"	0	0	0	41	0	38	0	0	0	0	19	0	0	16	3	0	0	32	14	25	
"New Zealand"	129	55	67	143	27	91	176	93	139	89	50	117	266	269	159	163	54	151	203	24	
"Afghanistan"	0	7	5	0	15	0	34	17	33	27	12	0	0	26	4	5	5	23	0	23	
"Peru"	0	0	0	0	0	0	0	0	21	0	0	21	0	0	19	0	19	20	0	22	
"Guinea"	83	0	0	17	7	0	0	28	41	14	3	121	0	104	83	0	0	83	112	21	
"Latvia"	0	9	0	0	0	0	0	0	0	6	9	7	125	0	0	10	8	0	7	20	
"Chad"	0	13	16	9	30	0	0	23	0	0	5	0	0	0	0	0	0	0	31	16	
"Tajikistan"	12	0	4	10	16	15	0	14	0	0	0	0	32	28	0	33	5	16	0	14	
"Lithuania"	66	75	48	30	18	36	30	33	71	120	80	78	121	62	40	7	32	25	29	13	
"Mali"	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	9	0	0	10	
"Syrian Arab Republic"	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	14	10	
"Moldova, Republic of"	42	33	0	0	11	9	60	20	18	35	12	10	34	22	0	6	12	40	7	9	
"Mauritius"	0	0	0	0	0	0	0	0	67	18	0	0	0	68	146	28	0	36	75	8	
"Estonia"	0	3	7	0	56	12	0	7	46	17	0	0	7	5	6	14	3	9	3	8	
"Congo"	0	8	0	0	4	0	10	0	0	17	0	3	0	0	11	0	0	0	0	4	
"Free Zones"	0	7	5	11	27	0	9	48	17	17	0	77	11	25	9	70	60	33	26	4	
"Montenegro"	1	17	0	14	3	18	9	7	20	24	10	1	0	4	2	3	3	23	1	3	
"Niger"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	
"Ghana"	82	1	136	0	0	0	217	124	0	39	25	19	18	83	25	60	0	21	16	1	
"Djibouti"	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	
"Guyana"	0	27	0	4	0	0	33	0	0	16	0	6	8	17	21	0	39	40	0	0	
"Indonesia"	12	28	0	0	16	0	28	0	0	0	21	0	0	0	0	0	0	0	0	0	
"Mexico"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
"Liberia"	12	0	0	0	0	0	0	22	0	0	0	0	0	7	0	0	0	0	0	0	
"Japan"	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	
"Kenya"	2	69	0	0	57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
"Korea, Republic of"	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	
"Congo, Democratic Republic of the"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	
"Cabo Verde"	0	0	16	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	
"Equatorial Guinea"	0	12	94	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	30	0	
"Benin"	0	0	0	0	30	0	0	17	0	0	15	109	96	46	0	0	0	0	0	0	
"Bahrain"	0	0	19	0	6	16	72	0	0	37	0	44	18	0	0	68	146	19	18	0	
"Bangladesh"	0	0	0	0	10	33	0	0	0	164	0	8	0	0	0	0	76	11	0	0	
"Brazil"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Belarus"	90	20	0	54	54	0	31	4	50	103	19	0	0	0	79	95	1	4	0	0	
"Bolivia, Plurinational State of"	26	0	0	84	29	0	0	0	0	26	82	3	0	45	0	0	0	14	0	0	
"Argentina"	4888	4684	0	363	2902	91	89	0	0	94	1	572	684	0	0	51	373	668	771	0	
"Nigeria"	0	7	2	0	0	88	0	1	43	0	37	7	83	26	637	18	30	0	1	0	
"Norway"	39	50	23	0	11	36	0	36	18	69	15	23	14	22	10	0	2	19	2	0	
"Pakistan"	20	17	0	0	0	26	0	0	0	0	0	0	12	0	0	0	0	0	15	0	
"Panama"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
"Netherlands Antilles"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
"New Caledonia"	38	0	17	16	8	0	8	13	12	2	0	0	0	22	20	0	23	0	0	0	
"Nepal"	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	
"Mozambique"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	
"Seychelles"	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Saudi Arabia"	33	58	17	19	0	363	99	320	248	1	0	0	55	0	236	34	149	503	92	0	
"Somalia"	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	
"Sudan (before 2012)"	0	139	35	75	18	47	0	2	115	1	112	43	0	164	0	16	75	9	87	0	
"Venezuela, Bolivarian Republic of"	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Zambia"	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Togo"	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	91	0	
"Uganda"	0	0	0	15	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
"Burkina Faso"	23	0	21	0	0	0	20	0	40	0	0	0	0	13	0	0	25	16	33	0	
"Uruguay"	15	11	27	29	26	59	0	28	23	9	14	0	0	14	21	0	23	0	0	0	
"Tanzania, United Republic of"	0	45	0	0	21	13	15	0	0	0	0	7	0	10	0	0	0	0	0	0	
