Importers	2004-M04-Exported unit value, US Dollar/Kilograms	2004-M05-Exported unit value, US Dollar/Kilograms	2004-M06-Exported unit value, US Dollar/Kilograms	2004-M07-Exported unit value, US Dollar/Kilograms	2004-M08-Exported unit value, US Dollar/Kilograms	2004-M09-Exported unit value, US Dollar/Kilograms	2004-M10-Exported unit value, US Dollar/Kilograms	2004-M11-Exported unit value, US Dollar/Kilograms	2004-M12-Exported unit value, US Dollar/Kilograms	2005-M01-Exported unit value, US Dollar/Kilograms	2005-M02-Exported unit value, US Dollar/Kilograms	2005-M03-Exported unit value, US Dollar/Kilograms	2005-M04-Exported unit value, US Dollar/Kilograms	2005-M05-Exported unit value, US Dollar/Kilograms	2005-M06-Exported unit value, US Dollar/Kilograms	2005-M07-Exported unit value, US Dollar/Kilograms	2005-M08-Exported unit value, US Dollar/Kilograms	2005-M09-Exported unit value, US Dollar/Kilograms	2005-M10-Exported unit value, US Dollar/Kilograms	2005-M11-Exported unit value, US Dollar/Kilograms	Exported value in 2005-M11, US Dollar thousand	Exported quantity in 2005-M11, Kilograms	
"Israel"	5.40	4.19	4.93	4.65	6.12	4.45	4.37	7.04	5.40	5.76	5.51	5.67	4.78	5.13	5.09	5.50	4.17	5.02	5.73	5.95	144	24196	
"Italy"	3.88	4.62	3.66	3.31	4.60	3.57	4.03	3.95	6.37	4.19	6.21	4.89	4.44	4.47	4.47	3.94	4.12	4.18	3.96	4.41	129	29227	
"Bulgaria"	4.34	3.95	3.48	3.70	4.73	4.46	3.55	4.49	8.61	4.13	3.79	4.00	4.25	4.01	3.83	3.94	4.26	4.40	4.58	4.52	115	25440	
"Belgium"	3.15	4.05	5.70	3.52	3.80	4.53	4.86	4.42	4.38	3.51	4.98	3.84	4.16	5.20	4.12	3.26	4.53	4.11	4.06	5.00	115	23014	
"Australia"	5.68	7.25	14	16	4.19	3.27	7.53	3.62	7.26	8.72	4.58	12	6.04	4.21	6.08	7.29	4.04	6.80	6.16	5.00	100	20014	
"Ireland"	4.08	4.27	3.53	3.18	3.57	6.87	4.22	3.49	3.42	3.95	4.20	5.18	4.68	8.75	5.29	5.75	6.58	6.11	6.22	6.07	99	16320	
"Germany"	4.80	3.85	3.75	4.38	3.83	4.12	4.01	4.82	4.83	5.98	6.90	4.92	4.26	4.82	4.75	4.06	5.17	4.97	5.24	4.84	80	16539	
"Libya, State of"	0	0	5.63		3.01	9.30	4.26		4.08		3.40	3.83	5.19	7.51	6.66	0	5.76	3.36		3.61	68	18838	
"Belarus"											0							18		6.69	67	10020	
"Serbia"	3.70	3.75	4.43	4.31	3.61	3.49	3.39	3.43	3.66	3.54		5.34	4.13	4.88	4.23	4.13	4.09	4.41	3.78	3.89	65	16715	
"France"	3.97	3.73	3.73	5.22	3.79	3.32	3.89	5.11	3.66	3.86	4.67	4.23	4.49	4.19	4.06	3.81	3.82	4.07	4.57	3.53	60	16978	
"Bahrain"				6.28				5.79						6.65						5.30	59	11130	
"Netherlands"	4.82	6.04	5.03	4.38	4.43	4.59	6.93	6.67	5.55	6.97	6.37	6.96	5.41	7.11	4.97	5.23	5.88	5.99	4.41	4.01	48	11978	
"Spain"	5.37	3.65	5.36	3.32	3.35	3.74	3.82	3.59	5.60	8.30	4.39	3.70	4.42	5.46	5.54	6.44	3.65	3.60	7.5	13	42	3298	
"New Zealand"	13			14	0	5.21	5.14	6.55	5.03	7.38	4.76	7.04	5.90		4.96		8.14	5.35	12	6.03	40	6634	
"Nigeria"				2.42				2.79	0			3.10	4.35	4.26	4.43		4.06	4.36	4.30	4.60	40	8694	
"Turkmenistan"	8.30	7.69	5.58	13	5.10	9.64		5	6.57		6.96	3.76	3.37	4.08	3.12	15	12		19	11	39	3540	
"Norway"				16	9.41	4.57	0	4.99	8.11	7.14	0	26	7.70	5.78	5.33		6.49	5.83		4.65	31	6665	
"Hungary"	3.98	4.15	3.88	3.78	4.40	3.86		4.35	10		5.35	4.94		4.65	4.08	5.16	8.36	4.17	3.69	3.52	30	8518	
"Portugal"	3.70			3.08	5.62	3.16	3.27	3.48				3.59	4.29		4.46	3.46		4.52		5.86	26	4440	
"Czech Republic"	5.09	6.25	3.49	4.22	3.6				7.78		5.62	4.25	3.62	4.02	5.93	3.68	12	3.05		3.61	25	6929	
"Japan"	7.28								16	13	6			11	7.35	3.92	3.64		21	7.66	18	2350	
"Bosnia and Herzegovina"	4.72	4.07	3.47	3.40	3.58	4.02	3.66	3.31	3.48	4.02		4.11	3.89		4.07	4.05	4.18	4.08		7.00	17	2430	
"Georgia"	3.50	4.20	3.57	3.81	2.78	4.76	3.01	6.18	6.61	3.94	3.92	5.24	3.73	3.34	4.05	3.63	4.33	4.41	3.89	2.93	11	3760	
"Hong Kong, China"		5.24	6.21					0	17		13	7.88		7.90	12	9.89	5.67			9.47	10	1056	
"Indonesia"	4.23	6.30		5.73	7.30	4.89	3.54	7.36				5.65		3.65	4.45	5.04		12		7.63	9	1180	
"Switzerland"	3.63	0	3.44	3.98	2.98	4.03	15	9.02	3.74	5.01	3.99	5.61	3.91	4.76	4.65	5.14	4.56	3.46	5.45	3.93	9	2288	
"Cyprus"	4.69	4.35	4.03	4.66	4.02	3.62	4.25	4.48	11	6.09	6.97	5.27	6.42	5.72	3.72	5.43	4.38	7.25	3.65	4.73	8	1690	
"Kyrgyzstan"	1.78								5.56							6.25			7.32	7.89	6	760	
"Thailand"					6.32					7.77			9.06		7.46				9.51	13	5	400	
"Kazakhstan"	3.43	3.44	4.18	3.16	24	5.06	22	8.33	6.80	4.20	9.06	4.48	4.78	4.77	3.58		7.82	8.70	12	25	4	162	
"Malaysia"														3.72	7.06					7.5	3	400	
"Oman"		75					22													16	2	125	
"Sweden"	5.53	3.40	5.81	7.63		5.69	0	5.88	7.91	11	0	7.17	7.48	4.75	5.98	6.16	6.62	8.57	0	6.90	2	290	
"Lithuania"					3.28				2.95							5.43				14	1	72	
"Ghana"		6.94	3.29	3.27	2.96				2.33		4					4.11		3.70		3.28	1	305	
"Guinea"			2.73																		0		
"Gabon"		3.30																			0		
"Brazil"												6.64									0		
"Bolivia, Plurinational State of"											6.98										0		
"Denmark"	3.58	0	11					6.76	3.66						0			4.17			0		
"Ethiopia"			9.09										3.28			4.10					0		
"Estonia"					3.11					3.91				4.08		5.33		4.93			0		
"Finland"										10											0		
"Bangladesh"								5.72													0		
"Afghanistan"	10	2.94	3.26	7.06		8.47	0	3	14		8.47	6.41			5.43						0		
"Algeria"	11									15			6.24		5.97	9.07		59	3.31		0		
"Angola"											3.02	3.02									0		
"Azerbaijan"	3.86	3.61	20	4.60	4.82	5.75	6.76		5.76	7.18	7.09	4.15	5.77	3.38	4.58	5.16	3.97	6.96	3.64		0		
"Argentina"										6.55											0		
"Cambodia"																	4.13				0		
"Cameroon"			3.10																		0		
"Canada"	17	13	7.33		4.98								13		17		0	63	0		0		
"Chile"					0																0		
"China"			12									11		20	12						0		
"Colombia"											6.67								8.45		0		
"Congo"	4.11	3.78				3.54		3.89	4.24	4.07	3.69		3.75	6.94	1.80	4.17	4.27	5.32			0		
"Cook Islands"			13																		0		
"Costa Rica"									6.67												0		
"Croatia"	4.08	4.16	5.01	3.41	3.33						4.65	4.78	4.72	4.35	3.52	3.49		3.42			0		
"Luxembourg"			3.42								4.00			6.45	5.26						0		
"Guinea-Bissau"										6.88											0		
"Qatar"			7.5														6.20				0		
"Philippines"							6.93														0		
"Poland"	4.12				0				6.86		10	3.93	4.29	7.82		7.08					0		
"Mali"						0								32							0		
"Malta"		3.73		8.39	5.00				4.12			9.09	3.89		3.66	4.55			6.01	0	0	110	
"Mexico"											8.91	6.75					7.14	8.27			0		
"Taipei, Chinese"	6.37			5.71											6.67						0		
"Mongolia"		6.41																			0		
"Moldova, Republic of"	3.79				5.59				4.32								3.44				0		
"Morocco"		8.79	3.47	3.40	9.96	3.57			4.15		6.25	8.01			5.26		6.75		0	0	0	85	
"Mozambique"							0														0		
"Jordan"			12	7.88				3.29	8.20		8.82	5.83		8.90	8.59		3.75		4.45		0		
"Kenya"																			11		0		
"Korea, Republic of"	12		10		13	11			12	10			7.06	7.51		8.25	7.85				0		
"Kuwait"				3.13				17		6.25						19		4.85	4.54		0		
"Lebanon"	6.93		3.59	5.50	3.58							5.18		6.15	3.04		5.99				0		
"Iran, Islamic Republic of"	2.5	2.63	2.16	3.32			2.70		0.66				4.51		4.29						0		
"Côte d'Ivoire"	2.78	12		2.81										3.72							0		
"Jamaica"		15																			0		
"Sudan (before 2012)"			8.33	7.73									5.41	0	5.26						0		
"Suriname"										0	0										0		
"United Arab Emirates"	6.20		3.40	20	6.25	7.19	5.41	11	16		6.25		9.77		31						0		
"Tunisia"	18																				0		
"Syrian Arab Republic"	4.10								12			11					3.70				0		
"Tajikistan"						2.48	0						4.60					8.77			0		
"India"																			0		0		
"Singapore"			9.23	17	43				14	6.11								6.67			0		
"Slovakia"	4.11		6.98									4.75			4.44						0		
"Viet Nam"				6.94						0.61											0		
"Slovenia"											5.56	6.80	2.27					6.21	4.76		0		
"South Africa"		3.67			6.94									17		6.94					0		
"Saudi Arabia"	2.94	5	11	4.24	7.37			7.55	4.84	5.71	4.02	0	5.63	3.98	5	4.30	8	9.26	4.65	0	0	66	
"Senegal"									0	3.67							7.62				0		
"Macedonia, The Former Yugoslav Republic of"	4.26	3.17	3.70	7.64		3.09	2.27						4.09	4.45	6.28	6.47		11	4.61		0		
"Egypt"				7.19		4.26	3.49		3.6	3.18	6.31	0	5.53	3.64	6.30	3.81	6.25	6.29	4.42		0		
"Tanzania, United Republic of"	0					6.13															0		
"Free Zones"	5.92	5.67	4.07	4.29	3.29	4.24	5.51	5.32		7.19	0	16	1.88	3.22		13	8.70	4.17		0	0	24	
"Uzbekistan"			0	6.02							3.26	7.84			11		11	8.93	2.63		0		
"Venezuela, Bolivarian Republic of"												0	10								0		
"Yemen"		3.19	3.43	2.96			3.28			4.56		3.64	4.02						3.88		0		
