Importers	2012-M03-Exported unit value, US Dollar/Kilograms	2012-M04-Exported unit value, US Dollar/Kilograms	2012-M05-Exported unit value, US Dollar/Kilograms	2012-M06-Exported unit value, US Dollar/Kilograms	2012-M07-Exported unit value, US Dollar/Kilograms	2012-M08-Exported unit value, US Dollar/Kilograms	2012-M09-Exported unit value, US Dollar/Kilograms	2012-M10-Exported unit value, US Dollar/Kilograms	2012-M11-Exported unit value, US Dollar/Kilograms	2012-M12-Exported unit value, US Dollar/Kilograms	2013-M01-Exported unit value, US Dollar/Kilograms	2013-M02-Exported unit value, US Dollar/Kilograms	2013-M03-Exported unit value, US Dollar/Kilograms	2013-M04-Exported unit value, US Dollar/Kilograms	2013-M05-Exported unit value, US Dollar/Kilograms	2013-M06-Exported unit value, US Dollar/Kilograms	2013-M07-Exported unit value, US Dollar/Kilograms	2013-M08-Exported unit value, US Dollar/Kilograms	2013-M09-Exported unit value, US Dollar/Kilograms	2013-M10-Exported unit value, US Dollar/Kilograms	Exported value in 2013-M10, US Dollar thousand	Exported quantity in 2013-M10, Kilograms	
"Bulgaria"	3.45	3.69	3.31	3.40	3.61	3.35	3.60	3.56	3.69	3.77	4.58	4.32	3.74	3.96	3.73	3.67	3.54	3.56	3.32	3.18	79	24873	
"Azerbaijan"	6.33	4.52	10	5.56	5.33	4.60	5.49	4.28	9.54	6.52	6.83	20	9.46	6.74	10	8.04	7.53	11	11	3.60	70	19442	
"Slovakia"	3.31	3.97	3.25	3.15	3.27	3.27	3.45	3.20	3.42	3.17	3.26	3.24	3.46	3.53	3.06	3.15	2.87	3.44	3.59	3.56	68	19075	
"Lithuania"	4.36	4.13	4.12	4.07	4.10	4.43	4.73	4.60	4.68	4.82	4.94	4.91	4.73	4.83	4.48	4.55	4.45	4.44	4.62	4.77	66	13842	
"Hungary"	3.58	3.21	3.47	3.11	3.15	3.19	4.30	3.24	3.22	3.15	4.50	4.25	3.90	5.25	4.06	4.16	3.75	3.32	3.22	3.36	64	19020	
"Algeria"	5.79		5.37				17	6.24	13	9.29	15	42	5.82	6.81	18	18	3.03	17		19	62	3187	
"Portugal"	3.89	3.98	3.98	4.24	4.28	4.41	4.62	4.23	4.32	5.10	4.45	3.71	4.40	4.56	3.51	4.00	3.85	4.73	4.02	4.47	59	13196	
"Bolivia, Plurinational State of"		4.06											4.17							4.13	57	13794	
"Netherlands"	3.67	4.21	3.62	3.57	3.41	4.01	9.52	4.92	4.59	4.18	3.83	4.29	3.87	3.65	3.50	3.90	3.47	3.75	3.47	3.72	49	13165	
"Turkmenistan"	4.01	4.11	6.38	4.67	4.40	4.25	6.57	5.19	17	6.28	8.63	9.00	4.50	4.30	4.33	4.43	13	7.36	11	3.58	48	13408	
"Lebanon"	5.10	4.98	5.51	5.20	4.45	5.23	4.77	4.38	5.86	13	5.51	4.68	5.83	4.59	5.64	5.58	5.04	5.55	4.33	5.14	36	7001	
"Kazakhstan"	8.12	18	8.22	8.60	8.63	8.42	5.93	11	8.04	7.96	9.52	7.96	2.86	10	9.92	7.16	14		8.57	8.02	35	4362	
"Senegal"	3.47	3.10		3.52	2.97	3.54	3.06	3.61	3.15	3.56	4.36	3.40	3.10		3.27	3.35	3.51	4.13	3.46	4.54	34	7491	
"Switzerland"	5.50	4.42	5.30	5.14	4.22	4.75	5.01	5.10	4.98		5.61	5.56	5.39	4.91	5.04	3.60	4.81	4.88	4.46	5.66	32	5654	
"India"		0	4.00			5.02	8.38				16	6.01			4.55					4.16	30	7207	
"Korea, Republic of"		0			6.41												13			5.02	26	5184	
"South Africa"			4.60		4.69		11	10					5.21	4.72			3.91	4.82	5.02	18	25	1366	
"Benin"	4.38			2.5			3.06		3.34						3.12				3.38	4.81	25	5197	
"Australia"	5.01	5	4.20	5.02	6.43	5.95	7.12	4.74	6.28	4.59	4.83	5.81	14	6.67	4.86	5.69	3.95	6.77	5.74	4.16	23	5532	
"Mauritania"	3.33		4.90			6.13							3.47					5.21		12	23	1950	
"Jordan"	4.30	4.50	4.53	4.62	4.81	4.64	6.15		5.58	4.51		4.74	4.32	5.79	4.49	4.71	4.44	5.05	4.37	4.11	21	5112	
"Qatar"		4.20		4.15	4.58	4.29	4.17	6.49		4.25				5.69		4.05				3.79	21	5537	
"Macedonia, The Former Yugoslav Republic of"	2.32	5.72	3.05	3.64	2.85	3.12	3.55	3.22	3.29	3.23	4.07	3.13	3.31	5.90	3.39	3.13	3.27	3.11	3.15	3.63	20	5511	
"Côte d'Ivoire"	4.44		4.18	3.99			2.71	4.53						3.91	4.01		3.44		4.97	4.08	20	4896	
"Mali"		3.27		3.47	3.32	3.90						3.72	3.88			3.48			4.08	4.08	20	4896	
"Finland"	4.53	4.43	4.17	4.12	3.80	4.31	3.80	3.93	3.46	4.06	4.29	4.14	4.03	4.22	4.23	4.27	4.18	4.05	3.82	4.42	19	4298	
"Angola"		1.92					4.15	5.21					5.03	4.60	4.78			4.55		4.43	19	4288	
"Norway"	3.21	3.62	3.34	4.10	3.71	3.71	4.34	4.02	3.86	4.41	4.55	4.34	4.24	5.19	3.97	3.60			3.37	3.13	18	5751	
"Greece"	4.04	5.38	3.33	4.58	4.18	4.51	5.54	5.79	6.83	6.09	5.92	4.90	4.13	9.00	3.68	4.96	4.33	4.50	4.73	4.17	17	4080	
"Bosnia and Herzegovina"	0	3.81	3.08	2.86	3.36	3.13	3.57	3.65	4.65	3.60	4.50	3.44	3.46		5.64	5.30	3.16	3.18	2.90	2.94	16	5436	
"Canada"			4.88		16	13	15	14	14	13	16	16	14	15	12	14	16	15	14	17	15	896	
"Cyprus"	4.72	5.29	5.79	5.75	4.84	6.22	17	7.23	7.57	7.33	7.72	6.51	6.58	9.52	5.96	5.28	5.39	11	5.10	5.84	14	2399	
"Georgia"	3.21	4.30	3.93	4.46	3.81	6.04	5.61	6.33	6.76	4.90	8.10	4.69	4.29	5.11	7.50	4.27	4.97	8.45	11	12	14	1139	
"Serbia"	4.03	3.96	3.84	2.90	2.85	3.08	3.31	2.99	3.00	3.42	3.43	3.41	3.23	4.11	4.21		3.72	3.42	3.18	3.92	14	3570	
"Kenya"				4.22		4.13				4.24			4.31		6.51		5.88			15	13	850	
"Malta"	5.59			3.84	4.32	4.79		4.72	4.03	2.61	4.57	4.32	5.36	4.24		4.85	4.21	4.24	4.65	5.43	13	2394	
"Oman"	4.41	4.29			4.29		3.78	11			6.52			4.60	4.06			6.85	3.68	3.68	12	3264	
"Morocco"	3.96	4.35	5.76		4.15	3.98		5.95	4.76	4.76			3.82		5.08		5.92	4.83	4.96	3.91	12	3072	
"Free Zones"			7.69	9.52	14	30										6.18	6.20	3.57	13	6.61	8	1211	
"Moldova, Republic of"				6.31	4.04	5.21	4.16	4.26	3.98		7.19			3.95	5.71	3.79		4.75		4.26	7	1645	
"Hong Kong, China"								13						8.26		11	5.43		17	13	4	311	
"Indonesia"					21			23							24					19	4	207	
"Cameroon"			3.61						3.65	4.56	6.25									3.12	4	1280	
"Viet Nam"	6.76											28								18	4	223	
"Montenegro"	2.94	3.23	3.50	3.23	2.12	4.57	3.64	2.68		3.22		3.23		3.41	4.44	6.67		4.20	3.11	3.48	3	863	
"Iran, Islamic Republic of"	4.74	4.34	4.28	4.01	4.42	4.01	5.02	4.64	4.86	4.33	5.58	4.61	9.62		4.55	4.96	4.61	7.04		57	2	35	
"Guinea"	4.03			0			4.18			5.32		4.34	14				4.71				0		
"Guyana"								4.03		4.01		3.23			4.15			4.10			0		
"Ghana"				3.12		4.08	4.11	3.42	0						4.25	4.25					0		
"Japan"	4.27																				0		
"Mauritius"		4.80				4.95								7.13	8.16	6.99			9.76		0		
"Taipei, Chinese"																11					0		
"Mongolia"																	4.34				0		
"Latvia"																		3.51	3.86		0		
"Kyrgyzstan"	22	0	0			12		5.10	7.14			9.09		6.41		6.18	5.58	6.41			0		
"Luxembourg"	4.17										4.22										0		
"Madagascar"												4.88									0		
"Malaysia"	5.65												7.93		4.61	4.52	4.72	5.59			0		
"Belarus"			6.76			5.65			5.15	4.24		5.19	4.27		3.36	3.26	3.85	4.22			0		
"Brazil"							5	5													0		
"Afghanistan"		4						4													0		
"Albania"			3.46	3.58		3.5			2.35							3.33					0		
"Bahrain"		4.12		4.26		3.73	4.26	4.71					4.28	3.75	4.40	4.04			4.63		0		
"Bangladesh"			9.12								5.56			3.56							0		
"Palestine, State of"					10																0		
"Gabon"			3.98	5	3.50					11	4.51	29			3.67		5.43		4.10		0		
"Ecuador"													23								0		
"Equatorial Guinea"				8.93					0	12	4.42			12			15	21			0		
"Ethiopia"			9.29	22			25											3.06			0		
"Estonia"	4.19	3.62	3.23	4				4.30	4.49	4.17		3.42		3.68	4.16	4.71	4.37	4.49			0		
"Faroe Islands"	0													5.81							0		
"Sri Lanka"								12													0		
"Chad"		4.84				4.33						4.73	3.91						3.71		0		
"Chile"			5.42			6.37					5.85							5.12			0		
"China"						12	12	12		12		12		12	13	11	12	11			0		
"Congo"					4.07		2.32	3.95		3.92		4.72	3.07								0		
"Somalia"														35							0		
"Sierra Leone"		2.84																			0		
"Singapore"		5.21				12			12						12	13	14		16		0		
"Sudan (before 2012)"		4.97		9.28	3.23			4.42		4.55			4.12				6.25				0		
"Tajikistan"	0				12	6.44	7.89	3.97	7.81	3.32					11			6.37	50		0		
"Thailand"													12	12		10					0		
"Togo"					3.48									3.91							0		
"Trinidad and Tobago"									6.25												0		
"Mozambique"					22						7.30	2.86									0		
"Netherlands Antilles"	4.31	4.71																			0		
"New Caledonia"						4.03			4.61				3.79		3.98			4.29			0		
"New Zealand"	5.49					8.33	9.77					4.09		4.78	3.59	15	3.45	17	3.11		0		
"Niger"					6.13						3.33			5.90							0		
"Nigeria"	4.57		3.46	3.96	0	3.90	4.56	3.59		3.53				4.15			17		4.21		0		
"Pakistan"	3.75	5.16	8.33	5.71					11			5.73		4.80					6.21		0		
"Rwanda"								11	5.62												0		
"Saint Vincent and the Grenadines"									4.76												0		
"Saudi Arabia"	4.92	9.38	4.24	3.64	4.54			4.44	7.54		7.29	4.21	31			7.29	19	7.98	25		0		
"Burkina Faso"		4.24				4.43			3.99		4.76				4.17						0		
"Uruguay"						4.18				4.51											0		
"Uzbekistan"		8.31	6.55	5.81	7.13	6.30	5.40	8.51	6.43	65		4.58	3.99	6.71	3.89		5.21				0		
"Venezuela, Bolivarian Republic of"	12													3.57	7.21						0		
"Yemen"	2.78								4.55						7.30						0		
"Tanzania, United Republic of"						4.16		4.44		4.21		5.98	4.01	3.61			5.28				0		
"Uganda"																			5		0		
"Tunisia"	3.69		3.79	3.50		3.46		3.60	7.61	6.92	4.21	6.25		3.66	4.54	3.61		4.90	3.38		0		
