Importers	2007-M06-Exported unit value, US Dollar/Kilograms	2007-M07-Exported unit value, US Dollar/Kilograms	2007-M08-Exported unit value, US Dollar/Kilograms	2007-M09-Exported unit value, US Dollar/Kilograms	2007-M10-Exported unit value, US Dollar/Kilograms	2007-M11-Exported unit value, US Dollar/Kilograms	2007-M12-Exported unit value, US Dollar/Kilograms	2008-M01-Exported unit value, US Dollar/Kilograms	2008-M02-Exported unit value, US Dollar/Kilograms	2008-M03-Exported unit value, US Dollar/Kilograms	2008-M04-Exported unit value, US Dollar/Kilograms	2008-M05-Exported unit value, US Dollar/Kilograms	2008-M06-Exported unit value, US Dollar/Kilograms	2008-M07-Exported unit value, US Dollar/Kilograms	2008-M08-Exported unit value, US Dollar/Kilograms	2008-M09-Exported unit value, US Dollar/Kilograms	2008-M10-Exported unit value, US Dollar/Kilograms	2008-M11-Exported unit value, US Dollar/Kilograms	2008-M12-Exported unit value, US Dollar/Kilograms	2009-M01-Exported unit value, US Dollar/Kilograms	Exported value in 2009-M01, US Dollar thousand	Exported quantity in 2009-M01, Kilograms	
"Georgia"	4.44	9.09	11	5.59	3.80	6.97	8.56	8.93	5.35	6.70	4.76	8.96	7.01	8.49	6.18	7.15	7.99	6.63	6.93	4.76	5	1050	
"Slovakia"	11	4.30	3.52	3.93				4.30	4.45	4.61	6.06	6.06	6.13	4.84	4.41		3.87	3.63	4.03	2.81	2	713	
"Free Zones"	11	6.88	32				16		11	6.83		9.71	9.81	8.26		13	15	8.85	13	31	2	65	
"Kenya"					4.29														11	9.52	1	105	
"Korea, Republic of"								5.49		11			0			6.45	3.85	0			0		
"Kuwait"	3.97	4.18		4.71	4.62	4.65							5.70	6.30				4.72	5.33		0		
"Kyrgyzstan"	8.85		0	7.81				14	6.29		7.01			5.34	5.37		3.50	5.42	14		0		
"Côte d'Ivoire"	3.71							3.94		4.63		5.71									0		
"Kazakhstan"	8.65	5.48	5.05	11	9.23	4.19	5.57	12	8.38	7.39	9.31	9.30	4.52	15	7.12	15	4.94	13	11		0		
"Luxembourg"					6.45		5.56					7.78								0	0	31	
"Madagascar"									17	17											0		
"Maldives"	18			13	20				18		21	18	15			18					0		
"Mali"							3.86											3.32			0		
"Malta"	5.16	5.88	7.47		6				8.93	6.45	4.31		8.33		7.86				4.03		0		
"Mongolia"									5.14		5.21	5.55					5.95				0		
"Moldova, Republic of"	7.43		4.98						5.47		5.54	5.81			4.81						0		
"Montenegro"				4.84				4.84		5.16				5.17	2.79	5.38					0		
"Morocco"						5.36			5.65	6.21		9.63		6.41		4.96	6.13				0		
"Mozambique"													0								0		
"Oman"				13					11						11			27			0		
"Viet Nam"						9.80															0		
"Seychelles"															22						0		
"Singapore"			5.95						7.14					7.14				7.14			0		
"Saudi Arabia"	7.75												12		8.87	14			9.44		0		
"Senegal"	3.71	3.71		12	4.44	3.91		4.47			4.36		4.31		5.36		3.56	3.42	4.68		0		
"Qatar"											8.16										0		
"Latvia"					3.90																0		
"Libya, State of"	4.83				4.44	4.37	25	5.36		3.85		4.92	10		6.62	5.74			3.42		0		
"New Zealand"		4.91																			0		
"Nigeria"			15								4.23								3.91		0		
"Pakistan"				4.74																	0		
"Iceland"	6.12																				0		
"Iran, Islamic Republic of"	5.55	5.13	5.15	4.19	5.05	5.12	5.03	5.31	14	5.60	5.96	6.24	5.55	7.34	4.19	5.01	4.99	4.95	5.69		0		
"Guinea"																			3.80		0		
"Ghana"													5.95								0		
"Benin"					3.86				4.01							3.80					0		
"Djibouti"	5.26					3.74															0		
"Gabon"		4.55		4.81			5.34					5		6.99					4.27		0		
"Estonia"	3.23	4.61	4.88	4.46	4.92	4.84	5.85	6.38		4.93	0	6.25	4.52			4.78	4.44	3.71			0		
"Faroe Islands"															7.14						0		
"Fiji"																	13				0		
"Finland"	4.17	4.28		4.04					4.07	4.84	4.58	4.45	5.35	4.77			4.81				0		
"Bolivia, Plurinational State of"													6.41								0		
"Belarus"	8.39						74		10												0		
"Sri Lanka"		9.09																			0		
"Chad"													19	10							0		
"Congo"					3.91	3.33					4.36	4.03									0		
"Bahrain"	5.53				5.77	14				14					6.41			15			0		
"Bangladesh"																		28			0		
"Afghanistan"	3.87									8.81								6.52			0		
"Albania"		6.09							19	9.38		5.13	4.75								0		
"Algeria"	9.26	11	12							9.90	12			11				20	9.09		0		
"Angola"																	5.77				0		
"United States of America"							8.77			0				8.04							0		
"United States Minor Outlying Islands"					4.11																0		
"Burkina Faso"																	0				0		
"Uzbekistan"		5.69	5.75	7.84	3.19							8.77	8.40		16		8.45	0			0		
"Uganda"													4.49		6.17						0		
"Ukraine"	4.68	4.16	5.37	4.69	4.27	4.99	5.00	4.18	5.65	9.03	8.03	6.85	13	12	7.65	3.99	7.38		19		0		
"Tunisia"				3.91	5.33					4.50		6.41		4.66	4.13			4.37			0		
"Egypt"	4.33				6.17			8.41	20			11		14			10	10			0		
"Tanzania, United Republic of"											14		14		13				12		0		
"South Africa"	7.13		6.16					6.58				7.41		7.41	7.00						0		
"Sudan (before 2012)"								0			5.70		14					4.71			0		
"Syrian Arab Republic"	3.52		3.31			5.13					6.38	12		5							0		
"Tajikistan"		14			15					19											0		
"Thailand"																12					0		
"Togo"																	6.20				0		
