Importers	2009-M01-Exported unit value, US Dollar/Kilograms	2009-M02-Exported unit value, US Dollar/Kilograms	2009-M03-Exported unit value, US Dollar/Kilograms	2009-M04-Exported unit value, US Dollar/Kilograms	2009-M05-Exported unit value, US Dollar/Kilograms	2009-M06-Exported unit value, US Dollar/Kilograms	2009-M07-Exported unit value, US Dollar/Kilograms	2009-M08-Exported unit value, US Dollar/Kilograms	2009-M09-Exported unit value, US Dollar/Kilograms	2009-M10-Exported unit value, US Dollar/Kilograms	2009-M11-Exported unit value, US Dollar/Kilograms	2009-M12-Exported unit value, US Dollar/Kilograms	2010-M01-Exported unit value, US Dollar/Kilograms	2010-M02-Exported unit value, US Dollar/Kilograms	2010-M03-Exported unit value, US Dollar/Kilograms	2010-M04-Exported unit value, US Dollar/Kilograms	2010-M05-Exported unit value, US Dollar/Kilograms	2010-M06-Exported unit value, US Dollar/Kilograms	2010-M07-Exported unit value, US Dollar/Kilograms	2010-M08-Exported unit value, US Dollar/Kilograms	Exported value in 2010-M08, US Dollar thousand	Exported quantity in 2010-M08, Kilograms	
"Macedonia, The Former Yugoslav Republic of"	4.11	4.44	4.51	4.22	3.89	4.20	3.90	4.84	4.68	4.98	4.91	4.95	4.68	5.28	5.47	4.58	4.41	4.68	4.25	4.77	34	7125	
"Lebanon"	3.40	3.15	4.97	3.24	3.23	3.21	5.82	3.07	5.37	3.54		3.58		4.58	5.31	3.77	3.28	3.98	2.91	3.53	32	9072	
"Qatar"							3.86		4.39						3.50	3.97	6		5.56	3.55	30	8442	
"Bosnia and Herzegovina"	3.95	4.38	3.75	4.32	4.43	4.46	4.54	4.41	4.62	5.08	5.04	4.96	4.97	4.86	4.77	4.68	4.53	4.20	4.60	4.57	29	6351	
"Canada"						8.55	8.51	8.41	8.40			8.58		9.12	9.01					8.62	29	3365	
"Sudan (before 2012)"										3.85		4.29			3.47	3.36			3.62	3.42	27	7884	
"Switzerland"	5.36				22	4.47					5.22						4.64	4.26	4.52	4.84	24	4960	
"Bolivia, Plurinational State of"							0				8.06							5.45		6.05	24	3968	
"Côte d'Ivoire"			4.03					4.10	5.22			5.49		4.16	4.62			4.23	3.28	3.75	24	6404	
"Morocco"		3.06	4.21	3.59	3.63	3.84	3.67	3.98	3.75	4.26	3.64	6.67	4.21		3.79	4.17	3.69	3.69	4.08	12	22	1870	
"Croatia"	4.28	4.99	4.52	11	6.02	5.59	5.30	4.88		6.39	6.23	4.56	6.56	4.74	5.34	5.21	5.46	4.81	4.85	5.56	22	3955	
"Kazakhstan"	3.74	34			4.51	2.76	4.87		7.00	11	7.13	4.72	6.61	4.78	4.94	3.41	33	12	12	8.28	21	2535	
"Algeria"				3.12	4.55	15							4.91							12	20	1665	
"Serbia"		3.95	3.70	3.81	2.98	4.84	5.67		4.35	4.91	5.10	4.71	5	4.23	5.71	5.26	4.16	4.22	4.25	4.62	19	4114	
"Slovakia"	2.48		3.08	3.08	4.21	3.24	3.25	3.06	3.16		3.68	3.33	3.29	3.82	3.19	3.35	3.57	3.01	3.07	3.55	15	4224	
"Albania"	3.66				3.59	3.66	3.69	3.76	3.77	3.40	4.30	3.86	4.25	4.19	2.78	4.15	3.95	3.49	3.63	3.68	15	4073	
"Estonia"	4.46	3.63	4.17		3.67	3.89	4.40	4.39	4.30		5.05			3.53		4.24	4.80	3.56	3.82	3.61	13	3600	
"Netherlands"		7.84	6.74	11			12	7.69				0	8.88	9.22		6.25	6.25	9.65	9.13	8.78	13	1480	
"Congo"		4.65		3.61		3.53				5.73				4.99						4.01	12	2996	
"Russian Federation"	6.59		5.05	5.43	8.27			4.75	3.76		5.23		6.12	4.19	4.12	4.48			4.60	4.08	11	2694	
"New Caledonia"												4.59						3.33		3.43	9	2625	
"Montenegro"	4.44			4.44	4.65		3.03	3.63		4.92					1.95	4.44	3.90	4	5.17	4	9	2250	
"Moldova, Republic of"						3.54										3.92		17		3.70	6	1623	
"Free Zones"	12				21	29	17	18			32			27	21	25				7.32	3	410	
"Egypt"		2.74	0		3.34						4.00	4.04		3.45		3.39	3.69	3.19	3.06	3.17	2	630	
"Nepal"									4.58			5.05								4.35	2	460	
"Afghanistan"		3.58		8.40	6.22			3.24	5.00		4.58	7.71				30	3.85		5.23	4.35	1	230	
"Angola"							3.08			5.75		4.39		4.06		3.53	3.76	3.22	3.20		0		
"Australia"													0		8.06	0					0		
"Bahrain"																			15		0		
"Central African Republic"				0																	0		
"Belarus"								11										8.70			0		
"Cameroon"													4.26								0		
"Benin"		3.32						4.13	4.18												0		
"Ethiopia"				3.97			3.27		3.21	3.08	3.07	4.07	3.64				3.47				0		
"Faroe Islands"							5.88														0		
"Djibouti"		5.91							4.55			3.99	3.81		2.16			3.42			0		
"Gabon"				3.75							3.50				4.07		3.67				0		
"Oman"	4.35																0				0		
"Niger"																		35			0		
"Nigeria"			10			20	3.12		5.09								3.51	3.42			0		
"Norway"					19																0		
"Pakistan"			6.76																		0		
"Peru"					17																0		
"Mauritania"		3.62		19												4.27		3.59			0		
"Mexico"								0													0		
"Taipei, Chinese"												0					38				0		
"Guinea"								3.83											3.78		0		
"Guyana"													3.92								0		
"Hong Kong, China"						5.56		6.67		7.32					8.51						0		
"Hungary"				0		3.60	3.66	3.70	3.70	3.96	4.06	4.03	3.73		3.73		3.37	3.31			0		
"Iceland"												5.88									0		
"Kenya"															6.45	6.19		5.56	6.35		0		
"Kuwait"					11																0		
"Malaysia"											5.42	8.70			5.95			5.51			0		
"Mali"					3.52					3.71											0		
"Tajikistan"		4		3.80		10				18			4.62								0		
"United Arab Emirates"		4.02	4.69			3.25	4.22	4.83	4.54	4.28	4.97	4.47		4.77	3.92	6.06	4.67	5.02	4.04		0		
"Tunisia"	6.09		23						2.44		0							4.49			0		
"Uruguay"																	2.59				0		
"Saudi Arabia"				3.33	14	5.59					5.96	5.99						0	4.46		0		
"India"			32						4.17												0		
"Singapore"			22			6.23	0	8.80			8	6.68	9.20		5.80	4.93	6.45	7.37			0		
"Viet Nam"			15	8.01																	0		
