Importers	2016-M12-Exported unit value, US Dollar/Kilograms	2017-M01-Exported unit value, US Dollar/Kilograms	2017-M02-Exported unit value, US Dollar/Kilograms	2017-M03-Exported unit value, US Dollar/Kilograms	2017-M04-Exported unit value, US Dollar/Kilograms	2017-M05-Exported unit value, US Dollar/Kilograms	2017-M06-Exported unit value, US Dollar/Kilograms	2017-M07-Exported unit value, US Dollar/Kilograms	2017-M08-Exported unit value, US Dollar/Kilograms	2017-M09-Exported unit value, US Dollar/Kilograms	2017-M10-Exported unit value, US Dollar/Kilograms	2017-M11-Exported unit value, US Dollar/Kilograms	2017-M12-Exported unit value, US Dollar/Kilograms	2018-M01-Exported unit value, US Dollar/Kilograms	2018-M02-Exported unit value, US Dollar/Kilograms	2018-M03-Exported unit value, US Dollar/Kilograms	2018-M04-Exported unit value, US Dollar/Kilograms	2018-M05-Exported unit value, US Dollar/Kilograms	2018-M06-Exported unit value, US Dollar/Kilograms	2018-M07-Exported unit value, US Dollar/Kilograms	Exported value in 2018-M07, US Dollar thousand	Exported quantity in 2018-M07, Kilograms	
"Kazakhstan"	7.60	14	11	5.62	7.60	4.01	3.70	3.74	4.92	3.54	3.36	22	15	4.01	3.84	3.90	4.80	3.86	3.70	4.23	709	167519	
"India"	3.02	3.18	3.95	3.27	3.73	5.65		3.48	6.98	3.23	3.38	3.38	3.30	3.21	3.74	3.31	3.75	4.33	3.72	3.39	649	191292	
"United Arab Emirates"	7.54	3.67	5.74	4.37	3.98	4.61	6.31	6.06	5.33	6.26	6.43	7.38	4.92	3.89	9.90	5.64	7.35	6.55	5.63	10	466	44707	
"Denmark"	4.02	6.15	4.40	4.28	3.62	4.39	3.70	3.23	3.52	4.07	3.92	3.94	3.67	3.59	5.18	4.80	5.19	3.97	4.36	3.90	460	117910	
"Uzbekistan"	3.83	3.99	3.59	3.69	3.47	3.66	3.41	2.99	2.92	3.13	5.76	3.50		8.20	5.84	6.88	4.04	6.28	4.53	4.41	449	101818	
"Ethiopia"		8.50	8.91		6.67		8.39	4.07	4.40	4.06		4.99	10	4.42	4.40	2.01	3.40	9.22	4.45	4.58	434	94857	
"Egypt"	6.36	1.47	4.00	5.14	2.99	3.90	3.82	2.97	3.42	5.14	5.80	5.11	4.48	5.22	5.95	4.74	3.15	5.73	4.52	4.67	430	92018	
"France"	5.02	3.97	4.00	5.98	4.74	5.11	5.34	6.49	4.62	5.93	5.63	6.71	6.24	5.98	5.47	6.11	7.70	5.89	5.62	6.05	427	70567	
"Bulgaria"	3.61	3.45	3.01	3.27	3.58	3.18	3.41	3.78	3.43	3.44	3.71	3.55	5.93	4.45	4.49	4.16	3.71	3.75	3.88	4.24	384	90472	
"Azerbaijan"	6.35	4.66	4.34	3.63	4.86	4.76	3.85	5.33	4.81	4.96	5.44	5.94	7.72	7.46	4.88	4.57	4.33	4.42	5.25	5.31	377	70946	
"Bahrain"	6.73	7.29	6.13	8.63	17	8.82	10	21	14	4.17	10		7.98		6.91	5.41	11	14	5.90	13	371	29499	
"Ukraine"	5.28	5.52	3.87	3.23	3.45	3.38	5.97	6.11	5.17	5.76	6.85	6.03	5.85	6.03	5.90	3.95	7.05	5.07	5.25	6.80	350	51466	
"Morocco"	3.83	4.15	6.53	3.76	4.38	5.01	3.53	3.53	7.11	4.34	3.95	4.74	6.06	4.52	4.78	4.67	4.28	4.10	4.09	5.09	346	67966	
"Romania"	3.97	4.01	5.80	3.47	3.54	3.89	4.22	6.58	6.65	7.75	6.95	6.82	5.92	4.63	4.76	4.47	4.24	4.85	4.77	6.20	334	53891	
"South Africa"			2.69		9.52	9.15	8.85					4					4.37		4.78	4.92	334	67916	
"Algeria"	2.99	3.17	5.69	3.52	4.04	3.19	4.47	9.02		5.44		23		8.42	8.70	3.51	6.57	6.67	4.48	3.87	330	85203	
"Czech Republic"	3.48	5.50	3.45	4.39	5.55	4.28	4.50	5.29	5.62	4.80	4.98	4.92	7.41	3.96	4.52	4.48	7.25	5.94	6.51	5.38	323	60041	
"Spain"	3.31	3.39	3.27	4.53	3.27	3.83	3.74	3.55	4.22	3.60	3.99	3.91	7.52	3.79	4.35	4.35	3.77	4.53	4.21	3.69	303	82175	
"Switzerland"	4.97	6.93	5.15	5.04	5.17	6.99	5.15	5.56	5.93	5.96	5.91	5.96	4.22	4.89	5.62	5.36	5.88	5.69	5.78	5.32	303	56975	
"Russian Federation"	4.52	6.99	3.07	4.83	5.10	5.93	3.73	11	5.48	4.83	9.11	17	5.97	8.88	4.41	4.34	4.46	3.94	3.98	4.32	238	55039	
"Qatar"	4.20	6.37	5.92	6.83	9.85	4.30	8.52	4.06	7.21	6.11	5.67	5.69	6.80	9.84	12	6.36	5.57	6.45	4.99	7.08	216	30529	
"Hungary"	4.98	5.09	4.88	4.16	5.22	6.54	5.21	4.56	4.87	7.02	5.57	4.50	8.26	7.73	6.35	6.14	4.90	5.34	5.10	5.62	199	35426	
"Serbia"	3.92	4.32	5.26	4.37	3.40	3.64	3.40	3.72	5.06	4.59	4.05	4.31	4.94	3.85	4.27	4.26	4.57	3.71	4.41	4.22	198	46883	
"Kenya"	11	4.84		7.97	3.84	5.74	5.60	4.78	8.03	3.17	5.13		5.00	4.40	4.03	3.65	5.18	5.21		8.52	188	22058	
"Albania"	2.85	3.41	4.88	4.15	3.44	3.45	3.36	4.13	4.11	3.68	3.04	3.51	3.64		4.87	4.74	4.24	4.03	4.02	3.66	172	47030	
"Belgium"	3.93	3.83	4.36	3.34	4.47	3.59	3.80	4.15	4.11	4.98	4.31	4.77	4.20	4.41	4.65	4.61	3.90	4.02	3.80	3.68	169	45958	
"Ireland"	4.97	5.42		7.59	6.96	5.83	5.57	5.61	6.12	6.74	6.44	6.96	6.25		9.38	6.43	7.14	7.35	8.59	8.83	152	17215	
"Yemen"				3.29	4.47					4.55								8.79		11	150	13359	
"Bosnia and Herzegovina"	6.25	5.78		4.37	3.94	4.28	4.07	4.37	4.33	4.37	9.90	4.08	6.45	3.07	6.48	5.31	4.71	4.65	4.42	4.08	147	36057	
"Ecuador"			5.30	5.22	5.22													5.50	4.75	4.76	136	28560	
"Kyrgyzstan"	3.52	2.50	2.67	3.25	7.97		3.40	3.82	3.30	4.84	4.95			4.04	3.65	6.00	3.11	4.25	3.17	3.84	134	34898	
"Jordan"	4.12	3.83	3.57	3.67	4.15	4.24	4.20	3.76	5.91	6.71	6.70	5.74	3.98	4.03	7.57	4.51	4.49	3.96	4.16	6.83	126	18450	
"Lebanon"	2.50	2.76	2.99	3.78	3.71	4.23	4.75	6.49	6.56	5.12	5.85	3.81	3.62	3.43	3.82	4.45	5.97	4.43	4.80	4.61	113	24509	
"Slovakia"	15		3.31	3.68	7.01	6.09	5.70	4.30	5.29	6.48	8.83	7.76	8.76	4.84	6.81	4.39	5.38	7.86	8.78	6.27	110	17546	
"Zambia"										8.89					7.77	9.17	11	3.56		4.27	102	23894	
"Greece"	4.81	5.50	3.34	4.18	3.94	3.45	4.62	5.38	5.00	4.92	4.45	5.11	5.19	5.59	5.42	5.63	5.06	4.20	4.89	5.59	102	18246	
"Portugal"	4.15		4.87	3.75	3.62	3.85	3.91	4.84	4.36	6.04	5.43	9.52	5.02	4.73	4.12	5.28	5.54	4.04	4.39	4.09	99	24199	
"Syrian Arab Republic"	7.36		0.97	1.94	9.00	3.49	3.52	3.30	3.52	3.28	3.18	2.64	2.86	2.75	2.43	4.16	4.05	1.07	2.86	3.16	93	29438	
"Australia"	4.83	5.09	5.19	18	5.27		5.38	8.94	4.97	12	10	5.78	5.31	5.11	15	5.19	8.31	8.93	6.39	4.92	84	17062	
"Norway"	3.90	14		4.85	10	3.25	7.94	7.32	4.83	4.81	3.19	7.45	4.33	7.31	11	6.03	4.99	3.44	15	3.96	80	20185	
"Paraguay"			3.80				3.68	7.28	4.00	3.62	4.66					6.96		3.49		3.47	71	20434	
"Kuwait"	9.48	5.68	6.82	3.38	8.61	4.68	4.57	8.22	11	5.55	7.41	7.52	6.48	5.87	3.53	7.53	6.79	6.05	6.49	5.45	67	12295	
"Austria"	6.35	3.91	8.40	8.53	6.85	4.56	6.98	5.65	3.53	10	8.79	6.40		13	6.69	8.33	9.27	21	7.96	5.09	67	13152	
"Cyprus"	6.53	5.00	11	5.27	6.50	3.78	4.44	2.62	4.06	11	5.19	6.60	11	3.06	3.51	6.34	3.80	5.61	4.29	6.51	64	9832	
"Iran, Islamic Republic of"	4.71	3.84	4.74	9.80	3.64	4.76	3.97	3.26	3.35	3.20	4.07	3.39	4.96	3.85	3.54	4.99	6.04	5.05	7.22	10	53	5248	
"Tajikistan"	5.26		5.20	7.74	4.03	4.13	3.97	3.97	4.02		3.49	3.62	8.13				5.19	3.64	3.22	3.80	50	13170	
"Sweden"	6.07	5.66	5.73	5.04	6.91	4.90	7.24	7.48	9.97	6.72	11	8.52	5.44	6.46	5.30	6.54	8.36	6.34	5.20	5.99	49	8177	
"Malaysia"	3.18		6.33						4.56	2.92	6.33		4.44		6.37	4.11		16	9.31	4.18	38	9090	
"Mauritius"	4.45	4.86					8.24	20	4.21	7.86	12			6.29	6.02	5.50	5.61	6.32	5.68	6.48	36	5556	
"Turkmenistan"	5.65	5.56	5.93	4.79	5.64	6.39	5.81	6.53	4.62	5.25	7.91	3.82	7.84	7.37	5.81	6.58	6.76	9.62	10	7.32	35	4784	
"Canada"	15	4.35	5.43	12	15	14	4.87	14	14	12	16	15	11	15	14	8.97	18	13	5.72	9.11	35	3842	
"Senegal"	3.45	8.70		6.87	8.21	6.25	7.29	5.91	6.43	5.24		5.48	3.83	4.69	5.81	6.17	4.43		18	5.09	34	6681	
"Malta"		2.99			11	3.61	3.79	3.78	3.95	7.65	4.75	6.90	9.98		5.57	4.89		5.83	4.13	16	33	2113	
"Libya, State of"	3.77	6.67	14	6.41	9.07	6.33	1.59	8.38	1.15		2.98			3.72	7.69		5.55	5.42	4.97	12	33	2756	
"Congo"			5.05			7.14														5.88	32	5440	
"Free Zones"		9.88	18	21	18	0	12			12	28	15	8.72	23		16	0	8.33	8.27	16	32	2022	
"Djibouti"							9.85	2.60							13		3.99	6.88		7.81	31	3970	
"Burkina Faso"	5.04	1.25	2.56	12		4.85		6.67	7.24	4.70										3.78	29	7672	
"Tunisia"	4.65	3.20	5.50	4.43	4.01	3.27	4.41	3.93	5.29	5.19	5.50	8.41	5.17	4.57	4.50	5.89	6.06	3.60	4.69	4.03	23	5710	
"Croatia"	10	7.14	3.63	3.82	4.23	4.16	3.84	3.78	6.33	5.24	5.20		5.56	5.24	4.74	4.75	5.08	4.57	3.77	3.97	20	5037	
"Japan"	16	16	16	17	14	14	18	16	20	21	20	21		20	21	15	17	18	18	14	19	1405	
"Mongolia"																				3.29	18	5476	
"China"			2.48				21						21					45	25	51	18	350	
"Bolivia, Plurinational State of"	3.43					3.48		3.36							3.85					8.10	17	2100	
"Guinea"	5.02					3.28						16				14	9.76	5.24		8.81	17	1929	
"Uganda"	4.81	4.63	5.92		4.46	3.78		20				12	8.26	7.97	8.12	5.18	6.20	7.83		7.00	16	2287	
"Mali"	21	5	8.11		4.37		7.32	8.72	6.05	12		5.83		13	4.80	5.93		5.11		6.19	14	2260	
"Sudan"				14	9.74	13		4.52	6.62	6.00		3.66	7.43		16	7.50	8.78	3.46		55	11	200	
"Taipei, Chinese"											9.47	8.95	20	7.60	7.31	7.68	8.64		21	10	10	995	
"Moldova, Republic of"	7.35	17	7.02	3.54	3.41	3.08	3.94	5.51	4.93	5.44	5.58	4.51	4.54	5.16	14	4.15	3.97	4.85	4.73	6.27	10	1596	
"Chile"	8.85	4.52	5.63	12	4.97			5.67	11	7.65	9.26	9.96	9.03	7.26	7.97	6.73	8.89	6.94	7.20	8.10	10	1235	
"Maldives"			7.81					7.44		12	5.95	8.77			10		14	12		17	9	525	
"Philippines"	13			38							8.89		10				9.77	14		14	9	652	
"Nigeria"		7.54	13	7.91		8.77	9.52		12	12	4.27	4.13	16	9.48	11		4.37	5.54	4.58	4.85	8	1650	
"Uruguay"	5.49										4.89									9.60	8	833	
"Mozambique"										3.81		5.88								23	7	308	
"Ghana"	6.94	5.80						4.00	6.15		9.01	4.10		4.08		8.90	7.14	4.08	5.09	8.08	6	743	
"Korea, Republic of"	5.15	5.39	5.27	5.41	5.23	4.46	5.43	5.59	5.01		5.27	12	4.77	5.43		5.11	5.63	4.76	5.56	12	6	510	
"Indonesia"	3.63		3.71			3.26		3.95	5.88		11	2.92	3.97	4.22		3.60	3.76		3.8	3.45	5	1449	
"Lithuania"			5.98	3.98		3.92	5.98	24		11	6.25	6.37			4.37			5.09		2.35	3	1277	
"Belarus"	5.61	5.56					67	17			18			8.11		4.35	5.39	8.98	7.80	6.05	3	496	
"New Zealand"	9.05				4.21	18	3.30	20	9.41	5.16	10	17	9.58	23				3.46	12	9.87	3	304	
"Tanzania, United Republic of"	4.31		9.70	5.56	12	4.92	10	7.22	10		59	4.33	8.46	4.85	4.05	3.93		8.48		10	2	194	
"Macedonia, The Former Yugoslav Republic of"	6.82	3.31	4.87	3.64	3.57	3.68	4.99	6.32	3.94	4.92	6.68	6.57	4.59	5.26	3.93	4.17	4.73	4.05	4.09	12	2	169	
"Seychelles"		3.66	9.62				7.18					12				4.73				21	2	94	
"Latvia"			3.89	4.31		6.25	5.49			9.43		9.90	9.43		5.17	5.28	7.58	3.90	8.13	8.13	2	246	
"Chad"											3.92									10	1	98	
"Viet Nam"	4.55	7.39	9.01		4.48	3.07	8.56	10		7.82	6.28		6.87	4.97		6.30	13			21	1	47	
"Slovenia"				3.70	3.64	5.21	6.67	4.55		3.60	4.55	5.47	3.30	3.54		5.24	6.22	4.50	5.71		0		
"Somalia"						17									10	2.71	6.89				0		
"Sierra Leone"										4.8			6.47		4.75	3.80					0		
"Singapore"	3.88	7.5	12	6.30	8.35	3.61	4.61	3.93	13	4.01		4.07		10	6.37	4.30	11				0		
"Sudan (before 2012)"	12																				0		
"Thailand"	11	1.76		18	5.96	5.15	7.69				11										0		
"Togo"											19								6.77		0		
"Trinidad and Tobago"												4.68									0		
"Niger"	9.95								4.60							14					0		
"New Caledonia"																		15			0		
"Peru"		4.84		15				6.19	4.72	4.63	5.04			4.81	4.02						0		
"Pakistan"				2.74	8.17	7.02	5.69	6.59				8.94	9.02	8.33	7.39	10	8.49		7.85		0		
"Panama"									6.78				7.00								0		
"Rwanda"												4.04	4.53			4.69	9.06				0		
"Oman"	8.82	3.91	3.88	7.87		3.81	3.41	7.04	9.29	3.51	6.63	8.66	8.64	14	6.26	5.31	5.09	31	6.48		0		
"Nepal"								17		16					18		11				0		
"Montenegro"				3.49	3.49	4.26	4.98	3.86			7.52	4.90	6.15		10	5.21	3.43	5.79	4.11		0		
"Mauritania"	4.42				12	3.61				4.71	15	6.66		4.00			7.81				0		
"Mexico"		3.97				4.32			8.27		5.99		6.40								0		
"Colombia"			3.29	3.29	4.88			6.65											6.18		0		
"Congo, Democratic Republic of the"									11												0		
"Costa Rica"		7.59							2.27		18										0		
"Benin"	6.25									13				4.41				3.86			0		
"Estonia"		3.81	3.80			5						8			4.33	4.32	4.63	4.30			0		
"Fiji"				2.25									2.80					2.12			0		
"Finland"	4.67	4.09		5.43	6.76	6.67		5.01		4.65					4.44	4.81		11	4.52		0		
"Cameroon"	3.23					4.96			7.88	7.58				3.56			6.32				0		
"Central African Republic"																			5.00		0		
"Sri Lanka"	4.79	15		5.84		4.74		11	6.16			8.77	7.19		6.85		7.75		7.81		0		
"Brunei Darussalam"												5.73									0		
"Bhutan"													6.74								0		
"Angola"	12		9.11			3.26	6.65						9.20			9.05	6.49				0		
"Afghanistan"	7.38		10	4.08		15	3.01	3.03	28		5.41	8.05			5.77	3.31	2.48		7.14		0		
"Liberia"				7.99	10																0		
"Luxembourg"			3.91				7.92								8.58			3.30			0		
"Madagascar"				13		14					9.52	6.76									0		
"Malawi"																			3.85		0		
"Côte d'Ivoire"					3.98		6.82				12					4.56	4.63	5.24			0		
"Honduras"					16																0		
"Hong Kong, China"					11		4.39	8.85	6.71		7.53	11	6.71		7.75		13				0		
"Iceland"		3.01	6.98		3.27	20										3.48	5.49	16			0		
"Guatemala"					4.52						12										0		
"Gabon"	2.98					3.15			3.42		4.03		5.35			3.69					0		
"Gambia"													5.95								0		
"Palestine, State of"				5.73																	0		
