Importers	2007-M06-Exported unit value, US Dollar/Kilograms	2007-M07-Exported unit value, US Dollar/Kilograms	2007-M08-Exported unit value, US Dollar/Kilograms	2007-M09-Exported unit value, US Dollar/Kilograms	2007-M10-Exported unit value, US Dollar/Kilograms	2007-M11-Exported unit value, US Dollar/Kilograms	2007-M12-Exported unit value, US Dollar/Kilograms	2008-M01-Exported unit value, US Dollar/Kilograms	2008-M02-Exported unit value, US Dollar/Kilograms	2008-M03-Exported unit value, US Dollar/Kilograms	2008-M04-Exported unit value, US Dollar/Kilograms	2008-M05-Exported unit value, US Dollar/Kilograms	2008-M06-Exported unit value, US Dollar/Kilograms	2008-M07-Exported unit value, US Dollar/Kilograms	2008-M08-Exported unit value, US Dollar/Kilograms	2008-M09-Exported unit value, US Dollar/Kilograms	2008-M10-Exported unit value, US Dollar/Kilograms	2008-M11-Exported unit value, US Dollar/Kilograms	2008-M12-Exported unit value, US Dollar/Kilograms	2009-M01-Exported unit value, US Dollar/Kilograms	Exported value in 2009-M01, US Dollar thousand	Exported quantity in 2009-M01, Kilograms	
"Czech Republic"						7.41	8	15	7.11	4.66	5.68	4.14	4.36	5.14		3.85	3.73	3.85		3.54	26	7336	
"Italy"	3.54	4.13	4.02	3.67	4.62	6.36	3.99	4.73	4.34	4.91	5.87	4.66	5.08	5.36	4.24	4.54	4.13	3.97		3.85	26	6745	
"Estonia"	4.70	4.46	4.58	6.24	4.37	5.31	5.81	4.95	4.99	5.07	5.13	5.72	4.93	4.55	3.85	4.09	4.16	4.08	4.01	4.46	25	5610	
"China"	5.78	5.08	4.47		4.35	6.02	4.99	5.64	4.99		6.69	4.83		5.41	6.77	5.43		5.36	5.47	5.93	24	4050	
"Kazakhstan"	6.73	3.84	6.00		3.71	7.35	5.21	23	14			25	4.45	3.75	5.69	3.54	16	8.81	0	3.74	19	5081	
"Slovenia"	6.42	5.93	15		6.58	6.73	6.35			7.41		4.40	5.26	6.36		6.17	4.92	5.66		4.35	15	3445	
"Croatia"	5.78	6.02	5.71	6.44	4.30	6.91	4.94		5.39	7.20	5.56	5.91	5.19	6.43	5.12	5.78	4.69	5.17	4.32	4.28	14	3270	
"Switzerland"					5.49				8.70					5.61	5.68	4.71	5.5			5.36	12	2240	
"Lebanon"			3.50		3.19		3.54	3.40	0	3.94		3.35	3.68	3.56	3.48	3.63	3.46	3.54	3.15	3.40	11	3240	
"Sweden"	4.70		4.31		5.28	5.83			0		4.79		4.67						4.31	4.98	11	2208	
"Bosnia and Herzegovina"	3.56	3.70	3.48	3.81	4.26	4.12	5.06	3.81	4.22	4.34	5.39	4.80	6.05	4.94	4.59	4.40	4.09	4.14	0	3.95	8	2025	
"Bulgaria"	4.01	4.16	3.90	4.59	4.19	4.47	4.81	4.93	5.05	5.01	5.17	5.02	5.12	5.12	4.89	4.94	4.20	3.96	9.67	6.02	8	1330	
"Malta"	4	4.69	4.91		4.86	5.67	6.15		6.32		4.8	4.94	6.11	6.74	6.03	4.42	6.64	3.87	5.12	5.21	5	960	
"Montenegro"								4.15		5.19		5.42		4.38		4.27	3.52			4.44	4	900	
"Slovakia"			3.74	6.45				8			4.38	4.27	4.34	4.43	3.97		3.75		3.59	2.48	3	1209	
"Albania"		3.88			3.88						4.00	4.17	0	4.10	3.92	3.92	3.29	3.29	3.08	3.66	3	819	
"Finland"		3.90		3.92	4.66			4.15			14						0			8	1	125	
"Oman"																				4.35	1	230	
"Uzbekistan"	3.48	3.89	3.65	4.08	3.75	3.66	5.45		4.55	4.47	4.52	4.01	4.05	4.30	4.22		4.62	5.28		9.90	1	101	
"Yemen"		5.78	3.15	3.20			3.60			3.45	3.52	3.79	3.96	3.44	3.83	3.60	3.30	4.63			0		
"Area Nes"									1.25												0		
"Egypt"	0							0											4.31		0		
"Tanzania, United Republic of"	0							7.78													0		
"South Africa"		8.06										8.06									0		
"Morocco"	3.93	3.32	3.27	3.46	3.80	3.92	3.94	3.81	4.35	4.33	4.25	4.30	4.10	4.26	3.75	3.87	3.77	3.47			0		
"Liberia"						8.95					4										0		
"Syrian Arab Republic"			5.42			6.24	7.06			4.03	4.54	6.51	6.69	4.68			6.5				0		
"Tajikistan"		3.34	4.00								4			4.61	4.03						0		
"United Arab Emirates"	4.52	4.03	3.97	3.67	3.34	4.01		4.65	4.32	7.33	5.27	6.20	4.13	3.40	4.59	6.04	6.63	4.31	3.22		0		
"Ukraine"	3.93	3.98	3.97	3.96	4.21	4.26	4.28	4.46	4.59		5.09	4.65	5.49	5.63	4.76	5.82	4.51				0		
"Sudan (before 2012)"	2.70	4.04									4.36							3.46	3.67		0		
"Netherlands"					7.5				32			8.47					6.80	5.03			0		
"New Zealand"			0							5.35											0		
"Niger"									4.17						4.17						0		
"Nigeria"		3.36				4.46		0		3.91	4.12			3.33					3.59		0		
"Norway"	3.44	3.29	3.29		24																0		
"Pakistan"										22		19									0		
"Peru"																		0			0		
"Saint Kitts and Nevis"												20									0		
"Saudi Arabia"								12			0		7.33					6.62			0		
"Senegal"			3.86		4.21	4.13		4.25			4.10	4.23	4.18		2.59		3.29		3.23		0		
"Serbia"	4.15	4.27	18	3.46	4.36	5.18	5.79		5.01	4.40	5.97	5.26	5	5.13	6.90		4.67	0			0		
"India"		53						0	5.39												0		
"Singapore"	5.80		8.70	5.98					6.52				0	7.42			0				0		
"Mauritania"						3.75															0		
"Mongolia"		4.26		3.63	4.56		4.73		5.39		5.40	5.26					8.05				0		
"Moldova, Republic of"		4.10		6.09	4.35	4.10					4.41		0			6.71					0		
"Malaysia"						8.29								7.25							0		
"Mali"	3.59											4.03									0		
"Jordan"	2.92	3.21	3.03	3.02	3.14	3.44	4.62			3.51	3.91	3.50	3.92	4.14	5.56						0		
"Kenya"																		0			0		
"Korea, Republic of"									0				2.60								0		
"Kyrgyzstan"	3.08	3.23	3.21	3.26	3.29	3.14	3.48	3.22	3.45	3.54	3.55	3.80	3.21	3.51		3.54					0		
"Côte d'Ivoire"			3.78			4.56						4.68			4.03	3.45		3.43			0		
"Hungary"						6.12	6.35				19										0		
"Iceland"					5.07														4.32		0		
"Iran, Islamic Republic of"	3.76	4.01	4.05	4.10	4.57	4.31	4.61	4.84	5.65	5.86	6.73	5.47	6.82	6.62	26	4.15	5.77	6.11	6.19		0		
"Faroe Islands"						6.27									4.94						0		
"Gabon"		3.26					3.49				0	4.17							3.91		0		
"Ethiopia"			3.53				3.65				2.55								3.22		0		
"Algeria"																21			3.84		0		
"Angola"																	60				0		
"Afghanistan"	3.63		3.33										6.32		4	5.03					0		
"Bermuda"															4.94						0		
"Bolivia, Plurinational State of"																			0		0		
"Argentina"		2.95	2.96	2.96			3.08	3.24	3.26	3.41	3.40	3.60		3.69	0			3.69	0		0		
"Australia"					0											6.61					0		
"Belarus"										13											0		
"Canada"			8.69		9.13	11	9.08			8.89			8.43	7.91	8.31	8.74	8.29	9.08			0		
"Cabo Verde"		3.16				4.23															0		
"Chad"																		15			0		
"Congo"				3.85		4.52			4.02			4.64				3.59		3.70			0		
