Importers	2002-M09-Exported unit value, US Dollar/Kilograms	2002-M10-Exported unit value, US Dollar/Kilograms	2002-M11-Exported unit value, US Dollar/Kilograms	2002-M12-Exported unit value, US Dollar/Kilograms	2003-M01-Exported unit value, US Dollar/Kilograms	2003-M02-Exported unit value, US Dollar/Kilograms	2003-M03-Exported unit value, US Dollar/Kilograms	2003-M04-Exported unit value, US Dollar/Kilograms	2003-M05-Exported unit value, US Dollar/Kilograms	2003-M06-Exported unit value, US Dollar/Kilograms	2003-M07-Exported unit value, US Dollar/Kilograms	2003-M08-Exported unit value, US Dollar/Kilograms	2003-M09-Exported unit value, US Dollar/Kilograms	2003-M10-Exported unit value, US Dollar/Kilograms	2003-M11-Exported unit value, US Dollar/Kilograms	2003-M12-Exported unit value, US Dollar/Kilograms	2004-M01-Exported unit value, US Dollar/Kilograms	2004-M02-Exported unit value, US Dollar/Kilograms	2004-M03-Exported unit value, US Dollar/Kilograms	2004-M04-Exported unit value, US Dollar/Kilograms	Exported value in 2004-M04, US Dollar thousand	Exported quantity in 2004-M04, Kilograms	
"Saudi Arabia"	2.49	2.46	4.86	2.79	6.22	2.49	4.69	3.48	3.65	3.28	2.70	3.16	3.60	3.47	0	4.69	2.73	4.45	3.75	2.94	38	12910	
"Kazakhstan"	7.78	5.97	1.33	13		6.21	4.16	2.58	2.80	13	3.74	4.09	4.54	2.16	3.25	2.94	4.41	14	3.35	3.43	37	10782	
"Korea, Republic of"		11					10		15	10	11							9.61		12	35	2920	
"Sweden"	2.21	2.39	2.42		0			3.50	3.18	2.86	3.40	2.71	2.95	2.80	9.88	3.90	5.68		3.62	5.53	35	6333	
"Lebanon"	2.56				7.34		8.81		9.26			4.44		6.42		8.70		8.20		6.93	33	4762	
"Poland"	5.88	0.85	4.53					5.43				4.78			0	3.70	4.12		3.96	4.12	30	7290	
"New Zealand"	5.20			4.84	10	3.42			3.59		11		10	4.76			8.70		4.60	13	28	2205	
"Slovakia"																				4.11	21	5112	
"Free Zones"	0	3.45			3.5	2.62	3.18	0	0	0	0	4.44	5.69	6.21	9.01	6.06	4.08	6.17	4.13	5.92	19	3210	
"Denmark"	7.44				5.71				3.37	2.92		6.51		2.85					13	3.58	18	5022	
"Côte d'Ivoire"					2.29			2.16				11		2.56				3.62	4.50	2.78	17	6124	
"Portugal"	5.45										2.89	3.00	3.02			3.13				3.70	16	4320	
"Russian Federation"	3.53	6.38	9.42	5.46	10		11	5.22	1.98	15	5.32	7.41	12	13	4	15			2.24	4.85	15	3090	
"Indonesia"		2.22				3.03			4.17			3.67	13					6.10		4.23	12	2840	
"Turkmenistan"		7.20	14	1.86	1.89		3.57	6.97		26	10	2.86			7.75	8		2.78		8.30	11	1325	
"Congo"			3.06			2.74	2.29			4.02	2.95	3.36	3.22	7.96				4.52	3.69	4.11	10	2436	
"Kyrgyzstan"													8.20							1.78	8	4500	
"Afghanistan"										7.14		6.15			0					10	7	690	
"Japan"				0	2		3.88		8.96	26	5.97	18	13		16	7.81				7.28	6	824	
"Tunisia"	0			2.99		5.86	2.92		3.51					2.63	2.73					18	5	280	
"Canada"																	8.26	13		17	4	230	
"United Arab Emirates"		6.42	6.04	6.01	3.04	2.76	0.48	13					3.42				6.82		6.11	6.20	3	484	
"Macedonia, The Former Yugoslav Republic of"	2.84	4.57	2.63		10		5.08	2.48	3.40	0.74	15	2.48	3.58	2.75	2.98		9.11	3.47		4.26	3	705	
"Algeria"		12									2.18									11	2	180	
"Iran, Islamic Republic of"					0					4.44				6.03			6.13	3.16		2.5	1	400	
"Taipei, Chinese"			3.05							4.44									0	6.37	1	157	
"Mongolia"							4.29						0								0		
"Kuwait"															15						0		
"Jordan"						6.02			2.45	2.94							3.49				0		
"Kenya"	1.91								0			3.61						1.54			0		
"Nigeria"	2.74		2.55	3.13			2.57	2.69		2.82			2.86		3.76				2.95		0		
"Norway"	2.78										3.95			4.11			4.67		13		0		
"Peru"		4.07																			0		
"Morocco"						23	3.29	4.46		5		3.36				7.59	4.01				0		
"Oman"			4.30											6.06							0		
"Nepal"	2.43							3.57	3.12		3.19										0		
"Guinea"	2.35			2.14		17	2.84		17					2.58							0		
"Hong Kong, China"			0					11	7.69		11	13			15	15	13				0		
"Latvia"							5.33	3.42						0							0		
"Libya, State of"	2.51	2.90	3.04		4.29		3.44	2.94	2.79		2.53	2.71	3.07	2.84		16	1.64			0	0	45	
"Lithuania"							5.23	3.50	2.18	3.28							8.52				0		
"Madagascar"				3.09																	0		
"Malaysia"															15	19					0		
"Malta"	2.48		4.58	6.21				3.61		5.91						4.66	5.75				0		
"Mauritius"																			0		0		
"Bahrain"														5.49				6.13			0		
"Albania"			0	2.22	3.30	3.36		3.72	3.71	3.66	3.08	0	2.34						2.25		0		
"Sri Lanka"															6.38						0		
"Chile"												2.78									0		
"Colombia"	7.02																				0		
"Brazil"	7.72				5.92																0		
"Cameroon"															3.88						0		
"Cuba"																12					0		
"Dominica"										6.09											0		
"Ecuador"			5.04																		0		
"Ethiopia"						3.28							4.17								0		
"Estonia"							5.33	3.30						3.28				2.19			0		
"Faroe Islands"		3.26																			0		
"Finland"									6.67												0		
"Palestine, State of"				4.73																	0		
"Ghana"	2.33	3.06		0	2.33			2.24				4.17		2.51		2.67					0		
"Benin"				1.76							1.64					1.41					0		
"Gabon"									2.90									3.35	2.94		0		
"Egypt"	4.96				9.52		0									6.13	5.52		3.43		0		
"Tanzania, United Republic of"								3.70			3.51									0	0	85	
"Uzbekistan"						2.86	5.02	19	9.74		3.76		1.89	4.14	2.60	3.18	15		3.33		0		
"Venezuela, Bolivarian Republic of"			4.88																		0		
"Yemen"	2.96							2.65		3.19	2.93				2.90	2.59					0		
"Area Nes"	2.65	3.05	3.13	4.47	3.56	5.35		3.21	3.38								4.76				0		
"Tajikistan"			15											7.5		5.49			0		0		
"Thailand"			0							7.75											0		
"Qatar"					1.24									0							0		
"New Caledonia"																			6.36		0		
"Slovenia"				9.52		4.96								10							0		
"South Africa"		19	23															4.63	5.64		0		
"Sudan (before 2012)"										2.14					6.32						0		
"Suriname"							12										40				0		
"Sierra Leone"							3.67										2.68				0		
"India"				2.71											3.83						0		
"Singapore"	3.47	10		0	2.38	3.85	3.15			3.14	14	3.23			3.65	4.81			14		0		
