Importers	2013-M10-Exported unit value, US Dollar/Kilograms	2013-M11-Exported unit value, US Dollar/Kilograms	2013-M12-Exported unit value, US Dollar/Kilograms	2014-M01-Exported unit value, US Dollar/Kilograms	2014-M02-Exported unit value, US Dollar/Kilograms	2014-M03-Exported unit value, US Dollar/Kilograms	2014-M04-Exported unit value, US Dollar/Kilograms	2014-M05-Exported unit value, US Dollar/Kilograms	2014-M06-Exported unit value, US Dollar/Kilograms	2014-M07-Exported unit value, US Dollar/Kilograms	2014-M08-Exported unit value, US Dollar/Kilograms	2014-M09-Exported unit value, US Dollar/Kilograms	2014-M10-Exported unit value, US Dollar/Kilograms	2014-M11-Exported unit value, US Dollar/Kilograms	2014-M12-Exported unit value, US Dollar/Kilograms	2015-M01-Exported unit value, US Dollar/Kilograms	2015-M02-Exported unit value, US Dollar/Kilograms	2015-M03-Exported unit value, US Dollar/Kilograms	2015-M04-Exported unit value, US Dollar/Kilograms	2015-M05-Exported unit value, US Dollar/Kilograms	Exported value in 2015-M05, US Dollar thousand	Exported quantity in 2015-M05, Kilograms	
"Iraq"	4.69	5.24	5.57	3.69	3.70	4.35	4.06	4.37	4.24	4.48	5.45	5.34	5.06	4.93	4.99	7.33	4.36	3.99	3.21	4.23	343	81032	
"Austria"	4.23	4.05	4.04	3.99	3.87	3.98	4.13	4.09	4.41	3.83	4.19	3.71	3.85	3.72	3.71	3.44	3.94	3.32	3.25	3.24	290	89634	
"Denmark"	4.37	4.68	4.28	4.43	4.57	4.39	4.27	4.29	4.67	4.44	4.40	4.44	3.94	4.04	3.88	3.86	3.57	3.39	3.33	3.98	231	57990	
"Morocco"	3.91	5.47	4.93		4.19	9.17	5.20		5.61	5.20	4.76	5.05	4.14	3.83	3.77		4.59	5.21	3.83	3.68	192	52239	
"Belgium"	4.32	4.74	4.60	4.34	4.74	4.20	4.87	4.67	4.64	4.21	4.62	4.33	4.36	4.28	4.03	3.98	3.66	3.84	3.75	3.51	182	51799	
"Libya, State of"	4.18	4.99	4.58	4.36	4.51	4.93	7.29	5.90	4.99	5.85	3.83	3.90	3.57	6.05	4.55	4.42	5.56	3.16		3.07	166	54003	
"Algeria"	19	9.42	5.60	12	4.29	7.02	3.78	3.97	19	13	5.10		4.08	4.33		4.07	4.75	7.96	4.03	4.57	146	31924	
"Canada"	17	15	15	12		16			15	18	13		15	17	16			13	12	13	141	11194	
"Portugal"	4.47	4.30	5.47	5.13	4.46	3.88	4.63	4.31	4.28	4.04	4.01	3.91	3.75	3.64	3.55	3.45	3.42	3.21	3.00	3.37	134	39751	
"United Arab Emirates"	5.40	4.34	4.28	4.10	4.09	4.54	4.54	4.04	4.31	4.79	4.34	2.93	3.67	3.92	4.09	3.74	3.46	3.89	4.33	5.29	129	24383	
"Jordan"	4.11	4.96	4.80	4.40	6.51	4.44	4.43	4.64	4.44	4.42	4.43	4.44	4.27	4.36	4.40	4.29	3.90	3.69	3.89	5.31	119	22416	
"Poland"	3.59	3.09	3.68	3.48	3.46	3.33	3.82	3.65	3.27	3.50	3.24	3.32	3.37	3.16	3.35	3.21	3.05	2.83	2.75	2.88	115	39963	
"Romania"	3.09	3.44	2.95	3.73	3.94	4.16	5.21	4.12	4.25	3.58	3.38	3.41	3.24	3.30	3.15	2.75	3.13	2.78	2.82	3.28	107	32629	
"Bahrain"				3.50	4.29	4.06	4.45	4.28	4.40	4.57	4.03	11	4.47	4.06		3.82		3.76		4.33	106	24492	
"Maldives"												6.76								23	101	4432	
"Ukraine"	4.32	4.89	4.30	4.59	3.89	4.21	3.87	3.85	3.76	4.00	3.70	3.47	3.34	3.52	3.42	3.02	3.57	3.29	3.06	3.11	91	29265	
"Australia"	4.16	4.82	5.83	4.21	3.05	3.40	16	7.40	3.29	5.30	7.13	6.44	3.70	3.83	3.30	3.71		5.29	5.02	4.40	90	20448	
"Czech Republic"	3.44	3.25	3.40	3.22	3.22	3.35	3.63	3.31	3.43	3.32	2.99	3.00	3.11	2.77	3.16	3.31	2.84	2.66	2.31	2.59	86	33142	
"Lebanon"	5.14	4.38	4.73	5.26	6.11	6.42	5.66	4.67	4.25	6.12	4.35	5.11	6.73	4.49	4.07		5.82	3.33	4.31	4.28	86	20099	
"Netherlands"	3.72	3.98	3.47	3.25	4.04	4.13	3.85	4.62	4.66	3.70	4.51	3.67	3.52	3.21	3.24	3.78	3.80	3.31	3.45	3.77	65	17261	
"Qatar"	3.79	4.78	7.08	4.48	4.27	4.09	4.38	4.18	4.08	4.25	3.98		7.69		3.76		3.22	3.48	3.48	3.65	64	17514	
"Finland"	4.42	3.95	4.32	4.42	4.07	4.10	4.58	3.61	3.76	4.03	4.17	3.79	7.72		3.59	3.39	3.00		3.27	3.08	64	20780	
"Kuwait"	4.70	4.45	4.59	9.12	4.14	4.13	4.65	4.53	4.35	5.25	5.23	4.28	3.94	3.67	3.84	7.65	3.73	7.71	4.00	4.39	60	13665	
"Hungary"	3.36	3.32	3.42		3.60	3.14	4.82	3.99	4.15	4.17	3.72	4.15	3.70	3.46	3.73	3.13	3.09	2.99	2.83	3.02	54	17908	
"Iran, Islamic Republic of"	57	4.42	3.79	5.17	9.84		5.19	5.17	4.92	4.55	4.90	4.13	4.87	4.38	4.00	3.87	5.32	3.69	4.12	5.41	53	9803	
"Bulgaria"	3.18	3.54	3.58	4.07	3.63	3.99	3.95	3.59	4.04	3.74	3.78	3.58	3.34	3.53	3.41	2.91	3.72	2.82	2.78	2.99	45	15030	
"Switzerland"	5.66	6.17	5.17	4.34	4.27	5.23	5.38	5.17	5.08	4.55	5.14	4.77	4.06	3.79	6.17	4.39	4.64	3.57	3.58	3.32	41	12355	
"Turkmenistan"	3.58	6.47	11	6.62	5.33	4.37	9.78	5.26	4.58	5.39	5.87	15	16	7.31	4.18	3.37	9.90	5.48	3.79	6.16	40	6491	
"Slovenia"	4.47	4.47	4.59	4.73	4.77	4.33	7.69	4.42	4.59	4.31	4.04	4.04	3.96	3.91	3.99	3.74	3.67	3.51	3.50	3.51	39	11114	
"New Zealand"		13		4.63	3.53	5.26	3.68			16		3.58	3.36	3.04	11	2.90	13	3.29	3.55	2.93	38	12960	
"Senegal"	4.54	3.50	4.33	3.79	3.72	5.63	4.21	4.30	3.62	4.85	3.90	3.42	3.34	3.28	3.10	2.86	2.80	3.48	2.74	3.22	37	11487	
"Serbia"	3.92	3.38	5.46	4.02	4.17	4.94	4.43	3.75	3.55	3.65	3.47	3.22	3.08	2.94	4.49	3.68	2.92	2.71	2.65	2.78	36	12947	
"Slovakia"	3.56	3.20	3.59	3.54	3.70	3.57	3.96	3.93	3.13	3.36	3.51	3.44	3.34	3.28	2.70	3.36	2.81	3.08	2.83	2.99	34	11363	
"Macedonia, The Former Yugoslav Republic of"	3.63	3.48	3.31	6.84	3.92	11	3.71	3.58	4.47	3.34	3.50	3.03	3.03	3.05	2.96	14	2.66	2.53	2.64	3.06	33	10801	
"Cyprus"	5.84	4.86	7.19	4.98	4.59	6.04	6.86	8.50	5.46	6.88	4.72	4.11	6.37	4.63	4.43	3.71		3.69	4.40	5.23	33	6307	
"Benin"	4.81	5.04	4.90		3.48	3.46		3.27		3.48	3.48				3.13			2.77		2.78	32	11501	
"Ireland"	5.44	4.30	4.37	4.91	4.37	5.47	5.46	6.09	5.23	4.65	4.19	4.73	4.53	4.50	4.43	4.22	6.00	3.39	5.11	4.57	32	7006	
"Azerbaijan"	3.60	9.65	12	8.79	4.10	7.97	10	8.76	4.04	6.44	22	8.25	10	8.87	11	3.68	4.10	3.69	8.67	11	29	2591	
"Ghana"		12	5.91		3.12								13						5.87	4.72	27	5725	
"Georgia"	12	7.31	5.46	8.35	6.05	6.93	5.30	5.15	4.02	5.10	7.27	5.75	9.62	5.84	7.26	12	6.31	6.14	3.69	4.96	22	4433	
"Greece"	4.17	6.73	3.93	4.50	5.45	4.45	5.96	6.19	3.94	4.26	4.42	7.33	5.30	5.08	4.71	4.92	4.36	4.71	4.17	5.18	20	3859	
"Croatia"	3.97	3.87	4.42	5.79	3.85	3.94	4.01	3.76	3.76	3.92	5.07	3.62	3.64	3.87	3.60	3.26	3.77	2.94		4.70	20	4258	
"Kazakhstan"	8.02	7.34	5.40		7.54	8.08	4.60	8.46	7.76	6.49	8.48	11	7.55	7.44	7.95	6.38	6.22	9.18	5.18	4.48	20	4463	
"Mali"	4.08	3.71	3.63	3.96	4.30	4.00	4.30	4.15	4.05	3.83				3.44	3.66	3.02		3.26	3.28	3.48	17	4882	
"Congo"			14								4.02				3.33					2.83	16	5647	
"Estonia"		3.85		5.38		5.24	5.17	4.34	4.73	4.85	5.53		5.09		5.13		3.32	4.93	4.31	3.95	13	3290	
"Malta"	5.43	4.83	4.44	4.60	6.42	4.87	7.52	5.73	5.22	4.17	4.18	4.43	4.89	4.27	4.51	4.63	4.71	4.12	4.17	4.25	12	2826	
"India"	4.16	12		11	4.24	3.82	7.30	14	5.58	13	4.55	12	10	9.35	6.17	3.82	12	4.34	7.14	9.80	12	1225	
"Russian Federation"	3.55	3.52	4.19	4.46	3.62	4.48	3.97	3.57	4.35	4.57	3.71	3.04	4.14	3.40	3.23	2.99	3.35	6.08	3.53	4.85	11	2266	
"Tunisia"		20		7.14		6.24	4.71		6.90		4.14				3.63		4.01	3.78	21	5.79	11	1900	
"South Africa"	18	15	15		5.91		4.19	5.03	4.65			5.01			3.09	3.73				3.47	9	2592	
"Madagascar"											10									3.84	8	2081	
"Free Zones"	6.61		9.13	16	4.65	5.26			1.91	20	8.13	6.47	8.03	6.50	6.17		6.22		23	7.59	7	922	
"Lithuania"	4.77	5.10	5.37	4.28	5.16	5.23	5.28	4.78	5.15	4.67	4.39	4.36	4.39	4.01	4.14	3.79	3.83	3.99	3.86	4.05	6	1482	
"Bosnia and Herzegovina"	2.94	2.87	3.45	3.17	4.09	6.86	3.33	2.94	4.29	3.26	3.51	3.24	2.83	3.65	2.87	2.45	2.73	2.43	3.24	2.76	6	2175	
"Cameroon"	3.12		3.40				9.20		4.05			3.47			2.65			3.06		3.24	5	1543	
"Mauritius"													8.70	8.70	4.51				5.88	3.13	5	1596	
"Tanzania, United Republic of"		8.39	3.05									8.62							2.93	6.84	4	585	
"Saint Vincent and the Grenadines"							4.34													4.27	4	936	
"Saudi Arabia"		7.71	11	3.33	4.12	7.78	8.78	13	27	6.29		5.88	8.12	14		4.05		4.07	3.59	6.82	3	440	
"Singapore"		8.81	14			11	16	16		13	10	6.49		8.24	8.55	12		6.45	11	9.49	3	316	
"Hong Kong, China"	13			7.56				13	4.89	14	4.98									5.43	3	552	
"Djibouti"																				9.09	1	110	
"Albania"							6.41	3.88	3.86								4.05			5.21	1	192	
"Philippines"																				7.14	1	140	
"Niger"																	4.76				0		
"Nigeria"					10								4			9.30					0		
"Norway"	3.13	3.23		3.13			4.39	4.64													0		
"Pakistan"			65	7.92								4.63				6.49	6.33				0		
"Paraguay"					6.41					6.71					6.13						0		
"Peru"														6.17							0		
"Malaysia"		7.28	6.13			5.39		4.17	4.00				4.17		4.56			2.78	3.57		0		
"New Caledonia"			4.23			5.31													4.21		0		
"Mozambique"		15											3.27								0		
"Oman"	3.68		5		4.64		4.29	4.20	4.16	4.24	8.63	8.13	3.96	4.24	3.92	3.26	4.19		6.45		0		
"Nepal"					16										4.65						0		
"Seychelles"			8.33											7.14							0		
"Sudan (before 2012)"						4.64											4.12		9.90		0		
"Viet Nam"	18																				0		
"Somalia"																3.09					0		
"Burkina Faso"		19	4.50		6.97	4.96		5.14													0		
"Uruguay"											4.01			3.76				4.44			0		
"Uzbekistan"			11			7.47	6.54	11	5.91	6.98	5.00	7.01	6.84	6.45		7.01	6.48	2.17	3.37		0		
"Yemen"						4.30		5.71										6.71			0		
"Uganda"						5.56															0		
"Syrian Arab Republic"								5.12	3.33				3.91	3.75	10	3.99	4.79	3.61	4.69		0		
"Tajikistan"					13	5.05	2.5						7.38	4.30							0		
"Togo"			4.82			3.91		4.45		3.85	4.56	4.18	3.78		3.90			3.72			0		
"Argentina"	4.64	4.49							3.54												0		
"Angola"	4.43	4.38	4.63			4.38	5	5.08					8.58	4.69	4.47						0		
"Antigua and Barbuda"																17					0		
"Afghanistan"						47									6.15						0		
"Belarus"					4.98		10							16							0		
"Bangladesh"											26										0		
"Bolivia, Plurinational State of"	4.13																				0		
"Ecuador"															17						0		
"Equatorial Guinea"		5.09	6.77					18			8.55			5.74							0		
"Ethiopia"															11	12					0		
"Congo, Democratic Republic of the"																			3.55		0		
"Sri Lanka"																9.17					0		
"Chad"			4.44					4.20													0		
"Chile"						5.42			4.75						4.23		4.08				0		
"China"		6.06					5.33						0	3.29		3.12					0		
"Gabon"		6.25	6.92	4.72	4.99	4.33	4.62		4.18	5.10	4.63			3.75							0		
"Palestine, State of"									6.06										13		0		
"Guinea"				4.74			4.91											9.02	4.44		0		
"Guyana"						4.71	4.17				5.05	4.39							3.45		0		
"Indonesia"	19	11			13						8.81				8.83						0		
"Côte d'Ivoire"	4.08	4.06				2.38	4.51	7.58		5.08		7.5		7.6	3.97	3.69	2.83		3.27		0		
"Mongolia"		3.88	4.35		3.92			4.08	3.47	3.47			3.47		5.78	5.78		5.52			0		
"Moldova, Republic of"	4.26	5.29	4.68		4.03		4.44	4.07		5.11	6.71	4.78	3.81	4.49			3.49	4.02			0		
"Montenegro"	3.48		4.66			3.11				6.45	4.65		4.96	3.11	3.12	3.53					0		
"Mauritania"	12			4.42					5.78						3.80						0		
"Luxembourg"				4.17											3.65						0		
"Latvia"									3.17		3.17										0		
"Liberia"							5.47		12												0		
"Kyrgyzstan"		7.71	3.76		6.51	6.05		7.09	6.41		7.38	6.67	6.41	8.60		13		14			0		
"Kenya"	15		14				6.96					8.92	15		18			7.5	7.5		0		
"Korea, Republic of"	5.02																		4.27		0		
