Importers	2013-M10-Exported unit value, US Dollar/Kilograms	2013-M11-Exported unit value, US Dollar/Kilograms	2013-M12-Exported unit value, US Dollar/Kilograms	2014-M01-Exported unit value, US Dollar/Kilograms	2014-M02-Exported unit value, US Dollar/Kilograms	2014-M03-Exported unit value, US Dollar/Kilograms	2014-M04-Exported unit value, US Dollar/Kilograms	2014-M05-Exported unit value, US Dollar/Kilograms	2014-M06-Exported unit value, US Dollar/Kilograms	2014-M07-Exported unit value, US Dollar/Kilograms	2014-M08-Exported unit value, US Dollar/Kilograms	2014-M09-Exported unit value, US Dollar/Kilograms	2014-M10-Exported unit value, US Dollar/Kilograms	2014-M11-Exported unit value, US Dollar/Kilograms	2014-M12-Exported unit value, US Dollar/Kilograms	2015-M01-Exported unit value, US Dollar/Kilograms	2015-M02-Exported unit value, US Dollar/Kilograms	2015-M03-Exported unit value, US Dollar/Kilograms	2015-M04-Exported unit value, US Dollar/Kilograms	2015-M05-Exported unit value, US Dollar/Kilograms	Exported value in 2015-M05, US Dollar thousand	Exported quantity in 2015-M05, Kilograms	
"Equatorial Guinea"		7.92	6.28		9.18				12	33				6.42							0		
"Ethiopia"	30		6.67				6.44	9.91	7.04				23	17		10			6.24		0		
"Colombia"		6.12							8		5.18	6.4						6.77	3.91		0		
"Belarus"	6.46				9.20	11	13	11	11					44							0		
"Congo, Democratic Republic of the"						19								4.17							0		
"Bahamas"						6.86									1.79						0		
"Angola"			2.58	6.67		0.95				9.00			7.22					4.74			0		
"Afghanistan"			25		8		19							2.99	9.52	13			12		0		
"Bangladesh"			3.84				2.22		2.39	2.39	2.36	2.39	3.55	3.71	3.74	2.92	5.47	3.82	1.45		0		
"Brazil"								20													0		
"Cameroon"							17		4.74		4.16	5.76		7.04	19		6.35				0		
"Canada"															5.01			5.30			0		
"Cabo Verde"													5.58								0		
"Sri Lanka"	17		14	12		11				15	8.47		9.44		22	5.53					0		
"Chad"	6.35		4.69		4.27											3.32					0		
