Importers	2009-M01-Exported unit value, US Dollar/Kilograms	2009-M02-Exported unit value, US Dollar/Kilograms	2009-M03-Exported unit value, US Dollar/Kilograms	2009-M04-Exported unit value, US Dollar/Kilograms	2009-M05-Exported unit value, US Dollar/Kilograms	2009-M06-Exported unit value, US Dollar/Kilograms	2009-M07-Exported unit value, US Dollar/Kilograms	2009-M08-Exported unit value, US Dollar/Kilograms	2009-M09-Exported unit value, US Dollar/Kilograms	2009-M10-Exported unit value, US Dollar/Kilograms	2009-M11-Exported unit value, US Dollar/Kilograms	2009-M12-Exported unit value, US Dollar/Kilograms	2010-M01-Exported unit value, US Dollar/Kilograms	2010-M02-Exported unit value, US Dollar/Kilograms	2010-M03-Exported unit value, US Dollar/Kilograms	2010-M04-Exported unit value, US Dollar/Kilograms	2010-M05-Exported unit value, US Dollar/Kilograms	2010-M06-Exported unit value, US Dollar/Kilograms	2010-M07-Exported unit value, US Dollar/Kilograms	2010-M08-Exported unit value, US Dollar/Kilograms	Exported value in 2010-M08, US Dollar thousand	Exported quantity in 2010-M08, Kilograms	
"Slovenia"	5.14	4.76	5.36	4.40		5.22	5.27	5.29	5.41	5.23	5.98	5.00	5.92	4.77	4.84	4.98		6.10	0	4.44	122	27455	
"Senegal"		3.49	3.32	5.38	3.71			6.67		3.83		3.86	4.96	3.85	3.61	3.48	3.13	3.50	3.26	3.50	118	33759	
"Ireland"	3.55	3.36	3.65	2.99	3.62	3.74	4.43	3.94	3.44	4.61	3.92	4.04	3.72	4.33	3.75	5.06	4.83	4.95	4.76	4.46	108	24220	
"United States of America"			0										11	9.84	15	14	11	11	11	11	101	9599	
"Jordan"	15	4.36		4.40	4.61	4.81	4.22	4.45	4.51	3.73	4.10	4.20	4.66	4.85	5.26	4.76	4.79	4.68	4.60	4.37	95	21762	
"Denmark"	5.11	5.00	5.32	6.94	4.80	5.41	5.03	4.69	5.05	5.02	4.99	5.30	4.89	4.64	4.69	4.78	4.27	4.50	3.77	4.05	87	21466	
"Azerbaijan"	11	9.24	7.49	6.98	6.97	7.46	7.71	11	6.76	5.62	6.17	9.26	6.45	8.42	9.76	4.11	7.47	7.48	5.48	3.66	63	17231	
"Macedonia, The Former Yugoslav Republic of"	4.40	3.23	3.52	4.74	3.72	2.38	6.25	3.72	3.89	4.14	4.01	2.95	3.18	2.88	3.88	4.40	2.66	2.99	3.55	4.05	62	15300	
"Norway"															0			18		3.53	47	13312	
"Libya, State of"		5.18	0	6.76	3.99	8.22	3.65	17	4.38	5.09	4.79	5.04		5.63	5.63	4.25	3.83	3.53	5.83	4.19	46	10987	
"United Arab Emirates"	4.44	4.63	5.95	6.29	4.71	4.20	4.52	4.89	4.73	4.66	4.88	5.08	2.38	13	4.58	5.08	5.30	4.49	4.68	5.24	45	8580	
"Croatia"	4.22			4.48	3.64		3.97	4.08	4.56	4.39	4.21	4.18	4.69	5.42	6.02	4.66	2.94	3.30	3.17	3.24	43	13266	
"Syrian Arab Republic"		11	6.25	5.03		4.89	5.48		5.36	5.80	13	4.99	5		5.07	4.98		4.51	5.53	4.53	42	9264	
"Finland"					4.60	4.80	4.93		4.37	4.37	4.84	4.69	4.81	4.63	4.03	4.70	4.01	3.80	3.68	4.19	41	9792	
"Russian Federation"	8.58	6.84	4.25			5.08	4.23	4.14		5.14	4.64	12			5.33	5.29	5.05	4.90	4.61	5.62	40	7117	
"India"				5.78				4.64					4.70	5.43	5.07		4.32	4.35	5.07	4.71	34	7222	
"Romania"	9.89	5.43	8.70	9.09	6.50	5.52	5.55	5.61	4.46	4.93	4.42	5.10	4.49	4.78	6.26	4.52	6.17	3.69	4.18	5.43	32	5888	
"Czech Republic"	3.48	3.60	5.71			4.42	4.21	4.20	4.21	4.62	4.73				3.59	3.51	3.79	3.15	4.43	3.57	32	8961	
"Lithuania"	4.63	3.97	4.82			4.30	4.31	4.59	5.02	4.82	4.98	5.86	4.44	5.08	4.32	4.69	3.90	4.44	4.17	4.69	29	6186	
"Turkmenistan"	3.75	5.31	3.75	6.02	4.11	3.86	9.22	5.57	12	9.33	3.72	12	6.63	3.91	8.62	5.05	3.91	4.33	5.75	3.82	27	7060	
"Bosnia and Herzegovina"	3.86	4.03	2.76		4.44	3.75	3.88	3.79	3.32	3.82	3.85	4.21	3.71	3.49	4.12	4.15	3.06	3.28	4.09	3.40	23	6774	
"Australia"	5.26			6.19	5.69	5.52	5.40	7.90	5.53	5.38	5.83	5.47	5.95				6.03	12	9.66	6.62	22	3324	
"Serbia"	3.33	3.12	6.45		2.23	3.72	3.22	4.65	2.96	3.61	3.73	5.46	4.28		3.13	3.02	3.63	2.95	3.29	2.87	17	5922	
"Iraq"	4.22	3.72	3.81	4.02	5.07	5.05	4.95	3.53	9.54	9.43	4.57	4.26	4.69	4.14	4.07	3.77	3.75	16	4.32	5.38	16	2975	
"Kazakhstan"		11	8.64	8.59	4.76	5.85	7.73	4.07		3.73	8.04	8.91	13	8.99	5.63	5.38	5.68	16	5.48	7.65	13	1700	
"South Africa"			6.04				6.17		6.84		6.56		6.56					5.02		5.89	13	2208	
"Côte d'Ivoire"			4.46					5	5.08				4.76	6.49	4.06		4.04	4.00		4.36	12	2750	
"Cyprus"	9.16	9.13	7.90	6.76	8.21	11	7.80	7.29	7.24	9.86	7.06	7.07	7.31	3.87	6.83	7.95	5.87	4.83	6.66	4.36	12	2754	
"Georgia"	4.76	7.17	2.5	11	10	5.42	6.26	4.26	6.88	12	6.25	6.63	4.00	4.16	9.38	4.52	6.32	4.08	4.93	11	10	939	
"Greece"	6.29	5.87	6.81	6.92	7.55	6.25	6.19	6.31	7.55	7.71	5.84	5.30	6.17	7.51	6.78	6.02	5.42	6.31	3.81	8.94	7	783	
"Togo"												5.16					4.14			2.96	7	2367	
"Singapore"		7.14		4.46				8.93					8.93	0			7.14	7.52		11	7	651	
"Tanzania, United Republic of"			6.21															3.91		6.38	6	940	
"Montenegro"					4.84	4.32	4.07	4.30			5.88	3.65				3.79		4.25	3.81	3.23	6	1855	
"China"																		11		9.73	5	514	
"Uzbekistan"		39	14			6.61	8.68	11	5.29	0			4.97	5.36	5	4.02	6.14	5.41		11	5	445	
"Uganda"		5.21												5.43						9.09	5	550	
"Slovakia"	2.81		6.67			0	5.05								3.33	4.71	3.33	4.17	4.32	3.51	4	1141	
"Estonia"					4.03		4.16	5.38	4.30		4.31						3.99	4.15	3.04	4.18	4	957	
"Albania"		3.98									4						3.73	3.11	4.24	4.76	4	840	
"Congo"		3.47				8.47				4.44				4.40						3.66	3	819	
"Morocco"			6.79	5.59		6.52	5.85	7.71	6.94		6.22	4.8	4.14	5.43	5.22	3.65		3.33	3.32	6.82	3	440	
"Kyrgyzstan"					0					14	0			4.79	5.38	31			5.17	4.14	3	725	
"Lebanon"	3.73	5.40	7.41	5.08	5.01	5.82	4.16	4.59	6.41	4.61	4.04	4.92	6.38	5.02	4.43	4.66	4.95	5.66	4.15		0		
"Latvia"							3.21		3.62			3.45			3.17			2.87	2.96		0		
"Oman"									12	22		10									0		
"Kenya"	9.52				5.56		6.96			5.18					4.49						0		
"Kuwait"				4.74		5.30		4.48		4.72		5.18	5.08	4.44	4.79	4.49	4.02		3.78		0		
"Saudi Arabia"								5.13		5.47	14					4.36	6.04		4.17		0		
"Qatar"					3.50									4.47	0			4.40	0		0		
"Pakistan"				4.74		3.00										4.92					0		
"Paraguay"															5.82						0		
"New Caledonia"												5.49									0		
"Nigeria"				3.69	0		3.93								20		4.46	3.10			0		
"Hong Kong, China"	9.76																				0		
"Iceland"												0									0		
"Luxembourg"	0													5.21							0		
"Malaysia"												13							6.25		0		
"Mali"							3.66		5.43	4.29					3.81				3.49		0		
"Malta"			3.80		5.68		0	4.11	5.18	5.50	5.47			3.80	5.64	5.54	3.46				0		
"Mauritania"		5.36																3.99			0		
"Moldova, Republic of"				5.38				6.47			5.06			6.31	4.76	5.33	4.14	14	11		0		
"Faroe Islands"							5.95									5.95					0		
"Falkland Islands (Malvinas)"													3.83								0		
"Ghana"						1.95										4.07		5.56			0		
"Benin"					3.71				4.98				3.86								0		
"Djibouti"						6.88			5.13												0		
"Gabon"				5.95	5.10						4.29	5.16			4.37		4.21				0		
"Algeria"			7.78		12	13	13									8.82	10		4.49		0		
"Angola"					6.52										4.29	4.17	4.17	6.67	3.22		0		
"Afghanistan"			17									35				13	12	2.5			0		
"Argentina"							3.17	4.92	3.56	3.69											0		
"Bahrain"						30				4.18								4.30			0		
"Bolivia, Plurinational State of"												6.52									0		
"Burundi"												11									0		
"Cameroon"																3.41					0		
"Canada"															15	13	14	14	13		0		
"Sri Lanka"				7.84							22										0		
"Tajikistan"		4.62				6.10															0		
"Thailand"						7.22															0		
"Tunisia"		0					6.08		3.54							3.50		3.25	3.36		0		
"Yemen"											3.39									0	0	80	
"Uruguay"																		3.76			0		
"Free Zones"	31	29	5.15	3.37	3.47	3.41	3.24	3.27	6.04			10	50	24				3.35	3.34		0		
