Importers	2015-M05-Exported unit value, US Dollar/Kilograms	2015-M06-Exported unit value, US Dollar/Kilograms	2015-M07-Exported unit value, US Dollar/Kilograms	2015-M08-Exported unit value, US Dollar/Kilograms	2015-M09-Exported unit value, US Dollar/Kilograms	2015-M10-Exported unit value, US Dollar/Kilograms	2015-M11-Exported unit value, US Dollar/Kilograms	2015-M12-Exported unit value, US Dollar/Kilograms	2016-M01-Exported unit value, US Dollar/Kilograms	2016-M02-Exported unit value, US Dollar/Kilograms	2016-M03-Exported unit value, US Dollar/Kilograms	2016-M04-Exported unit value, US Dollar/Kilograms	2016-M05-Exported unit value, US Dollar/Kilograms	2016-M06-Exported unit value, US Dollar/Kilograms	2016-M07-Exported unit value, US Dollar/Kilograms	2016-M08-Exported unit value, US Dollar/Kilograms	2016-M09-Exported unit value, US Dollar/Kilograms	2016-M10-Exported unit value, US Dollar/Kilograms	2016-M11-Exported unit value, US Dollar/Kilograms	2016-M12-Exported unit value, US Dollar/Kilograms	Exported value in 2016-M12, US Dollar thousand	Exported quantity in 2016-M12, Kilograms	
"France"	6.15	6.75	5.61	5.42	5.95	5.77	4.94	5.43	5.47	4.61	6.61	6.76	6.39	5.80	5.17	5.19	6.85	4.44	5.07	5.02	340	67745	
"Egypt"	3.88	5.23	4.88	3.68	3.29	4.70	5.81	3.83	3.95	6.32	7.83	4.23	3.48	3.51	3.39	3.48	6.62	6.37	5.07	6.36	325	51110	
"Georgia"	4.33	4.67	4.55	4.93	6.40	6.24	5.01	5.82	4.52	4.67	4.89	4.53	4.51	4.58	4.53	5.62	5.12	4.97	7.98	6.21	298	48012	
"United Arab Emirates"	7.74	5.27	5.60	6.88	5.80	4.88	5.62	7.43	7.30	6.64	7.67	4.05	5.99	4.28	8.42	3.79	4.46	3.93	5.18	7.54	295	39135	
"Jordan"	4.58	4.85	5.58	4.78		3.22	4.26	4.80	3.86	4.47	3.95	4.15	4.65	3.95	3.73	8.33	4.42	4.18	6.18	4.12	276	67049	
"India"	2.78		5.53	5.75	8.33	8.29		3.12	7.15		7.51		2.66	3.90	7.83	3.02	4.13	3.22	2.88	3.02	264	87417	
"Kyrgyzstan"	4.06	2.97	6.06				7.30	11	27	3.42	14	25	3.43		5.21				2.50	3.52	251	71274	
"Denmark"	3.81	3.88	4.22	3.70	3.99	4.09	4.22	3.77	3.23	3.91	3.11	4.07	3.82	3.89	3.37	3.97	3.77	3.08	3.46	4.02	250	62194	
"Morocco"	3.85	6.03	4.47	6.15	3.51	6.69	6.79	3.73	4.43	4.40	4.27	4.36	4.02	5.10	3.48	4.44		6.61	6.99	3.83	237	61940	
"Poland"	4.38	4.12	5.30	5.56	5.40	7.08	6.33	4.19	5.38	6.12	3.80	3.90	4.91	3.99	4.10	3.44	3.36	6.01	3.68	4.20	211	50214	
"Spain"	3.72	4.10	3.87	3.44	4.64	3.53	3.28	3.79	3.89	4.74	3.49	4.53	3.39	4.50	4.19	3.60	3.73	3.68	3.03	3.31	205	61917	
"Uganda"	3.04			3.65		4.07		8	4.14				4.14	4.09	3.65	4.74			4.64	4.81	196	40718	
"Sweden"	7.15	6.21	5.98	10	6.95	6.50	11	7.10	5.41	7.18	6.78	7.44	8.06	6.19	8.23	6.33	7.48	4.93	7.00	6.07	188	30954	
"Azerbaijan"	4.88	4.25	5.67	6.74	7.59	7.22	6.26	5.51	7.00	6.54	5.97	5.50	3.64	3.96	5.51	4.29	4.61	5.96	7.36	6.35	173	27256	
"Czech Republic"	5.67	5.11	5.66	4.08	6.08	3.94	3.58	4.28	3.37	5.71	4.30	7.07	5.33	5.21	4.70	5.97	5.14	3.81	3.75	3.48	149	42866	
"Turkmenistan"	4.40	4.06	4.42	5.45	6.32	3.97	5.44	3.91	5.86	3.84	6.80	5.58	4.83	5.15	6.36	5.11	5.07	4.66	19	5.65	135	23894	
"Serbia"	4.19	4.53	3.91	4.31	5.33	3.79	4.08	4.38	4.06	4.15	4.40	3.73	4.13	3.97	3.94	6.56	3.82	4.13	3.85	3.92	126	32108	
"Qatar"	6.86	6.00	6.01	5.66	17	5.98	15	6.57	4.51	9.67	5.92	10	6.03	11	8.95	9.12	7.10	13	13	4.20	115	27358	
"Kuwait"	4.94	6.11	6.03	6.80	10.00	9.87	7.57	5.76	7.04	5.61	18	8.92	6.03	4.46	5.75	7.46	3.76	5.99	5.92	9.48	114	12030	
"Tunisia"	3.89	4.48	3.89	4.60	5	4.50	4.69	8.40	4.80	5.39	4.46	6.21	4.05	4.83	5.23	3.59	8.01	5.41	4.56	4.65	91	19575	
"Korea, Republic of"		5.50	5.30				5.00	5.07	5.24		4.49		2.45	5.39	5.33		4.86			5.15	90	17468	
"Hungary"	4.55	4.01	4.75	4.97	4.66	6.03	3.61	4.68	3.92	4.24	7.57	4.37	3.74	4.84	8.46	6.57	4.20	7.50	4.86	4.98	80	16055	
"Oman"	11	9.81	6.22	6.38	7.63	7.79	7.64		7.90	14		11	3.87	6.61		3.73	3.45		5.38	8.82	77	8733	
"Bolivia, Plurinational State of"			3.87						3.44				7.46				3.46	4.49		3.43	75	21846	
"Ukraine"	4.75	4.34	4.25	4.91	5.08	4.51	2.97	3.98	10	4.97	4.67	3.76	4.85	4.49	4.34	3.61	5.80	5.58	5.48	5.28	61	11553	
"Gabon"			3.13	20									3.30				4.03		5.18	2.98	57	19127	
"Niger"										6.76										9.95	52	5227	
"Australia"	4.90	5.37	6.20	6.33	12	4.91	5.14	5.33		4.88	4.74	5.29	5.11	7.05	5.90	8.14	4.91	17	5.48	4.83	49	10152	
"Canada"		11				9.60			6.62	15	12		6.37	17	14	16		15	15	15	48	3183	
"Switzerland"	5.26	5.60	5.08	5.39	5.28	5.31	4.48	4.90	8.23	5.62	4.87	4.26	4.34	5.24	11	5.59	5.39	12	5.47	4.97	48	9658	
"Norway"	7.36	6.15	4.66	8.25	7.33	6.72	6.09	7.71	6.69	6.79	6.84	7.18	5.82	5.98	6.61	4.27	8.98	10	5.34	3.90	47	12053	
"Greece"	4.56	4.97	4.59	3.92	4.64	5.13	4.46	4.86	4.90	4.59	3.55	4.29	3.50	4.54	4.59	4.12	6.37	5.07	5.18	4.81	45	9356	
"Ireland"	7.26	5.01	5.68	6.34	6.17	5.67	3.27	10		5.73		5.48	7.14	5.59	5.50	6.82	7.64	5.75	5.66	4.97	44	8850	
"Singapore"	4.49	3.91	19	3.93	4.76	3.73	4.68	5.21	18	5.56	5.22	4.34		5.24	3.98	3.76	8.27			3.88	41	10560	
"Macedonia, The Former Yugoslav Republic of"	4.05	3.84	5.55	3.90		3.81	8.61	3.94	9.68	3.90	3.52	3.81	3.71	3.49	3.88		7.37	3.57	3.62	6.82	38	5571	
"Cyprus"	5.10	5.68	7.66	8.56	5.64	7.80	6.94	5.33	3.50	4.53	5.47	5.11	4.85	4.68	4.68	5.94	7.05	5.79	4.63	6.53	38	5821	
"Bahrain"	5.79	9.38	14	13	17		4.91	24		6.79			8.08	22	16	8.61		7.82	10	6.73	38	5646	
"Indonesia"		4.65	7.46	4.48					6.38	6.35		4.32		3.78	3.92	3.59		5.77	3.20	3.63	36	9908	
"Uzbekistan"	3.41	3.33	3.39	4.65	3.36	3.28	3.53	3.82	3.39	4.92	4.20	3.92	3.76	3.12	4.32	4.04	3.86	3.39	4.84	3.83	35	9138	
"Austria"	2.38	8.24	4.91	16	6.30	5.46	6.45	5.03	4.54	8.64	6.20	5.98	9.61	7.26		9.81	7.36	12	5.08	6.35	33	5195	
"Algeria"	4.03	4.89	4.78	4.49	5.62	4.66	4.77	4.70	5.25	6.56	4.21	3.92	5.49	4.88	4.61	12	4.18	4.48	3.54	2.99	29	9693	
"Sri Lanka"		13	6.25	8.31		5.45	6.84	8.38	6.76	10	5.33	6.54			44			5.29	7.45	4.79	27	5631	
"Uruguay"		5.72		3.75			5.37				7.81					3.79			4.77	5.49	26	4740	
"Syrian Arab Republic"	1.71	6.08	12	8.89	7.47		3.50	2.28	8.70	1.95	3.33	2.83	0.81		9.36	6.58			8.81	7.36	24	3262	
"Bosnia and Herzegovina"	3.96	3.79	14	3.24			5.76	4.80		5.31	4.08	3.60	3.43	4.07	5.12	3.32	7.10	7.73	5.72	6.25	24	3843	
"Chile"	6.63	5.74	8.52		4.01	4.48			8.31	6.15			6.33				5.08	7.81		8.85	21	2374	
"Slovakia"	4.23	7.18	5.74	4.27	10	6.16	5.59	5.46	4.31	3.92	4.67	6.55	7.21	8.23	6.99	6.82	7.64	13	5.31	15	21	1400	
"Viet Nam"	6.08	5.21	8			5.30	7.50	6.40		4.91		5.26				7.16		9.09	5	4.55	20	4394	
"Tanzania, United Republic of"	3.87	7.35		9.27		7.09	7.47		6.85			5.26	4.01		2.94	11	9.16	10	4.70	4.31	20	4644	
"Burkina Faso"		5.30			1.62						5.15						1.82		5.15	5.04	19	3770	
"Belarus"		11		5.00		11			3.33			8.40		4.16			6.48		8.25	5.61	19	3384	
"Albania"	3.07	3.39	3.24	3.00	3.82		12	6.48	2.99		4.17	3.71	3.65	4.18	3.26	3.40	2.56	5.01	4.85	2.85	19	6664	
"Libya, State of"	4.39	4.50	5.71	4.56	4.33	5.25	7.48	4.32	4.61	1.70	3.84	22	7.74	6.68	6.88	1.17	8.33	6.26	3.27	3.77	19	5040	
"Portugal"	3.70	4.24	4.12	4.61	4.06	3.70	7.38	3.92		7.07	4.09	4.16	5.38	5.55	3.72	3.99	3.50		3.76	4.15	18	4340	
"Malaysia"	5.02	4.94	4.67	10	4.77	4.26	4.68	4.73	4.68	4.43	4.09	4.84	4.33	4.36	4.29	3.86		5.85		3.18	17	5340	
"Kenya"			3.76	8.27	8.46	8.01	7.16	20	12	5.50	7.22	3.94	19	4.26	10	11	6.94	4	6.43	11	16	1517	
"Japan"	14	19	15	16	18	16		17	18	15	16	14	17	15	13	15	16	20	15	16	16	1022	
"Sudan (before 2012)"	11		4.29		17			20		4.53	3.02	2.92	3.00	3.57		25				12	15	1271	
"Mauritius"	10	9.38	18	4.77		6.52	5.25	4.76	12		9.29		4.59	4.79		4.02	11		5.86	4.45	12	2695	
"Philippines"					7.41												13			13	11	831	
"Moldova, Republic of"	3.63	4.58	4.13	4.29	7.44	4.66	5.24	4.33		10	3.65	3.74	3.48	3.92	3.58	3.68	6.18		3.57	7.35	9	1224	
"Mauritania"	6.88	2.55					5.79	9.57	38	3.36	3.60	6.82	30	5.78						4.42	7	1583	
"Guinea"	5					18														5.02	7	1394	
"Afghanistan"			53	5.71				10			12			5.11		4.49	7.23		6.64	7.38	7	949	
"Cameroon"			8.85				4.72		4.18					6.30	13					3.23	6	1860	
"Finland"	4.44		4.01					3.59			3.33	5.79	3.66		7.12		7.30	4.55	4.00	4.67	6	1284	
"New Zealand"		24		6.76		4.71			4.20	17			5.49			12	5.60	9.79		9.05	6	663	
"Ghana"	9.46	15	4.40				5.30	5.18	9.50	5.28	4.97	4.58	4.24	2.92	4.37		5.46	11	5.29	6.94	5	720	
"Benin"																			5.05	6.25	5	800	
"Croatia"	3.83	4.14	3.68	3.66	7.63	5.27		6.48	37	4.89	4.56	3.90	3.92	3.85	4.86	4.12	6.52	9.90	2.53	10	4	384	
"Kazakhstan"	3.88	4.46	5.81	3.78	3.52	6.72	9.15	4.15	3.44	3.03	3.67	3.64	3.30	3.42	5.68	7.14	12	3.91	4.27	7.60	4	526	
"Mali"			4.44	5.94			7.94				3.86						22			21	3	141	
"Tajikistan"	5.51	4.30	4.16	3.07		6.60		3.98		14	1.80	6.11	13	3.95	5.45			14	3.25	5.26	2	380	
"Thailand"									5.09											11	1	93	
"Russian Federation"	4.20	3.69	4.52	4.96	5.39	3.84	4.67		4.00	5.01	6.62	26		3.59		8	28	5.83	4.23	4.52	1	221	
"Senegal"		2.80	3.15	3.48		5.36	6.79		3.38				8.24	4.17	3.15	6.37	6.63		5.18	3.45	1	290	
"Angola"		6.06	8.61					12			9.94							7.28	17	12	1	86	
"Bahamas"					4.17																0		
"Burundi"							2.87														0		
"Botswana"												3.24									0		
"Brazil"																			9.66		0		
"Ecuador"	5.30	5.27					4.98					5.59		4.76	4.84						0		
"Equatorial Guinea"															13	8.33			4.68		0		
"Ethiopia"					6.17	7.04	6.57	4.57		3.75	4.40	4.23	4.06	4.39	7.73			90			0		
"Estonia"	17					68	47		4.09	3.70	8.82	11		11	40	16		29			0		
"Cambodia"	8.72				7.36				7.22							24					0		
"Central African Republic"																7.41					0		
"China"	9.97				5.13				18		13							7.86			0		
"Colombia"		7.30			11	6.52					5.64	8.26		9.80				5.45			0		
"Congo"	18		51	5.87	8.20						30		11					3.08			0		
"Costa Rica"				5.43																	0		
"Côte d'Ivoire"		4.35	4.43										8.51			7.11		5.78			0		
"Lithuania"	6.65	5.88	24						3.64		3.97	18		8.80		26		7.09	11		0		
"Luxembourg"															7.03						0		
"Madagascar"						9.35													4.32		0		
"Gambia"								6.67									9.29				0		
"Palestine, State of"	5.15			5.49		7.74															0		
"Djibouti"					17													13			0		
"Honduras"								6.86									41				0		
"Hong Kong, China"	4.36					13	4.21			6.71	13	6.71		14	6.71	11	4.64	6.71			0		
"Guatemala"		5.05													4.60						0		
"Iceland"	3.37						9.93			3.21	3.67		6.47								0		
"Seychelles"							3.73	8.47						10					4.74		0		
"Sierra Leone"					3.95		3.47							5.92							0		
"Rwanda"								19	14			7.16				9.52	5.83				0		
"Nigeria"		5.22	6.31	4.55	9.74	4.69	5.34	4.40				16	4.96	4.64		6.52	4.94		8.83		0		
"Pakistan"		16	4.39			19			7.14	8.23	15	4.01	13	4.30	11		21	24			0		
"Panama"								11	10					3.82				6.68	9.84		0		
"Paraguay"			3.86				3.92		3.77	3.39	9.79			3.83	4.12		3.66	10			0		
"Peru"	4.53	6.93			4.37	6.24		4.97				6.10				5.24					0		
"Malta"	5.77	6.93	4.78		6.76	7.98	3.65	11		4.13		7.94	16	5.74	3.71	15					0		
"Mexico"						4.53	8.47	7.94		6.67		6.04			3.56		7.01		6.83		0		
"Taipei, Chinese"							16														0		
"Maldives"						10	11		40	17		17				33			5.05		0		
"Latvia"	5.73	5.96								4.15						4.50		18			0		
"Liberia"				7.14				7.04											5.20		0		
"New Caledonia"		3.75		9.54																	0		
"Montenegro"	3.98	3.60					5.57		6.35	3.78		3.35	3.03	3.19							0		
"Mozambique"					3.92	11													12		0		
"Togo"																			4.98		0		
"Trinidad and Tobago"						4.16								16							0		
"Slovenia"	4.03	3.79	3.87						8.63	4.17			4.26	4.53	5.23	5.63					0		
"Somalia"		9.09				11		18				7.43			18						0		
"South Africa"				6.98			13				7.94		4.68	4.17							0		
"Free Zones"	6.51	31		7.14	4.67			14			17	18		8.71	0	26	9.80	4.84	15		0		
"Yemen"								1.6					5.51								0		
"Zambia"							4.24									6.10					0		
