Importers	2010-M08-Exported unit value, US Dollar/Kilograms	2010-M09-Exported unit value, US Dollar/Kilograms	2010-M10-Exported unit value, US Dollar/Kilograms	2010-M11-Exported unit value, US Dollar/Kilograms	2010-M12-Exported unit value, US Dollar/Kilograms	2011-M01-Exported unit value, US Dollar/Kilograms	2011-M02-Exported unit value, US Dollar/Kilograms	2011-M03-Exported unit value, US Dollar/Kilograms	2011-M04-Exported unit value, US Dollar/Kilograms	2011-M05-Exported unit value, US Dollar/Kilograms	2011-M06-Exported unit value, US Dollar/Kilograms	2011-M07-Exported unit value, US Dollar/Kilograms	2011-M08-Exported unit value, US Dollar/Kilograms	2011-M09-Exported unit value, US Dollar/Kilograms	2011-M10-Exported unit value, US Dollar/Kilograms	2011-M11-Exported unit value, US Dollar/Kilograms	2011-M12-Exported unit value, US Dollar/Kilograms	2012-M01-Exported unit value, US Dollar/Kilograms	2012-M02-Exported unit value, US Dollar/Kilograms	2012-M03-Exported unit value, US Dollar/Kilograms	Exported value in 2012-M03, US Dollar thousand	Exported quantity in 2012-M03, Kilograms	
"Poland"	4.82	5.97	7.29	6.26	7.66	6.58	4.87	4.97	5.65	6.21	6.48	6.20	7.23	7.30	7.87	7.14	6.34	6.13	7.00	7.50	74	9872	
"Macedonia, The Former Yugoslav Republic of"			8.99	3.54		0.37		6.72	4.69	4.68	4.40	3.16	8.11		3.07		4.58			3.77	61	16194	
"Algeria"	2.91	8.19		8.08	3.28	9.51	15	4.14	12	4.56	1.90	14	3.82	3.75	5.90	4.49	3.64	4.26	3.93	4.48	57	12710	
"Kuwait"		8.54	9.62	4.08	8.82			8.13	4.38	6.03	5.34	7.43	5.43	3.64			6.76	5.27	7.13	6.51	52	7990	
"Tajikistan"								28	2.41	1.89	2.35					7.95		10		2.74	38	13882	
"Canada"		4.51				17		9.13	11		12		9.19		7.22	13			14	26	35	1336	
"Finland"		5.15		0		6.97	7.80		4.44		9.47	8.83				4.41		8.56		5.75	33	5740	
"Austria"	7.21	7.30	5.57	7.70	8.28	6.91	5.52	7.79	3.04	8.18	6.80	7.78	6.79	5.50	9.56	4.46	8.96	3.83	7.41	6.09	31	5093	
"Slovenia"			5		10	7.55	8.27	4.95	5.48	5.53	9.95	3.87	10				4.05		5.35	5.74	29	5050	
"Luxembourg"							5.10		15											6.39	29	4541	
"Ethiopia"					38	16								21	34					4.60	28	6087	
"Mexico"											23		7.5					29		6.25	24	3840	
"Mauritania"								9.09			8.33					6.52		30		3.92	21	5363	
"Ireland"	7.07	5.59	7.26	8.64	5.87		7.72	6.54	7.21	12	7.28	7.59	5.54		7.76	5.95			8.51	8.03	20	2492	
"Portugal"	4.90	4.77	5.19	5.01	4.81	5.01	5.13	8.18	8.53	5.84	6.77	5.28	5.94	4.64	5.66	5.04	7.85	4.65	4.21	4.75	19	3996	
"Bahrain"	3.48	3.99			7.14	5.87	15					4.40					17	4.42		5.32	17	3195	
"Free Zones"	4.78	3.65	4.39		4.89	4.07	5.73		6.00	6.69	20	6.37	4.63		5.27	3.11	4.94	7.19	8.68	13	16	1187	
"New Zealand"	19	18	29	18	6.51			21	5.25		26					12		16	0	17	10	604	
"Malta"	0		4.38		0			14	4.63	5.97		25	5		22					4.12	8	1944	
"Malaysia"										0			12			17		38	0	35	7	201	
"Qatar"	4.26	8	11	18	26	5.95	4.76	22		18		17		16		12	22	9.77	9.78	11	7	610	
"Japan"	17	12		17	15	19	17	19	0	19	17	14			17	10	11	19	20	11	6	547	
"Philippines"		19		0									24		45	25		0		12	3	258	
"Venezuela, Bolivarian Republic of"						0						19		0	16		28	31		14	2	140	
"Yemen"											4.79	3.76	5.57		6.41			87			0		
"Zambia"			3.73							4.05			9.76		6.44	9.02		29			0		
"Area Nes"																	8.14				0		
"Uruguay"											11					4.55					0		
"Thailand"				1.94		16					20	19	16								0		
"Syrian Arab Republic"	3.99		6.02	6.66	3.42	9.27		2.38	3.09		5.26	6.01									0		
"Sudan (before 2012)"			2.75	53				15		8.74	15	47				13	8.74		13		0		
"Tanzania, United Republic of"	5.34	12		11			41	9.43	37		1.94	15			11	5.95		20			0		
"Uganda"								5.59	6.52	6.06	4.50		5.96	4.13	5.03	16	0				0		
"South Africa"	11	7.73	9.72			9.02	11	11	6.50		8.07	13	8.86	11	10		11	0	10		0		
"Zimbabwe"												10									0		
"India"	3.68	4.03		4.45	3.72		7.72	4.55	14	7.32	4.15		4.33	53		0	6.59		5.02		0		
"Singapore"	3.95	10								14	0		0	4.81							0		
"Slovakia"	8.15	6.94	12	7.89	13	15	7.25	5.84	13	12	7.32	7.99	9.42	8.71	7.63	10	9.45	8.15	10		0		
"Viet Nam"								7.41	24	2.38							11				0		
"Nigeria"	5.85			14		3.22				17			8.04		5.58				7.32		0		
"Pakistan"													13						5.17		0		
"Panama"				18																	0		
"Senegal"								11							7.72		19				0		
"Maldives"					7.85					11			75								0		
"Mali"						12							0		3.14				16		0		
"Mauritius"	8.70		15			20							12		30			11			0		
"Taipei, Chinese"	22					19								21							0		
"Mozambique"													9.76		9.27	9.02			6.67		0		
"New Caledonia"	7.25																				0		
"Lithuania"					5.56						4.17	7.53							1.98		0		
"Latvia"					5.56						44	5.56	11				0				0		
"Côte d'Ivoire"	4.79													3.92							0		
"Korea, Republic of"											4.08	5.28									0		
"Estonia"					5.56						17	5.56	11	5.93	10						0		
"Gambia"					4.56																0		
"Palestine, State of"								9.36						3.75							0		
"French Southern and Antarctic Territories"																	9.95				0		
"Djibouti"		23																			0		
"Gabon"		4.35				4.04				4.71						4.36					0		
"Iceland"											5.54	4.72							5.52		0		
"Indonesia"		50	28					9.40	0			27									0		
"Guatemala"																	22				0		
"Hong Kong, China"									4.93	13			6.78	11		13	16	11			0		
"Ghana"					4.91	4.13					16										0		
"Angola"	7.35												9.76		9.27						0		
"Afghanistan"	79			7.41					22	9.30			3.60			5.49	21	4.2	6.32		0		
"Bolivia, Plurinational State of"	10						10									13					0		
"Brazil"					6.94						7.5	7.64	7.45			5.43					0		
"Myanmar"											19						19				0		
"Belarus"				9.70									8.89			12					0		
"Cambodia"				20																	0		
"Cameroon"					1.43								16		4.50						0		
"Cabo Verde"	6.25						6.25														0		
"Sri Lanka"	7.98	7.69	7.98		9.07			16	22	9.38	10					8.15	10	9.71	14		0		
"Chile"	6.67		6.44		5.27	6.83					6.77				5.76	6.52	7.18		4.95		0		
"China"	5.26							5.68			4.73	4.97	5.06		5.85						0		
"Colombia"												11					32	6.73			0		
"Comoros"								9.28													0		
"Congo"			16													9					0		
"Congo, Democratic Republic of the"															2.89						0		
"Cuba"													15				21			0	0	80	
"Benin"							0					3.33									0		
"Ecuador"									6.89	6.47		6.58	6.67				5.85	5.73			0		
