Importers	2004-M04-Exported unit value, US Dollar/Kilograms	2004-M05-Exported unit value, US Dollar/Kilograms	2004-M06-Exported unit value, US Dollar/Kilograms	2004-M07-Exported unit value, US Dollar/Kilograms	2004-M08-Exported unit value, US Dollar/Kilograms	2004-M09-Exported unit value, US Dollar/Kilograms	2004-M10-Exported unit value, US Dollar/Kilograms	2004-M11-Exported unit value, US Dollar/Kilograms	2004-M12-Exported unit value, US Dollar/Kilograms	2005-M01-Exported unit value, US Dollar/Kilograms	2005-M02-Exported unit value, US Dollar/Kilograms	2005-M03-Exported unit value, US Dollar/Kilograms	2005-M04-Exported unit value, US Dollar/Kilograms	2005-M05-Exported unit value, US Dollar/Kilograms	2005-M06-Exported unit value, US Dollar/Kilograms	2005-M07-Exported unit value, US Dollar/Kilograms	2005-M08-Exported unit value, US Dollar/Kilograms	2005-M09-Exported unit value, US Dollar/Kilograms	2005-M10-Exported unit value, US Dollar/Kilograms	2005-M11-Exported unit value, US Dollar/Kilograms	Exported value in 2005-M11, US Dollar thousand	Exported quantity in 2005-M11, Kilograms	
"Malta"			5.26			4.66		6.01		5.26	3.46			4.20		5.54	4.06	5.95	3.33	5.10	2	392	
"Korea, Republic of"				3.62		4.05			3.12											3.89	2	514	
"Kuwait"												3.37		4.39		6.30	4.51	5.87		12	2	170	
"Azerbaijan"		4.21	4.89	4.62	5.93	6.72	6.17	3.98	6.61		3.15	8.81	3.49	8.85	4.11	8.37	6.10	6.16	5.70	5.06	2	395	
"Cuba"	14																		9.72	6.06	2	330	
"Cyprus"	6.80	23	11	4.66		5.33	5.79		13	7.20	6.90	5.96	6.11	5.31	5.47	6.64	4.55	7.24	7.14	4.17	1	240	
"Hong Kong, China"					6.35															7.63	1	131	
"Slovenia"				3.16		4.39	3.86							5.36					0	3.57	1	280	
"South Africa"					8.90			5.30			5.87					5.35					0		
"Senegal"	6.29					0		3.24		4.21	3.24			6.55			3.47		4.65		0		
"Switzerland"	5.95	4.32	4.17	4.49	4.07		4.68		5.78	4.83	4.51	5.06	4.75		4.25	5.20	4.19		6.67		0		
"Syrian Arab Republic"												12					5.14				0		
"Togo"							2.89														0		
"United Arab Emirates"	9.59		9.40	6.25	5.95		4.76	15					8.36	5.08	0	6.74			5.61		0		
"Macedonia, The Former Yugoslav Republic of"	5.95	3.66	5.26	4.69		4.76							14	9.16							0		
"Uganda"			4.76																		0		
"Sudan (before 2012)"				5.71			0														0		
"Suriname"								7.67													0		
"United States of America"		0		4.05												20			2.60		0		
"Uzbekistan"												0	9.62		0		7.92				0		
"Côte d'Ivoire"				3.36	3.51				5.95				3.78		1.70				5.95		0		
"Kyrgyzstan"				7.94	0						4.07										0		
"Kenya"																			9.90		0		
"Luxembourg"										5.95				4.92			7.94				0		
"Maldives"													11								0		
"Mali"												3.73									0		
"Mexico"												0									0		
"Moldova, Republic of"	7.94	6.10	4.17	6.25	6.25	6.25	6.25	6.25		4.12	9.68	5.29	3.95			6.55	8.79	6.94			0		
"Latvia"							11												6.76		0		
"Liberia"		4.20																			0		
"Netherlands"	3.49	4.37	4.76	4.86	4.89	4.79	4.98	5.29	5.41	5.22	5.16	5.55	4.96	5.29	5.05	11	7.26	17			0		
"Nigeria"	3.77	3.22	3.12			3.06		3.08	3.22					3.61	3.63		3.24	3.56			0		
"India"						4.31										8.33					0		
"Singapore"			4.94				17			6.28											0		
"Viet Nam"				0																	0		
"Qatar"			7.69																		0		
"Czech Republic"	4.5	4.06			0	4.07	4.23	4.13	4.39	3.93	3.86	3.90	4.22					0			0		
"Benin"		1.09											2.68								0		
"Sri Lanka"				7.56										5.95							0		
"Chile"					0		0														0		
"Congo"	5.26	3.00					3.37			3.94	3.94			4.90					2.78		0		
"Croatia"	9.52				5.10							7.41						8.62			0		
"Australia"								4.46	4.27		4.44		4.57	5.19	6.21	5.22	5.95		4.26		0		
"Bahrain"														12							0		
"Angola"															4.17	3.77					0		
"Albania"	7.32		6.33		2.15			7.75					2.68								0		
"Ghana"			2.11		3.73		2.61				4.21					4.17		2.78			0		
"Iceland"		5.95																			0		
"Indonesia"		2.85	3.07		3.21	4.21	3.55								4.54	4.56		5.83			0		
"Iran, Islamic Republic of"	14	3.12				3.27			4.46				0	3.79	3.97	3.97	3.71	3.80	3.70		0		
"Finland"										10				5.99		23			13		0		
"Gabon"						3.52				5.95			4.36					3.97			0		
"Ethiopia"											0										0		
"Bosnia and Herzegovina"	3.89	5.23		5.56		4.38								5.21							0		
