Importers	2009-M01-Exported unit value, US Dollar/Kilograms	2009-M02-Exported unit value, US Dollar/Kilograms	2009-M03-Exported unit value, US Dollar/Kilograms	2009-M04-Exported unit value, US Dollar/Kilograms	2009-M05-Exported unit value, US Dollar/Kilograms	2009-M06-Exported unit value, US Dollar/Kilograms	2009-M07-Exported unit value, US Dollar/Kilograms	2009-M08-Exported unit value, US Dollar/Kilograms	2009-M09-Exported unit value, US Dollar/Kilograms	2009-M10-Exported unit value, US Dollar/Kilograms	2009-M11-Exported unit value, US Dollar/Kilograms	2009-M12-Exported unit value, US Dollar/Kilograms	2010-M01-Exported unit value, US Dollar/Kilograms	2010-M02-Exported unit value, US Dollar/Kilograms	2010-M03-Exported unit value, US Dollar/Kilograms	2010-M04-Exported unit value, US Dollar/Kilograms	2010-M05-Exported unit value, US Dollar/Kilograms	2010-M06-Exported unit value, US Dollar/Kilograms	2010-M07-Exported unit value, US Dollar/Kilograms	2010-M08-Exported unit value, US Dollar/Kilograms	Exported value in 2010-M08, US Dollar thousand	Exported quantity in 2010-M08, Kilograms	
"Hungary"	6.42	4.37	8.70	6.95	6.62	4.46	5.59	8.11	4.52	5.55	5.30	5.6	6.93	12	6.52	4.98	4.70	5.15	4.77	4.43	315	71112	
"Switzerland"	4.50	4.74	4.44	4.72	5.31	5.00	5.99	13	7.76	6.60	8.73	7.93	5.74	4.78	5.54	5.67	7.45	5.53	7.75	5.36	286	53405	
"Romania"	11	13	4.11	4.33	5.03	5.71	4.99	5.30	5.33	8.86	4.59	4.24	4.61	5.71	4.79	4.01	4.14	4.00	5.05	4.79	265	55280	
"Nigeria"			0		6.08		22			0			7.41		13		8.18			5.85	248	42400	
"United Arab Emirates"	6.10		5.38		7.77	4.01	4.92	5.33	7.66	6.35	8.24	6.10	5.08	5.70	4.50	3.94	6.44	5.42	5.76	4.77	184	38614	
"Oman"			9.88	13						25						11	7.46			3.63	181	49878	
"Cyprus"	5.77	7.32	5.06	5.02	7.56	7.18	9.43	5.99	8.86	7.26	5.43	13	6.82	6.49	12	8.04	10	6.16	9.05	11	181	16262	
"Belgium"	6.41	5.91	4.59	4.71	5.77	4.82	6.33	6.63	4.72	6.58	6.53	6.41	4.10	5.12	4.81	5.19	4.36	3.86	4.87	4.55	174	38220	
"Czech Republic"	4.29		4.27	24	4.00	8.52				4.69		2.07			4.29	5.02	8.22	4.97	7.23	7.21	172	23859	
"Denmark"	4.79	4.01	3.88	5.06	5.58	4.48	5.38	4.60	5.09	4.54	4.61	5.15	5.98	4.56	4.69	4.24	5.30	3.75	3.93	4.24	168	39599	
"Egypt"	3.30		5.92	6.15		5.67	8.62		6.36	6.99	6.95	8.80	8.48	5.68	7.54	8.11	13	6.36	4.31	6.61	147	22227	
"Jordan"	7.00	2.13		5.83	4.18	7.10		13	5.92	7.11		4.42		4.77	4.74	9.43	6.48	7.80	28	4.13	132	31989	
"Azerbaijan"	5.30	3.45	6.41	4.06	3.46	4.49	5.04	7.76	4.94	14	15	8.23	6.10	4.69	5.06	5.09	4.61	4.40	6.64	6.06	109	17999	
"Libya, State of"	15	6.70	8.22	8.27	7.31	5.87	4.43	3.81	7.33	12	10	8.67	9.27	4.95	4.01		9.95	3.90	4.18	3.67	101	27483	
"Australia"	4.88	19	20	4.70	5.55	6.63	3.83	6.98	4.13	5.06	4.27	14	5.12	6.94		7.45	8.16	11	4.43	11	88	8357	
"Croatia"		6.25	4.83	5.86	4.90	6.12	4.59	4.17	6.35	5.39	5.36	4.71	6.03	3.96	4.99	5.17	5.34	5.67	5.35	5.70	86	15076	
"Morocco"	42		5.49	6.33	4.08	5.09	5.35	6.21	5.03	11		4.15	4.99	7.58	3.24			2.78	3.89	6.22	83	13344	
"Free Zones"	8.51	3.69	11	4.11	3.95	3.78	4.86	4.51	4.78	5.30	9.23	3.78	3.64	11	4.08	3.82	9.79	4.04	4.23	4.78	76	15890	
"Austria"	7.68	6.72	5.68	7.29	6.00	7.62	5.62	5.75	5.13	6.62	7.97	6.75	6.00	7.53	6.31	5.40	6.05	5.40	7.43	7.21	69	9569	
"Bulgaria"	7.63	4.97	3.64	3.83	4.74	4.14	5.02	4.90	3.70	5.71	5.18	4.93	4.72	4.29	3.72	4.21	3.97	5.60	3.97	3.61	68	18841	
"Syrian Arab Republic"	6.44	6.67	2.16	3.40	2.5	2.57	2.87		10	8.08	2.60				15	7.00	8.76	5.17	19	3.99	67	16800	
"Greece"	5.88	4.74	8.07	6.52	5.92	6.35	6.85	5.31	6.70	7.89	8.72	5.82	6.46	6.49	4.87	4.80	5.84	6.28	6.28	4.71	66	14017	
"Qatar"	6.37		4.98		9.09				0		14	11		11						4.26	64	15020	
"Ireland"	7.15	8.62	8.53	5.91	8.86	8.21	7.37	6.94	7.55	8.05	7.72	16			5.98	6.14		8.84	8.32	7.07	62	8770	
"Kazakhstan"	3.99	3.15	4.63	4.95	6.29	4.21	4.77	7.08	6.29	6.49	6.32	3.68	4.84	4.59	4.69	3.56	3.51	3.59	3.85	5.18	61	11770	
"Portugal"	7.26	5.88	9.13	8.74	9.10	8.73	5.49	5.12	5.24	5.35	5.54	5.21	5.28	8.59	5.34	4.78	4.53	4.45	5.25	4.90	59	12049	
"Spain"	3.83	5.06	7.83	5.60	7.06	4.43	6.36	4.25	4.32	4.39	5.12	13	4.41	4.98	5.01	4.35	7.70	4.29	4.00	3.97	58	14612	
"Sweden"	5.81	5.95	6.98	5.97	6.82	8.18		6.46	9.01	8.75	6.38	6.83	8.34	6.37	6.96	4.72	6.12	5.46	5.28	4.78	57	11915	
"Lebanon"		7.67	7.02	5.75	8.68	3.45			6.67		2.5		7.96	4.91	7.25	8.25	5.75	3.12	4.43	3.85	54	14040	
"Moldova, Republic of"		3.82	4.37	4.18	4.62	5.39	6.45	5.62			8.14	4.40		3.88	4.09	4.09	3.44	3.73	3.34	3.98	51	12800	
"Afghanistan"		3.32			18		6.28		18	16		15	0	18	9.33	13	24	28	57	79	47	592	
"Algeria"				7.30	4.16	7.25	6.08	31		3.44		4.33	5.78	4.38	23			3.88		2.91	47	16143	
"Tanzania, United Republic of"			7.02	4.62		14											29			5.34	43	8051	
"New Caledonia"																				7.25	41	5655	
"Serbia"		0.41	3.93	5.24	4.95	4.85	4.30	5.27	4.22	6.62	0	3.22	4.19	3.29	4.31	4.39	3.72	5.10	3.86	3.10	41	13229	
"Saudi Arabia"	7.25	40	6.70	4.80	7.77	7.69	6.07	17		9.94	5.07	8.99		12	12	4.90	9.52	6.42	6.52	9.79	40	4085	
"Uzbekistan"	4.40	3.53		3.92	4.18	6.31	10	0	5.77		2.33	5.55	5.06	3.78	8.90	4.74	3.06	3.43	3.71	16	29	1773	
"Chile"														6.94					5.99	6.67	24	3600	
"Albania"		2.86	4.39	4.91	3.19	3.45	3.62	8.46		9.95		2.61			3.68	3.75	3.57	3.67	3.85	2.88	23	8000	
"Turkmenistan"	4.84	6.76	7.76	5.34	3.21	6.88	5.08	6.38	5.75	7.93	4.74	3.69	8.59	7.01	5.55	5.06	4.57	5.39	4.12	3.59	23	6400	
"Bolivia, Plurinational State of"												5								10	21	2040	
"Côte d'Ivoire"														4.87	4		5.47			4.79	21	4380	
"Bahrain"						12					4.28					9.69			96	3.48	19	5460	
"Singapore"		9.58	4.29			13		11	22	0		8.96		4.03	0				3.84	3.95	18	4560	
"India"			19			34	7.76	5.49			14		4.61	4.10	4.50		12	3.13	3.62	3.68	13	3529	
"Angola"					5.11					10								6.67		7.35	13	1769	
"Cabo Verde"																				6.25	12	1920	
"Taipei, Chinese"						21														22	10	452	
"United States of America"	9.03	8.95	7.42	10	10	19	12	9.71	7.50	7.54	9.66	8.33	9.96	17	9.04	11	19	16	9.23	23	9	394	
"New Zealand"						22		18		31		20			7.03		18			19	8	423	
"China"												5.50				10	0			5.26	5	950	
"Japan"	12		9.16	16	16	21			24		3.33	19		17	15	16	0	14	19	17	4	230	
"South Africa"	8.85			11							10			19	13				8.74	11	3	270	
"Mauritius"			13					8.79			8							0	13	8.70	2	230	
"Liberia"						5															0		
"Montenegro"					3.35	4.87				7.02					4.08	5.51	0	4.02	8.71		0		
"Lithuania"						4.71		8.33													0		
"Luxembourg"													3.92	3.12							0		
"Malawi"							0														0		
"Malaysia"	0																				0		
"Maldives"	0					4.17					0										0		
"Mali"									2.77												0		
"Malta"		3.87		6.90	8.38	4.71	22						0		4.48	5.85	4.12	4.21		0	0	100	
"Mauritania"																		3.12	4.73		0		
"Kenya"	8.78	6.30				8	8.15		8.08		8.93	7.48	7.31		6.73	5.50		4.81	4.88		0		
"Korea, Republic of"			21		16										9.29						0		
"Kuwait"				4.38	17			15		9.53				10		2.98	5.10				0		
"Kyrgyzstan"			4.19			3.70	1.39		4.12	6.02	7.58	3.64		3.98	3.86		4.80	3.69	3.58		0		
"Iceland"							4.17	4.63											3.94		0		
"Indonesia"																		0			0		
"Guinea"														5.71							0		
"Hong Kong, China"	6.03	8.05			6.14			6.43	6.74								14				0		
"Ghana"											3.69	3.68			3.35		10	3.57			0		
"Congo"						58					50	18									0		
"Equatorial Guinea"					8.33																0		
"Ethiopia"											0										0		
"Estonia"			12							4.07											0		
"Finland"	8.02	10	8.73	9.03	10	10		9.31			6.67			9.55	9.53		9.65	8.36	7.25		0		
"Gambia"					4.82						14										0		
"French Polynesia"										4.31											0		
"Djibouti"		12				4.19		81													0		
"Gabon"			4.09			4.77							4.39								0		
"Bangladesh"											17										0		
"Bosnia and Herzegovina"		6.62	3.62	3.80	4.67	5.12	43			6.55		7.73	80	20	4.47	5.07	4.77	5.87	4.31		0		
"Brazil"						0										6.60	5.80	5.83	6.08		0		
"Belarus"								12										3.61			0		
"Cameroon"							8.44							7.88							0		
"Canada"			14			14	17							46		11	6.72				0		
"Viet Nam"	0									8.13		10	8.13		22		9.95				0		
"Slovenia"			4.29		5.10	6.53	4.97			5.67		4.74	19		11	4.99	5.16	4.67			0		
"Tajikistan"			0															3.59			0		
"Thailand"				13	17			21										20			0		
"Uganda"		9.68								17	4			4.68	3.03						0		
"Macedonia, The Former Yugoslav Republic of"	3.33		11	4.40	4.32	4.40	4.16		9.23	5.96		4.71			3.88	4.37	4.12	3.36	3.98		0		
"Sudan (before 2012)"				10	26				4.35		4.73		4.46	2.15			6.79	13			0		
"Tunisia"		28			3.78	8.89								8	5.84				3.98		0		
"Nepal"		7.27	10																		0		
"Pakistan"						53															0		
"Seychelles"		14																			0		
"Senegal"	7.74		7.58	5.08			14		4.22												0		
"Venezuela, Bolivarian Republic of"					11		10				19								18		0		
"Yemen"											6.99							11			0		
"Zambia"									4.17												0		
