Importers	2012-M03-Exported unit value, US Dollar/Kilograms	2012-M04-Exported unit value, US Dollar/Kilograms	2012-M05-Exported unit value, US Dollar/Kilograms	2012-M06-Exported unit value, US Dollar/Kilograms	2012-M07-Exported unit value, US Dollar/Kilograms	2012-M08-Exported unit value, US Dollar/Kilograms	2012-M09-Exported unit value, US Dollar/Kilograms	2012-M10-Exported unit value, US Dollar/Kilograms	2012-M11-Exported unit value, US Dollar/Kilograms	2012-M12-Exported unit value, US Dollar/Kilograms	2013-M01-Exported unit value, US Dollar/Kilograms	2013-M02-Exported unit value, US Dollar/Kilograms	2013-M03-Exported unit value, US Dollar/Kilograms	2013-M04-Exported unit value, US Dollar/Kilograms	2013-M05-Exported unit value, US Dollar/Kilograms	2013-M06-Exported unit value, US Dollar/Kilograms	2013-M07-Exported unit value, US Dollar/Kilograms	2013-M08-Exported unit value, US Dollar/Kilograms	2013-M09-Exported unit value, US Dollar/Kilograms	2013-M10-Exported unit value, US Dollar/Kilograms	Exported value in 2013-M10, US Dollar thousand	Exported quantity in 2013-M10, Kilograms	
"Spain"	4.28	4.23	3.44	5.47	5.84	4.10	5.42	3.94	4.07	4.63	4.19	4.10	5.50	4.33	4.11	4.47	5.68	4.05	5.11	4.55	212	46635	
"Sri Lanka"		12		5.79			13	16		13	30	7.55		21	13			7.76	9.75	17	188	11229	
"Malaysia"	35		8.97			9.00	0					23		5.47	5.46	5.89	5.40	10	5.38	5.36	177	33000	
"Serbia"	4.98	4.79	5.31	4.91	5.13	4.15	5.55	5.66	4.47	4.72	5.92	5.11	5.17	4.62	4.75	5.60	5.06	5.76	14	1.60	164	102589	
"Bosnia and Herzegovina"	4.35	4.80	4.21	4.85	6.17	5.14	8.29		7.87			4.46	4.71	4.71	4.83	5.70	3.90		6.76	1.04	162	155259	
"Switzerland"	5.68	5.02	5.52	5.74	5.51	5.61	5	6.93	6.04	14	5.37	10	5.61	5.58	6.20	5.28	5.64	5.75	5.92	9.88	146	14770	
"Israel"	5.83	5.41	5.37	5.95	4.36	5.01	5.58	5.28	5.39	6.09	5.02	5.46	5.26	6.64	5.97	5.72	5.71	6.15	5.61	6.10	136	22304	
"Australia"	8.02	10	17	6.45	7.11	5.70	6.23	8.95	6.34	5.21	4.26	3.62	11	5.13	4.91	5.50	4.99	6.35	6.09	9.32	131	14055	
"Turkmenistan"	4.35	4.59	4.39	4.13	4.65	4.20	7.29	4.82	9.74	4.40	4.12	9.93	4.00	4.12	4.90	4.96	4.55		4.46	4.13	131	31725	
"Finland"	5.75	6.39	12		8.15	4.82	4.23	4.69	6.14	6.53	5.57	13	12	13	5.28	11	15	6.25	6.07	4.57	127	27817	
"Macedonia, The Former Yugoslav Republic of"	3.77	4.13	3.85	3.75	3.74	2.72	29	4.14	4.37	10			4.46	3.66	4.08	4.54	5.99	10	4.25	1.86	118	63473	
"Hungary"	6.14	4.75	4.92	4.15	4.85	9.78	6.06	6.18	3.83	8.26	7.37	4.64	6.19	4.72	5.39	8.00	4.76	5.78	4.95	5.61	113	20157	
"Italy"	4.45	4.65	6.96	4.78	5.02	5.94	4.18	7.25	5.61	5.83	4.28	5.00	5.96	4.93	4.90	5.06	5.25	5.52	4.86	5.41	105	19391	
"Greece"	7.34	8.91	6.02	6.52	6.53	6.85	4.49	5.90	6.99	5.62	5.99	5.48	7.36	7.44	7.39	5.83	6.03	8.22	6.68	7.37	76	10319	
"Qatar"	11	13	11	6.05	7.43	0		5.74	13	18	16		8.50	6.76	5.74		5.83	5.70	7.62	7.15	67	9366	
"Algeria"	4.48	5.27	4.37	3.48		8.34	7.12	4.30				4.64	5.52	6.55	4.89	4.43	4.98	4.52	6.01	5.83	59	10128	
"Kenya"	11	8.63	4.83			6.17	8.57	10	12	5.31	15	6.67	17	15		4.02	6	4.95	6.44	8.86	57	6430	
"Sweden"	8.12	7.29	9.02	6.75	8.65	8.53	7.66	7.17	7.37	7.17	7.30	8.22	7.70	8.18	7.26	8.30	8.04	7.70	8.39	7.89	55	6967	
"Moldova, Republic of"	3.64	3.81	5.17	4.50	5.96	3.77	12	5.42		4.72	6.71	7.06	4.32	4.76	5.09	4.23	4.53	4.81		4.33	54	12460	
"Georgia"	3.70	4.04	4.61	4.85	4.16	5.88	8.12	6.05	5.26	4.69	3.67	5.28	4.43	4.59	4.63	4.64	4.62	5.01	6.45	4.76	54	11339	
"United States of America"	21	3.13	6.75	4.39	6.30	11		19	7.53	28	11	20	20		9.02	11	6.84	14	6.78	23	53	2276	
"Austria"	6.09	7.45	4.52	12	4.26	4.02	5.78	7.44	5.06	7.48	7.17	7.76	8.55	6.30	6.93	5.71	6.67	1.96	7.88	9.23	48	5200	
"Cyprus"	4.69	5.07	8.53	7.67	6.53	8.04	7.34	6.66	10	8.22	5.41	7.13	5.07	7.09	6.66	5.84	8.32	5.98	6.16	13	43	3432	
"Chile"		6.39	6.78		5.65	5.12	7.01		5.80	6.53	5.98	6.55	6.39	6.81	6.31		5.87	7.52	12	6.25	39	6240	
"Senegal"			5.01						7.60	4.72		5.59						4.05	5.66	6.99	39	5580	
"Poland"	7.50	5.32	5.32	7.35	5.96	6.23	7.78	6.95	7.86	5.99	5.04	5.20	4.89	4.93	4.89	4.89	6.32	7.70	4.74	6.74	34	5044	
"Lebanon"	5.67	5.96	5.59	5.95	5.62	4.43	4.05	6.28	4.73	5.85	13	5.03	4.30	6.52	5.67	4.39	7.04	5.15	4.34	7.10	32	4505	
"Oman"	5.61		10	6.49	6.94	11	7.18	12	6.65				5.11	14		13	4.53	9.19	6.01	11	30	2674	
"Egypt"	5.15	4.23	5.17	5.04	4.30	8.59	4.76	7.22	5.05	7.37	4.63	5.25	5.98	9.38	5.92	5.38	6.30	6.45	8.60	5.57	27	4845	
"Slovakia"		10	9.45	8.98	5.08	8.66	8.61	7.87	7.31	7.78	10	9.30	3.26	11	12	6.67	7.56	12	3.76	11	24	2277	
"New Zealand"	17		9.45	15		6.91					14	4.31		19	10	8.29	14	4.14		22	19	851	
"Singapore"		5.60		6.52		4.71	0			3.95	19	12		12	27	8.77	25	4.32		24	13	541	
"Ethiopia"	4.60		7.89		43	30	9.26										19	5.54	13	30	12	399	
"Jordan"	8.49	4.96	11	6.15	3.66		3.89		8.52	4.11		6.06	4.75	5.46	5.14		5.65		4.64	12	11	920	
"Libya, State of"	6.01	7.69	4.57	4.89	6.05	7.40	4.32	4.69	6.11	5.64	4.83	5.28	4.82	4.41	4.56	3.94	4.29	3.61	5.73	7.98	8	1002	
"Belarus"			9.17	9.60	9.80	10			8.48			14				11				6.46	8	1238	
"Cambodia"																			20	24	8	330	
"Albania"	4.02	3.67	3.70	4.27	4.30	3.39		5.13	3.37	7.44	3.77	5.44	3.92	4.14	5.14	5.61	3.68	3.97		1.82	6	3300	
"Ireland"	8.03		3.84		6.55	9.80		7.84	8.12	8.53		9.31	6.04	7.24	7.32	7.60		6.90	7.68	11	4	352	
"Somalia"					0															6.24	4	641	
"Niger"														3.73				2.14		4.21	4	950	
"Iran, Islamic Republic of"	4.66	6.02	3.81	4.99	2.83	5.22	5.44	4.62	3.68	4.45	4.62	6.19	3.65	4.26	8.71	7.33	6.45	6.42	7.04	60	3	50	
"Estonia"		6.32		13	3.55	12			6.93		6.91		4.99			12			6.66	12	3	256	
"Croatia"	4.87	5.23	5.41	3.93	11		8.96		9.90	5.02		4.83	5.49	4.31	4.62	5.00	5.16	5.37	4.73	7.44	3	403	
"Chad"						0														6.35	2	315	
"Nigeria"				9.87		6.89	8.04	10		16				3.89	13	9.52	8.38	17	8.72	7.63	2	262	
"Tajikistan"	2.74	2.42	11	2.71	8.95	12		8.26	3				1.24	3.83	6.64		9.44	4.04		5.12	2	391	
"Yemen"		6.41						6.46	4.22	7.88	6.41			5.06	4.66	4.46	6.46	5.35		17	2	115	
"Mexico"	6.25				7.44	0	0						3.02					0	7.58	9.01	1	111	
"Taipei, Chinese"						19		35	6.58		19										0		
"Mongolia"					6.11									3.65							0		
"Nepal"														9.17							0		
"Montenegro"	4.37	4.56	5.09	10		3.20						4.16	4.67		5.07	7.94					0		
"Morocco"	4.25	5.23	4.86	4.38	5.59	8.11	5.44	4.53	6.80	4.89	4.42	4.68	4.29	5.54	5.59	4.96	8.30	6.79	8.05		0		
"Mozambique"			5		19	4.46															0		
"Pakistan"			3.70	5.91								4.73					7.75	17	6.58		0		
"Paraguay"				5.22				0						3.77							0		
"Peru"																		15			0		
"Philippines"	12	23		0		12	10	5.07	17			4.10	5.46	11	9.76				12		0		
"South Africa"		19	4.68		7.78	0	9.88	7.91	9.00	8.88	20		16		7.40				8.91		0		
"Zimbabwe"			17																		0		
"Viet Nam"			11										10		18				10		0		
"Slovenia"	5.74	5.00	5.97	5.23	7.41	10								17	10	14			8.73		0		
"Sierra Leone"							13														0		
"India"			4.73		3.56	4.52	3.97	21						3.48	28						0		
"Portugal"	4.75	5.06	4.36	4.02	6.15	4.92			4.51	5.04		4.57	7.96	4.50	7.89		4.84	4.85	7.89		0		
"Rwanda"						8			6.31					11							0		
"Zambia"					3.49										3.81						0		
"Venezuela, Bolivarian Republic of"	14		38		20			22	32					5.54	14			6.99	22		0		
"Thailand"		12			16					18		17							11		0		
"Trinidad and Tobago"						4.16													4.16		0		
"Tunisia"	4.27	5.34	4.43	4.67				4.35	6.06	4.84	6.72	4.58	5.32	5.32	6.14		4.16				0		
"Syrian Arab Republic"				0											3.67						0		
"Sudan (before 2012)"			2.78	8.67		13		17									18		7.68		0		
"Uganda"		5.64		9.56			10	5.16				16									0		
"Burkina Faso"		14							3.25						4.61		8.10				0		
"Uruguay"							6.58				6.62			5.70					6.33		0		
"Tanzania, United Republic of"			6.80	16					27	0		4.59		10		4.99	4.41				0		
"Free Zones"	13	4.18	7.77	4.14	3.93	9.64	5.04	7.89	9.21	6.45			23	100							0		
"Myanmar"																	19				0		
"Cuba"	0																				0		
"China"			30		12	15	12	15	17			17		15							0		
"Congo"																		3.73			0		
"Fiji"																			4.50		0		
"French Polynesia"																	4.12				0		
"Gabon"		3.91	24			3.86	26			11	4.34	18			4.50		4.06				0		
"Ecuador"				4.26							6.33		6.41	6.28	6.67	6.68		4.39			0		
"Equatorial Guinea"														9.66							0		
"Bolivia, Plurinational State of"											4.21										0		
"Cameroon"		4.33						4.51			4.49					4.57					0		
"Canada"	26	16	13		19	8.31			7.12					15	7.71			23			0		
"Cabo Verde"																	6.25				0		
"Bahrain"	5.32	4.50	5.10									9.48									0		
"Bangladesh"	4.55	4.44	11	4.32				0	3.41	21			3.89	4.91	3.48	3.28			24		0		
"Angola"				9.62																	0		
"Afghanistan"		16	12		16		6.11			24					5.34	8.16					0		
"Côte d'Ivoire"				5.38				0							8.72	8.60			7.48		0		
"Japan"	11	18	16	20	22	6.85	17	21	21	13	21	18	18	22	11	14	22	20	11		0		
"Gambia"							4.72														0		
"Ghana"			3.96	7.66		15			4.33				4.26		5.56						0		
"Guinea"									14	15		24									0		
"Hong Kong, China"			4.89	11	14			11	12			13				13	4.85		11		0		
"Iceland"								5.18	7.30				4.00	4.29							0		
"Lithuania"		4.64		5.12	3.93	3.83							4.77	4.48		12					0		
"Luxembourg"	6.39										5.41										0		
"Madagascar"									6.25												0		
"Malawi"																3.55					0		
"Mali"		3.91		4.05																	0		
"Malta"	4.12		10	7.12	4.67	6.58		44	5.61			5.47			16	4.17	7.32		7.02		0		
"Mauritania"	3.92			9.64		10		19	6.30	44	4.33						5.76	5.57			0		
"Mauritius"					20			14				6.61			9.26	7.35					0		
"Latvia"		4.21		9.01	3.39					8.82			5.25	4.69	5.71	12					0		
"Liberia"									20			25			15						0		
"Korea, Republic of"		19				5.81		10				8.15					4.52		7.14		0		
"Kuwait"	6.51	5.49	5.35	5.84	6.22	9.05	5.63	7.33	6.82	7.47	6.26	5.53	6.52	6.70	6.35	6.44	5.80		5.82		0		
"Kyrgyzstan"	4.59	4.61	4.23		3.01	20	4.97	9.50	5.68	9.38	3.93	9.27		14	4.43	3.96	4.76	4.32	15		0		
