Importers	2005-M11-Exported unit value, US Dollar/Kilograms	2005-M12-Exported unit value, US Dollar/Kilograms	2006-M01-Exported unit value, US Dollar/Kilograms	2006-M02-Exported unit value, US Dollar/Kilograms	2006-M03-Exported unit value, US Dollar/Kilograms	2006-M04-Exported unit value, US Dollar/Kilograms	2006-M05-Exported unit value, US Dollar/Kilograms	2006-M06-Exported unit value, US Dollar/Kilograms	2006-M07-Exported unit value, US Dollar/Kilograms	2006-M08-Exported unit value, US Dollar/Kilograms	2006-M09-Exported unit value, US Dollar/Kilograms	2006-M10-Exported unit value, US Dollar/Kilograms	2006-M11-Exported unit value, US Dollar/Kilograms	2006-M12-Exported unit value, US Dollar/Kilograms	2007-M01-Exported unit value, US Dollar/Kilograms	2007-M02-Exported unit value, US Dollar/Kilograms	2007-M03-Exported unit value, US Dollar/Kilograms	2007-M04-Exported unit value, US Dollar/Kilograms	2007-M05-Exported unit value, US Dollar/Kilograms	2007-M06-Exported unit value, US Dollar/Kilograms	Exported value in 2007-M06, US Dollar thousand	Exported quantity in 2007-M06, Kilograms	
"Maldives"											16					14				18	2	110	
"Saudi Arabia"	6.30		3.27	8.33	4.13	2.75		3.02	8.55	12				7.20		7.41	6.50			7.75	2	258	
"Turkmenistan"	9.04	25	3.68	17	2.95		4.95	13	3.23	7.92	15	3.58	4.81	5.57	9.81	5.84	3.28		24	5.18	1	193	
"Kyrgyzstan"			3.70			3.73	4.14		18	7.89	9.24			5.49			9.22	7.69		8.85	1	113	
"Estonia"	3.77	2.75		3.40			3.40	3.66		0		4	3.84	5			4.52	5.23	4.72	3.23	1	310	
"Faroe Islands"	4.76			4.46	5.36									5.10			5.36				0		
"Benin"													3.83						3.71		0		
"Bangladesh"											5.87			12							0		
"Cuba"	6.06																				0		
"Gabon"				4.08				5.49													0		
"Hong Kong, China"	7.63						12	11											7.54		0		
"Ghana"								3.41			3.75	2.97							11		0		
"Albania"					11	5.08															0		
"Bolivia, Plurinational State of"																			4.81		0		
"Bosnia and Herzegovina"		3.65									3.45		8.20	3.58		4.19	4.06	5.38	5.34		0		
"Brazil"																			11		0		
"Cameroon"																4.17					0		
"Cabo Verde"											3.56										0		
"Sri Lanka"			6.04		3.96																0		
"Chile"													5.99	6.20							0		
"China"																	5.59				0		
"Colombia"																	9.74				0		
"Congo"						5.00							5.95		4.45		4.89				0		
"Costa Rica"														9.26							0		
"Lebanon"	3.83	3.55		3.58	3.42	3.63	3.37	4.36	3.36					4.16	4.42	4.80	4.27	3.43	4.38		0		
"Liberia"							19	40													0		
"Luxembourg"								3.85				5.49							6.67		0		
"Madagascar"																	17		15		0		
"Malaysia"				0																	0		
"Indonesia"										5.51											0		
"Kenya"									4.36												0		
"Korea, Republic of"	3.89															0					0		
"Mali"		3.34								4.48											0		
"Montenegro"																	4.65	3.15			0		
"Morocco"	3.85	6.13			2.88	4.44		11						4.64	4.38	5.56	7.84				0		
"Oman"														9.71							0		
"Mauritania"											4.38										0		
"Qatar"							5.81														0		
"New Zealand"	4.87				4.39																0		
"Niger"								3.07													0		
"Nigeria"									3.28								4.51		3.95		0		
"Norway"	3.42	2.83		2.93	0		3.15	3.38	3.37	3.56	3.15		3.25	3.28	3.36	3.70	3.89				0		
"Pakistan"											3.85										0		
"Uganda"								3.85													0		
"United States of America"							6.44			5.77			4.41								0		
"Uruguay"								0													0		
"Uzbekistan"			9.13		6.25		5.36				7.19	8.33					5.40				0		
"Yemen"										6.17											0		
"Tanzania, United Republic of"					8.78	6.56													8.33		0		
"India"			4.25										4.81		4.81		3.85	4.81	14		0		
"Singapore"										4.81											0		
"Sudan (before 2012)"										9.52				0	0	2.20					0		
"Tunisia"		0				3.49				3.91								0	0		0		
"Togo"									5.52												0		
