Importers	2005-M11-Exported unit value, US Dollar/Kilograms	2005-M12-Exported unit value, US Dollar/Kilograms	2006-M01-Exported unit value, US Dollar/Kilograms	2006-M02-Exported unit value, US Dollar/Kilograms	2006-M03-Exported unit value, US Dollar/Kilograms	2006-M04-Exported unit value, US Dollar/Kilograms	2006-M05-Exported unit value, US Dollar/Kilograms	2006-M06-Exported unit value, US Dollar/Kilograms	2006-M07-Exported unit value, US Dollar/Kilograms	2006-M08-Exported unit value, US Dollar/Kilograms	2006-M09-Exported unit value, US Dollar/Kilograms	2006-M10-Exported unit value, US Dollar/Kilograms	2006-M11-Exported unit value, US Dollar/Kilograms	2006-M12-Exported unit value, US Dollar/Kilograms	2007-M01-Exported unit value, US Dollar/Kilograms	2007-M02-Exported unit value, US Dollar/Kilograms	2007-M03-Exported unit value, US Dollar/Kilograms	2007-M04-Exported unit value, US Dollar/Kilograms	2007-M05-Exported unit value, US Dollar/Kilograms	2007-M06-Exported unit value, US Dollar/Kilograms	Exported value in 2007-M06, US Dollar thousand	Exported quantity in 2007-M06, Kilograms	
"Israel"	5.95	5.24	5.18	5.20	5.57	5.49	5.94	5.07	5.87	5.50	5.21	5.21	5.38	6.15	6.05	4.97	5.94	6.80	5.82	6.07	241	39690	
"Hungary"	3.52	4.10	3.36	3.78	5.83	4.64	5.21	5.10	4.95	4.29	5.87		7.73	6.16	10	6.07	5.67	6.89	5.03	6.38	239	37464	
"Kazakhstan"	25	45	4.31	4.00	3.41	3.69	3.60	4.31	7.16	13	18	7.09	7.49	3.64	3.73	4.00	4.29	11	14	8.88	194	21843	
"Georgia"	2.93	3.36		4.34	1.93	3.82	3.71	4.08	4.76	3.55	3.78	4.13	5.81	5.09	9.88	11	4.67	5.01	4.61	5.47	185	33810	
"Iraq"	3.70	7.42	3.98	4.64	3.61	3.52	3.54	4.04	4.70	6.17	2.04	5.10	4.54	4.55	5.76	3.60	3.66	4.23	4.71	6.60	177	26837	
"Spain"	13	3.02		16	4.73	7.42	4.69	4.76	4.28	6.94	6.17		3.82		7.31	3.84	6.14	5.03	5.14	6.67	157	23534	
"Cyprus"	4.73	4.75	4.51	4.31	7.42	5.57	7.36	7.43	5.90	9.07	8.84	8.78	10	10	6.19	8.05	9.91	6.86	6.59	6.62	155	23423	
"Belgium"	5.00	4.04	3.31	5.10	4.22	3.58	4.02	4.59	4.51	4.27	8.28	4.48	4.10	5.74	4.20	5.29	5.80	5.98	6.30	4.34	125	28773	
"Bosnia and Herzegovina"	7.00	8.57		7.91	3.37	6.96	3.84	4.27	5.53	4.24			8					4.01	4.43	4.99	93	18640	
"Yemen"																				4.44	92	20730	
"Portugal"	5.86			5.83	4.67	6.94	6.16		6.41						3.37		5.14	6.69	3.72	7.43	88	11840	
"Netherlands"	4.01	6.74	6.36	5.35	6.51	8.20	6.37	5.74	4.33	8.29	12	4.97	5.96	4.69	6.48	5.88	7.84	5.71	5.63	9.17	52	5673	
"Australia"	5.00	4.93	4.71	9.10	8.71	5.02	6.53	7.09	7.60	7.38	8.30	10	8.03	8.14	7.80	6.70		6.75	7.72	4.72	50	10586	
"Norway"	4.65		9.04	6.61	5.69		6.58	11	6.07	7.14	6.52	9.67	6.66	8.91	5.73	6.06	11	14	10	6.64	49	7381	
"Croatia"		5.56		3.33	4.46	4.53	4.16	4.71	4.38	4.15	4.33		34			8.08	5.64	5.06	6.27	7.55	46	6093	
"Czech Republic"	3.61			3.72			4.51	4.57	3.97	3.44	3.97	5.26	3.87		5.46	5.71		5.32	5.39	4.91	44	8954	
"Kuwait"				6.16			9.62	10				6.13	9.32			8.44		20	11	2.89	44	15220	
"Switzerland"	3.93	4.87	6.67	4.23	5.54	5.11	4.61	5.19	4.61	5.10	5.49	4.88	12	4.93		7.16	4.16	5.26	5.35	6.14	43	7007	
"Malta"	0	3.48		7.78	2.94	7.08	3.35	3.57	1.29		3.53			13		0			5.61	7.29	42	5760	
"Azerbaijan"		11	15		4.27	4.57	4.94	8.43	4.72	9.70	11	18	4.82	7.01	9.64	10	30	4.63	5.70	4.47	39	8730	
"Korea, Republic of"				17	13		12	9.95	2.70				18		0	17	18			19	37	1974	
"Macedonia, The Former Yugoslav Republic of"			10		3.67	4.07	8	3.76	4.22	0	8.09		53			1.59	1.29	4.23	3.75	4.08	35	8580	
"United Arab Emirates"				5.80	16	9.10			22		7.58		8.92		12	7.99	15	8.45	6.95	12	29	2360	
"Algeria"		4.58			11		6.23	1.79	8.06	5.95		2.94	4.21		7.62	3.27	6.38	3.17	7.16	6.90	29	4202	
"Morocco"	0	4.73	5.32		3.39	6.48		5.34					5.18			8.79	10		5.80	7.17	28	3904	
"Denmark"		4.84			8.33		5		10	0	4.02	26		2.53		5.26		5.25	5.51	5.51	27	4902	
"Iran, Islamic Republic of"			9.90		6.42	3.04	12	2.48			3.33			11		10	3.35	5.26		4.55	26	5720	
"Saudi Arabia"	0			4.31	5.62	6.08	3.30		4.55	11	3.30	3.44	5.51	5.28	3.34	11	9.39		7.69	4.06	25	6160	
"Colombia"																	12			6.67	24	3600	
"Guinea"																				5.37	24	4473	
"Slovakia"									4.14							4.89		5.32	5.16	3.81	17	4458	
"South Africa"					6.69			6.76			6.94		10	7.32		6.39	13	16	20	7.02	17	2420	
"Sweden"	6.90	5.80	4	11	5.81	7.21	7.20		8.41	5.16			8.22		19		5.60	7.72	6.57	7.23	16	2212	
"Poland"				4.57	5.19	5.54	5.72	5.07	5.27	7.15	6.18	7.38	5.69	6.19	5.46	6.05	5.32	5.93	6.21	5.86	13	2220	
"Egypt"		2.94	3.25					4.28			7.14	2.92	4.60	8	4.22			5.88	5.83	5.64	10	1773	
"Free Zones"	0			2.79	13	40	3.79	3.98	9.73	7.17	8.58	31	14	22			5.00	10	6.84	6.87	10	1455	
"Turkmenistan"	11						2.73	13	33	3.86	6.82	17	7.07	11	8.61	9.43	11		13	10	8	770	
"Singapore"			5.47							9.52	5.65			11				16	0	12	5	424	
"Kenya"		4.54							3.46									7.92		5	5	1000	
"Libya, State of"	3.61		3.62	4.89	3.87	0.65	4.88	12	2.08	6.06	4.45					1.71	23	3.70	4.02	4.24	5	1180	
"Moldova, Republic of"				3.63	3.41	3.50	3.91		3.77	4.86		4.51		4.52		4.06	4.15		3.81	1.69	5	2965	
"Japan"	7.66	7.94		13	43	13				3.68	9.34	8.54		7.29		19	15	7.47	11	21	4	188	
"Maldives"											11							1.26		13	3	238	
"Lithuania"	14								0											11	2	188	
"Slovenia"		5.76		3.33		5		4	5.95			21					10			11	2	188	
"Burkina Faso"																				20	2	100	
"New Zealand"	6.03	5.56							6.67	5.62		10	4.91	5.33	10	6.05		6.26	17	4.78	1	209	
"Albania"	3.68	1.76				6.37	3.28	3.80	3.65		2.38		37	11		0	22	12	1.61	10	1	100	
"Bahrain"	5.30					6.94		6.94			12					18			11		0		
"Bangladesh"																			8.39		0		
"Angola"																		0			0		
"Afghanistan"		11		40	18			10			9.23		9.54						12		0		
"Brazil"											6.25							7.37			0		
"Bolivia, Plurinational State of"																			11		0		
"Belarus"	6.69	25											8.93						4.57		0		
"Cameroon"								8													0		
"Canada"				9.52		8.33		6.98							0			19			0		
"Sri Lanka"											17										0		
"China"								0									17		2.98		0		
"Guyana"			2.98																		0		
"Hong Kong, China"	9.47	10	8.83	7.34		6.61	8.54		9.89	9.24	12	3.97	9.80	10				14	6.50		0		
"Gabon"											3.78										0		
"Congo"								4.93									17				0		
"Costa Rica"		7.17													10			11			0		
"Cuba"					11																0		
"Dominican Republic"										6.55											0		
"Estonia"		4.40																			0		
"Finland"						9.09		6.82							6.67				6.89		0		
"Niger"																	6.67				0		
"Nigeria"	4.60							4.57		4.33	0		4.27	4.47							0		
"Mali"										4.17											0		
"Montenegro"														7.41							0		
"Luxembourg"								6.94													0		
"Malaysia"	7.5							11	3.97	4.59	0			4.69	8.39				4.17		0		
"Mauritania"					3.97														10	0	0	80	
"Mauritius"				9.17																	0		
"Mexico"				6.57	9.26												7.72			0	0	65	
"Taipei, Chinese"		11	9.88			13	8.40	8.19			9.10							18			0		
"Mongolia"			38																		0		
"Jordan"				4.20		6.32		19	6.81	1.85				12	3.16	6.30	5.09	6.53			0		
"Kyrgyzstan"	7.89		6.10		4.14	3.72		5.27		14		12	8.24				4.33		4.31		0		
"Lebanon"		11			5.31			8.37		2.42						6.88			7.05		0		
"Ireland"	6.07	5.68	6.59	6.02	7.27	6.86	7.75	6.82			8.27	10	7.72	6.75	6.45	6.23	8.06	7.88	7.02		0		
"Iceland"				4.13			22														0		
"Indonesia"	7.63							13		5.32	8.29				7.97	8.00			6.03		0		
"Ghana"	3.28							4.22											0		0		
"Uzbekistan"		0	7.59			2.11	60				10			0							0		
"Venezuela, Bolivarian Republic of"			9.06				8.94							8.77			6.69				0		
"Sudan (before 2012)"									5	16			8.44	3.24				8.21			0		
"Syrian Arab Republic"						4.88	2.89	5.85	8.62	6.45	8.31							6.13			0		
"Tajikistan"								11				9.94					8.47	10			0		
"Thailand"	13		20		11				17	8.51		10	7.91	12		8					0		
"Togo"									6.25												0		
"Tunisia"		3.36					4.13			4.57		3.73					3.86				0		
"Viet Nam"								4.94					27	5.26				16			0		
"Qatar"					0				8.72				10						9.24		0		
"India"											7.23		5.56	7.79	10	11		12	13		0		
"Senegal"										3.10				9.13					9.45		0		
"Oman"	16													13					4.55		0		
"Pakistan"												14		12					9.55		0		
"Panama"															6.57			6.67			0		
