Importers	2010-M08-Exported unit value, US Dollar/Kilograms	2010-M09-Exported unit value, US Dollar/Kilograms	2010-M10-Exported unit value, US Dollar/Kilograms	2010-M11-Exported unit value, US Dollar/Kilograms	2010-M12-Exported unit value, US Dollar/Kilograms	2011-M01-Exported unit value, US Dollar/Kilograms	2011-M02-Exported unit value, US Dollar/Kilograms	2011-M03-Exported unit value, US Dollar/Kilograms	2011-M04-Exported unit value, US Dollar/Kilograms	2011-M05-Exported unit value, US Dollar/Kilograms	2011-M06-Exported unit value, US Dollar/Kilograms	2011-M07-Exported unit value, US Dollar/Kilograms	2011-M08-Exported unit value, US Dollar/Kilograms	2011-M09-Exported unit value, US Dollar/Kilograms	2011-M10-Exported unit value, US Dollar/Kilograms	2011-M11-Exported unit value, US Dollar/Kilograms	2011-M12-Exported unit value, US Dollar/Kilograms	2012-M01-Exported unit value, US Dollar/Kilograms	2012-M02-Exported unit value, US Dollar/Kilograms	2012-M03-Exported unit value, US Dollar/Kilograms	Exported value in 2012-M03, US Dollar thousand	Exported quantity in 2012-M03, Kilograms	
"Côte d'Ivoire"	4.36			4.65									3.56				3.59			4.44	4	900	
"Montenegro"	3.23		3.25		5.17			3.26	8.62	0	6.90		4.29	3.62	3.38	2.90	2.36			2.94	4	1362	
"Mauritania"														4.49						3.33	4	1200	
"New Zealand"																			3.98	5.49	2	364	
"Yemen"	0	4.30		7.47	3.33		3.75													2.78	2	720	
"Viet Nam"																				6.76	1	148	
"Macedonia, The Former Yugoslav Republic of"	4.05	3.17	3.73	3.58	3.01	2.78	3.00	7.55	5.30	4.15	4.21	3.30	3.30	3.36	3.17	3.37	4.25	3.02	3.37	2.32	1	431	
"Netherlands Antilles"																				4.31	1	232	
"Japan"																				4.27	1	234	
"Kenya"		6.85	7.24	4.71										4.05				4.21	18		0		
"Korea, Republic of"										12											0		
"Latvia"		3.17									3.42	3.79	3.73		3.31						0		
"Guyana"		4.31									4.48			4.74							0		
"Ghana"																3.01					0		
"New Caledonia"		4.42	4.76																		0		
"Mauritius"				3.88										11							0		
"Moldova, Republic of"		7.18	11		5.86	4.22		4.49		4.93	3.73		14	6.13			6.65		7.14		0		
"Maldives"				6.39						4.09			33			6.02					0		
"Mali"		3.57						3.85	3.47			4.12		3.80		3.39	3.44		3.76		0		
"Faroe Islands"			5.46																	0	0	45	
"Gambia"					6.17																0		
"Palestine, State of"								4.54	3.03						2.87				2.71		0		
"Gabon"			4.17					4.81		3.17				4.46		3.95		4.43	4.40		0		
"Dominican Republic"						6.06															0		
"Equatorial Guinea"								5.56									7.14		27		0		
"Bolivia, Plurinational State of"																5.68	3.61				0		
"Bosnia and Herzegovina"	3.40	4.05	4.37	3.29	3.14	3.23	3.17	3.53	4.65	3.60	3.16	3.12	3.67	3.24	3.98	3.15	2.81	3.43		0	0	185	
"Angola"			4.37		4.24							3.68	4.56	4.37					5.32		0		
"Afghanistan"		4.17					6.06	3.12	12		4.17	3.75						5			0		
"Albania"	4.76						1.55	0			3.39			27	7.66	17					0		
"Argentina"		4.23				4.13	4.03	4.13		4.32											0		
"Bahrain"											3.68		4.60						4.42		0		
"Bangladesh"												19									0		
"Belarus"														0							0		
"Cameroon"		3.35		6.94	0						2.93										0		
"Cabo Verde"					2.97																0		
"Chad"																	3.25				0		
"Chile"													5.97								0		
"China"	9.73	11										9.57									0		
"Comoros"								10													0		
"Congo"	3.66		11	4.40		3.18	3.78		4.51				7.39								0		
"Tanzania, United Republic of"	6.38							5.49			9.26	3.12		0							0		
"Free Zones"			5.12	9.90					4.29	13		9.52	45					6	0		0		
"United States of America"	11	10																			0		
"Burkina Faso"				3.49					5.40						5.46		2.22				0		
"Uruguay"						3.01										3.76					0		
"Uzbekistan"	11													8.33		15			12		0		
"Syrian Arab Republic"	4.53	4.78			4.39							7.03			3.76	3.47					0		
"Tajikistan"															0					0	0	70	
"Togo"	2.96											4.35									0		
"Uganda"	9.09							4.18													0		
"Sudan (before 2012)"				5.26				16			5.08										0		
"South Africa"	5.89	6.10	6.01		5.85			6.25		6.87						0					0		
"Sierra Leone"											3.91										0		
"India"	4.71	6.92	4.25	5.77	5.07		14	5.92			4.73	11	5.09						4.83		0		
"Singapore"	11	6.45	0				5.95	6.40					6.05	6.45		5.69					0		
"Paraguay"															4.50						0		
"Qatar"						3.81	3.77				3.89		2.67	4.90	3.36	7.95		4.09			0		
"Saint Vincent and the Grenadines"																		3.47	5.75		0		
