Importers	2010-M08-Exported unit value, US Dollar/Kilograms	2010-M09-Exported unit value, US Dollar/Kilograms	2010-M10-Exported unit value, US Dollar/Kilograms	2010-M11-Exported unit value, US Dollar/Kilograms	2010-M12-Exported unit value, US Dollar/Kilograms	2011-M01-Exported unit value, US Dollar/Kilograms	2011-M02-Exported unit value, US Dollar/Kilograms	2011-M03-Exported unit value, US Dollar/Kilograms	2011-M04-Exported unit value, US Dollar/Kilograms	2011-M05-Exported unit value, US Dollar/Kilograms	2011-M06-Exported unit value, US Dollar/Kilograms	2011-M07-Exported unit value, US Dollar/Kilograms	2011-M08-Exported unit value, US Dollar/Kilograms	2011-M09-Exported unit value, US Dollar/Kilograms	2011-M10-Exported unit value, US Dollar/Kilograms	2011-M11-Exported unit value, US Dollar/Kilograms	2011-M12-Exported unit value, US Dollar/Kilograms	2012-M01-Exported unit value, US Dollar/Kilograms	2012-M02-Exported unit value, US Dollar/Kilograms	2012-M03-Exported unit value, US Dollar/Kilograms	Exported value in 2012-M03, US Dollar thousand	Exported quantity in 2012-M03, Kilograms	
"Kyrgyzstan"	3.51	3.27	3.75	3.47	3.96	3.61	3.74	3.39	3.39	3.63	3.56	3.66	3.78	3.91	4.09	4.03	3.65	7.44	3.74	3.89	277	71127	
"Austria"	4.32	5.59	5.15	5.74	5.29	5.38	5.10	6.58	5.33	6.06	4.96	6.65	5.53	4.00	4.68	4.54	4.63	4.75	4.51	4.18	258	61757	
"Kuwait"										11						3.79	3.61	3.57	3.79	3.63	220	60577	
"Croatia"	5.56	5.85	5.95	4.53	4.64	5.01	4.84	5.66	5.38	5.31	5.14	5.01	6.21	4.80	4.38	4.35	6.25	5.13	4.96	3.87	212	54843	
"Morocco"	12	3.65	4.11	4.67	3.85	4.11	4.49	3.98	4.40	5.41	4.37	4.24	4.38	4.12	4.13	2.47	1.90	4.18	4.25	3.58	171	47759	
"Cyprus"	5.65	5.21	4.70	4.59	5.12	5.68	5.76	6.19	6.56	5.77	6.08	5.97	4.92	5.18	5.16	4.60	5.03	5.81	7.77	5.62	159	28312	
"Belgium"	4.03	5.01	4.80	5.54	5.20	5.23	4.51	7.10	4.79	5.41	5.31	5.77	5.44	5.59	5.63	5.05	5.19	3.90	4.86	4.40	148	33601	
"Bulgaria"	3.99	4.15	4.00	4.21	4.35	4.14	5.01	5.02	5.01	4.95	5.02	4.47	3.75	3.78	3.94	3.43	3.10	3.41	4.72	3.47	148	42701	
"Ukraine"	4.72	4.38	5.89	3.56	6.15			5.59			4.67	4.53	4.96	4.52	14	4.51	4.22		3.56	4.04	141	34872	
"Serbia"	4.62	4.93	5.19	5.36	5.56	4.72	4.77	5.71	4.70	4.36	4.66	5.71	4.74	3.85	3.84	3.84	4.17	4.18	3.55	3.51	126	35933	
"Jordan"	4.06	3.84	4.24	4.53	3.88	3.76	3.67	4.37	4.07	3.96	3.66	4.13	4.21	2.87	4.30	5.11	4.42	4.76	3.85	4.03	117	29021	
"Ghana"	3.78		5.29	3.28	3.71		2.68	4.35		4.88	4.38	3.42				2.31				3.55	111	31276	
"New Zealand"			14				4.74	5.91	4.74	4.92	6.26	6.32	6.78	6.56		6.25	5.50	3.74	6.09	5.02	110	21898	
"Switzerland"	4.84	4.84	4.87	4.65	5.12	5.57	5.26	5.09	5.37	5.56	5.73	4.99	5.70	4.97	5.53	5.60	5.17	4.95	4.87	5.15	108	20983	
"Mauritania"				4.85		5.66						4.34				4.43		17	4.82	22	108	4903	
"Kazakhstan"	8.28		6.74	6.65	6.95	6.45	5.70	6.65	5.67	6.47	6.05	6.78	7.17	7.30	7.29	6.81	7.54	6.59	7.69	7.87	106	13465	
"Macedonia, The Former Yugoslav Republic of"	4.77	4.41	4.87	4.62	4.81	4.66		4.45	5.37	7.69	5.31	5.43	4.76	4.01	3.71	4.47	3.94	4.05	4.04	3.61	106	29333	
"Côte d'Ivoire"	3.75			4.15			6.50					4.71	4.13				3.26	3.62		3.99	91	22788	
"Ireland"	3.58	3.46	3.61	3.68	3.86	3.47	3.78	3.80	3.99	3.99	3.90	3.56	4.01	3.82	3.80	3.51	3.50	3.75	3.59	3.44	87	25316	
"United Arab Emirates"		5.84	4.66	6.29	5.26	3.85	6.35	5.54	4.24	5.53	6.37	5.94	6.54	5.65	4.78	6.02	5.63	4.77	5.06	4.77	86	18045	
"Mali"																	3.29			3.88	84	21645	
"Albania"	3.68	4.12	5.19	4.31		4.22		4.23	4.26	4.29	4.65	5.08	4.72	4.90	4	4.75	4.68		5.17	4.38	69	15770	
"Tajikistan"				6.27	4.52		7.57	5.48		6.99			6.70	5.87	4.93	4.96	4.39	4.74	6.42	4.73	64	13520	
"Tunisia"				5.12	5.26			3.24			3.67		2.56		4.13		2.95			3.51	61	17399	
"Slovenia"	5.30	5.46	6.01	4.90	4.62	4.46	4.34	5.20	5.83	4.79	5.67	6.05	4.70	4.94	4.70	5.86	4.47	3.79	4.39	4.09	57	13936	
"Turkmenistan"	3.84	3.76	3.62	3.28	4.09	4.21	3.37	3.78	5.24	6.02	5.45	7.68	6.91	4.03	4.59	4.69	3.66	4.58	4.87	5.87	50	8522	
"Sudan (before 2012)"	3.42			4.24	3.88			4.17	2.70	5.29	3.78		3.63	5.66	4.04	2.95	3.08	4.24	3.49	3.52	47	13357	
"Slovakia"	3.55	3.38	3.47	4.01	5.56	4.39	3.35	3.97	4.32	3.65	3.68	3.58	3.71	4.14	2.36	3.63	2.65	2.80	2.96	3.42	44	12865	
"Malta"	5.09	5.26	8.33	5.52	4.28		4.84		6.27	5.29	5.43	4.84	5.86	4.36	4.45	6.33	2.91	4.40	5.25	4.56	43	9435	
"Lithuania"	4.09	4.63	4.50	4.68	4.88	6.05	4.81	5.05	4.88	4.60	5.45	4.99	6.78	4.73	5.21	4.48	5.65	4.74	4.68	4.31	39	9050	
"Bosnia and Herzegovina"	4.57	5.03	4.45	4.61	4.24	4.49	4.53	4.02	5.49	5.00	5.19	5.21	4.33	3.62	3.96	3.74	2.97	4.14	4.21	4.48	33	7374	
"Taipei, Chinese"								16							4.53					3.93	28	7128	
"Singapore"		5.80	10	3.14	7.11	12	8	13	3.24	13	6.52	5.91	8.75	5.73	10	5.51	8.53	7.46	9.18	4.83	27	5591	
"Hong Kong, China"			5.17	5.17	5.03	4.72		13	9.14	8.90	6.81	5.61	6.32	6.20	6.03	3.46	4.67		4.16	3.63	26	7158	
"Viet Nam"								7.47								7.28				7.00	24	3430	
"Senegal"	3.93	3.58		4.24	3.63		3.53	4.75	3.97	4.70	4.63		4.19		3.97	4.16				3.51	24	6844	
"Benin"			4.44					3.29	4.69								3.52	4.08		4.59	22	4795	
"Nigeria"		3.75	5.62	9.90			3.16	4.79		3.97			4.73			3.12	4.03			3.82	17	4455	
"Uzbekistan"	4.95	4.43	4.71	5.19	6.13	6.68	6.11	6.17	8.27	6.84	5.58	6.35	5.85	6.19	6.43	6.29	5.64	6.08	5.44	6.29	16	2544	
"Angola"			3.80		3.42	3.41	5.00	3.89	3.87	4.36	4.80			4.65	4.08		4.21	3.29	4.34	3.94	16	4060	
"Uruguay"													3.71	3.16	3.01	3.65	3.15	4.51		3.92	14	3570	
"Thailand"			4.93		4.70			2.84	5.48			2.89		4.86	4.95		4.99		3.32	3.31	12	3625	
"Algeria"	12				5.55	9.16	40	9.98	3.38		3.08		3.72				9.16	26	3.64	5	12	2400	
"Afghanistan"	4.35					4.22	4.88	3.88	3.54	3.87	4.79	4.32	4.17		5.86	5.61	21	6.79	5.95	4.24	12	2831	
"Ethiopia"		3.50					3.84			3.38	4.44	4.38			3.85	3.94	3.94		3.67	4.06	12	2958	
"Guyana"			3.67			3.85			3.86		5.70			4.58						4.37	10	2290	
"Faroe Islands"																				5.38	10	1858	
"Guinea"					3.86	4.36					4.69				0		4.60		3.90	4.53	8	1766	
"Chad"					21								4.31				5.23			3.76	7	1863	
"Moldova, Republic of"	3.70		4.06		3.77				3.77	4.77				5.62			4.11			3.74	7	1870	
"Free Zones"	7.32		43			9.43	15	18	8.57			16	5	53			17	3.95		71	5	70	
"Pakistan"				8.04											4.92					3.27	4	1225	
"Belarus"				11		3.70	4.53	4.36			5.83	5.73		5.10	5.38	6.26	5.85		5.08	4.80	4	833	
"Malaysia"						2.94			6.67	6.25		6.77	4.72	5.56	5.22	7.04	6.55	5.47	5.69	6.25	3	480	
"Mongolia"						5.90	5.27		4.97	4.31	4.71	3.62	4.01		5.72	4.92	5.50		6.26	2.88	3	1042	
"South Africa"			9.95				11	11		12	14	12	12			7.87		7.06	5.18	7.87	2	254	
"Montenegro"	4	5.41	3.77	4.03	7.29	3.92	2.38			8.30	6.20	6.54	3.45		4.36	3.40	3.46	3.92	2.94	2.96	1	338	
"Korea, Republic of"																				4	1	250	
"Bahrain"				11			45					4.04	5.42							1.63	1	612	
"Bangladesh"													3.33								0		
"Cameroon"													5.88	3.16		3.13		3.62			0		
"Bolivia, Plurinational State of"	6.05					6.94					6.76					4.13	4.49		4.69		0		
"Argentina"	4.02	4.25	4.24		5.98	6.10		4.62	4.69	4.91											0		
"Chile"															11						0		
"Cabo Verde"					3.69			3.54								3.68	4.27				0		
"Colombia"																			4.67		0		
"Comoros"																	7.17				0		
"Congo"	4.01			4.05		3.96	0		6								3.87				0		
"Estonia"	3.61	4.44	4.69	4.32			4.19	3.97	4.46	4.63	4.32	4.39	4.91		4.23		5.07	4			0		
"Equatorial Guinea"									14												0		
"Kenya"				7.23					7.56	7.56					8.82			4.11			0		
"Latvia"																			3.26		0		
"Liberia"													5.21	3.12							0		
"Mexico"										12					12						0		
"Djibouti"							4.21														0		
"Gabon"			3.72					4.03			4.38			4.01				3.94	4.25		0		
"Indonesia"													0								0		
"Oman"													13								0		
"Nepal"	4.35					5.33							0		6.41		5.88				0		
"New Caledonia"	3.43									4.27				3.94					3.93		0		
"Peru"											0										0		
"Qatar"	3.55		4.70				5.42	3.50	5.23		4.35			5.20	14		4.00	4	0		0		
"Norway"			4.56			8.42	4.96					5.07	3.49	3.01		5.08	3.36		3.99		0		
"Niger"												5		11							0		
"Somalia"															15						0		
"Syrian Arab Republic"	4.28	4.38			3.75	6.59	6.60				5.86	8.33			4.56	4.43					0		
"Saudi Arabia"						5.73		22			5.09	5.94	9.72						6.29		0		
"Seychelles"														4.27							0		
"India"			4.91					16	6.04	5.54	3.00	2.56	4.11	4.63		4.17	4.53				0		
"Burkina Faso"									4.74						4.20						0		
"Venezuela, Bolivarian Republic of"																16					0		
"Egypt"	3.17	6.83	3.84	5.70	6.55				2.63	5		15	4.91			4.10	5.78	0	7.08		0		
"Tanzania, United Republic of"											15										0		
