Importers	2016-M12-Exported unit value, US Dollar/Kilograms	2017-M01-Exported unit value, US Dollar/Kilograms	2017-M02-Exported unit value, US Dollar/Kilograms	2017-M03-Exported unit value, US Dollar/Kilograms	2017-M04-Exported unit value, US Dollar/Kilograms	2017-M05-Exported unit value, US Dollar/Kilograms	2017-M06-Exported unit value, US Dollar/Kilograms	2017-M07-Exported unit value, US Dollar/Kilograms	2017-M08-Exported unit value, US Dollar/Kilograms	2017-M09-Exported unit value, US Dollar/Kilograms	2017-M10-Exported unit value, US Dollar/Kilograms	2017-M11-Exported unit value, US Dollar/Kilograms	2017-M12-Exported unit value, US Dollar/Kilograms	2018-M01-Exported unit value, US Dollar/Kilograms	2018-M02-Exported unit value, US Dollar/Kilograms	2018-M03-Exported unit value, US Dollar/Kilograms	2018-M04-Exported unit value, US Dollar/Kilograms	2018-M05-Exported unit value, US Dollar/Kilograms	2018-M06-Exported unit value, US Dollar/Kilograms	2018-M07-Exported unit value, US Dollar/Kilograms	Exported value in 2018-M07, US Dollar thousand	Exported quantity in 2018-M07, Kilograms	
"Austria"	3.21	2.93	3.00	3.23	3.33	3.30	3.18	3.42	3.58	3.79	3.58	3.68	3.71	3.73	3.90	3.91	3.77	3.35	3.70	3.71	187	50459	
"Denmark"	3.38	3.33	3.50	3.67	3.58	3.49	4.11	3.88	3.74	3.99	3.91	3.98	3.99	3.81	4.17	3.87	3.97	4.24	3.94	3.79	184	48583	
"Qatar"	4.09	6.14		2.93	9.21	6.07	4.79	3.34	4.27	3.79	3.39	6.96	11	7.30	6.24	4.16	3.77	5.19	7.40	7.26	139	19143	
"Poland"	2.74	2.58	3.76	2.64	3.02	3.01	3.05	3.20	3.31	3.18	3.23	3.39	3.38	3.66	3.99	3.41	3.65	3.26	3.49	3.40	135	39741	
"Portugal"	3.42	2.76	2.97	3.23	3.22	2.99	3.18	3.23	3.45	3.61	3.37	3.48	3.57	3.42	3.58	3.33	3.71	3.57	3.57	3.87	102	26364	
"Tunisia"	3.49	3.43	3.62	3.58	3.50	3.65	3.53	3.85	3.63	5.15	4.05	4.51	5.46	4.85	3.41	3.77	4.33	3.78	4.02	3.55	100	28141	
"Finland"	3.10	3.62	2.45	3.42	2.67	3.91	3.30	2.72	3.19	3.55	3.20	3.63	3.44	3.38	3.30	3.57	3.28	3.68	3.47	3.38	91	26913	
"Canada"	14	12	14	14	13			15	15	16	15	15	16	16	17	16	17	15	16	12	87	7202	
"United Arab Emirates"	3.46	2.91	3.52	3.57	2.96	3.50	3.67	4.15	4.05	3.79	3.52	3.64	3.89	3.91	4.13	4.06	4.01	8.16	3.83	4.54	73	16094	
"Hungary"	2.18	4.44	2.25	2.95	2.53	2.97	4.59	3.33	4.88	3.76	3.83	4.77	5.01	3.57	7.26	4.04	6.38	3.20	4.58	4.30	72	16748	
"Ireland"	3.42	6.00	3.03	5.70	4.56	3.59	5.67	5.19	5.30	5.00	4.28	4.00	4.57	5.39	3.95	4.91	4.19	5.06	5.02	4.80	66	13751	
"Czech Republic"	3.03	3.03	2.89	3.36	2.87	3.47	3.38	3.66	3.77	3.78	3.71	3.42	3.70	3.80	3.98	3.88	4.30	4.12	3.32	3.39	59	17415	
"Morocco"	5.15	3.94	3.76	4.19	3.50	4.05	4.08	4.22	3.27	3.89	4.52	3.42	5.56	4.64	5.09	5.05	4.72	5.41	3.54	4.68	56	11955	
"Jordan"	2.97	3.52	3.84	3.39	3.52	3.71	3.64	3.69	7.18	4.98	2.88	4.55	4.59	3.93	3.55	3.53	4.26	3.83	3.61	4.19	55	13116	
"Lithuania"	3.00	3.33		3.43	3.50	2.71	3.11	3.74	3.76	3.37	3.63	3.85	3.80	3.71	3.73		3.22	3.97	3.71	2.98	55	18437	
"Slovakia"	2.99	3.16	3.33	3.51	3.20	3.49	3.61	3.35	3.70	3.72	3.51	3.57	3.61	3.76	3.88	3.34	2.78	3.09	3.43	3.56	54	15174	
"Australia"	3.73	3.98	4.24	3.62	3.89	3.27	4.27	3.66	4.10	7.09	3.61	4.75	3.38	4.11	3.41	3.37	4.02	3.22	3.68	4.01	51	12715	
"Saudi Arabia"	5.13	5.13	4.33	4.23	3.80	5.20	5.10	4.22	4.80	4.67	7.29	4.52	14	3.93	4.68	4.01	6.31	5.99	4.18	7.77	50	6437	
"Russian Federation"	3.46	3.13	3.59	3.31	3.75	4.19	3.24	5.00	3.78	4.23	3.76	4.26	5.47	3.44	3.03	3.22	3.29	4.21	3.23	4.35	45	10335	
"Cyprus"	5.58	3.50	5.22	3.73	4.78	4.23	4.25	4.33	4.47	6.89	4.91	3.82	4.17	10	5.45	3.96	3.76	3.80	4.56	5.26	44	8371	
"Bulgaria"	2.83	3.29	3.06	4.42	2.89	3.42	3.35	3.37	3.48	4.05	3.89	3.61	3.25	3.80	3.49	4.28	3.92	3.56	4.01	3.73	44	11797	
"Kuwait"	3.72	2.80	3.53	3.68	3.64	3.54	4.77	5.73	3.30	3.23	3.42	4.36	3.93	4.87	3.44	4.43	4.92	4.17	3.98	3.36	41	12212	
"Libya, State of"				3.07	9.52	3.46	3.14	3.26	3.25				5.41		3.80		3.75	3.69	3.32	2.30	39	16967	
"Bahrain"	4.57	2.80	2.80	3.38	3.36	3.56	3.47	2.85	3.45	3.22	3.37	5.44		3.42	5.10	4.07	3.77	4.09	3.08	3.40	39	11473	
"Macedonia, The Former Yugoslav Republic of"	3.65	2.81	2.82	2.89	2.69	2.85	2.88	3.10	3.15	3.04	2.92	3.32	3.05	4.80	3.42	3.09	3.13	5	3.33	3.25	38	11688	
"Romania"	2.64	2.43	2.80	3.97	3.44	2.88	3.38	3.09	4.05	3.16	3.27	3.42	3.01	5.19	5.06	5.72	3.83	3.55	3.86	2.65	36	13568	
"Croatia"	2.87	2.71	3.06	2.66	3.06	3.02	6.78	3.43	3.06	3.08	2.91	3.11	3.45	3.63	3.55	3.20	4.88	4.39	3.57	3.27	36	11004	
"Malta"	3.82	3.19	3.42	3.46	4.42	4.02	4.15	5.01	4.44	4.18	3.85	4.41	4.92	4.09	4.19	5.32	4.26	4.26	4.07	4.38	33	7540	
"Chile"		5.21	7.81					6.38				4.23			6.77	6.25				5.49	31	5644	
"Norway"	3.20				4.63	7.52	3.55	7.65	5.05	8.03		44	16	7.91		4.31	7.94		33	7.10	31	4365	
"Greece"	4.19	4.13	7.06	3.72	5.76	3.28	4.46	3.88	3.66	3.95	4.81	3.64	4.29	4.17	4.65	4.69	4.55	4.70	3.64	5.05	30	5942	
"Serbia"	2.96	2.72	2.55	3.26	2.96	3.15	3.03	3.27	2.87	2.98	3.34	3.07	3.17	2.92	3.41	4.92	3.76	3.27	3.49	3.31	28	8472	
"South Africa"				4.84	4.20	4.39	4.39	4.57	4.57		4.55		4.57	4.98	4.93		4.93	6.57		7.05	22	3122	
"Bangladesh"	4.27				4.38	4.44	3.39										4.91	4.63	4.80	4.49	21	4680	
"Bosnia and Herzegovina"	2.37	2.86	2.14	4.15	3.68	3.26	2.51	5.33	3.70	3.04	2.84	3.10	3.34	3.44	3.06	3.37	35	3.29	3.35	4.16	21	5044	
"Guinea"				3.96	2.68						10	14			3.93	9.17	11			13	19	1450	
"Korea, Republic of"				2.33	3.68				11				4.57	5.08		3.91				11	16	1455	
"Gambia"						3.21		3.52	3.68			3.25				3.68		3.32		3.78	16	4234	
"Paraguay"							3.25		5.73	4.22	4.18							5.81		5.40	14	2592	
"Oman"			3.08	3.14	3.36	3.15	5.47	3.55	5.40	4.11		4.94	4.02	11		4.39	8.36		6.52	3.99	11	2760	
"Lebanon"	3.82	4.87	3.90	3.91	3.28	3.24	3.79	4.01	4.74	3.50	3.63	4.31	3.61	10	5.23	4.86	4.53	3.85		4.24	11	2592	
"Taipei, Chinese"								10				11		6.33				10		11	11	1020	
"Moldova, Republic of"			4.26		3.58		4.21	4.69	2.54	6.45	3.60		3.39				3.29	4.80	8.47	18	10	567	
"Syrian Arab Republic"		7.84	8.25	0.86	2.49	5.48		6.15	4.15					12		2.65	2.01	2.24	2.66	2.33	10	4296	
"Gabon"	3.74			2.90				3.10	7.67	3.78			4.14		3.20	6.97	4.83		3.17	3.01	7	2329	
"Mauritius"		9.43	3.01					3.13	3.58		7.04		4.18					4.18		54	6	111	
"Congo"				14																4.34	6	1384	
"Latvia"							3.21	2.95	7.46	9.43		12				3.64	6.69			3.44	5	1452	
"Senegal"	3.30		2.82	3.67	3.13	3.18	3.37	3.73	3.56	3.39	2.99	3.38	3.60		3.46	3.49	3.46	3.55	39	4	5	1250	
"New Zealand"	3.47	5.22	3.57	3.60	17	3.42	3.26	3.42	4.62	3.41	3.29	3.42	3.26	3.47	3.49	3.30	11	12		13	4	312	
"Uzbekistan"	4.41	4.10	15	4.93	8.93	5.50	4.31	4.46		4.17					1.89	2.96	5.95	3.70	3.24	8.77	4	456	
"Belarus"							68										7.17			6.45	4	620	
"Algeria"		12	26	4.08	3.26	3.26	24	3.85	3.18	5.57		50	3.70	17		3.91	23		6.01	12	4	337	
"Mauritania"	2.13			21		3.48				5.21		3.33		3.69		3.18				4	3	750	
"Turkmenistan"		4.67	5.81	23	5.48	4.26	5.02	3.44	5.31	6.74		9.10	9.04	9.28		9.09	8.70	7.65	100	8.62	3	348	
"Burkina Faso"	5.08		2.94		3.45		2.59			3.76						19			3.65	5.71	2	350	
"Malaysia"										12	12		12							13	2	160	
"Chad"																				5.25	2	381	
"Cameroon"	2.84			6.14				3.05	9.80	3.44		2.93	3.35	2.51	13			1.22	2	2.51	1	399	
"Free Zones"	18	8.46	25	6.75	29	5.62	30	6.37	22	30	26	6.06	23	24	8.31	20	8.00	13		20	1	50	
"Montenegro"	3.12		4.44	2.23	3.30	3.05	3.23	3.43	3.10	2.99	3.65	2.71	2.08		6.90	3.29	15	4.59	3.48	3.45	1	290	
"Mozambique"										11											0		
"Niger"																8.40			9.38		0		
"Nigeria"			10		6.22	9.49	7.43			4.64		60			6.64			12	10		0		
"New Caledonia"	5.21					3.24	3.04	5.81											3.94		0		
"Peru"															8.16						0		
"Pakistan"					5.36			2.77	3.10	3.35	3.04	8.33	2.73	3.24	3.38	28	3.32	3.37			0		
"Guinea-Bissau"	3.28							3.45													0		
"Viet Nam"					14											157					0		
"Somalia"						8															0		
"Seychelles"		3.68					6														0		
"Sierra Leone"								3.50							6.88						0		
"India"	4.27	4.08	7.09	7.14	8.18	8.45	3.82	3.42	9.39	9.71	8.61	10	4.99	4.58	6.98	9.65	6.62	5.08	7.93		0		
"Singapore"	6.74		12			7.81	3.91	8.77		6.29	14			9.74	8.03		13	9.49			0		
"Rwanda"					4.54													8			0		
"Saint Lucia"	2.73										4.40										0		
"Saint Vincent and the Grenadines"									4.00									3.34	3.44		0		
"Zambia"													2.65						16		0		
"Uruguay"	3.01			3.00			3.01														0		
"Tanzania, United Republic of"		21							15		3.06		7.09					5.42	6.88		0		
"Uganda"		4.54							1.69							6.40					0		
"Sudan"				4.30	9.87										9.01	9.78					0		
"Sudan (before 2012)"	3.40																				0		
"Tajikistan"	24			3.64									7.41								0		
"Thailand"					14	7.35										14		4.84			0		
"Togo"						2.92	2.44	3.64	3.76				4.94					2.94			0		
"Cabo Verde"																		3.76			0		
"Sri Lanka"								20	20	19			2.72								0		
"Brazil"																	2.98				0		
"Brunei Darussalam"			2.68			4.46			3.70	3.36					2.98		2.75		3.36		0		
"Bolivia, Plurinational State of"								3.42							7.72						0		
"Angola"			3.73										6.64			9.52					0		
"Azerbaijan"		6.91	4.96		6.15	5.55	12	5.10	5.34	4.64	7.81	4.10	15	12	3.65	10	3.67	8.76	8.93		0		
"Argentina"	7.09					3.89			3.89	3.95	4.83						5.24				0		
"Afghanistan"	6.34											9.71			4.86				8.66		0		
"Albania"					2.99			3.10					3.01		6.29				7.80		0		
"China"	4.69	5		4.25	3.45	5	3.99	5.31		4.46		0	4.42	4.18	5.62	3.97	5.31		9.43		0		
"Colombia"											7.75		8.62				8.66		7.79		0		
"Benin"			2.84	2.66	2.90			3.52	3.50		3.37	3.30		0.65		3.77		3.25	3.94		0		
"Palestine, State of"							35														0		
"Djibouti"																11		6.82			0		
"Ethiopia"							4.78					5.32	6.80	11							0		
"Estonia"		2.67	2.75		3.17	3.84	3.39	3.64		2.67	3.82	3.74	3.45	3.88	3.74		4.24	3.57	3.59		0		
"Maldives"	3.50	5.81	6.02						4.23									28			0		
"Mali"	3.09	3.15	8.06	2.87	3.22	3.25		3.43	5.93			3.70	3.43	2.93							0		
"Kyrgyzstan"	18			11							5.21			11				4.55			0		
"Liberia"				5.52																	0		
"Mongolia"	3.28																				0		
"Guyana"						4.60			3.33							3.62	4.40				0		
"Hong Kong, China"									6.41	3.73	8.20	8.23			8.93		5.43				0		
"Indonesia"												23									0		
"Iran, Islamic Republic of"	4.01	3.46	3.67	3.58	4.16	4.74	3.93	4.41	4.34	4.08	4.11	4.61	4.46	5.97	6.80	7.35	14	4.20	7.69		0		
"Ghana"	7.06				3.88			10	5.99							4.83	9.71		28		0		
"Kenya"	4.88					4.44			3.91				2.81		7.96			11			0		
"Côte d'Ivoire"	3.04		2.92	2.95	2.42	3.33	2.87	3.12	3.45	3.06		2.89	3.34		3.31	3.96	6.21	2.35	3.48		0		
"Japan"					31																0		
"Kazakhstan"	5.99			4.85		8.57	10	6.33	4.33					7.36	8.17		5.08	6.30	9.58		0		
