Importers	2007-M06-Exported unit value, US Dollar/Kilograms	2007-M07-Exported unit value, US Dollar/Kilograms	2007-M08-Exported unit value, US Dollar/Kilograms	2007-M09-Exported unit value, US Dollar/Kilograms	2007-M10-Exported unit value, US Dollar/Kilograms	2007-M11-Exported unit value, US Dollar/Kilograms	2007-M12-Exported unit value, US Dollar/Kilograms	2008-M01-Exported unit value, US Dollar/Kilograms	2008-M02-Exported unit value, US Dollar/Kilograms	2008-M03-Exported unit value, US Dollar/Kilograms	2008-M04-Exported unit value, US Dollar/Kilograms	2008-M05-Exported unit value, US Dollar/Kilograms	2008-M06-Exported unit value, US Dollar/Kilograms	2008-M07-Exported unit value, US Dollar/Kilograms	2008-M08-Exported unit value, US Dollar/Kilograms	2008-M09-Exported unit value, US Dollar/Kilograms	2008-M10-Exported unit value, US Dollar/Kilograms	2008-M11-Exported unit value, US Dollar/Kilograms	2008-M12-Exported unit value, US Dollar/Kilograms	2009-M01-Exported unit value, US Dollar/Kilograms	Exported value in 2009-M01, US Dollar thousand	Exported quantity in 2009-M01, Kilograms	
"Syrian Arab Republic"			13		7.65	2.78	6.97			21		2.50	1.86		0	0		28	18	6.44	9	1398	
"Uzbekistan"		13	3.84					9.09				10	38	4.61	7.00	4.15	4.28	3.99	3.97	4.40	8	1820	
"Egypt"	5.64		2.97	11	7.57			7.95			4.11		7.71	8.57		3.58	6.32	10	11	3.30	6	1818	
"South Africa"	7.02					7.62	7.58					8.06			16		25			8.85	5	565	
"Morocco"	7.17	6.05					5.64			17	6.33		7.43	6.45			6.37	25	7.72	42	4	96	
"Libya, State of"	4.24		12	12	2.78	7.08	63	12	12	12	7.04	3.80	23	133	7.13	5.86	20	11	11	15	4	260	
"Czech Republic"	4.91	4.95	5.47	28		6.25		5.16	3.14		6.49	6.52	5.51	4.86		5.48	9.61	4.20		4.29	3	700	
"Ukraine"	5.02	6.10	5.00	7.33	8.52	7.05	11	6.55	5.04	4.89	4.55	4.60	6.94	7.29	8.35	8.46	7.78	4.22		13	3	230	
"Turkmenistan"	10	9.39	9.90	14			20	25	15			13	13	6.02	12	4.46	33	14	8.64	4.84	3	620	
"Bulgaria"	4.02	4.35	4.68	12	9.27	5.89	6.19	10	5.01	5.07	4.44	5.02	4.95	5.41	6.01	11	7.07	4.97	5.56	7.63	1	131	
"Belarus"		16					22		13	13		4.11	4.79								0		
"Cambodia"						22								23							0		
"Cameroon"																	4				0		
"Canada"				16	19		0					18							16		0		
"Sri Lanka"					8.97		8.61				9.33			10	15						0		
"Chad"													10	29							0		
"Chile"														6.87			7.26				0		
"China"						5.06															0		
"Colombia"	6.67							7.45													0		
"Croatia"	7.55	8.05			4.89	0		11		6.19	7.20	5.85	4.84	14			6.06	6.47	4.98		0		
"Bahrain"				17		17				12			4.15		6.66	20					0		
"Bangladesh"																11					0		
"Barbados"														4.18							0		
"Afghanistan"												11	49		2.79	8.27					0		
"Albania"	10	7.16	4.26	3.99					4.64	5.32	6.05	4.28	4.71	3.46	2.22						0		
"Algeria"	6.90	1.18	6.94		155	40			14	26		12	7.48	7.42			4.09		3.89		0		
"Angola"		2.5			3.33	3.33	3.33		2.5								4.84				0		
"Argentina"						5.38										5.98					0		
"Bolivia, Plurinational State of"													9.57								0		
"Bosnia and Herzegovina"	4.99	4.39	5.70	9.47						5.05	5.71	5.96	5.71	6.57		4.87			5.76		0		
"Brazil"						6.30	6.06	6.02	7.69									7.69	5.94		0		
"Djibouti"						1.61															0		
"Gabon"			6.81										5.88	4.88							0		
"Dominican Republic"								7.5													0		
"Ethiopia"															5.85						0		
"Estonia"					11						11										0		
"Lithuania"	11	22							4.67		21	6.25						16			0		
"Luxembourg"					6.94							12				4.87					0		
"Madagascar"									15	17											0		
"Malaysia"								9.32								8.93				0	0	40	
"Maldives"	13										15		26			9.62	25			0	0	44	
"Malta"	7.29	4.83	7.69	0	0			0		5.52	7.81	5.26	21								0		
"Mauritania"	0								16												0		
"Mauritius"															50						0		
"Mexico"	0	8.21						7.5		12	11								11		0		
"Taipei, Chinese"											12										0		
"Moldova, Republic of"	1.69	3.98	5.08	3.56	5.52	4.51		4.81	4.53	5.72	3.66	4.82	5.21	5.49	5.00	4.48	4.66	7.63	6.18		0		
"Montenegro"				5.39						6.94	6.64		6.48	4.42	5.37						0		
"Oman"					15														11		0		
"New Zealand"	4.78	18		6.29	6.94			6.18	21								15		7.63		0		
"Nigeria"		8.47			1.83	0	23	5			20		7.75			7.69		3.70			0		
"Korea, Republic of"	19		9.43	17	7.41	11	19		47					18							0		
"Kuwait"	2.89		27				9.74				2.31			9.07	19				6.99		0		
"Kyrgyzstan"		11		16				4.24			8.02		7.92		13	8.61					0		
"Lebanon"		5.57	0	3				0		11	6.17			6.92	10		8.72	5.12			0		
"Latvia"								23			24	6.10									0		
"Liberia"						10															0		
"Côte d'Ivoire"												9.20							4.44		0		
"Jamaica"				7.47				7.5										6.39			0		
"Iceland"					5.73										4.84	4.41					0		
"Guinea"	5.37																	3.73			0		
"Ghana"																71					0		
"Uganda"														10		5.13					0		
"Tanzania, United Republic of"						10						9.09	36		24	5.46	8		13		0		
"Tajikistan"		17			31					35		33	12	43	27		8.26				0		
"Thailand"		16					17								7.69	9.30		20			0		
"Togo"																	3.75				0		
"Trinidad and Tobago"				7.64																	0		
"Tunisia"		8.50						4.85		4.35	6.71			4.61				8.37	1.90		0		
"Sudan (before 2012)"		8.08				5.49	10					12	25	25	18						0		
"Serbia"	6.11	4.21	4.58	4.95	0	0		4.82	4.54	4.90	5.31	5.71	5.68	6.30	9.49	4.06	3.91	16	5.31		0		
"Seychelles"															63						0		
"Sierra Leone"			6.45																		0		
"India"		1.25						8.33					12								0		
"Singapore"	12	0		0		12		10	11					17		10		12			0		
"Viet Nam"						13														0	0	40	
"Slovenia"	11	6.55		6.29							6.96			5.58					5.13		0		
"Marshall Islands"			11																		0		
"Pakistan"														6.10	7.54						0		
"Peru"														10							0		
"Venezuela, Bolivarian Republic of"		15					19							18							0		
"Yemen"	4.44	5.12			5.95			6.38			5.18	6.67			9.74						0		
"Burkina Faso"	20																5.26				0		
